,group,variable,month,DT 4TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 7 A 49 AÑOS FUERA,DT 4TA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
BELEN DE ANDAMARCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,7,0,7,0,7
BETANZOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,3,0,1,0,4,4
BOLIVAR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,5,0,5,5
BOLPEBRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,2,0,2,0,2
BOYUIBE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,0,5,0,6,0,6
BUENA VISTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
CABEZAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,0,5,3,6,3,9
CAIROMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
CAJUATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,1,0,3,3
CALACOTO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,2,1,1,1,3,4
CALAMARCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,6,0,0,2,6,8
CAMARGO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,2,0,2,1,3
CAMIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,8,12,0,9,8,21,29
CAPINOTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,2,2,2,3,4,7
CARACOLLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,1,0,2,2
CARANAVI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,4,0,0,1,4,5
CARAPARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,2,0,0,1,2,3
CARIPUYO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,4,0,1,0,5,5
CHARAGUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,1,0,0,2,1,3
CHAYANTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
CHIMORE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,1,1,3,2,4,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,6,0,0,1,6,7
CHUMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,6,5,6,5,12,17
CKOCHAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,1,0,3,1,4,5
CLIZA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,4,4,6,6,10,16
COBIJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,6,29,0,0,6,29,35
COCAPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,4,5,1,5,5,10,15
COCHABAMBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,68,146,15,41,83,187,270
COLCAPIRHUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,4,16,13,16,17,32,49
"COLCHA ""K""",otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,5,2,0,0,5,2,7
COLLANA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,1,0,1,0,1
COLOMI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,9,2,0,2,9,11
COLQUECHACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,4,0,6,6
COLQUENCHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,1,4,1,5,6
COMARAPA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,3,1,0,1,3,4
CORIPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
COROICO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
CORQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,0,0,0,2,0,2
COTAGAITA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,1,1,1,2,3
COTOCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,24,60,10,40,34,100,134
CUATRO CAÑADAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
CUEVO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,2,0,2,0,2
CULPINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,5,0,3,1,8,9
DESAGUADERO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,1,0,0,1,1,2
EL ALTO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,53,390,26,89,79,479,558
EL PUENTE(STC),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,39,55,2,2,41,57,98
ENTRE RIOS TRJ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,3,5,1,1,4,6,10
ENTRE RIOS CBBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,9,0,2,0,11,11
EUCALIPTUS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
EXALTACION,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,1,0,2,2
FILADELFIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,3,0,3,1,4
GENERAL SAAVEDRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
GUANAY,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,1,1,1,2,3
GUAQUI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,1,0,0,1,1,2
GUAYARAMERIN,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,5,0,0,0,5,5
GUTIERREZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
HUACARETA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,3,0,0,1,3,4
HUACHACALLA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,7,0,0,0,7,7
HUATAJATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,1,0,0,2,1,3
HUMANATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
INCAHUASI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,5,0,2,0,7,7
INGAVI (HUMAITA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,4,4,0,0,4,4,8
INQUISIVI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
IXIAMAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
JESUS DE MACHACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
LA ASUNTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,5,10,0,1,5,11,16
LA GUARDIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,61,113,58,65,119,178,297
LA PAZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,127,394,13,31,140,425,565
LAGUNILLAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,3,0,0,1,3,4
LAJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,8,0,0,2,8,10
LLALLAGUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,5,9,8,37,13,46,59
MAGDALENA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,4,1,4,5
MAIRANA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,12,0,5,0,17,17
MAPIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
MINEROS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,3,10,0,0,3,10,13
MIZQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,7,1,1,3,8,11
MONTEAGUDO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,4,5,2,2,6,7,13
MONTERO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,50,1,11,2,61,63
MORO MORO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
MOROCHATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,4,0,4,4
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,3,1,1,2,4,6
OCURI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,4,3,4,0,8,3,11
OMEREQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,1,2,1,3,4
ORURO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,8,51,7,9,15,60,75
PADILLA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,38,21,2,4,40,25,65
PALOS BLANCOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,2,1,2,2,4,6
PAMPA GRANDE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,5,0,0,0,5,5
PASORAPA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,2,1,2,3
PATACAMAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,28,1,28,2,30
PAZÑA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
PELECHUCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,4,6,2,7,6,13
POJO (CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
POOPO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,2,1,2,3
PORONGO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,8,14,20,30,28,44,72
PORTACHUELO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,2,0,0,1,2,3
PORVENIR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,2,1,2,3
POTOSI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,14,15,0,8,14,23,37
PRESTO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,5,5,8,5,13,18
PUERTO ACOSTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,3,0,3,3
PUERTO QUIJARRO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
PUERTO RICO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,6,2,1,2,7,4,11
PUERTO VILLARROEL,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,6,22,3,4,9,26,35
PUNA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,2,0,2,2
PUNATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,7,3,10,5,17,22
QUILLACOLLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,24,13,4,14,28,27,55
QUIRUSILLAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,1,0,1,0,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,6,3,4,3,10,13
RAVELO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,13,6,13,6,19
RIBERALTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,15,0,0,0,15,15
ROBORE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,7,3,5,4,12,16
RURRENABAQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,2,0,2,2
SACABA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,11,70,69,118,80,188,268
SACABAMBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,7,0,0,2,7,9
SAMAIPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,4,7,0,2,4,9,13
SAN ANDRES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,1,0,0,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SAN BENITO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SAN CARLOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,9,16,6,18,15,33
SAN IGNACIO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,3,0,0,0,3,3
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,31,0,6,2,37,39
SAN JAVIER(STC),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,1,0,0,2,1,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,5,12,0,0,5,12,17
SAN JUAN DE YAPACANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,5,2,23,2,28,30
SAN JULIAN,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,4,12,6,0,10,12,22
SAN LORENZO(PND),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,4,0,5,5
SAN LORENZO(TJA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,1,0,2,2
SAN MATIAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,16,0,0,1,16,17
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,5,16,0,0,5,16,21
SAN PEDRO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,1,0,0,2,1,3
SAN PEDRO(PND),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,1,5,1,5,6
SAN RAMON SCZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,206,689,220,45,426,734,1160
SANTA ROSA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,3,1,1,3,4,7
SANTIAGO DE HUATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,3,0,0,2,3,5
SANTIVAÑES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,3,0,0,0,3,0,3
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,1,2,1,2,3
SENA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,4,3,1,3,5,8
SHINAOTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,3,7,1,1,4,8,12
SIPE SIPE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,7,7,21,8,28,36
SORACACHI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,2,0,0,1,2,3
SORATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,2,4,2,5,4,9
SUCRE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,36,46,0,1,36,47,83
TACACOMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,2,16,2,17,19
TACOPAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,2,0,3,3
TAHUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,3,1,3,2,5
TARABUCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,4,0,1,0,5,5
TARACO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
TARATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,3,0,0,0,3,3
TARIJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,12,16,1,2,13,18,31
TARVITA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,3,1,0,0,3,1,4
TIAHUANACU,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,11,0,0,1,11,12
TINGUIPAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,3,0,1,0,4,4
TIQUIPAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,5,1,15,3,20,23
TIRAQUE (CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,2,0,9,1,11,12
TOCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,5,0,2,2,7,9
TOLATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,2,4,2,5,7
TOMAVE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,3,0,3,0,3
TORO TORO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
TOTORA(CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,6,3,5,5,11,16
TOTORA(ORR),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,25,0,0,2,25,27
TUPIZA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,4,5,0,4,4,9,13
UNCIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,3,5,0,1,3,6,9
URUBICHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,0,0,0,2,0,2
VACAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,2,0,2,2
VALLEGRANDE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,5,0,0,1,5,6
VIACHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,11,1,5,1,16,17
VILA VILA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,5,0,6,6
VILLA CHARCAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
VILLA MONTES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,5,2,0,0,5,2,7
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,2,4,1,6,3,9
VILLA SERRANO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,0,0,0,2,0,2
VILLA TUNARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,5,14,8,8,13,22,35
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,7,2,0,0,7,2,9
VILLAZON,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,2,10,0,0,2,10,12
VINTO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,9,16,4,11,13,27,40
WARNES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,13,33,2,14,15,47,62
YACUIBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,7,10,0,0,7,10,17
YANACACHI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
YAPACANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,60,30,27,78,87,108,195
YOTALA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
YUNCHARA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-01-01,0,0,1,4,1,4,5
ACHACACHI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-02-01,2,12,10,28,12,40,52
ACHOCALLA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-02-01,0,1,1,0,1,1,2
AIQUILE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-02-01,2,4,0,1,2,5,7
ALCALA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-02-01,1,1,0,1,1,2,3
ALTO BENI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-02-01,3,0,0,0,3,0,3
ANCORAIMES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-02-01,0,3,0,2,0,5,5
ANDAMARCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-02-01,3,1,0,0,3,1,4
ANTEQUERA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-02-01,0,0,0,1,0,1,1
APOLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2020-02-01,0,2,8,8,8,10,18
