,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-04-01,32.0,31.0,6.0,11.0,38.0,42.0,80.0
SUCRE,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-04-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
TARATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-04-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
TARIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-04-01,20.0,19.0,0.0,0.0,20.0,19.0,39.0
YOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ACACIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,37.0,48.0,167.0,207.0,204.0,255.0,459.0
ACHACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,110.0,94.0,409.0,498.0,519.0,592.0,1111.0
ACHOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,44.0,45.0,73.0,79.0,117.0,124.0,241.0
AIQUILE,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,85.0,76.0,322.0,436.0,407.0,512.0,919.0
ALALAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,5.0,7.0,42.0,82.0,47.0,89.0,136.0
ALCALA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,22.0,24.0,137.0,156.0,159.0,180.0,339.0
ALTO BENI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,73.0,34.0,102.0,88.0,175.0,122.0,297.0
ANCORAIMES,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,47.0,44.0,193.0,244.0,240.0,288.0,528.0
ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,35.0,43.0,121.0,152.0,156.0,195.0,351.0
ANTEQUERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,11.0,11.0,29.0,38.0,40.0,49.0,89.0
ANZALDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,19.0,35.0,137.0,187.0,156.0,222.0,378.0
APOLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,64.0,59.0,109.0,102.0,173.0,161.0,334.0
ARAMPAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,5.0,9.0,59.0,77.0,64.0,86.0,150.0
ARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,64.0,122.0,81.0,111.0,145.0,233.0,378.0
ARBIETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,126.0,154.0,248.0,450.0,374.0,604.0,978.0
ARQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,90.0,75.0,153.0,251.0,243.0,326.0,569.0
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,41.0,30.0,0.0,0.0,41.0,30.0,71.0
ATOCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,17.0,34.0,127.0,180.0,144.0,214.0,358.0
AUCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,82.0,63.0,46.0,53.0,128.0,116.0,244.0
AYATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,25.0,37.0,179.0,232.0,204.0,269.0,473.0
AYO AYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,6.0,5.0,113.0,129.0,119.0,134.0,253.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,194.0,209.0,506.0,532.0,700.0,741.0,1441.0
AZURDUY,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,53.0,59.0,89.0,103.0,142.0,162.0,304.0
BATALLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,56.0,45.0,79.0,86.0,135.0,131.0,266.0
BAURES,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,54.0,48.0,27.0,26.0,81.0,74.0,155.0
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,2.0,3.0,70.0,74.0,72.0,77.0,149.0
BELEN DE URMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,22.0,10.0,63.0,65.0,85.0,75.0,160.0
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,20.0,16.0,33.0,32.0,53.0,48.0,101.0
BERMEJO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,253.0,247.0,179.0,214.0,432.0,461.0,893.0
BETANZOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,226.0,247.0,507.0,663.0,733.0,910.0,1643.0
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,44.0,38.0,81.0,114.0,125.0,152.0,277.0
BOLPEBRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,26.0,9.0,9.0,5.0,35.0,14.0,49.0
BOYUIBE,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,21.0,16.0,74.0,114.0,95.0,130.0,225.0
BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,79.0,63.0,60.0,34.0,139.0,97.0,236.0
CABEZAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,70.0,53.0,16.0,14.0,86.0,67.0,153.0
CAIROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,69.0,72.0,39.0,37.0,108.0,109.0,217.0
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,37.0,50.0,240.0,423.0,277.0,473.0,750.0
CAJUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,39.0,33.0,17.0,10.0,56.0,43.0,99.0
CALACOTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,20.0,12.0,68.0,70.0,88.0,82.0,170.0
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,60.0,60.0,85.0,102.0,145.0,162.0,307.0
CAMARGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,68.0,78.0,265.0,439.0,333.0,517.0,850.0
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,41.0,70.0,84.0,117.0,125.0,187.0,312.0
CAMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,151.0,136.0,30.0,32.0,181.0,168.0,349.0
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,58.0,69.0,309.0,445.0,367.0,514.0,881.0
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,67.0,60.0,118.0,134.0,185.0,194.0,379.0
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,91.0,69.0,241.0,314.0,332.0,383.0,715.0
CARANAVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,339.0,303.0,410.0,261.0,749.0,564.0,1313.0
CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,0.0,0.0,4.0,6.0,4.0,6.0,10.0
CARAPARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,32.0,37.0,312.0,321.0,344.0,358.0,702.0
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,37.0,27.0,217.0,332.0,254.0,359.0,613.0
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,48.0,36.0,48.0,49.0,96.0,85.0,181.0
CATACORA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,12.0,14.0,18.0,24.0,30.0,38.0,68.0
CHACARILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,33.0,26.0,26.0,32.0,59.0,58.0,117.0
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,48.0,82.0,134.0,149.0,182.0,231.0,413.0
CHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,114.0,131.0,248.0,369.0,362.0,500.0,862.0
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,83.0,90.0,156.0,216.0,239.0,306.0,545.0
CHARAÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,30.0,15.0,73.0,95.0,103.0,110.0,213.0
CHAYANTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,37.0,65.0,387.0,594.0,424.0,659.0,1083.0
CHIMORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,34.0,24.0,22.0,29.0,56.0,53.0,109.0
CHIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,0.0,1.0,23.0,25.0,23.0,26.0,49.0
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,10.0,7.0,30.0,43.0,40.0,50.0,90.0
CHUA COCANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,8.0,5.0,10.0,11.0,18.0,16.0,34.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,58.0,59.0,121.0,102.0,179.0,161.0,340.0
CHUMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,56.0,53.0,239.0,259.0,295.0,312.0,607.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,10.0,10.0,90.0,136.0,100.0,146.0,246.0
CKOCHAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,116.0,108.0,302.0,352.0,418.0,460.0,878.0
CLIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,117.0,156.0,301.0,454.0,418.0,610.0,1028.0
COBIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,72.0,39.0,137.0,134.0,209.0,173.0,382.0
COCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,113.0,137.0,176.0,211.0,289.0,348.0,637.0
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,3451.0,3637.0,1055.0,1247.0,4506.0,4884.0,9390.0
COIPASA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,5.0,7.0,1.0,0.0,6.0,7.0,13.0
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,178.0,180.0,0.0,0.0,178.0,180.0,358.0
"COLCHA ""K""",otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,147.0,162.0,220.0,282.0,367.0,444.0,811.0
COLLANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,23.0,22.0,48.0,81.0,71.0,103.0,174.0
COLOMI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,102.0,135.0,26.0,36.0,128.0,171.0,299.0
COLPA BELGICA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,12.0,6.0,0.0,0.0,12.0,6.0,18.0
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,110.0,128.0,620.0,735.0,730.0,863.0,1593.0
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,40.0,27.0,32.0,39.0,72.0,66.0,138.0
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,28.0,27.0,222.0,250.0,250.0,277.0,527.0
COMANCHE,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,2.0,2.0,5.0,8.0,7.0,10.0,17.0
COMARAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,48.0,64.0,116.0,118.0,164.0,182.0,346.0
COMBAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,8.0,13.0,21.0,22.0,29.0,35.0,64.0
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,42.0,37.0,98.0,120.0,140.0,157.0,297.0
COPACABANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,44.0,27.0,110.0,134.0,154.0,161.0,315.0
CORIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,44.0,34.0,7.0,14.0,51.0,48.0,99.0
CORO CORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,5.0,3.0,11.0,10.0,16.0,13.0,29.0
COROICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,21.0,22.0,70.0,61.0,91.0,83.0,174.0
CORQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,70.0,83.0,187.0,216.0,257.0,299.0,556.0
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,196.0,292.0,649.0,957.0,845.0,1249.0,2094.0
COTOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,106.0,81.0,61.0,72.0,167.0,153.0,320.0
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,0.0,0.0,12.0,11.0,12.0,11.0,23.0
CUATRO CAÑADAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,59.0,62.0,74.0,96.0,133.0,158.0,291.0
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,15.0,19.0,51.0,85.0,66.0,104.0,170.0
CUEVO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,14.0,20.0,64.0,86.0,78.0,106.0,184.0
CULPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,132.0,127.0,252.0,357.0,384.0,484.0,868.0
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,16.0,28.0,68.0,85.0,84.0,113.0,197.0
CURVA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,9.0,4.0,15.0,17.0,24.0,21.0,45.0
DESAGUADERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,41.0,44.0,87.0,110.0,128.0,154.0,282.0
EL ALTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,1972.0,2020.0,3160.0,3418.0,5132.0,5438.0,10570.0
EL CHORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,38.0,34.0,52.0,68.0,90.0,102.0,192.0
EL PUENTE(STC),otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,56.0,50.0,6.0,13.0,62.0,63.0,125.0
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,57.0,66.0,253.0,385.0,310.0,451.0,761.0
EL TORNO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,230.0,240.0,149.0,135.0,379.0,375.0,754.0
EL VILLAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,54.0,82.0,67.0,94.0,121.0,176.0,297.0
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,70.0,72.0,425.0,485.0,495.0,557.0,1052.0
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,47.0,35.0,10.0,12.0,57.0,47.0,104.0
ESCARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,6.0,8.0,0.0,0.0,6.0,8.0,14.0
ESCOMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,40.0,24.0,38.0,47.0,78.0,71.0,149.0
ESMERALDA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,1.0,0.0,33.0,38.0,34.0,38.0,72.0
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,7.0,1.0,11.0,4.0,18.0,5.0,23.0
EXALTACION,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,3.0,1.0,0.0,0.0,3.0,1.0,4.0
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,7.0,3.0,186.0,200.0,193.0,203.0,396.0
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,34.0,14.0,33.0,31.0,67.0,45.0,112.0
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,75.0,68.0,41.0,38.0,116.0,106.0,222.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,64.0,52.0,48.0,68.0,112.0,120.0,232.0
GUANAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,32.0,23.0,101.0,82.0,133.0,105.0,238.0
GUAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,42.0,30.0,82.0,81.0,124.0,111.0,235.0
GUAYARAMERIN,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,26.0,35.0,9.0,12.0,35.0,47.0,82.0
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,116.0,141.0,124.0,211.0,240.0,352.0,592.0
HUACARETA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,40.0,50.0,59.0,84.0,99.0,134.0,233.0
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,3.0,1.0,45.0,71.0,48.0,72.0,120.0
HUACHACALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,9.0,20.0,13.0,24.0,22.0,44.0,66.0
HUANUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,55.0,55.0,171.0,227.0,226.0,282.0,508.0
HUARACAJE,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,42.0,50.0,0.0,0.0,42.0,50.0,92.0
HUARINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,37.0,33.0,12.0,16.0,49.0,49.0,98.0
HUATAJATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,17.0,17.0,27.0,43.0,44.0,60.0,104.0
HUAYLLAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,15.0,17.0,133.0,147.0,148.0,164.0,312.0
HUMANATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,64.0,80.0,13.0,17.0,77.0,97.0,174.0
ICHOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,33.0,36.0,25.0,27.0,58.0,63.0,121.0
ICLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,49.0,68.0,195.0,302.0,244.0,370.0,614.0
INCAHUASI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,51.0,68.0,65.0,93.0,116.0,161.0,277.0
INGAVI (HUMAITA),otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,5.0,3.0,0.0,0.0,5.0,3.0,8.0
INQUISIVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,38.0,36.0,138.0,115.0,176.0,151.0,327.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,19.0,10.0,119.0,110.0,138.0,120.0,258.0
IXIAMAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,17.0,9.0,20.0,16.0,37.0,25.0,62.0
JESUS DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,101.0,73.0,187.0,205.0,288.0,278.0,566.0
LA ASUNTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,80.0,70.0,28.0,23.0,108.0,93.0,201.0
LA GUARDIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,199.0,197.0,297.0,311.0,496.0,508.0,1004.0
LA PAZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,2716.0,2756.0,1451.0,1561.0,4167.0,4317.0,8484.0
LA RIVERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,0.0,0.0,14.0,19.0,14.0,19.0,33.0
LAGUNILLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,15.0,19.0,21.0,30.0,36.0,49.0,85.0
LAJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,81.0,54.0,102.0,108.0,183.0,162.0,345.0
LAS CARRERAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,0.0,1.0,113.0,181.0,113.0,182.0,295.0
LICOMA PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,15.0,10.0,17.0,10.0,32.0,20.0,52.0
LLALLAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,521.0,519.0,391.0,503.0,912.0,1022.0,1934.0
LLICA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,66.0,83.0,86.0,89.0,152.0,172.0,324.0
LORETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,0.0,0.0,73.0,70.0,73.0,70.0,143.0
LURIBAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,43.0,38.0,183.0,187.0,226.0,225.0,451.0
MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,16.0,20.0,77.0,83.0,93.0,103.0,196.0
MACHARETI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,10.0,11.0,23.0,27.0,33.0,38.0,71.0
MAGDALENA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,7.0,2.0,167.0,187.0,174.0,189.0,363.0
MAIRANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,6.0,4.0,225.0,210.0,231.0,214.0,445.0
MALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,4.0,1.0,48.0,44.0,52.0,45.0,97.0
MAPIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,34.0,19.0,17.0,8.0,51.0,27.0,78.0
MECAPACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,36.0,22.0,46.0,48.0,82.0,70.0,152.0
MINEROS,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,22.0,13.0,23.0,27.0,45.0,40.0,85.0
MIZQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,89.0,107.0,166.0,228.0,255.0,335.0,590.0
MOCOMOCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,145.0,131.0,123.0,138.0,268.0,269.0,537.0
MOJINETE,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,2.0,1.0,19.0,28.0,21.0,29.0,50.0
MOJOCOYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,37.0,50.0,82.0,123.0,119.0,173.0,292.0
MONTEAGUDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,173.0,191.0,97.0,118.0,270.0,309.0,579.0
MONTERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,66.0,43.0,136.0,137.0,202.0,180.0,382.0
MORO MORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,1.0,1.0,1.0,3.0,2.0,4.0,6.0
MOROCHATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,46.0,38.0,151.0,206.0,197.0,244.0,441.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,6.0,3.0,38.0,22.0,44.0,25.0,69.0
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,12.0,15.0,6.0,7.0,18.0,22.0,40.0
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,0.0,1.0,12.0,4.0,12.0,5.0,17.0
OCURI,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,6.0,6.0,27.0,29.0,33.0,35.0,68.0
OKINAWA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,24.0,15.0,119.0,113.0,143.0,128.0,271.0
OMEREQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,12.0,8.0,165.0,190.0,177.0,198.0,375.0
ORURO,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,908.0,818.0,1219.0,1319.0,2127.0,2137.0,4264.0
PADCAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,71.0,84.0,124.0,180.0,195.0,264.0,459.0
PADILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,23.0,27.0,77.0,119.0,100.0,146.0,246.0
PAILON,otras vacunaciones,influenza estacional en mayores de 60 anos,2020-05-01,55.0,49.0,114.0,125.0,169.0,174.0,343.0
