,group,variable,month,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
YUNCHARA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-01-01,2,0,0,0,2,0,2
BETANZOS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,0,1,0,0,0,1,1
CARAPARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,7,1,0,0,7,1,8
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,4,17,0,0,4,17,21
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,1,0,0,0,1,0,1
RIBERALTA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,0,3,0,0,0,3,3
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,0,4,1,0,1,4,5
SAN IGNACIO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,0,1,0,0,0,1,1
SAN MATIAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,1,2,0,0,1,2,3
SAN PEDRO DE QUEMES,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,0,0,1,4,1,4,5
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,1,6,0,0,1,6,7
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,1,1,0,0,1,1,2
VILLAZON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-02-01,1,0,0,0,1,0,1
ARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,0,0,7,0,7,0,7
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,1,2,0,0,1,2,3
"COLCHA ""K""",otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,3,2,0,0,3,2,5
COLQUENCHA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,2,4,0,0,2,4,6
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,5,8,0,0,5,8,13
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,1,1,0,0,1,1,2
PAILON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,1,0,0,0,1,0,1
PUNA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,0,0,1,0,1,0,1
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,5,8,0,0,5,8,13
SENA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,0,4,0,0,0,4,4
TAPACARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,0,0,9,13,9,13,22
TOMINA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-03-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-04-01,0,7,0,0,0,7,7
CAMIRI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-04-01,2,0,0,0,2,0,2
"COLCHA ""K""",otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-04-01,1,1,0,0,1,1,2
COLQUIRI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-04-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-04-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-04-01,0,1,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-04-01,1,1,0,0,1,1,2
PORTACHUELO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-04-01,3,3,0,0,3,3,6
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-04-01,3,5,0,0,3,5,8
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-04-01,1,0,0,0,1,0,1
TOMINA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-04-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-05-01,2,1,0,0,2,1,3
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-05-01,1,1,1,1,2,2,4
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-05-01,3,13,0,0,3,13,16
OCURI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-05-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-05-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-05-01,3,1,0,1,3,2,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-05-01,1,3,0,0,1,3,4
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-05-01,0,1,0,0,0,1,1
TOMINA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-05-01,0,1,0,0,0,1,1
TUPIZA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-05-01,1,0,0,0,1,0,1
WARNES,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-05-01,0,0,1,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-05-01,3,1,1,0,4,1,5
ATOCHA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,1,2,0,0,1,2,3
CALAMARCA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,0,1,0,0,0,1,1
CARAPARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,7,2,5,0,12,2,14
GUANAY,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,2,0,0,0,2,0,2
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,5,9,0,0,5,9,14
LAJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,0,2,0,0,0,2,2
PAILON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,0,0,1,0,1,0,1
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,2,3,0,0,2,3,5
SAN MATIAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,1,1,0,0,1,1,2
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-06-01,1,4,0,0,1,4,5
ATOCHA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-07-01,0,2,0,0,0,2,2
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-07-01,1,0,0,0,1,0,1
COLOMI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-07-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-07-01,2,2,0,0,2,2,4
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-07-01,2,2,0,0,2,2,4
PALOS BLANCOS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-07-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-07-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-07-01,1,1,8,17,9,18,27
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-07-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-07-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-07-01,0,2,0,0,0,2,2
TUPIZA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-07-01,0,0,16,13,16,13,29
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-07-01,0,3,0,0,0,3,3
BAURES,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,1,0,0,0,1,0,1
CABEZAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,0,0,0,1,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,0,2,0,0,0,2,2
GUAYARAMERIN,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,112,7,0,0,112,7,119
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,4,7,0,0,4,7,11
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,0,1,0,0,0,1,1
SAN MATIAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,0,2,0,0,0,2,2
SAN PEDRO DE QUEMES,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,0,0,1,1,1,1,2
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,4,4,0,0,4,4,8
TUPIZA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,1,0,0,0,1,0,1
VILLA MONTES,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,0,1,0,0,0,1,1
YUNCHARA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-08-01,0,0,1,0,1,0,1
BATALLAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,1,0,4,12,5,12,17
CABEZAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,0,2,0,0,0,2,2
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,0,2,0,0,0,2,2
"COLCHA ""K""",otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,2,5,1,1,3,6,9
HUACHACALLA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,3,6,0,0,3,6,9
MAPIRI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,1,2,0,0,1,2,3
PAILON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,13,3,0,0,13,3,16
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,2,2,0,0,2,2,4
SAN MATIAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,0,2,0,0,0,2,2
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,1,2,0,0,1,2,3
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,0,0,0,6,0,6,6
VILLA MONTES,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-09-01,2,1,0,0,2,1,3
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,0,0,1,0,1,0,1
COLCAPIRHUA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,0,3,0,0,0,3,3
COLOMI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,1,1,0,0,1,1,2
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,0,0,1,1,1,1,2
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,26,17,0,0,26,17,43
EL TORNO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,0,4,0,1,0,5,5
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,2,1,0,0,2,1,3
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,1,8,0,0,1,8,9
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,1,1,0,0,1,1,2
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,1,1,0,0,1,1,2
TARATA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,0,0,1,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,12,9,0,0,12,9,21
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,4,3,4,2,8,5,13
TUPIZA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,0,1,0,0,0,1,1
VINTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,1,0,0,0,1,0,1
WARNES,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-10-01,0,3,0,0,0,3,3
BATALLAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,0,0,2,3,2,3,5
COLCAPIRHUA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,33,21,0,13,33,34,67
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,0,16,20,15,20,31,51
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,3,5,0,0,3,5,8
PAILON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,0,0,1,0,1,0,1
PORTACHUELO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,0,2,0,0,0,2,2
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,2,6,0,0,2,6,8
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,2,2,0,0,2,2,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,5,2,0,0,5,2,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,2,4,0,0,2,4,6
TAPACARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,0,2,0,0,0,2,2
TOCO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,0,0,1,2,1,2,3
TOLEDO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,0,20,0,0,0,20,20
TUPIZA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,3,0,10,8,13,8,21
VILLA TUNARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-11-01,1,1,0,0,1,1,2
CONCEPCION,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,0,0,49,35,49,35,84
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,5,10,7,1,12,11,23
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,1,1,0,0,1,1,2
GUAYARAMERIN,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,1,0,0,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,11,9,22,5,33,14,47
MONTERO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,2,2,0,0,2,2,4
PADILLA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,2,8,0,0,2,8,10
PAMPA AULLAGAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,1,8,0,0,1,8,9
SUCRE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,3,0,0,0,3,0,3
TIRAQUE (CBBA),otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,0,2,0,0,0,2,2
VILLA SERRANO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,2,2,0,0,2,2,4
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2020-12-01,2,0,0,0,2,0,2
