,group,variable,month,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
AUCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
AYATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,2,0,3,3
AYO AYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,6,0,0,2,6,8
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,4,10,13,12,17,29
AZURDUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,0,1,0,2,0,2
BATALLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,6,1,3,2,9,11
BAURES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
BELEN DE URMIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
BELLA FLOR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,1,3,0,4,1,5
BERMEJO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,31,0,0,0,31,31
BETANZOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,21,4,1,6,22,28
BOLIVAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,5,4,5,5,10
BOLPEBRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,1,1,2,4,3,7
BOYUIBE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,0,8,0,10,0,10
BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,21,0,22,0,43,43
CABEZAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,9,14,40,10,49,24,73
CAIROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,12,0,0,0,12,12
"CAIZA ""D""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,3,0,1,0,4,4
CAJUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,7,0,0,1,7,8
CALACOTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,0,0,2,0,2,2
CALAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,5,0,0,0,5,5
CAMARGO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,21,6,3,3,24,9,33
CAPINOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,5,0,2,0,7,7
CAQUIAVIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
CARACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,7,8,1,2,8,10,18
CARANAVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,5,42,0,1,5,43,48
CARAPARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,8,13,0,0,8,13,21
CARIPUYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,7,8,0,0,7,8,15
CHALLAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,9,0,2,2,11,13
CHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,1,0,3,3
CHARAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,16,4,3,7,19,26
CHARAÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,2,0,0,3,2,5
CHAYANTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,6,0,1,0,7,7
CHIMORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,9,2,2,5,11,16
CHIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,0,0,3,1,3,4
CHOQUE COTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
CHUA COCANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,0,52,0,52,0,52
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,10,3,12,6,22,28
CHUMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,15,0,7,0,22,22
CKOCHAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,8,0,2,0,10,10
CLIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,2,1,2,2,4,6
COBIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,12,31,5,1,17,32,49
COCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,5,3,12,6,17,23
COCHABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,151,509,56,79,207,588,795
COLCAPIRHUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,9,34,20,33,29,67,96
"COLCHA ""K""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,29,11,0,0,29,11,40
COLLANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,14,18,14,20,34
COLOMI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,26,37,10,39,36,75
COLPA BELGICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,5,6,0,2,5,8,13
COLQUECHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,22,0,7,1,29,30
COLQUENCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,8,0,0,1,8,9
COLQUIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,5,3,16,5,21,26
COMARAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
CONCEPCION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,11,5,5,5,16,21
CORIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,9,0,0,0,9,9
CORO CORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
COROICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,5,3,3,1,8,4,12
CORQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,8,0,1,2,9,11
COTOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,4,15,0,0,4,15,19
CUATRO CAÑADAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
CUEVO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,1,0,3,3
CURAHUARA DE CARANGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,2,0,0,1,2,3
CURVA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,1,2,1,4,5
DESAGUADERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,3,0,0,1,3,4
EL ALTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,172,886,136,136,308,1022,1330
EL CHORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,3,2,0,5,3,8
EL PUENTE(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,8,0,1,3,9,12
ENTRE RIOS TRJ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,9,10,1,0,10,10,20
ENTRE RIOS CBBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,67,50,4,4,71,54,125
ESCOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,7,0,8,8
ESMERALDA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,1,0,3,3
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,3,0,0,0,3,3
FILADELFIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,1,4,0,5,1,6
GENERAL SAAVEDRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,5,0,0,0,5,5
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,3,0,3,0,6,6
GUANAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,7,0,2,1,9,10
GUAYARAMERIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,19,81,3,9,22,90,112
GUTIERREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,0,0,0,2,0,2
HUACARETA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,4,3,0,0,4,3,7
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
HUACHACALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,0,0,0,3,0,3
HUANUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,10,2,6,4,16,20
HUARACAJE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,4,0,0,0,4,4
HUARINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,1,0,1,2,3
HUAYLLAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
HUMANATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
ICHOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
ICLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
INCAHUASI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,0,1,1,3,1,4
INGAVI (HUMAITA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,5,0,2,2,7,9
INQUISIVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,18,4,18,6,24
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,9,6,5,4,14,10,24
IXIAMAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,2,1,2,3,4,7
JESUS DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,9,7,4,11,13,18,31
LA PAZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,162,545,700,91,862,636,1498
LAGUNILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,5,0,5,0,10,10
LAJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,14,0,0,3,14,17
LAS CARRERAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,1,0,2,2
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,4,37,9,43,13,80,93
LORETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
LURIBAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,4,0,3,0,7,7
MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,3,0,1,0,4,4
MAGDALENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,10,7,12,9,22,31
MAIRANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
MAPIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,5,20,0,0,5,20,25
MECAPACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,3,0,0,1,3,4
MINEROS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,32,0,0,1,32,33
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,6,0,1,0,7,7
MOJINETE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,4,5,1,1,5,6,11
MONTERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,13,164,7,12,20,176,196
MORO MORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,0,4,1,4,1,5
OCURI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,6,0,3,1,9,10
OKINAWA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,0,1,2,1,2,3
OMEREQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,9,1,1,2,10,12
ORURO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,42,332,13,53,55,385,440
PADCAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,16,0,0,0,16,16
PAILON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,8,4,2,6,10,16
PALCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,20,0,3,3,23,26
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,5,2,0,3,5,8
PAMPA AULLAGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,1,0,0,1,1,2
PASORAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,0,2,1,2,1,3
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,13,0,0,0,13,13
PAZÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,3,0,0,2,3,5
PELECHUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,9,2,1,3,10,13
POCOATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,0,0,2,0,2,2
POCONA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,4,3,1,7,5,10,15
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,5,1,0,0,5,1,6
POOPO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
PORCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,4,18,2,7,6,25,31
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,35,1,2,4,37,41
PORVENIR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,3,2,0,2,3,5
POSTRER VALLE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,48,175,2,19,50,194,244
PUCARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
PUCARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,5,8,12,5,17,13,30
PUERTO ACOSTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,3,0,0,1,3,4
PUERTO CARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,1,0,3,3
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,5,8,0,1,5,9,14
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,7,4,0,0,7,4,11
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,7,0,0,2,7,9
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,9,7,4,7,13,14,27
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,17,66,57,24,74,90,164
PUNA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,7,0,1,0,8,8
PUNATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,21,35,13,17,34,52,86
QUILLACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,89,38,17,51,106,89,195
QUIME,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,9,0,0,3,9,12
QUIRUSILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,1,1,1,3,4
RAVELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,7,4,6,4,13,17
REYES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,21,0,0,0,21,21
RIBERALTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,8,100,0,0,8,100,108
ROBORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,11,2,5,1,16,3,19
RURRENABAQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,18,4,4,5,22,27
SABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,3,0,0,2,3,5
SACABA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,27,136,139,173,166,309,475
SACABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,1,0,0,2,1,3
SACACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,13,0,0,1,13,14
SAIPINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SAMAIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,1,0,2,2
SAN ANDRES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,4,9,0,0,4,9,13
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,6,1,1,1,7,8
SAN BENITO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,3,0,0,0,3,3
SAN BORJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,8,48,0,6,8,54,62
SAN BUENA VENTURA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,0,1,3,2,3,5
SAN CARLOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,3,9,8,4,11,13,24
SAN IGNACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,5,20,0,2,5,22,27
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,7,19,1,1,8,20,28
SAN JAVIER(BNI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,6,0,8,8
SAN JAVIER(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,9,15,0,0,9,15,24
SAN JOAQUIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,28,0,0,0,28,28
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,1,1,0,3,1,4
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,6,0,11,0,17,17
SAN JULIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,23,63,7,4,30,67,97
SAN LORENZO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,2,0,4,2,6,8
SAN LORENZO(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,35,1,2,2,37,39
SAN MATIAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,6,17,0,0,6,17,23
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,13,20,2,0,15,20,35
SAN PEDRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,0,2,1,4,1,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,22,0,9,0,31,31
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,3,0,2,0,5,5
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,6,0,0,2,6,8
SAN PEDRO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,0,1,0,1,0,1
SAN RAFAEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
SAN RAMON BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,8,0,0,2,8,10
SAN RAMON SCZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,4,0,0,0,4,4
SANTA ANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,5,11,0,0,5,11,16
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,512,1753,43,66,555,1819,2374
SANTA ROSA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,10,15,2,1,12,16,28
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,2,1,1,1,3,4
SANTIAGO DE HUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,3,0,0,1,3,4
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,2,0,0,1,2,3
SAPAHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,4,0,0,0,4,4
SENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,2,7,5,2,7,9,16
SHINAOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,6,5,1,4,7,9,16
SICA SICA (VILLA AROMA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,1,8,0,0,1,8,9
SICAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-01-01,5,13,10,12,15,25,40
