,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
ORURO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,1,0,0,0,1,1
PAPEL PAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,0,0,1,0,1,1
RAVELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,0,0,2,0,2,2
RIBERALTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,2,0,0,0,2,2
SAN BORJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,0,0,1,0,1,1
SAN PEDRO(PND),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,0,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,5,0,0,0,5,5
SAPAHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,0,0,1,0,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,0,0,1,0,1,1
SUCRE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,2,0,2,0,4,4
TIQUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,1,0,2,0,3,3
TRINIDAD,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,5,0,0,0,5,5
TUPIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,4,0,0,0,4,4
UMALA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,0,0,1,0,1,1
VILLA MONTES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,6,0,0,0,6,6
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,0,0,2,0,2,2
VILLAZON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-01-01,0,2,0,0,0,2,2
ALTO BENI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,5,0,6,0,11,11
ANZALDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,14,0,14,14
APOLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,10,0,10,10
ARANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,0,0,1,1
ARBIETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,5,0,77,0,82,82
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,3,0,15,0,18,18
BETANZOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,2,0,3,3
BOLIVAR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,30,0,30,30
BOYUIBE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,22,0,22,22
CABEZAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,9,0,45,0,54,54
CAIROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,6,0,13,0,19,19
CALAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,25,0,26,26
CAPINOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,70,0,70,70
CARIPUYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,4,0,6,0,10,10
CHARAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,31,0,31,31
CKOCHAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,1,0,1,1
CLIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,22,0,22,22
COBIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,44,0,44,44
COCHABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,406,0,407,407
COLOMI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,44,0,44,44
COLPA BELGICA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,3,0,44,0,47,47
COLQUECHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,1,0,1,1
COLQUIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,3,0,3,3
COMBAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,3,0,3,3
COTOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,543,0,543,543
CUEVO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,10,0,10,10
CURVA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,4,0,4,4
EL ALTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,97,0,188,0,285,285
EL TORNO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,383,0,383,383
ENTRE RIOS TRJ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,76,0,76,76
ESMERALDA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,2,0,2,2
EXALTACION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,7,0,8,8
GUAYARAMERIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,17,0,17,17
INGAVI (HUMAITA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,2,0,0,0,2,2
IXIAMAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,2,0,0,0,2,2
LA GUARDIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,480,0,480,480
LA PAZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,19,0,104,0,123,123
LAGUNILLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,5,0,0,0,5,5
MAGDALENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,65,0,66,66
MECAPACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,14,0,14,14
MIZQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,50,0,50,50
MOJINETE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,1,0,1,1
OCURI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,11,0,11,11
OMEREQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,40,0,40,40
ORURO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,193,0,194,194
PADCAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,2,0,2,2
PAILON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,5,0,78,0,83,83
PAMPA GRANDE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,45,0,45,45
PASORAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,5,0,5,5
PORONGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,55,0,56,56
PORTACHUELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,66,0,66,66
POSTRER VALLE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,5,0,5,5
PUCARANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,130,0,130,130
PUERTO QUIJARRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,81,0,41,0,122,122
PUERTO SUAREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,23,0,206,0,229,229
RURRENABAQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,17,0,18,18
SACABA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,2,0,530,0,532,532
SACABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,10,0,10,10
SAIPINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,28,0,28,28
SAMAIPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,87,0,87,87
SAN ANDRES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,2,0,42,0,44,44
SAN ANTONIO DE LOMERIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,39,0,23,0,62,62
SAN BORJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,12,0,62,0,74,74
SAN BUENA VENTURA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,2,0,32,0,34,34
SAN IGNACIO DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,46,0,23,0,69,69
SAN JOAQUIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,58,0,0,0,58,58
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,1,0,1,1
SAN JULIAN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,15,0,6,0,21,21
SAN LORENZO(PND),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,15,0,15,15
SAN LORENZO(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,4,0,158,0,162,162
SAN MATIAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,19,0,19,19
SAN MIGUEL DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,87,0,87,87
SAN RAMON BENI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,48,0,48,48
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,178,0,1106,0,1284,1284
SANTA ROSA DEL SARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,19,0,70,0,89,89
SAPAHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,2,0,2,2
SENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,68,0,69,69
SICAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,2,0,28,0,30,30
SORATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,8,0,8,8
SUCRE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,110,0,110,110
TACACOMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,20,0,21,21
TACOPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,48,0,49,49
TAPACARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,3,0,34,0,37,37
TINGUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,2,0,2,2
TIQUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,3,0,3,3
TOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,38,0,38,38
TOLATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,12,0,13,13
TOTORA(ORR),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,2,0,2,2
TRINIDAD,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,11,0,237,0,248,248
TUPIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,2,0,0,0,2,2
URUBICHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,2,0,55,0,57,57
VACAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,26,0,26,26
VIACHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,62,0,62,62
VILA VILA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,19,0,20,20
VILLA MONTES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,11,5,83,5,94,99
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,4,0,4,4
VILLAZON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,1,0,2,0,3,3
VINTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,296,0,296,296
WARNES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,14,0,183,0,197,197
YACUIBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-02-01,0,0,0,134,0,134,134
ACACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,2,0,0,0,2,2
ACHACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,1,0,54,0,55,55
ACHOCALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,2,0,35,0,37,37
AIQUILE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,4,0,108,0,112,112
ALALAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,1,0,15,0,16,16
ALTO BENI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,9,0,2,0,11,11
ANCORAIMES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,65,0,65,65
ANDAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,2,0,23,0,25,25
ANZALDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,12,0,12,12
APOLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,4,0,4,4
ARAMPAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,6,0,5,0,11,11
ARBIETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,24,0,24,24
ARQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,1,0,58,0,59,59
ASCENCION DE GUARAYOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,8,0,0,0,8,8
ATOCHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,19,0,19,19
AUCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,7,0,7,7
AYATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,36,0,36,36
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,3,0,128,0,131,131
BELEN DE URMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,2,0,0,0,2,2
BERMEJO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,9,0,9,9
BETANZOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,10,0,10,10
BOLIVAR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,7,0,7,7
BOYUIBE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,11,0,11,11
BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,4,0,10,0,14,14
CABEZAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,7,0,7,7
CAIROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,4,0,5,0,9,9
CAJUATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,14,0,14,14
CALACOTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,13,0,13,13
CAMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,9,0,8,0,17,17
CAPINOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,1,0,13,0,14,14
CARACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,1,0,8,0,9,9
CARANAVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,26,0,48,0,74,74
CARIPUYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,2,0,20,0,22,22
CHALLAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,125,0,125,125
CHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,1,0,17,0,18,18
CHARAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,30,0,69,0,99,99
CHAYANTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,4,0,4,4
CHUA COCANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,11,0,11,11
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,1,0,1,0,2,2
CKOCHAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,19,0,11,0,30,30
CLIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,88,0,88,88
COBIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,2,0,246,0,248,248
COCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,9,0,69,0,78,78
COCHABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,3,0,695,0,698,698
COIPASA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,4,0,4,4
COLCAPIRHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,89,0,89,89
"COLCHA ""K""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,6,0,15,0,21,21
COLOMI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,3,0,3,3
COLPA BELGICA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,1,0,0,0,1,1
COLQUECHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,20,0,20,20
COLQUIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,20,0,20,20
COMARAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,2,0,165,0,167,167
COMBAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,1,0,3,0,4,4
CONCEPCION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,18,0,183,0,201,201
COPACABANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,13,0,13,13
CORO CORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,6,0,6,6
CORQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,7,0,9,0,16,16
COTAGAITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,7,0,13,0,20,20
COTOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,1,0,58,0,59,59
CRUZ DE MACHACAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,1,0,1,1
CUEVO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,3,0,10,0,13,13
CULPINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,31,0,61,0,92,92
CURVA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,12,0,12,12
EL ALTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,228,0,329,0,557,557
EL PUENTE(STC),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,1,0,1,1
EL PUENTE(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,1,0,32,0,33,33
EL TORNO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,0,0,123,0,123,123
ENTRE RIOS TRJ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2020-03-01,0,6,0,19,0,25,25
