,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,56.0,0.0,22.0,0.0,78.0,78.0
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,48.0,0.0,5.0,0.0,53.0,53.0
AIQUILE,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,24.0,0.0,63.0,0.0,87.0,87.0
ALALAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,6.0,0.0,10.0,0.0,16.0,16.0
ALCALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,10.0,0.0,12.0,12.0
ALTO BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,13.0,0.0,20.0,0.0,33.0,33.0
ANCORAIMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,30.0,0.0,12.0,0.0,42.0,42.0
ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,6.0,0.0,4.0,0.0,10.0,10.0
ANTEQUERA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,6.0,0.0,4.0,0.0,10.0,10.0
ANZALDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,20.0,0.0,5.0,0.0,25.0,25.0
APOLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,37.0,0.0,12.0,0.0,49.0,49.0
ARAMPAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,24.0,0.0,26.0,26.0
ARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,29.0,0.0,9.0,0.0,38.0,38.0
ARBIETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,83.0,0.0,20.0,0.0,103.0,103.0
ARQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,40.0,0.0,22.0,0.0,62.0,62.0
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,15.0,0.0,0.0,0.0,15.0,15.0
ATOCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,18.0,0.0,23.0,0.0,41.0,41.0
AUCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,8.0,0.0,5.0,0.0,13.0,13.0
AYATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,14.0,0.0,14.0,0.0,28.0,28.0
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,6.0,0.0,10.0,0.0,16.0,16.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,63.0,0.0,48.0,0.0,111.0,111.0
AZURDUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,25.0,0.0,18.0,0.0,43.0,43.0
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,23.0,0.0,50.0,0.0,73.0,73.0
BAURES,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,5.0,0.0,6.0,0.0,11.0,11.0
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,1.0,0.0,3.0,0.0,4.0,4.0
BELEN DE URMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,1.0,0.0,4.0,0.0,5.0,5.0
BELLA FLOR,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,18.0,0.0,5.0,0.0,23.0,23.0
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,93.0,0.0,32.0,0.0,125.0,125.0
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,102.0,0.0,50.0,0.0,152.0,152.0
BOLIVAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,30.0,0.0,10.0,0.0,40.0,40.0
BOLPEBRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
BOYUIBE,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,5.0,0.0,21.0,0.0,26.0,26.0
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,56.0,0.0,7.0,0.0,63.0,63.0
CABEZAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,22.0,0.0,0.0,0.0,22.0,22.0
CAIROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,32.0,0.0,4.0,0.0,36.0,36.0
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,25.0,0.0,19.0,0.0,44.0,44.0
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,40.0,0.0,3.0,0.0,43.0,43.0
CALACOTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,5.0,0.0,8.0,0.0,13.0,13.0
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,29.0,0.0,6.0,0.0,35.0,35.0
CAMARGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,31.0,0.0,21.0,0.0,52.0,52.0
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,6.0,0.0,7.0,0.0,13.0,13.0
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,67.0,0.0,3.0,0.0,70.0,70.0
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,65.0,0.0,19.0,0.0,84.0,84.0
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,12.0,0.0,2.0,0.0,14.0,14.0
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,27.0,0.0,26.0,0.0,53.0,53.0
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,215.0,0.0,22.0,0.0,237.0,237.0
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,23.0,0.0,34.0,0.0,57.0,57.0
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,22.0,0.0,32.0,0.0,54.0,54.0
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,15.0,0.0,8.0,0.0,23.0,23.0
CATACORA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
CHACARILLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,6.0,0.0,1.0,0.0,7.0,7.0
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,74.0,0.0,18.0,0.0,92.0,92.0
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,35.0,0.0,18.0,0.0,53.0,53.0
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,44.0,0.0,42.0,0.0,86.0,86.0
CHARAÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,3.0,0.0,5.0,5.0
CHAYANTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,42.0,0.0,54.0,0.0,96.0,96.0
CHIMORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,35.0,0.0,12.0,0.0,47.0,47.0
CHIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
CHOQUE COTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,7.0,0.0,2.0,0.0,9.0,9.0
CHUA COCANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,19.0,0.0,27.0,0.0,46.0,46.0
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,16.0,0.0,14.0,0.0,30.0,30.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,11.0,0.0,43.0,0.0,54.0,54.0
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,65.0,0.0,52.0,0.0,117.0,117.0
CLIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,53.0,0.0,44.0,0.0,97.0,97.0
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,155.0,0.0,17.0,0.0,172.0,172.0
COCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,47.0,0.0,21.0,0.0,68.0,68.0
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,1342.0,0.0,210.0,0.0,1552.0,1552.0
COLCAPIRHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,82.0,0.0,0.0,0.0,82.0,82.0
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,40.0,0.0,39.0,0.0,79.0,79.0
COLLANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,5.0,0.0,7.0,7.0
COLOMI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,111.0,0.0,8.0,0.0,119.0,119.0
COLPA BELGICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
COLQUECHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,103.0,0.0,91.0,0.0,194.0,194.0
COLQUENCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,26.0,0.0,0.0,0.0,26.0,26.0
COLQUIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,26.0,0.0,28.0,0.0,54.0,54.0
COMANCHE,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
COMARAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,57.0,0.0,10.0,0.0,67.0,67.0
COMBAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,15.0,0.0,12.0,0.0,27.0,27.0
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,33.0,0.0,26.0,0.0,59.0,59.0
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,59.0,0.0,2.0,0.0,61.0,61.0
CORO CORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,10.0,0.0,14.0,0.0,24.0,24.0
CORQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,13.0,0.0,1.0,0.0,14.0,14.0
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,52.0,0.0,40.0,0.0,92.0,92.0
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,78.0,0.0,11.0,0.0,89.0,89.0
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,9.0,0.0,14.0,0.0,23.0,23.0
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,4.0,0.0,3.0,0.0,7.0,7.0
CUEVO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,18.0,0.0,2.0,0.0,20.0,20.0
CULPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,55.0,0.0,46.0,0.0,101.0,101.0
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,5.0,0.0,7.0,7.0
CURVA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,10.0,0.0,3.0,0.0,13.0,13.0
DESAGUADERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,19.0,0.0,13.0,0.0,32.0,32.0
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2366.0,0.0,2748.0,0.0,5114.0,5114.0
EL CHORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,5.0,0.0,1.0,0.0,6.0,6.0
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,20.0,0.0,0.0,0.0,20.0,20.0
EL PUENTE(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,16.0,0.0,38.0,0.0,54.0,54.0
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,128.0,0.0,15.0,0.0,143.0,143.0
EL VILLAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,4.0,0.0,11.0,0.0,15.0,15.0
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,31.0,0.0,42.0,0.0,73.0,73.0
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,141.0,0.0,5.0,0.0,146.0,146.0
ESCARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
ESCOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,5.0,0.0,1.0,0.0,6.0,6.0
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,4.0,0.0,27.0,0.0,31.0,31.0
FILADELFIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,21.0,0.0,15.0,0.0,36.0,36.0
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,24.0,0.0,2.0,0.0,26.0,26.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,33.0,0.0,3.0,0.0,36.0,36.0
GUANAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,30.0,0.0,8.0,0.0,38.0,38.0
GUAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,31.0,0.0,3.0,0.0,34.0,34.0
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,20.0,0.0,0.0,0.0,20.0,20.0
GUTIERREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,27.0,0.0,37.0,0.0,64.0,64.0
HUACARETA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,8.0,0.0,10.0,0.0,18.0,18.0
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,0.0,0.0,9.0,0.0,9.0,9.0
HUACHACALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,46.0,0.0,26.0,0.0,72.0,72.0
HUARACAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
HUARINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,6.0,0.0,2.0,0.0,8.0,8.0
HUATAJATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,3.0,0.0,2.0,0.0,5.0,5.0
HUMANATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
ICHOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,8.0,0.0,13.0,0.0,21.0,21.0
ICLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,15.0,0.0,24.0,0.0,39.0,39.0
INCAHUASI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,26.0,0.0,20.0,0.0,46.0,46.0
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,27.0,0.0,18.0,0.0,45.0,45.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,10.0,0.0,10.0,0.0,20.0,20.0
IXIAMAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
JESUS DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,35.0,0.0,3.0,0.0,38.0,38.0
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,191.0,0.0,51.0,0.0,242.0,242.0
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,75.0,0.0,68.0,0.0,143.0,143.0
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,1777.0,0.0,644.0,0.0,2421.0,2421.0
LA RIVERA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
LAGUNILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,6.0,0.0,8.0,0.0,14.0,14.0
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,41.0,0.0,4.0,0.0,45.0,45.0
LAS CARRERAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,3.0,0.0,11.0,0.0,14.0,14.0
LICOMA PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
LLALLAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,185.0,0.0,161.0,0.0,346.0,346.0
LLICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,16.0,0.0,2.0,0.0,18.0,18.0
LORETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,0.0,0.0,35.0,0.0,35.0,35.0
LURIBAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,18.0,0.0,11.0,0.0,29.0,29.0
MACHACAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,12.0,0.0,1.0,0.0,13.0,13.0
MACHARETI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,3.0,0.0,5.0,0.0,8.0,8.0
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,32.0,0.0,34.0,34.0
MAIRANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,0.0,0.0,11.0,0.0,11.0,11.0
MALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,0.0,0.0,6.0,0.0,6.0,6.0
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,53.0,0.0,23.0,0.0,76.0,76.0
MECAPACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,11.0,0.0,3.0,0.0,14.0,14.0
MINEROS,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,3.0,0.0,4.0,0.0,7.0,7.0
MIZQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,55.0,0.0,27.0,0.0,82.0,82.0
MOCOMOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,27.0,0.0,11.0,0.0,38.0,38.0
MOJINETE,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,4.0,0.0,6.0,6.0
MOJOCOYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,24.0,0.0,6.0,0.0,30.0,30.0
MONTEAGUDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,42.0,0.0,5.0,0.0,47.0,47.0
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,72.0,0.0,18.0,0.0,90.0,90.0
MORO MORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MOROCHATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,11.0,0.0,21.0,0.0,32.0,32.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,5.0,0.0,10.0,0.0,15.0,15.0
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,0.0,0.0,7.0,0.0,7.0,7.0
OCURI,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,5.0,0.0,6.0,0.0,11.0,11.0
OKINAWA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,14.0,0.0,9.0,0.0,23.0,23.0
OMEREQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,16.0,0.0,27.0,0.0,43.0,43.0
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,893.0,0.0,240.0,0.0,1133.0,1133.0
PADCAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,9.0,0.0,13.0,0.0,22.0,22.0
PADILLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,4.0,0.0,17.0,0.0,21.0,21.0
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,29.0,0.0,40.0,0.0,69.0,69.0
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,22.0,0.0,4.0,0.0,26.0,26.0
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,80.0,0.0,46.0,0.0,126.0,126.0
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
PAMPA GRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,12.0,0.0,7.0,0.0,19.0,19.0
PAPEL PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,16.0,0.0,6.0,0.0,22.0,22.0
PASORAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,2.0,0.0,5.0,0.0,7.0,7.0
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,15.0,0.0,10.0,0.0,25.0,25.0
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,12.0,0.0,8.0,0.0,20.0,20.0
PELECHUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,10.0,0.0,4.0,0.0,14.0,14.0
POCOATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,32.0,0.0,47.0,0.0,79.0,79.0
POCONA,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,19.0,0.0,26.0,0.0,45.0,45.0
POJO (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,56.0,0.0,10.0,0.0,66.0,66.0
POOPO,otras vacunaciones,influenza estacional a mujeres embarazadas,2020-05-01,0.0,15.0,0.0,11.0,0.0,26.0,26.0
