,group,variable,month,DT 1RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 7 A 49 AÑOS FUERA,DT 1RA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
ATOCHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,5,16,2,0,7,16,23
AUCAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,5,0,0,0,5,5
AYATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,9,0,0,1,9,10
AYO AYO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,9,0,1,0,10,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,3,12,2,16,5,21
AZURDUY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,5,0,0,2,5,7
BATALLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,5,0,0,2,5,7
BAURES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
BELEN DE ANDAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,4,0,0,0,4,4
BELLA FLOR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,1,0,0,1,1,2
BERMEJO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,10,38,0,0,10,38,48
BETANZOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,14,30,3,6,17,36,53
BOLIVAR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,3,2,5,3,8,11
BOLPEBRA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,1,1,2,3,3,6
BOYUIBE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,0,14,0,14,0,14
BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,12,30,1,1,13,31,44
CABEZAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,25,9,24,4,49,13,62
CAIROMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,7,0,0,3,7,10
"CAIZA ""D""",otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,10,2,1,6,11,17
CAJUATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,20,0,0,3,20,23
CALACOTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
CALAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,4,1,1,3,5,8
CAMARGO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,4,0,2,1,6,7
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,18,16,0,0,18,16,34
CAPINOTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,6,4,2,5,8,13
CAQUIAVIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,3,1,1,5,4,9
CARACOLLO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,6,0,1,1,7,8
CARANAVI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,16,61,99,28,115,89,204
CARAPARI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,11,31,3,2,14,33,47
CARIPUYO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,0,0,0,3,0,3
CARMEN RIVERO TORREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,12,0,0,2,12,14
CHALLAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,7,17,0,5,7,22,29
CHAQUI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,5,10,0,10,5,20,25
CHARAGUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,7,13,3,1,10,14,24
CHARAÑA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,2,0,0,1,2,3
CHAYANTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,13,0,0,2,13,15
CHIMORE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,9,6,5,9,14,15,29
CHOQUE COTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,1,0,0,4,1,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,11,14,11,15,22,29,51
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,10,0,11,3,21,24
CKOCHAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,16,3,13,6,29,35
CLIZA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,1,1,1,3,2,5
COBIJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,16,25,38,4,54,29,83
COCAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,2,4,20,8,22,30
COCHABAMBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,285,560,112,149,397,709,1106
COLCAPIRHUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,19,19,17,21,36,57
"COLCHA ""K""",otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,11,8,5,2,16,10,26
COLLANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,15,11,5,2,20,13,33
COLOMI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,11,17,9,0,20,17,37
COLPA BELGICA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,13,17,0,1,13,18,31
COLQUECHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,46,26,40,29,86,115
COLQUENCHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,3,0,0,3,3,6
COLQUIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,19,14,8,17,27,44
COMANCHE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,14,0,0,0,14,14
CONCEPCION,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,11,25,5,18,16,43,59
CORIPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,13,0,0,1,13,14
CORO CORO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,4,0,0,0,4,4
COROICO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,4,13,9,15,13,28
CORQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,2,3,6,6,8,14
COTAGAITA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,8,0,1,2,9,11
COTOCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,3,0,0,1,3,4
CUATRO CAÑADAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,5,0,0,0,5,5
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
CUEVO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,7,0,0,2,7,9
CURVA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,10,10,10,11,21
EL ALTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,338,917,436,229,774,1146,1920
EL PUENTE(STC),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,5,4,10,0,15,4,19
EL PUENTE(TJA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,19,0,1,4,20,24
EL VILLAR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,1,1,0,3,1,4
ENTRE RIOS TRJ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,16,13,0,1,16,14,30
ENTRE RIOS CBBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,12,39,0,14,12,53,65
ESCARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,1,0,1,1,2,3
ESCOMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,3,0,4,0,7,7
ESMERALDA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,0,1,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,1,0,0,2,1,3
EXALTACION,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,7,0,0,1,7,8
FERNANDEZ ALONSO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,5,0,0,0,5,5
FILADELFIA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,1,0,0,3,1,4
GENERAL SAAVEDRA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,4,0,0,4,4,8
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,5,0,0,1,5,6
GUANAY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,6,6,3,4,9,10,19
GUAYARAMERIN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,18,86,1,2,19,88,107
GUTIERREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,1,0,0,3,1,4
HUACARETA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,0,2,0,5,0,5
HUACHACALLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,0,0,0,2,0,2
HUANUNI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,18,15,4,1,22,16,38
HUARACAJE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,5,2,0,0,5,2,7
HUARINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,4,3,10,5,14,19
HUATAJATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
ICHOCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,6,7,0,2,6,9,15
ICLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
INCAHUASI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,6,3,0,0,6,3,9
INGAVI (HUMAITA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,6,1,3,4,9,13
INQUISIVI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,8,7,32,7,40,14,54
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,6,4,7,13,13,17,30
IXIAMAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,9,16,2,3,11,19,30
JESUS DE MACHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,12,20,14,9,26,29,55
LA PAZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,375,786,47,58,422,844,1266
LAGUNILLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,6,2,0,3,6,5,11
LAJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,9,0,0,2,9,11
LAS CARRERAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,0,0,0,2,0,2
LLALLAGUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,15,42,16,25,31,67,98
LORETO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
LURIBAY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,12,0,1,1,13,14
MACHACAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,3,0,0,2,3,5
MACHARETI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,0,2,0,3,3
MAGDALENA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,3,15,22,19,25,44
MAIRANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,0,0,0,2,0,2
MAPIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,6,18,0,1,6,19,25
MECAPACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,23,15,16,4,39,19,58
MINEROS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,9,0,0,3,9,12
MOCOMOCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,8,0,0,1,8,9
MOJINETE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,6,0,0,2,6,8
MOJOCOYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,1,0,0,2,1,3
MONTERO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,43,173,1,1,44,174,218
MOROCHATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,0,1,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
OCURI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,13,0,3,2,16,18
OMEREQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,1,0,0,3,1,4
ORURO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,203,420,76,51,279,471,750
PADCAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,5,17,0,0,5,17,22
PAILON,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,5,2,1,5,6,11
PALCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,10,40,0,9,10,49,59
PALOS BLANCOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,17,11,1,3,18,14,32
PAPEL PAMPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,0,0,0,3,0,3
PASORAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,2,1,2,2,4
PATACAMAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,23,0,0,1,23,24
PAZÑA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,6,0,0,0,6,6
PELECHUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,18,1,6,3,24,27
POCOATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,8,1,14,2,22,24
POCONA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,9,6,3,9,12,21
POJO (CBBA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,5,0,0,3,5,8
POOPO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,6,0,2,2,8,10
PORCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,10,26,3,5,13,31,44
PORTACHUELO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,8,47,0,0,8,47,55
PORVENIR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
POSTRER VALLE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,0,0,0,4,0,4
POTOSI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,96,240,22,35,118,275,393
PRESTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,0,0,5,0,5,5
PUCARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,14,29,3,11,17,40,57
PUERTO ACOSTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,3,8,19,10,22,32
PUERTO CARABUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,3,0,1,0,4,4
PUERTO GONZALO MORENO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,2,0,1,0,3,3
PUERTO PEREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,10,0,2,1,12,13
PUERTO QUIJARRO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,2,0,0,4,2,6
PUERTO RICO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,12,0,0,0,12,12
PUERTO SILES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,11,0,0,0,11,0,11
PUERTO SUAREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,7,5,1,4,8,9,17
PUERTO VILLARROEL,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,19,43,9,2,28,45,73
PUNA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,19,3,11,7,30,37
PUNATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,21,27,11,24,32,51,83
QUIABAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,3,0,1,0,4,4
QUILLACOLLO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,115,37,27,45,142,82,224
QUIME,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,9,0,0,4,9,13
RAQAYPAMPA(ETA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,5,18,1,15,6,33,39
REYES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,17,0,0,2,17,19
RIBERALTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,14,142,5,7,19,149,168
ROBORE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,17,2,51,1,68,3,71
RURRENABAQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,12,35,86,24,98,59,157
SABAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,6,3,0,2,6,5,11
SACABA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,37,94,81,114,118,208,326
SACABAMBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,4,0,1,2,5,7
SACACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,18,4,9,5,27,32
SAIPINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,1,0,0,1,1,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,4,0,2,1,6,7
SAN ANDRES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,9,14,0,0,9,14,23
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,4,1,2,1,6,7
SAN BENITO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,9,9,5,0,14,9,23
SAN BORJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,22,84,3,6,25,90,115
SAN BUENA VENTURA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,1,1,1,3,2,5
SAN CARLOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,0,1,0,2,0,2
SAN IGNACIO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,31,1,1,5,32,37
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,9,10,0,0,9,10,19
SAN JAVIER(BNI),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,9,1,4,4,13,17
SAN JAVIER(STC),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,15,15,0,0,15,15,30
SAN JOAQUIN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,17,0,0,0,17,17
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,2,0,0,2,2,4
SAN JUAN DE YAPACANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,6,10,13,10,19,29
SAN JULIAN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,19,45,3,1,22,46,68
SAN LORENZO(PND),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,4,1,5,1,9,10
SAN LORENZO(TJA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,11,12,1,4,12,16,28
SAN LUCAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,6,8,1,1,7,9,16
SAN MATIAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,5,11,0,0,5,11,16
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,22,18,3,0,25,18,43
SAN PABLO DE LIPEZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,8,3,0,5,8,13
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,39,3,7,6,46,52
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,4,3,0,1,4,4,8
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,6,0,0,0,6,6
SAN RAFAEL,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,9,0,0,2,9,11
SAN RAMON BENI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,13,0,0,1,13,14
SAN RAMON SCZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,9,0,0,1,9,10
SANTA ANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,5,0,0,3,5,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,578,1424,289,73,867,1497,2364
SANTA ROSA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,5,0,0,0,5,5
SANTA ROSA DEL SARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,27,19,2,1,29,20,49
SANTIAGO DE CALLAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,3,6,7,8,10,18
SANTIAGO DE HUATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,3,2,0,0,3,2,5
SANTIVAÑES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,5,0,67,0,72,0,72
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,0,1,1,1,1,2,3
SAPAHAQUI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,2,7,0,0,2,7,9
SENA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2020-01-01,1,2,7,2,8,4,12
