,group,variable,month,DT 5TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 5TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 5TA. DOSIS DE 7 A 49 AÑOS FUERA,DT 5TA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
BOLIVAR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,4,0,4,4
BOLPEBRA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
BOYUIBE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,1,7,0,8,1,9
BUENA VISTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,15,0,17,17
CABEZAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,1,4,2,5,3,8
CAJUATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,4,1,3,4,7,5,12
CAPINOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,1,0,0,1,1,2
CARANAVI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,3,0,0,0,3,3
CARAPARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,1,0,0,2,1,3
CARMEN RIVERO TORREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
CHARAGUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,0,0,0,2,0,2
CHIMORE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,1,2,1,3,4
CHIPAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,1,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,1,0,1,0,1
CHUMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
CKOCHAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
CLIZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,3,5,1,3,4,8,12
COBIJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,3,13,1,0,4,13,17
COCAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,1,1,5,2,6,8
COCHABAMBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,42,84,5,20,47,104,151
COLCAPIRHUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,3,5,8,13,11,18,29
"COLCHA ""K""",otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
COLOMI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,3,0,0,0,3,3
COLPA BELGICA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
COLQUECHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,1,1,1,2,3
COMARAPA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
CORIPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
COROICO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,2,0,2,2
COTAGAITA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,1,1,1,1,2
COTOCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,13,36,8,4,21,40,61
CUATRO CAÑADAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
CUEVO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,2,2,2,2,4
CULPINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,1,0,2,2
EL ALTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,25,236,10,76,35,312,347
EL PUENTE(STC),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,16,51,3,2,19,53,72
EL VILLAR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,2,0,0,2,2,4
ENTRE RIOS CBBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,3,12,0,3,3,15,18
FERNANDEZ ALONSO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,1,1,1,2
FILADELFIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,1,0,1,0,1
GUANAY,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
HUACARETA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
HUACHACALLA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
INCAHUASI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,3,5,1,0,4,5,9
INGAVI (HUMAITA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,3,4,0,0,3,4,7
JESUS DE MACHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,3,0,3,1,6,7
LA GUARDIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,24,45,71,64,95,109,204
LA PAZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,34,153,20,34,54,187,241
LAGUNILLAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,3,1,0,0,3,1,4
LAJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,6,0,2,1,8,9
LAS CARRERAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,4,0,4,4
LLALLAGUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,5,4,3,8,8,12,20
MAIRANA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
MAPIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
MINEROS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,7,0,0,0,7,7
MIZQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,3,2,1,3,4,7
MONTEAGUDO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,4,5,0,1,4,6,10
MONTERO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,14,1,9,1,23,24
MOROCHATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,2,1,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,3,2,0,2,3,5
OKINAWA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,1,4,4,5,5,10
OMEREQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,0,0,0,2,0,2
ORURO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,10,23,2,6,12,29,41
PADILLA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,3,5,0,0,3,5,8
PAILON,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,1,1,1,1,2
PALCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
PALOS BLANCOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,1,0,2,2
PASORAPA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
PATACAMAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,160,0,160,0,160
POCOATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,3,1,4,1,5
POJO (CBBA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
POOPO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
PORCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,1,0,0,1,1,2
PORONGO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,12,19,11,23,23,42,65
PORTACHUELO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,3,0,0,0,3,3
PORVENIR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,1,1,1,2
POTOSI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,10,20,1,3,11,23,34
PRESTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,2,0,2,2
PUERTO ACOSTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,1,0,3,3
PUERTO PEREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
PUERTO RICO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,0,0,1,2,1,3
PUERTO VILLARROEL,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,5,20,0,1,5,21,26
PUNATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,9,1,6,3,15,18
QUILLACOLLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,6,4,7,6,13,19
QUIRUSILLAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,1,0,1,0,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,5,0,1,0,6,6
RAVELO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,4,5,4,5,9
REYES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,5,0,0,0,5,5
ROBORE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,2,3,0,3,2,5
SACABA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,19,19,44,21,63,84
SACABAMBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
SAMAIPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,6,1,2,2,8,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
SAN CARLOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,4,7,10,2,14,9,23
SAN IGNACIO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,37,25,0,4,37,29,66
SAN JAVIER(STC),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,3,6,0,1,3,7,10
SAN JUAN DE YAPACANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,6,0,0,0,6,6
SAN JULIAN,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,7,0,1,2,8,10
SAN LORENZO(PND),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
SAN LORENZO(TJA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
SAN MATIAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,5,0,0,1,5,6
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,3,12,0,0,3,12,15
SAN PEDRO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,5,3,0,1,5,4,9
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SAN PEDRO(PND),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,9,13,9,13,22
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,92,243,14,12,106,255,361
SANTA ROSA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,1,1,3,2,4,6
SANTIVAÑES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
SAPAHAQUI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,4,1,1,2,5,7
SHINAOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,4,2,1,3,5,8
SIPE SIPE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,6,0,3,1,9,10
SORATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,1,1,2,2,3,5
SUCRE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,264,46,0,1,264,47,311
TACACOMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,3,0,3,3
TACOPAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,1,0,1,1,2
TARABUCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
TARACO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,3,9,0,3,3,12,15
TARVITA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,2,0,0,1,2,3
TIAHUANACU,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,1,0,0,1,1,2
TIQUIPAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,4,2,9,2,13,15
TIRAQUE (CBBA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,1,2,3,3,4,7
TOCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,1,0,3,1,4,5
TOLATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,4,0,5,5
TOMINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,4,1,0,0,4,1,5
TORO TORO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
TOTORA(CBBA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,6,0,8,8
TRIGAL,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,3,13,1,0,4,13,17
TUPIZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,9,0,9,2,18,20
TURCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
UNCIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,1,1,1,2,3
URUBICHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
VACAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,2,0,0,0,2,2
VALLEGRANDE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,5,0,0,0,5,5
VIACHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,8,0,0,1,8,9
VILA VILA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,1,0,1,1,2
VILLA MONTES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,0,0,0,2,0,2
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,2,0,2,1,4,5
VILLA RIVERO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,1,1,1,2
VILLA SERRANO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,9,4,4,6,13,19
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,5,1,0,0,5,1,6
VILLAZON,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,3,9,0,0,3,9,12
VINTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,3,3,3,5,6,11
WARNES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,6,21,0,11,6,32,38
YACUIBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,7,1,0,3,7,4,11
YANACACHI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,10,13,34,66,44,79,123
YOTALA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,4,0,0,0,4,4
YUNCHARA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,2,0,2,1,4,1,5
ZUDAÑEZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-01-01,0,1,0,0,0,1,1
ACHACACHI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,3,2,2,2,5,7
ACHOCALLA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,1,0,0,0,1,0,1
AIQUILE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,0,0,1,0,1,1
ALCALA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,2,2,0,0,2,2,4
ALTO BENI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,1,0,2,3,3,3,6
ANCORAIMES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,1,0,0,0,1,0,1
ANDAMARCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,2,2,0,1,2,3,5
APOLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,3,1,2,1,5,6
ARANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,1,3,0,0,1,3,4
ARBIETO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,1,4,0,2,1,6,7
ARQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,2,0,0,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,20,0,0,0,20,20
ATOCHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,0,0,3,0,3,3
AUCAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,0,1,3,1,3,4
BATALLAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,0,1,0,1,0,1
BETANZOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,2,0,0,0,2,2
BOYUIBE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,1,0,64,0,65,65
CABEZAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,1,3,0,2,1,5,6
CALAMARCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,5,1,0,1,5,6
CAMARGO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,2,0,0,0,2,2
CAMIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,5,2,0,1,5,3,8
CAPINOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,1,3,0,1,1,4,5
CAQUIAVIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,3,2,2,2,5,7
CARAPARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,2,1,0,0,2,1,3
CARIPUYO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,1,1,0,0,1,1,2
CARMEN RIVERO TORREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,2,2,0,0,2,2,4
CHALLAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,1,0,1,0,2,2
CHIMORE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,1,2,2,4,3,6,9
CHIPAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,0,0,1,0,1,1
CHOQUE COTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,0,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2020-02-01,0,0,1,0,1,0,1
