,group,variable,month,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
COMBAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,0,0,1,0,1,1
CONCEPCION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,0,0,1,0,1,1
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,1,0,0,1,1,2
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,21,41,18,55,39,96,135
EL CHORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
EL PUENTE(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,3,8,0,0,3,8,11
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,1,0,0,1,1,2
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,2,3,0,0,2,3,5
HUMANATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,3,9,2,2,5,11,16
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,37,43,8,15,45,58,103
LAJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,1,0,0,1,1,2
MIZQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,1,0,0,1,1,2
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,2,4,0,0,2,4,6
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,3,0,0,0,3,3
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,15,26,5,10,20,36,56
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,3,3,0,0,3,3,6
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
POJO (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,0,0,0,1,0,1
POOPO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
PORONGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
POSTRER VALLE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,3,0,0,1,3,4
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,6,10,0,0,6,10,16
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,3,3,0,1,3,4,7
PUERTO ACOSTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,1,0,0,1,1,2
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,2,0,0,1,2,3
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,5,0,0,1,5,6
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,4,4,0,0,4,4,8
QUIME,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,1,0,0,1,1,2
RIBERALTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,7,0,0,1,7,8
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,2,7,0,0,2,7,9
SACABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
SAMAIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,3,0,0,0,3,3
SAN AGUSTIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,6,3,1,0,7,3,10
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,3,0,0,0,3,3
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,2,0,0,0,2,2
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,3,0,0,0,3,3
SAN LUCAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,3,1,0,0,3,1,4
SAN MATIAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,0,0,0,1,0,1
SAN PEDRO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,3,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,16,41,0,0,16,41,57
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,3,0,0,0,3,3
SENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,3,0,0,1,3,4
SHINAOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,4,0,0,0,4,0,4
SIPE SIPE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,2,8,0,0,2,8,10
SORACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,3,0,0,1,3,4
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,2,4,0,0,2,4,6
TARATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,6,14,0,0,6,14,20
TIAHUANACU,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,2,0,0,0,2,2
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,0,3,0,3,0,3
TOTORA(CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,3,5,0,0,3,5,8
TUPIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,2,0,0,0,2,2
TURCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,2,0,0,0,2,2
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,0,0,0,1,0,1
VILLA CHARCAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,3,0,0,0,3,3
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,1,1,0,0,1,1,2
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,2,11,0,0,2,11,13
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,2,3,0,0,2,3,5
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,3,9,0,0,3,9,12
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-01-01,3,3,0,0,3,3,6
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,0,0,0,1,0,1
ANCORAIMES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,2,0,0,0,2,2
ANDAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,2,0,0,0,2,2
ARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,0,0,0,1,0,1
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,2,0,0,1,2,3
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,2,0,0,1,2,3
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
CARAPARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,1,0,0,1,1,2
CHIPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,0,0,1,0,1,1
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,0,0,0,1,0,1
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,8,14,0,0,8,14,22
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,1,0,0,1,1,2
COLQUIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,2,3,0,0,2,3,5
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,9,50,2,2,11,52,63
EL CHORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,2,0,0,0,2,2
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,4,0,0,1,4,5
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,3,4,0,0,3,4,7
EUREKA (SANTOS MERCADO),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,3,0,0,0,3,0,3
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,2,1,0,0,2,1,3
GUANAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,0,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
HUACARETA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,4,5,0,0,4,5,9
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
IXIAMAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,2,0,0,0,2,2
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,6,13,0,2,6,15,21
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,53,46,9,14,62,60,122
MAIRANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,2,0,0,0,2,0,2
MOCOMOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,1,0,0,1,1,2
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,1,0,0,1,1,2
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,4,0,0,1,4,5
MOROCHATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,2,5,0,0,2,5,7
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,26,17,0,0,26,17,43
PADILLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
PALCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,1,0,0,1,1,2
PORCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,2,0,0,0,2,2
PORONGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,3,0,0,0,3,3
PORVENIR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,2,0,0,0,2,2
POSTRER VALLE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,4,10,0,0,4,10,14
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,6,0,0,0,6,6
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,3,4,0,0,3,4,7
RIBERALTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,3,13,0,0,3,13,16
SACABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
SAMAIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,2,0,0,1,2,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,6,8,0,0,6,8,14
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,0,0,0,1,0,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,3,1,0,0,3,1,4
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,13,0,0,1,13,14
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,3,0,0,1,3,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,3,17,0,0,3,17,20
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,8,0,0,1,8,9
SANTIAGO DE HUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,1,0,0,1,1,2
SHINAOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,2,2,0,0,2,2,4
SIPE SIPE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,15,42,0,0,15,42,57
SORACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,0,0,0,1,0,1
SORATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
TAPACARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,3,0,0,0,3,3
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,6,19,0,0,6,19,25
TIQUIPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,0,0,0,1,0,1
TOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,0,0,0,1,0,1
TORO TORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,3,0,0,1,3,4
TOTORA(CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,6,14,0,0,6,14,20
TUPIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,3,0,0,0,3,3
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,0,0,1,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,2,0,0,0,2,2
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,2,0,0,1,2,3
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,8,0,0,1,8,9
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,2,0,0,0,2,2
YOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,1,0,0,0,1,0,1
YOTALA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-02-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,0,0,0,1,0,1
ANZALDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,0,0,0,1,0,1
ARBIETO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,1,0,0,1,1,2
ARQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,6,0,0,1,6,7
"CAIZA ""D""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,0,0,0,1,0,1
CAJUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,3,0,0,1,3,4
CALAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,2,0,0,0,2,2
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,2,0,0,1,2,3
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,4,0,0,1,4,5
CAQUIAVIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,2,0,0,1,2,3
CARAPARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,2,0,0,0,2,0,2
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,3,2,1,0,4,2,6
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,0,0,0,1,0,1
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,3,8,0,0,3,8,11
COLOMI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,3,1,0,2,3,5
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,3,2,0,0,3,2,5
CONCEPCION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,5,1,0,0,5,1,6
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,29,0,0,1,29,30
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,2,27,8,4,10,31,41
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,3,4,0,0,3,4,7
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,2,0,3,3
ESCOMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,2,4,1,0,3,4,7
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,4,0,0,0,4,4
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,2,0,0,1,2,3
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,7,1,7,2,14,16
ICLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,3,1,0,0,3,1,4
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,2,4,2,7,4,11,15
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,46,87,28,30,74,117,191
LAJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,3,0,0,1,3,4
LORETO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,3,0,0,0,3,3
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,3,6,0,0,3,6,9
MOROCHATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,1,0,0,1,1,2
OKINAWA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,1,2,1,3,4
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,7,18,0,0,7,18,25
PADILLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,0,0,0,1,0,1
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,5,6,0,3,5,9,14
PORTACHUELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,5,0,0,1,5,6
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,3,5,0,0,3,5,8
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,2,0,0,1,2,3
PUERTO ACOSTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,2,0,0,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
