,group,variable,month,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
VILLAZON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-01-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-02-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-02-01,1,5,0,0,1,5,6
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-02-01,1,2,0,0,1,2,3
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-02-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-02-01,3,7,0,0,3,7,10
VILLA TUNARI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-02-01,1,0,1,0,2,0,2
VILLAZON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-02-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-03-01,0,1,0,0,0,1,1
"COLCHA ""K""",otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-03-01,14,8,0,0,14,8,22
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-03-01,1,2,0,0,1,2,3
LA GUARDIA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-03-01,2,0,0,0,2,0,2
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-03-01,1,1,0,0,1,1,2
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-03-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-03-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-03-01,1,1,0,0,1,1,2
QUILLACOLLO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-03-01,2,0,0,0,2,0,2
TAPACARI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-03-01,1,0,1,0,2,0,2
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-03-01,0,0,7,5,7,5,12
CARIPUYO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-04-01,0,1,0,0,0,1,1
COCAPATA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-04-01,0,0,0,1,0,1,1
HUAYLLAMARCA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-04-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-04-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-04-01,0,1,0,0,0,1,1
SAN JAVIER(STC),otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-04-01,1,5,0,0,1,5,6
TOMINA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-04-01,0,0,0,1,0,1,1
VILLAZON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-04-01,0,0,0,1,0,1,1
ANDAMARCA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-05-01,0,0,1,0,1,0,1
ANZALDO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-05-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-05-01,2,2,0,1,2,3,5
CARAPARI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-05-01,0,0,1,0,1,0,1
"COLCHA ""K""",otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-05-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-05-01,37,18,0,0,37,18,55
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-05-01,1,0,0,0,1,0,1
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-05-01,1,0,0,0,1,0,1
VILLAZON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-05-01,0,0,0,1,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-05-01,3,5,0,0,3,5,8
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-06-01,3,7,0,3,3,10,13
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-06-01,5,3,0,0,5,3,8
MACHARETI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-06-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-06-01,0,1,0,4,0,5,5
PUERTO RICO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-06-01,0,0,0,1,0,1,1
SAN LORENZO(TJA),otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-06-01,0,0,0,1,0,1,1
SAN MATIAS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-06-01,1,1,0,0,1,1,2
TAPACARI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-06-01,1,0,0,0,1,0,1
VILLA CHARCAS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-06-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-06-01,3,2,0,0,3,2,5
ZUDAÑEZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-06-01,0,1,0,0,0,1,1
"COLCHA ""K""",otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-07-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-07-01,1,0,0,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-07-01,0,3,0,0,0,3,3
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-07-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-07-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-07-01,0,0,1,0,1,0,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-07-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-07-01,0,2,0,1,0,3,3
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-07-01,11,12,2,3,13,15,28
TOMINA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-07-01,1,0,0,0,1,0,1
COLQUIRI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-08-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-08-01,54,15,0,0,54,15,69
MONTERO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-08-01,0,0,1,0,1,0,1
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-08-01,2,5,0,0,2,5,7
RIBERALTA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-08-01,0,3,0,0,0,3,3
SACABA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-08-01,3,3,0,0,3,3,6
SAN JAVIER(BNI),otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-08-01,0,0,0,1,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-08-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-08-01,2,0,0,0,2,0,2
VILLA TUNARI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-08-01,0,0,0,1,0,1,1
VILLAZON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-08-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-09-01,1,2,0,0,1,2,3
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-09-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-09-01,2,2,0,0,2,2,4
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-09-01,4,2,0,0,4,2,6
PAILON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-09-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-09-01,0,3,0,0,0,3,3
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-09-01,0,0,1,0,1,0,1
TOTORA(ORR),otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-09-01,0,1,0,0,0,1,1
ANZALDO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,1,1,0,0,1,1,2
COLOMI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,3,1,0,0,3,1,4
EL TORNO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,3,1,0,0,3,1,4
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,3,2,0,0,3,2,5
SACABA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,0,4,2,2,2,6,8
SAN BORJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,0,0,1,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,2,1,0,0,2,1,3
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,1,0,0,0,1,0,1
WARNES,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-10-01,0,2,1,0,1,2,3
BATALLAS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,0,0,2,0,2,2
"COLCHA ""K""",otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,2,1,0,0,2,1,3
HUACHACALLA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
PADILLA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,0,2,3,2,3,5
PUCARANI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,1,0,2,2
TAPACARI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,0,0,1,0,1,1
TUPIZA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,0,0,0,1,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-11-01,1,0,0,0,1,0,1
ALCALA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,1,0,0,0,1,0,1
BATALLAS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,0,15,0,0,0,15,15
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,0,2,0,0,0,2,2
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,0,2,3,2,3,4,7
PADILLA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,2,1,0,0,2,1,3
PALOS BLANCOS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,0,0,0,1,0,1,1
SACABA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,1,1,0,0,1,1,2
SAN RAMON SCZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,0,0,0,4,0,4,4
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,1,1,0,0,1,1,2
VILLA SERRANO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,4,8,0,0,4,8,12
VILLA TUNARI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable (vih),2020-12-01,1,1,0,0,1,1,2
