municipality,group,variable,month,Nacidos vivos atendidos por partera,TOTAL
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,10,10
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,2,2
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,2,2
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,2,2
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,3,3
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,4,4
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,3,3
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,2,2
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,6,6
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,6,6
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,3,3
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-03-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,17,17
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,2,2
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,2,2
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,3,3
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,3,3
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-04-01,2,2
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,17,17
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
CHUA COCANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,2,2
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,2,2
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-05-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,3,3
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-06-01,2,2
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,2,2
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,2,2
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,2,2
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-07-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,20,20
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,3,3
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,4,4
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,6,6
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-08-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,21,21
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,3,3
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,4,4
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,3,3
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
PORONGO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,5,5
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,2,2
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
TACACOMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-09-01,2,2
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,28,28
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,2,2
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,2,2
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,3,3
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-10-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,29,29
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,3,3
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,3,3
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,2,2
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,2,2
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-11-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,16,16
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,2,2
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2022-12-01,1,1
