municipality,group,variable,month,Partos atendidos por personal de salud calificado,TOTAL
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
ESCOMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,6,6
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
HUACARETA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,5,5
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,4,4
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,6,6
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,6,6
LA PAZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,3,3
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,4,4
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,3,3
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,7,7
MONTERO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,4,4
NAZACARA DE PACAJES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,4,4
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,4,4
PADILLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,8,8
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,10,10
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,16,16
PORCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,3,3
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,16,16
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,13,13
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,3,3
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,3,3
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
SABAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,8,8
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
SAN ANDRES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,3,3
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,5,5
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,13,13
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,22,22
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
SAN PEDRO DE MACHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,20,20
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,6,6
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,9,9
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,4,4
TARACO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
TIAHUANACU,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,9,9
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,3,3
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,9,9
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,5,5
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,4,4
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,2,2
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,3,3
YACUIBA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
YOTALA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-01-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,6,6
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,4,4
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,4,4
ARBIETO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,4,4
AYATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,4,4
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,6,6
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,6,6
BELEN DE URMIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,6,6
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
CATACORA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
CHACARILLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
CHUA COCANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,4,4
CKOCHAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
COLOMI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,5,5
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
COMBAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,5,5
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,5,5
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,4,4
ESCOMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,9,9
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
HUARACAJE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,4,4
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,5,5
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,6,6
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,4,4
NAZACARA DE PACAJES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,5,5
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,6,6
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,5,5
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,7,7
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,16,16
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,6,6
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,12,12
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,5,5
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,5,5
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
REYES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,9,9
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
SAN BENITO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,23,23
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,2,2
SAN PEDRO DE MACHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,10,10
SAN PEDRO DE QUEMES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2022-02-01,3,3
