municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-03-01,1,1
CARAPARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-03-01,2,2
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-03-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-03-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-03-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-03-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-03-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-03-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-03-01,2,2
SAN JULIAN,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-03-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-03-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-03-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-04-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-04-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-04-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-04-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-04-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-04-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-04-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-05-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-05-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-05-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-05-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2022-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-05-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-05-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-06-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-06-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-06-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2022-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-06-01,3,3
COMARAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-07-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-07-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por partera capacitada,2022-07-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-07-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2022-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-07-01,2,2
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-07-01,1,1
CARAPARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-08-01,1,1
CHARAÑA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-08-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-08-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-08-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-08-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-08-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-09-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-09-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por partera capacitada,2022-09-01,1,1
PORCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-09-01,1,1
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-09-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2022-09-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-09-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-10-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-10-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-10-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-11-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-11-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-11-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2022-11-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2022-11-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2022-11-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-11-01,2,2
BOYUIBE,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-12-01,1,1
CARAPARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-12-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-12-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por partera capacitada,2022-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-12-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-12-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2022-12-01,1,1
