municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,5,5
ICLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
INCAHUASI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,3,3
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,11,11
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,5,5
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,8,8
LLALLAGUA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
MALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
MOJOCOYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
OMEREQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
PADCAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,6,6
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
PAZÑA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,4,4
POCOATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
PORCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,4,4
POROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,3,3
PRESTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,11,11
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,4,4
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,10,10
PUNA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
QUIME,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,4,4
RAVELO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,4,4
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,4,4
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
SAN PEDRO DE MACHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,6,6
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,6,6
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,3,3
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,4,4
SENA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,5,5
SICAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,4,4
TACOPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,5,5
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,12,12
TARACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
TIAHUANACU,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,5,5
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,4,4
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
TOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
TOMINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
UMALA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,3,3
UNCIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,5,5
VACAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
VILA VILA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,3,3
YACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,5,5
YACUIBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
YOCALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-01-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,9,9
ANCORAIMES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
ARQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,6,6
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
BATALLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
BOLIVAR,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,5,5
CAJUATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
CALACOTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
CAMARGO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
CARACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
CHAYANTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,5,5
CHUMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,5,5
COCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,7,7
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
COLOMI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,14,14
COLQUENCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
COPACABANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
COROICO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
CORQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
CURVA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
DESAGUADERO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,5,5
GUANAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
HUACARETA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
INCAHUASI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,5,5
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,7,7
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,7,7
LURIBAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
MACHARETI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
MOJOCOYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
OCURI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
OMEREQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,5,5
PADCAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,7,7
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
PELECHUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
POCOATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
POOPO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
PORCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
POROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
PRESTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,10,10
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,5,5
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
PUERTO RICO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
QUIABAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,5,5
SABAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
SAN PEDRO DE MACHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,7,7
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,8,8
SICAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
SORACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,5,5
TACOPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,6,6
TARVITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
TIAHUANACU,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,5,5
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
UMALA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,3,3
UNCIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,4,4
VILLA MONTES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,9,9
VITICHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,5,5
YACUIBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
YOCALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-02-01,2,2
ACACIO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,9,9
ACHOCALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,9,9
ANDAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,5,5
ARQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,5,5
AYATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,5,5
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,5,5
BATALLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,3,3
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,4,4
BOLIVAR,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,5,5
CAIROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,3,3
CALACOTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,7,7
CAMARGO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,4,4
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,2,2
CARAPARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,3,3
CHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,3,3
CHARAÑA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,1,1
CHIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,3,3
CHUMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,3,3
CKOCHAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,7,7
COCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,7,7
COLLANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,5,5
COLQUENCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,3,3
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,1,1
COPACABANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,3,3
CORO CORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,3,3
COROICO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,3,3
CORQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,4,4
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,3,3
CURVA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,3,3
DESAGUADERO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2022-03-01,1,1
