,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,0,0,1,0,1,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,5,0,3,2,8,2
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,3,1,1,1,4,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,11,11,8,9,19,20
MIZQUE,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,0,0,1,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,0,1,0,0,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,21,17,23,17,44,34
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,1,1,1,0,2,1
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,1,0,0,0,1,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,1,0,0,0,1,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,1,0,2,1,3,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,3,1,3,1,6,2
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,6,2,3,0,9,2
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,0,0,0,1,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,5,0,5,0,10,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,2,0,3,0,5,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,1,0,0,0,1,0
SAN JAVIER(STC),leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,1,0,0,0,1,0
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,1,0,0,0,1,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,0,0,2,0,2,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,1,2,1,0,2,2
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,1,1,1,0,2,1
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,12,2,17,2,29,4
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,0,0,1,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,4,5,3,4,7,9
YACUIBA,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,1,0,0,0,1,0
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2021-01-01,0,0,1,0,1,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,2,1,1,0,3,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,0,1,0,1,0
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,0,1,0,1,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,0,2,1,2,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,1,0,2,0,3,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,3,3,1,1,4,4
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,1,0,0,0,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,2,0,7,1,9,1
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,1,0,0,0,1,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,0,1,0,1,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,0,1,0,1,0
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,0,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,2,2,1,1,3,3
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,1,0,1,0,2,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,1,0,0,0,1
HUACARETA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,2,1,4,0,6,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,1,1,2,0,3,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,13,6,4,1,17,7
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,0,0,1,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,3,0,2,0,5
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,1,0,1,0,2,0
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,0,1,0,1,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,1,0,0,0,1,0
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,1,1,0,0,1,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,3,1,1,0,4,1
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,0,2,2,2,2
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,1,0,1,0,2,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,3,1,2,0,5,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,4,1,3,0,7,1
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,1,1,0,1,1
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,2,2,1,2,3,4
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,1,0,0,1,1,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2021-02-01,0,0,1,1,1,1
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,0,1,0,1,0,2
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,2,0,0,0,2,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,4,3,6,5,10,8
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,2,1,2,1,4,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,0,0,0,1,0,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,6,1,3,1,9,2
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,0,0,1,0,1,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,1,0,1,0,2,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,0,0,1,1,1,1
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,2,1,1,0,3,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,1,0,0,0,1,0
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,1,0,0,0,1,0
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,1,0,1,0,2,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,0,2,2,2,2,4
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,7,1,12,3,19,4
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,14,7,12,8,26,15
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,0,0,0,1,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,6,4,3,2,9,6
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,0,0,1,0,1,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,0,0,1,0,1,0
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,1,0,1,1,2,1
REYES,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,1,0,0,0,1,0
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,3,2,3,2,6,4
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,1,0,0,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,1,0,2,0,3,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,1,3,3,0,4,3
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,1,1,1,1,2,2
SENA,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,0,0,1,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,2,1,4,3,6,4
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,0,0,1,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,3,0,0,0,3,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,1,2,0,0,1,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2021-03-01,7,0,2,0,9,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,3,6,3,6,6,12
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,4,0,3,0,7,0
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,0,0,0,1,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,0,1,0,0,0,1
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,0,1,0,0,0,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,4,1,4,2,8
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,3,0,3,0,6,0
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,1,0,0,1,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,11,7,5,4,16,11
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,0,1,0,2,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,0,0,0,1,0
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,0,0,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,5,1,1,0,6,1
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,3,0,3,1,6,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,3,1,1,0,4,1
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,0,0,1,0,1,0
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,0,1,0,1,0,2
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,2,1,0,1,2,2
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,0,1,0,2,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,6,4,12,7,18,11
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,0,0,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,0,0,0,1,0
ORURO,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,0,0,1,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,0,1,4,3,4,4
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,5,2,4,2,9,4
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,0,2,0,1,0,3
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,3,0,1,0,4,0
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,0,1,1,0,1,1
REYES,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,0,0,1,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,1,0,1,1,2
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,10,0,2,0,12,0
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,0,0,1,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,0,0,0,1,0,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,0,0,1,1,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,0,7,0,8,0
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,0,0,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,0,1,0,2,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,0,0,3,0,3,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,1,1,0,0,1,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2021-04-01,12,2,11,3,23,5
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,1,2,1,2,2,4
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,0,0,1,0,1,0
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,2,0,0,0,2,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,3,2,5,0,8,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,4,1,2,1,6,2
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,0,0,0,1,0,1
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,2,0,2,1,4,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,15,4,15,7,30,11
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,1,0,1,0,2,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,0,0,1,0,1,0
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,0,0,1,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,1,1,5,2,6,3
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,2,0,0,0,2,0
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,0,1,0,0,0,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,2,1,3,2,5,3
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,0,1,0,1,0,2
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,4,4,5,3,9,7
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,2,1,5,2,7,3
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,1,1,1,0,2,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,1,0,1,0,2,0
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,3,0,3,0,6,0
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,1,0,0,0,1,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,2,1,0,1,2,2
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,0,1,2,0,2,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,0,0,0,1,0,1
REYES,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,1,0,1,0,2,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,9,0,6,0,15,0
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,4,0,8,0,12,0
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,1,2,0,1,1,3
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,2,0,2,0,4,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,3,0,1,0,4,0
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,0,0,1,0,1,0
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,0,1,0,0,0,1
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,0,1,0,1,0,2
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,1,0,1,0,2,0
URIONDO (A. CONCEPCION),leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,0,15,0,25,0,40
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,7,4,9,1,16,5
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2021-05-01,1,0,1,0,2,0
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,1,0,0,0,1,0
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,0,0,1,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,4,3,2,2,6,5
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,1,0,0,0,1,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,1,0,4,1,5,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,4,3,1,0,5,3
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,6,5,0,0,6,5
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,0,1,0,0,0,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,10,2,10,2,20,4
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,1,0,0,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,0,0,1,0,1,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,0,0,2,0,2,0
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,5,0,0,1,5,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,3,1,1,0,4,1
GRAL. J.J. PEREZ (CHARAZANI),leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,1,0,0,0,1,0
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,4,0,0,0,4,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,0,0,1,2,1,2
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,2,0,1,0,3,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,11,8,5,4,16,12
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,6,5,6,2,12,7
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,8,1,1,0,9,1
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,0,0,1,0,1,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,2,1,3,1,5,2
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,1,0,0,1,1,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,0,0,6,0,6,0
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,2,0,5,0,7,0
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,0,0,1,1,1,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,0,1,2,1,2,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,1,0,2,0,3,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,0,1,0,0,0,1
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,1,0,1,0,2,0
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,0,1,0,1,0,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,4,3,3,3,7,6
YACUIBA,leishmaniasis,tratamientos de leishmania cutanea,2021-06-01,0,1,0,0,0,1
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,0,0,1,0,1,0
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,0,0,0,1,0,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,1,0,2,1,3,1
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,0,1,1,0,1,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,3,2,1,0,4,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,0,1,4,4,4,5
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,0,3,5,7,5,10
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,2,0,1,0,3,0
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,0,1,0,1,0,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,11,6,12,2,23,8
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,0,0,1,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,7,0,0,0,7,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,2,0,0,0,2,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,5,3,3,2,8,5
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,3,1,0,0,3,1
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,1,0,1,0,2,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,5,2,3,0,8,2
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,8,0,8,0,16,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,16,12,7,7,23,19
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,2,3,3,3,5,6
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,4,0,0,0,4,0
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,4,0,6,1,10,1
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,2,0,0,1,2,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,3,0,1,0,4,0
REYES,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,7,1,0,0,7,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,7,2,2,1,9,3
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,3,1,0,0,3,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,1,0,0,1,1,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,2,0,1,0,3,0
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,2,0,0,0,2,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,1,1,0,0,1,1
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,1,0,0,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2021-07-01,11,5,4,3,15,8
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,1,1,1,2,2
