municipality,group,variable,month,Curaciones y/o suturas,TOTAL
CHACARILLA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,3,3
CHALLAPATA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,137,137
CHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,22,22
CHARAGUA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,146,146
CHARAÑA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,11,11
CHAYANTA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,85,85
CHIMORE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,145,145
CHIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,11,11
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,90,90
CHUMA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,33,33
CLIZA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,197,197
COBIJA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,420,420
COCHABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,6445,6445
COIPASA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,1,1
COLCAPIRHUA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,295,295
"COLCHA ""K""",otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,35,35
COLLANA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,5,5
COLOMI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,156,156
COLPA BELGICA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,46,46
COLQUECHACA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,88,88
COLQUENCHA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,19,19
COLQUIRI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,80,80
COMANCHE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,10,10
COMARAPA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,60,60
COMBAYA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,11,11
CONCEPCION,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,37,37
COPACABANA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,58,58
CORIPATA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,37,37
CORO CORO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,22,22
COROICO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,122,122
CORQUE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,55,55
COTAGAITA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,341,341
COTOCA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,377,377
CUATRO CAÑADAS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,171,171
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,6,6
CUEVO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,28,28
CULPINA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,62,62
CURAHUARA DE CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,29,29
CURVA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,5,5
DESAGUADERO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,44,44
EL ALTO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,7142,7142
EL CHORO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,19,19
EL PUENTE(STC),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,72,72
EL PUENTE(TJA),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,57,57
EL TORNO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,856,856
EL VILLAR,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,19,19
ENTRE RIOS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,127,127
ENTRE RIOS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,212,212
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,66,66
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,3,3
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,25,25
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,213,213
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,9,9
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,101,101
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,18,18
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,85,85
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,51,51
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,916,916
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,92,92
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,41,41
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,14,14
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,26,26
HUANUNI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,239,239
HUARACAJE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,32,32
HUAYLLAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,22,22
ICHOCA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,9,9
ICLA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,41,41
INCAHUASI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,55,55
INGAVI (HUMAITA),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,9,9
INQUISIVI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,40,40
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,87,87
IXIAMAS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,95,95
JESUS DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,23,23
LA ASUNTA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,36,36
LA GUARDIA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,244,244
LA PAZ,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,23852,23852
LAGUNILLAS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,48,48
LAJA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,32,32
LAS CARRERAS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,20,20
LICOMA PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,10,10
LLALLAGUA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,391,391
LLICA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,37,37
LORETO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,12,12
LURIBAY,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,27,27
MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,74,74
MACHARETI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,73,73
MAGDALENA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,307,307
MAIRANA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,123,123
MALLA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,4,4
MAPIRI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,69,69
MECAPACA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,104,104
MINEROS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,117,117
MIZQUE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,102,102
MOCOMOCO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,33,33
MOJINETE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,1,1
MOJOCOYA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,28,28
MONTEAGUDO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,173,173
MONTERO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,1675,1675
MORO MORO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,12,12
MOROCHATA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,49,49
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,3,3
NAZACARA DE PACAJES,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,17,17
OCURI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,33,33
OKINAWA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,56,56
OMEREQUE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,22,22
ORURO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,5219,5219
PADCAYA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,144,144
PADILLA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,92,92
PAILON,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,71,71
PALCA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,35,35
PALOS BLANCOS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,151,151
PAMPA AULLAGAS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,12,12
PAMPA GRANDE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,38,38
PAPEL PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,11,11
PASORAPA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,15,15
PATACAMAYA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,198,198
PAZÑA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,82,82
PELECHUCO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,14,14
POCOATA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,72,72
POCONA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,42,42
POJO (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,29,29
POOPO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,62,62
PORCO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,23,23
POROMA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,40,40
PORONGO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,47,47
PORTACHUELO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,244,244
PORVENIR,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,74,74
POSTRER VALLE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,33,33
POTOSI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,8399,8399
PRESTO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,11,11
PUCARA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,15,15
PUCARANI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,59,59
PUERTO ACOSTA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,99,99
PUERTO CARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,35,35
PUERTO GONZALO MORENO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,22,22
PUERTO PEREZ,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,39,39
PUERTO QUIJARRO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,177,177
PUERTO RICO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,44,44
PUERTO SILES,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,4,4
PUERTO SUAREZ,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,221,221
PUERTO VILLARROEL,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,407,407
PUNA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,92,92
PUNATA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,460,460
QUIABAYA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,2,2
QUILLACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,978,978
QUIME,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,101,101
QUIRUSILLAS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,11,11
RAVELO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,19,19
REYES,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,132,132
RIBERALTA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,1509,1509
ROBORE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,161,161
RURRENABAQUE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,118,118
SABAYA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,26,26
SACABA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,849,849
SACABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,16,16
SACACA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,86,86
SAIPINA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,49,49
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,36,36
SAMAIPATA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,118,118
SAN AGUSTIN,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,11,11
SAN ANDRES,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,34,34
SAN ANDRES DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,6,6
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,10,10
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,86,86
SAN BENITO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,56,56
SAN BORJA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,624,624
SAN BUENA VENTURA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,85,85
SAN CARLOS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,154,154
SAN IGNACIO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,135,135
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,774,774
SAN JAVIER(BNI),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,11,11
SAN JAVIER(STC),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,100,100
SAN JOAQUIN,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,143,143
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,171,171
SAN JUAN DE YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,412,412
SAN JULIAN,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,471,471
SAN LORENZO(PND),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,34,34
SAN LORENZO(TJA),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,147,147
SAN LUCAS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,80,80
SAN MATIAS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,27,27
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,221,221
SAN PABLO DE LIPEZ,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,21,21
SAN PEDRO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,190,190
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,44,44
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,3,3
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,33,33
SAN RAFAEL,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,58,58
SAN RAMON,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,81,81
SAN RAMON,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,158,158
SANTA ANA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,135,135
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,87684,87684
SANTA ROSA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,125,125
SANTA ROSA DEL SARA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,82,82
SANTIAGO DE CALLAPA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,13,13
SANTIAGO DE HUARI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,66,66
SANTIAGO DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,9,9
SANTIVAÑES,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,63,63
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,1,1
SAPAHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,20,20
SENA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,39,39
SICA SICA (VILLA AROMA),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,117,117
SICAYA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,5,5
SIPE SIPE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,173,173
SOPACHUY,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,30,30
SORACACHI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,29,29
SORATA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,98,98
SUCRE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,5702,5702
TACACHI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,11,11
TACACOMA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,10,10
TACOBAMBA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,7,7
TACOPAYA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,10,10
TAHUA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,1,1
TAPACARI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,58,58
TARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,56,56
TARACO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,12,12
TARATA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,90,90
TARIJA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,9188,9188
TARVITA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,68,68
TEOPONTE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,12,12
TIAWANACU,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,35,35
TINGUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,31,31
TIPUANI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,42,42
TIQUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,241,241
TIRAQUE (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,156,156
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,10,10
TOCO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,32,32
TODOS SANTOS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,3,3
TOLATA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,18,18
TOLEDO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,36,36
TOMAVE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,51,51
TOMINA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,28,28
TORO TORO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,41,41
TOTORA(CBBA),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,47,47
TOTORA(ORR),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,7,7
TRIGAL,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,178,178
TRINIDAD,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,3510,3510
TUPIZA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,1492,1492
TURCO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,29,29
UMALA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,3,3
UNCIA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,432,432
URIONDO (A. CONCEPCION),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,82,82
URUBICHA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,92,92
UYUNI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,1858,1858
VACAS,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,79,79
VALLEGRANDE,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,395,395
VIACHA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,409,409
VILA VILA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,6,6
VILLA MONTES,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,513,513
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,8,8
VILLA RIVERO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,90,90
VILLA SERRANO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,46,46
VILLA TUNARI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,273,273
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,20,20
VILLAZON,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,649,649
VINTO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,90,90
VITICHI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,74,74
WALDO BALLIVIAN,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,2,2
WARNES,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,190,190
YACO,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,6,6
YACUIBA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,1974,1974
YAMPARAEZ,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,32,32
YANACACHI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,6,6
YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,212,212
YOCALLA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,26,26
YOTALA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,74,74
YUNCHARA,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,10,10
ZUDAÑEZ,otras actividades de enfermeria,curaciones y/o suturas,2005-01-01,52,52
ACACIO,otras actividades de enfermeria,curaciones y/o suturas,2005-02-01,28,28
ACHACACHI,otras actividades de enfermeria,curaciones y/o suturas,2005-02-01,162,162
ACHOCALLA,otras actividades de enfermeria,curaciones y/o suturas,2005-02-01,19,19
AIQUILE,otras actividades de enfermeria,curaciones y/o suturas,2005-02-01,97,97
ALALAY,otras actividades de enfermeria,curaciones y/o suturas,2005-02-01,12,12
