municipality,group,variable,month,Sueros,TOTAL
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2005-01-01,7,7
CHALLAPATA,otras actividades de enfermeria,sueros,2005-01-01,49,49
CHAQUI,otras actividades de enfermeria,sueros,2005-01-01,11,11
CHARAGUA,otras actividades de enfermeria,sueros,2005-01-01,185,185
CHARAÑA,otras actividades de enfermeria,sueros,2005-01-01,1,1
CHAYANTA,otras actividades de enfermeria,sueros,2005-01-01,25,25
CHIMORE,otras actividades de enfermeria,sueros,2005-01-01,37,37
CHOQUE COTA,otras actividades de enfermeria,sueros,2005-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,sueros,2005-01-01,149,149
CHUMA,otras actividades de enfermeria,sueros,2005-01-01,6,6
COBIJA,otras actividades de enfermeria,sueros,2005-01-01,263,263
COCHABAMBA,otras actividades de enfermeria,sueros,2005-01-01,4422,4422
COLCAPIRHUA,otras actividades de enfermeria,sueros,2005-01-01,19,19
"COLCHA ""K""",otras actividades de enfermeria,sueros,2005-01-01,21,21
COLLANA,otras actividades de enfermeria,sueros,2005-01-01,3,3
COLOMI,otras actividades de enfermeria,sueros,2005-01-01,36,36
COLPA BELGICA,otras actividades de enfermeria,sueros,2005-01-01,15,15
COLQUECHACA,otras actividades de enfermeria,sueros,2005-01-01,23,23
COLQUENCHA,otras actividades de enfermeria,sueros,2005-01-01,6,6
COLQUIRI,otras actividades de enfermeria,sueros,2005-01-01,49,49
COMARAPA,otras actividades de enfermeria,sueros,2005-01-01,125,125
CONCEPCION,otras actividades de enfermeria,sueros,2005-01-01,28,28
COPACABANA,otras actividades de enfermeria,sueros,2005-01-01,22,22
CORIPATA,otras actividades de enfermeria,sueros,2005-01-01,11,11
CORO CORO,otras actividades de enfermeria,sueros,2005-01-01,8,8
COROICO,otras actividades de enfermeria,sueros,2005-01-01,117,117
CORQUE,otras actividades de enfermeria,sueros,2005-01-01,4,4
COTAGAITA,otras actividades de enfermeria,sueros,2005-01-01,159,159
COTOCA,otras actividades de enfermeria,sueros,2005-01-01,217,217
CUATRO CAÑADAS,otras actividades de enfermeria,sueros,2005-01-01,43,43
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,sueros,2005-01-01,2,2
CUEVO,otras actividades de enfermeria,sueros,2005-01-01,5,5
CULPINA,otras actividades de enfermeria,sueros,2005-01-01,35,35
CURAHUARA DE CARANGAS,otras actividades de enfermeria,sueros,2005-01-01,8,8
CURVA,otras actividades de enfermeria,sueros,2005-01-01,6,6
DESAGUADERO,otras actividades de enfermeria,sueros,2005-01-01,9,9
EL ALTO,otras actividades de enfermeria,sueros,2005-01-01,2989,2989
EL CHORO,otras actividades de enfermeria,sueros,2005-01-01,6,6
EL PUENTE(STC),otras actividades de enfermeria,sueros,2005-01-01,12,12
EL PUENTE(TJA),otras actividades de enfermeria,sueros,2005-01-01,47,47
EL TORNO,otras actividades de enfermeria,sueros,2005-01-01,117,117
EL VILLAR,otras actividades de enfermeria,sueros,2005-01-01,14,14
ENTRE RIOS,otras actividades de enfermeria,sueros,2005-01-01,109,109
ENTRE RIOS,otras actividades de enfermeria,sueros,2005-01-01,33,33
EUCALIPTUS,otras actividades de enfermeria,sueros,2005-01-01,5,5
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,sueros,2005-01-01,2,2
EXALTACION,otras actividades de enfermeria,sueros,2005-01-01,1,1
FERNANDEZ ALONSO,otras actividades de enfermeria,sueros,2005-01-01,48,48
FILADELFIA,otras actividades de enfermeria,sueros,2005-01-01,10,10
GENERAL SAAVEDRA,otras actividades de enfermeria,sueros,2005-01-01,19,19
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,sueros,2005-01-01,10,10
GUANAY,otras actividades de enfermeria,sueros,2005-01-01,31,31
GUAQUI,otras actividades de enfermeria,sueros,2005-01-01,2,2
GUAYARAMERIN,otras actividades de enfermeria,sueros,2005-01-01,1126,1126
GUTIERREZ,otras actividades de enfermeria,sueros,2005-01-01,30,30
HUACARETA,otras actividades de enfermeria,sueros,2005-01-01,27,27
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,sueros,2005-01-01,11,11
HUACHACALLA,otras actividades de enfermeria,sueros,2005-01-01,5,5
HUANUNI,otras actividades de enfermeria,sueros,2005-01-01,235,235
HUARACAJE,otras actividades de enfermeria,sueros,2005-01-01,15,15
HUAYLLAMARCA,otras actividades de enfermeria,sueros,2005-01-01,1,1
ICHOCA,otras actividades de enfermeria,sueros,2005-01-01,4,4
ICLA,otras actividades de enfermeria,sueros,2005-01-01,19,19
INCAHUASI,otras actividades de enfermeria,sueros,2005-01-01,77,77
INGAVI (HUMAITA),otras actividades de enfermeria,sueros,2005-01-01,6,6
INQUISIVI,otras actividades de enfermeria,sueros,2005-01-01,8,8
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,sueros,2005-01-01,22,22
IXIAMAS,otras actividades de enfermeria,sueros,2005-01-01,22,22
JESUS DE MACHACA,otras actividades de enfermeria,sueros,2005-01-01,18,18
LA ASUNTA,otras actividades de enfermeria,sueros,2005-01-01,22,22
LA GUARDIA,otras actividades de enfermeria,sueros,2005-01-01,116,116
LA PAZ,otras actividades de enfermeria,sueros,2005-01-01,17702,17702
LAGUNILLAS,otras actividades de enfermeria,sueros,2005-01-01,20,20
LAJA,otras actividades de enfermeria,sueros,2005-01-01,7,7
LAS CARRERAS,otras actividades de enfermeria,sueros,2005-01-01,27,27
LICOMA PAMPA,otras actividades de enfermeria,sueros,2005-01-01,5,5
LLALLAGUA,otras actividades de enfermeria,sueros,2005-01-01,126,126
LLICA,otras actividades de enfermeria,sueros,2005-01-01,15,15
LORETO,otras actividades de enfermeria,sueros,2005-01-01,9,9
LURIBAY,otras actividades de enfermeria,sueros,2005-01-01,10,10
MACHACAMARCA,otras actividades de enfermeria,sueros,2005-01-01,11,11
MACHARETI,otras actividades de enfermeria,sueros,2005-01-01,34,34
MAGDALENA,otras actividades de enfermeria,sueros,2005-01-01,175,175
MAIRANA,otras actividades de enfermeria,sueros,2005-01-01,54,54
MALLA,otras actividades de enfermeria,sueros,2005-01-01,28,28
MAPIRI,otras actividades de enfermeria,sueros,2005-01-01,20,20
MECAPACA,otras actividades de enfermeria,sueros,2005-01-01,4,4
MINEROS,otras actividades de enfermeria,sueros,2005-01-01,20,20
MIZQUE,otras actividades de enfermeria,sueros,2005-01-01,17,17
MOCOMOCO,otras actividades de enfermeria,sueros,2005-01-01,6,6
MOJINETE,otras actividades de enfermeria,sueros,2005-01-01,1,1
MOJOCOYA,otras actividades de enfermeria,sueros,2005-01-01,8,8
MONTEAGUDO,otras actividades de enfermeria,sueros,2005-01-01,63,63
MONTERO,otras actividades de enfermeria,sueros,2005-01-01,1901,1901
MORO MORO,otras actividades de enfermeria,sueros,2005-01-01,11,11
MOROCHATA,otras actividades de enfermeria,sueros,2005-01-01,26,26
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,sueros,2005-01-01,9,9
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,sueros,2005-01-01,8,8
OCURI,otras actividades de enfermeria,sueros,2005-01-01,13,13
OKINAWA,otras actividades de enfermeria,sueros,2005-01-01,17,17
OMEREQUE,otras actividades de enfermeria,sueros,2005-01-01,12,12
ORURO,otras actividades de enfermeria,sueros,2005-01-01,8536,8536
PADCAYA,otras actividades de enfermeria,sueros,2005-01-01,89,89
PADILLA,otras actividades de enfermeria,sueros,2005-01-01,209,209
PAILON,otras actividades de enfermeria,sueros,2005-01-01,26,26
PALCA,otras actividades de enfermeria,sueros,2005-01-01,3,3
PALOS BLANCOS,otras actividades de enfermeria,sueros,2005-01-01,101,101
PAMPA AULLAGAS,otras actividades de enfermeria,sueros,2005-01-01,3,3
PAMPA GRANDE,otras actividades de enfermeria,sueros,2005-01-01,9,9
PAPEL PAMPA,otras actividades de enfermeria,sueros,2005-01-01,3,3
PASORAPA,otras actividades de enfermeria,sueros,2005-01-01,5,5
PATACAMAYA,otras actividades de enfermeria,sueros,2005-01-01,12,12
PAZÑA,otras actividades de enfermeria,sueros,2005-01-01,23,23
PELECHUCO,otras actividades de enfermeria,sueros,2005-01-01,9,9
POCOATA,otras actividades de enfermeria,sueros,2005-01-01,27,27
POCONA,otras actividades de enfermeria,sueros,2005-01-01,7,7
POJO (CBBA),otras actividades de enfermeria,sueros,2005-01-01,9,9
POOPO,otras actividades de enfermeria,sueros,2005-01-01,1,1
PORCO,otras actividades de enfermeria,sueros,2005-01-01,7,7
POROMA,otras actividades de enfermeria,sueros,2005-01-01,28,28
PORONGO,otras actividades de enfermeria,sueros,2005-01-01,19,19
PORTACHUELO,otras actividades de enfermeria,sueros,2005-01-01,144,144
PORVENIR,otras actividades de enfermeria,sueros,2005-01-01,22,22
POTOSI,otras actividades de enfermeria,sueros,2005-01-01,3598,3598
PRESTO,otras actividades de enfermeria,sueros,2005-01-01,18,18
PUCARA,otras actividades de enfermeria,sueros,2005-01-01,2,2
PUCARANI,otras actividades de enfermeria,sueros,2005-01-01,27,27
PUERTO ACOSTA,otras actividades de enfermeria,sueros,2005-01-01,14,14
PUERTO CARABUCO,otras actividades de enfermeria,sueros,2005-01-01,15,15
PUERTO GONZALO MORENO,otras actividades de enfermeria,sueros,2005-01-01,8,8
PUERTO PEREZ,otras actividades de enfermeria,sueros,2005-01-01,3,3
PUERTO QUIJARRO,otras actividades de enfermeria,sueros,2005-01-01,101,101
PUERTO RICO,otras actividades de enfermeria,sueros,2005-01-01,18,18
PUERTO SILES,otras actividades de enfermeria,sueros,2005-01-01,4,4
PUERTO SUAREZ,otras actividades de enfermeria,sueros,2005-01-01,67,67
PUERTO VILLARROEL,otras actividades de enfermeria,sueros,2005-01-01,1042,1042
PUNA,otras actividades de enfermeria,sueros,2005-01-01,45,45
PUNATA,otras actividades de enfermeria,sueros,2005-01-01,306,306
QUIABAYA,otras actividades de enfermeria,sueros,2005-01-01,3,3
QUILLACOLLO,otras actividades de enfermeria,sueros,2005-01-01,587,587
QUIME,otras actividades de enfermeria,sueros,2005-01-01,19,19
QUIRUSILLAS,otras actividades de enfermeria,sueros,2005-01-01,9,9
RAVELO,otras actividades de enfermeria,sueros,2005-01-01,24,24
REYES,otras actividades de enfermeria,sueros,2005-01-01,91,91
RIBERALTA,otras actividades de enfermeria,sueros,2005-01-01,2164,2164
ROBORE,otras actividades de enfermeria,sueros,2005-01-01,60,60
RURRENABAQUE,otras actividades de enfermeria,sueros,2005-01-01,50,50
SABAYA,otras actividades de enfermeria,sueros,2005-01-01,2,2
SACABA,otras actividades de enfermeria,sueros,2005-01-01,291,291
SACABAMBA,otras actividades de enfermeria,sueros,2005-01-01,5,5
SACACA,otras actividades de enfermeria,sueros,2005-01-01,12,12
SAIPINA,otras actividades de enfermeria,sueros,2005-01-01,14,14
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,sueros,2005-01-01,13,13
SAMAIPATA,otras actividades de enfermeria,sueros,2005-01-01,53,53
SAN ANDRES,otras actividades de enfermeria,sueros,2005-01-01,10,10
SAN ANDRES DE MACHACA,otras actividades de enfermeria,sueros,2005-01-01,13,13
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,sueros,2005-01-01,1,1
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,sueros,2005-01-01,44,44
SAN BENITO,otras actividades de enfermeria,sueros,2005-01-01,9,9
SAN BORJA,otras actividades de enfermeria,sueros,2005-01-01,433,433
SAN BUENA VENTURA,otras actividades de enfermeria,sueros,2005-01-01,17,17
SAN CARLOS,otras actividades de enfermeria,sueros,2005-01-01,156,156
SAN IGNACIO,otras actividades de enfermeria,sueros,2005-01-01,80,80
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,sueros,2005-01-01,543,543
SAN JAVIER(BNI),otras actividades de enfermeria,sueros,2005-01-01,2,2
SAN JAVIER(STC),otras actividades de enfermeria,sueros,2005-01-01,121,121
SAN JOAQUIN,otras actividades de enfermeria,sueros,2005-01-01,43,43
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,sueros,2005-01-01,73,73
SAN JUAN DE YAPACANI,otras actividades de enfermeria,sueros,2005-01-01,233,233
SAN JULIAN,otras actividades de enfermeria,sueros,2005-01-01,440,440
SAN LORENZO(PND),otras actividades de enfermeria,sueros,2005-01-01,24,24
SAN LORENZO(TJA),otras actividades de enfermeria,sueros,2005-01-01,119,119
SAN LUCAS,otras actividades de enfermeria,sueros,2005-01-01,80,80
SAN MATIAS,otras actividades de enfermeria,sueros,2005-01-01,43,43
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,sueros,2005-01-01,100,100
SAN PABLO DE LIPEZ,otras actividades de enfermeria,sueros,2005-01-01,18,18
SAN PEDRO,otras actividades de enfermeria,sueros,2005-01-01,61,61
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,sueros,2005-01-01,20,20
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,sueros,2005-01-01,6,6
SAN RAFAEL,otras actividades de enfermeria,sueros,2005-01-01,11,11
SAN RAMON,otras actividades de enfermeria,sueros,2005-01-01,128,128
SAN RAMON,otras actividades de enfermeria,sueros,2005-01-01,68,68
SANTA ANA,otras actividades de enfermeria,sueros,2005-01-01,237,237
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,sueros,2005-01-01,11100,11100
SANTA ROSA,otras actividades de enfermeria,sueros,2005-01-01,39,39
SANTA ROSA DEL SARA,otras actividades de enfermeria,sueros,2005-01-01,56,56
SANTIAGO DE CALLAPA,otras actividades de enfermeria,sueros,2005-01-01,3,3
SANTIAGO DE HUARI,otras actividades de enfermeria,sueros,2005-01-01,19,19
SANTIAGO DE MACHACA,otras actividades de enfermeria,sueros,2005-01-01,2,2
SANTIVAÑES,otras actividades de enfermeria,sueros,2005-01-01,12,12
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,sueros,2005-01-01,1,1
SAPAHAQUI,otras actividades de enfermeria,sueros,2005-01-01,3,3
SENA,otras actividades de enfermeria,sueros,2005-01-01,15,15
SICA SICA (VILLA AROMA),otras actividades de enfermeria,sueros,2005-01-01,24,24
SIPE SIPE,otras actividades de enfermeria,sueros,2005-01-01,183,183
SOPACHUY,otras actividades de enfermeria,sueros,2005-01-01,26,26
SORACACHI,otras actividades de enfermeria,sueros,2005-01-01,11,11
SORATA,otras actividades de enfermeria,sueros,2005-01-01,38,38
SUCRE,otras actividades de enfermeria,sueros,2005-01-01,4680,4680
TACACOMA,otras actividades de enfermeria,sueros,2005-01-01,4,4
TACOBAMBA,otras actividades de enfermeria,sueros,2005-01-01,11,11
TACOPAYA,otras actividades de enfermeria,sueros,2005-01-01,18,18
TAHUA,otras actividades de enfermeria,sueros,2005-01-01,3,3
TAPACARI,otras actividades de enfermeria,sueros,2005-01-01,16,16
TARABUCO,otras actividades de enfermeria,sueros,2005-01-01,112,112
TARACO,otras actividades de enfermeria,sueros,2005-01-01,3,3
TARATA,otras actividades de enfermeria,sueros,2005-01-01,6,6
TARIJA,otras actividades de enfermeria,sueros,2005-01-01,13178,13178
TARVITA,otras actividades de enfermeria,sueros,2005-01-01,32,32
TEOPONTE,otras actividades de enfermeria,sueros,2005-01-01,8,8
TIAWANACU,otras actividades de enfermeria,sueros,2005-01-01,9,9
TINGUIPAYA,otras actividades de enfermeria,sueros,2005-01-01,12,12
TIPUANI,otras actividades de enfermeria,sueros,2005-01-01,11,11
TIQUIPAYA,otras actividades de enfermeria,sueros,2005-01-01,25,25
TIRAQUE (CBBA),otras actividades de enfermeria,sueros,2005-01-01,253,253
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,sueros,2005-01-01,1,1
TOCO,otras actividades de enfermeria,sueros,2005-01-01,1,1
TOLATA,otras actividades de enfermeria,sueros,2005-01-01,3,3
TOLEDO,otras actividades de enfermeria,sueros,2005-01-01,7,7
TOMAVE,otras actividades de enfermeria,sueros,2005-01-01,10,10
TOMINA,otras actividades de enfermeria,sueros,2005-01-01,34,34
TORO TORO,otras actividades de enfermeria,sueros,2005-01-01,13,13
TOTORA(CBBA),otras actividades de enfermeria,sueros,2005-01-01,55,55
TOTORA(ORR),otras actividades de enfermeria,sueros,2005-01-01,4,4
TRIGAL,otras actividades de enfermeria,sueros,2005-01-01,10,10
TRINIDAD,otras actividades de enfermeria,sueros,2005-01-01,3911,3911
TUPIZA,otras actividades de enfermeria,sueros,2005-01-01,1204,1204
TURCO,otras actividades de enfermeria,sueros,2005-01-01,4,4
UNCIA,otras actividades de enfermeria,sueros,2005-01-01,877,877
URIONDO (A. CONCEPCION),otras actividades de enfermeria,sueros,2005-01-01,45,45
URUBICHA,otras actividades de enfermeria,sueros,2005-01-01,22,22
UYUNI,otras actividades de enfermeria,sueros,2005-01-01,378,378
VACAS,otras actividades de enfermeria,sueros,2005-01-01,10,10
VALLEGRANDE,otras actividades de enfermeria,sueros,2005-01-01,399,399
VIACHA,otras actividades de enfermeria,sueros,2005-01-01,224,224
VILA VILA,otras actividades de enfermeria,sueros,2005-01-01,2,2
VILLA MONTES,otras actividades de enfermeria,sueros,2005-01-01,339,339
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,sueros,2005-01-01,14,14
VILLA RIVERO,otras actividades de enfermeria,sueros,2005-01-01,4,4
VILLA SERRANO,otras actividades de enfermeria,sueros,2005-01-01,33,33
VILLA TUNARI,otras actividades de enfermeria,sueros,2005-01-01,272,272
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,sueros,2005-01-01,26,26
VILLAZON,otras actividades de enfermeria,sueros,2005-01-01,623,623
VINTO,otras actividades de enfermeria,sueros,2005-01-01,20,20
VITICHI,otras actividades de enfermeria,sueros,2005-01-01,21,21
WARNES,otras actividades de enfermeria,sueros,2005-01-01,10,10
YACUIBA,otras actividades de enfermeria,sueros,2005-01-01,1255,1255
YAMPARAEZ,otras actividades de enfermeria,sueros,2005-01-01,41,41
YAPACANI,otras actividades de enfermeria,sueros,2005-01-01,199,199
YOCALLA,otras actividades de enfermeria,sueros,2005-01-01,5,5
YOTALA,otras actividades de enfermeria,sueros,2005-01-01,34,34
YUNCHARA,otras actividades de enfermeria,sueros,2005-01-01,17,17
ZUDAÑEZ,otras actividades de enfermeria,sueros,2005-01-01,44,44
ACACIO,otras actividades de enfermeria,sueros,2005-02-01,11,11
ACHACACHI,otras actividades de enfermeria,sueros,2005-02-01,73,73
ACHOCALLA,otras actividades de enfermeria,sueros,2005-02-01,7,7
AIQUILE,otras actividades de enfermeria,sueros,2005-02-01,67,67
ALALAY,otras actividades de enfermeria,sueros,2005-02-01,6,6
ALCALA,otras actividades de enfermeria,sueros,2005-02-01,10,10
ANCORAIMES,otras actividades de enfermeria,sueros,2005-02-01,11,11
ANDAMARCA,otras actividades de enfermeria,sueros,2005-02-01,7,7
ANTEQUERA,otras actividades de enfermeria,sueros,2005-02-01,2,2
ANZALDO,otras actividades de enfermeria,sueros,2005-02-01,6,6
APOLO,otras actividades de enfermeria,sueros,2005-02-01,31,31
ARAMPAMPA,otras actividades de enfermeria,sueros,2005-02-01,3,3
ARANI,otras actividades de enfermeria,sueros,2005-02-01,7,7
ARBIETO,otras actividades de enfermeria,sueros,2005-02-01,16,16
ARQUE,otras actividades de enfermeria,sueros,2005-02-01,10,10
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2005-02-01,220,220
ATOCHA,otras actividades de enfermeria,sueros,2005-02-01,310,310
AUCAPATA,otras actividades de enfermeria,sueros,2005-02-01,6,6
AYATA,otras actividades de enfermeria,sueros,2005-02-01,1,1
AYO AYO,otras actividades de enfermeria,sueros,2005-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2005-02-01,32,32
AZURDUY,otras actividades de enfermeria,sueros,2005-02-01,40,40
BATALLAS,otras actividades de enfermeria,sueros,2005-02-01,2,2
BAURES,otras actividades de enfermeria,sueros,2005-02-01,8,8
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2005-02-01,3,3
BELEN DE URMIRI,otras actividades de enfermeria,sueros,2005-02-01,2,2
BELLA FLOR,otras actividades de enfermeria,sueros,2005-02-01,13,13
BERMEJO,otras actividades de enfermeria,sueros,2005-02-01,405,405
BETANZOS,otras actividades de enfermeria,sueros,2005-02-01,69,69
BOLIVAR,otras actividades de enfermeria,sueros,2005-02-01,9,9
BOLPEBRA,otras actividades de enfermeria,sueros,2005-02-01,2,2
BOYUIBE,otras actividades de enfermeria,sueros,2005-02-01,32,32
BUENA VISTA,otras actividades de enfermeria,sueros,2005-02-01,72,72
CABEZAS,otras actividades de enfermeria,sueros,2005-02-01,60,60
CAIROMA,otras actividades de enfermeria,sueros,2005-02-01,12,12
"CAIZA ""D""",otras actividades de enfermeria,sueros,2005-02-01,14,14
CAJUATA,otras actividades de enfermeria,sueros,2005-02-01,5,5
CALACOTO,otras actividades de enfermeria,sueros,2005-02-01,2,2
CALAMARCA,otras actividades de enfermeria,sueros,2005-02-01,4,4
CAMARGO,otras actividades de enfermeria,sueros,2005-02-01,63,63
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2005-02-01,5,5
CAMIRI,otras actividades de enfermeria,sueros,2005-02-01,776,776
CAPINOTA,otras actividades de enfermeria,sueros,2005-02-01,8,8
CAQUIAVIRI,otras actividades de enfermeria,sueros,2005-02-01,5,5
CARACOLLO,otras actividades de enfermeria,sueros,2005-02-01,3,3
CARANAVI,otras actividades de enfermeria,sueros,2005-02-01,161,161
CARAPARI,otras actividades de enfermeria,sueros,2005-02-01,34,34
CARIPUYO,otras actividades de enfermeria,sueros,2005-02-01,5,5
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2005-02-01,16,16
CHALLAPATA,otras actividades de enfermeria,sueros,2005-02-01,40,40
CHAQUI,otras actividades de enfermeria,sueros,2005-02-01,10,10
CHARAGUA,otras actividades de enfermeria,sueros,2005-02-01,92,92
CHARAÑA,otras actividades de enfermeria,sueros,2005-02-01,4,4
CHAYANTA,otras actividades de enfermeria,sueros,2005-02-01,50,50
CHIMORE,otras actividades de enfermeria,sueros,2005-02-01,15,15
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,sueros,2005-02-01,181,181
CHUMA,otras actividades de enfermeria,sueros,2005-02-01,6,6
CLIZA,otras actividades de enfermeria,sueros,2005-02-01,3,3
COBIJA,otras actividades de enfermeria,sueros,2005-02-01,177,177
COCHABAMBA,otras actividades de enfermeria,sueros,2005-02-01,1904,1904
COLCAPIRHUA,otras actividades de enfermeria,sueros,2005-02-01,19,19
"COLCHA ""K""",otras actividades de enfermeria,sueros,2005-02-01,20,20
COLOMI,otras actividades de enfermeria,sueros,2005-02-01,32,32
COLPA BELGICA,otras actividades de enfermeria,sueros,2005-02-01,18,18
COLQUECHACA,otras actividades de enfermeria,sueros,2005-02-01,22,22
COLQUENCHA,otras actividades de enfermeria,sueros,2005-02-01,8,8
COLQUIRI,otras actividades de enfermeria,sueros,2005-02-01,33,33
COMANCHE,otras actividades de enfermeria,sueros,2005-02-01,1,1
COMARAPA,otras actividades de enfermeria,sueros,2005-02-01,94,94
CONCEPCION,otras actividades de enfermeria,sueros,2005-02-01,45,45
COPACABANA,otras actividades de enfermeria,sueros,2005-02-01,16,16
CORIPATA,otras actividades de enfermeria,sueros,2005-02-01,2,2
CORO CORO,otras actividades de enfermeria,sueros,2005-02-01,6,6
COROICO,otras actividades de enfermeria,sueros,2005-02-01,254,254
CORQUE,otras actividades de enfermeria,sueros,2005-02-01,5,5
COTAGAITA,otras actividades de enfermeria,sueros,2005-02-01,151,151
COTOCA,otras actividades de enfermeria,sueros,2005-02-01,290,290
CUATRO CAÑADAS,otras actividades de enfermeria,sueros,2005-02-01,49,49
CUEVO,otras actividades de enfermeria,sueros,2005-02-01,7,7
CULPINA,otras actividades de enfermeria,sueros,2005-02-01,30,30
CURAHUARA DE CARANGAS,otras actividades de enfermeria,sueros,2005-02-01,6,6
CURVA,otras actividades de enfermeria,sueros,2005-02-01,5,5
DESAGUADERO,otras actividades de enfermeria,sueros,2005-02-01,3,3
EL ALTO,otras actividades de enfermeria,sueros,2005-02-01,2352,2352
EL CHORO,otras actividades de enfermeria,sueros,2005-02-01,2,2
