,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2024-01-01,1,0,0,1,0,0,0,14,0,0,0,0,0,0,16
ARANI,atencion odontologica,cirugia bucal menor,2024-01-01,0,3,11,16,1,12,3,9,5,3,0,0,0,0,63
ARBIETO,atencion odontologica,cirugia bucal menor,2024-01-01,1,0,34,30,3,8,9,28,3,1,0,0,0,0,117
ARQUE,atencion odontologica,cirugia bucal menor,2024-01-01,2,2,19,26,6,8,18,34,3,11,0,0,0,0,129
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2024-01-01,3,4,88,90,9,32,26,86,15,9,0,0,0,0,362
ATOCHA,atencion odontologica,cirugia bucal menor,2024-01-01,4,2,14,15,11,21,18,49,4,6,0,0,0,0,144
AUCAPATA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,3,8,1,3,14,18,3,1,0,0,0,0,51
AYATA,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,7,11,2,1,16,17,2,3,0,0,0,0,60
AYO AYO,atencion odontologica,cirugia bucal menor,2024-01-01,8,0,26,23,22,28,22,31,4,4,0,0,0,0,168
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2024-01-01,4,1,40,33,6,12,32,33,11,4,0,0,0,0,176
AZURDUY,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,7,7,2,0,5,17,0,0,0,0,0,0,38
BATALLAS,atencion odontologica,cirugia bucal menor,2024-01-01,3,2,21,38,22,39,15,50,13,15,0,0,0,0,218
BAURES,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,5,3,0,1,4,3,0,0,0,0,0,0,16
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,1,1,0,0,6,3,1,0,0,0,0,0,12
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2024-01-01,1,1,5,5,0,4,3,4,3,1,0,0,0,0,27
BELLA FLOR,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,1,1,0,1,1,5,1,0,0,0,0,0,10
BERMEJO,atencion odontologica,cirugia bucal menor,2024-01-01,2,0,31,26,6,10,27,48,16,6,0,0,0,0,172
BETANZOS,atencion odontologica,cirugia bucal menor,2024-01-01,4,3,46,74,17,22,25,80,13,16,0,0,0,0,300
BOLIVAR,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4
BOLPEBRA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BOYUIBE,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,12,13,8,3,4,10,0,3,0,0,0,0,53
BUENA VISTA,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,10,22,4,4,7,10,4,2,0,0,0,0,64
CABEZAS,atencion odontologica,cirugia bucal menor,2024-01-01,1,1,37,37,11,12,16,62,11,5,0,0,0,0,193
CAIROMA,atencion odontologica,cirugia bucal menor,2024-01-01,1,0,6,7,2,6,9,23,2,2,0,0,0,0,58
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2024-01-01,2,0,25,26,9,17,5,20,2,8,0,0,0,0,114
CAJUATA,atencion odontologica,cirugia bucal menor,2024-01-01,0,2,5,8,0,7,10,17,9,1,0,0,0,0,59
CALACOTO,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,2,0,1,0,4,1,0,1,0,0,0,0,9
CALAMARCA,atencion odontologica,cirugia bucal menor,2024-01-01,3,4,44,39,18,34,12,57,4,5,0,0,0,0,220
CAMARGO,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,9,21,2,8,10,26,1,5,0,0,0,0,82
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2024-01-01,1,0,2,2,2,6,0,10,1,0,0,0,0,0,24
CAMIRI,atencion odontologica,cirugia bucal menor,2024-01-01,20,31,36,38,14,33,13,52,7,8,0,0,0,0,252
CAPINOTA,atencion odontologica,cirugia bucal menor,2024-01-01,1,2,20,20,3,4,0,14,1,3,0,0,0,0,68
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,19,16,4,7,25,23,9,2,0,0,0,0,105
CARACOLLO,atencion odontologica,cirugia bucal menor,2024-01-01,0,2,25,36,17,16,18,28,0,12,0,0,0,0,154
CARANAVI,atencion odontologica,cirugia bucal menor,2024-01-01,7,1,26,22,11,11,16,39,8,4,0,0,0,0,145
CARANGAS,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
CARAPARI,atencion odontologica,cirugia bucal menor,2024-01-01,4,1,31,35,8,10,31,70,4,2,0,0,0,0,196
CARIPUYO,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,15,19,7,3,10,21,9,10,0,0,0,0,95
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2024-01-01,3,0,5,6,5,7,2,16,2,2,0,0,0,0,48
CHACARILLA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,10,13,0,0,5,26,2,7,0,0,0,0,63
CHALLAPATA,atencion odontologica,cirugia bucal menor,2024-01-01,15,8,69,60,25,19,29,44,19,29,0,0,0,0,317
CHAQUI,atencion odontologica,cirugia bucal menor,2024-01-01,1,1,4,14,4,3,2,17,7,3,0,0,0,0,56
CHARAGUA,atencion odontologica,cirugia bucal menor,2024-01-01,1,2,33,24,28,50,45,162,11,6,0,0,0,0,362
CHARAÑA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,4,10,2,2,3,6,0,2,0,0,0,0,29
CHAYANTA,atencion odontologica,cirugia bucal menor,2024-01-01,3,4,19,11,8,5,5,17,3,12,0,0,0,0,87
CHIMORE,atencion odontologica,cirugia bucal menor,2024-01-01,1,0,22,23,4,8,6,26,0,2,0,0,0,0,92
CHIPAYA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,1,2,0,1,2,3,1,0,0,0,0,0,10
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,1,1,0,1,2,2,0,1,0,0,0,0,8
CHUA COCANI,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,4,5,7,8,6,8,3,0,0,0,0,0,41
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2024-01-01,0,1,1,4,2,0,3,5,0,0,0,0,0,0,16
CHUMA,atencion odontologica,cirugia bucal menor,2024-01-01,2,0,12,26,9,6,35,28,24,13,0,0,0,0,155
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,4,15,4,1,5,16,1,2,0,0,0,0,49
CKOCHAS,atencion odontologica,cirugia bucal menor,2024-01-01,3,0,3,7,4,5,15,35,13,17,0,0,0,0,102
CLIZA,atencion odontologica,cirugia bucal menor,2024-01-01,0,2,20,21,4,4,12,34,5,8,0,0,0,0,110
COBIJA,atencion odontologica,cirugia bucal menor,2024-01-01,3,7,28,41,13,11,30,56,12,1,0,0,0,0,202
COCAPATA,atencion odontologica,cirugia bucal menor,2024-01-01,4,2,25,18,11,24,19,41,0,6,0,0,0,0,150
COCHABAMBA,atencion odontologica,cirugia bucal menor,2024-01-01,22,32,302,371,105,146,236,386,102,109,0,0,0,0,1811
COIPASA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2024-01-01,1,0,41,44,3,19,21,39,14,12,0,0,0,0,194
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2024-01-01,2,1,9,13,8,5,10,28,1,2,0,0,0,0,79
COLLANA,atencion odontologica,cirugia bucal menor,2024-01-01,6,0,16,13,11,7,2,7,0,0,0,0,0,0,62
COLOMI,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,43,45,5,7,8,32,6,4,0,0,0,0,150
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,3,4,1,2,0,5,0,0,0,0,0,0,15
COLQUECHACA,atencion odontologica,cirugia bucal menor,2024-01-01,1,2,20,5,11,5,21,22,3,5,0,0,0,0,95
COLQUENCHA,atencion odontologica,cirugia bucal menor,2024-01-01,2,1,37,15,33,19,13,42,7,6,0,0,0,0,175
COLQUIRI,atencion odontologica,cirugia bucal menor,2024-01-01,12,10,47,43,34,34,42,54,8,4,0,0,0,0,288
COMANCHE,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,1,5,2,2,4,8,5,0,0,0,0,0,28
COMARAPA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,18,16,2,4,8,23,3,4,0,0,0,0,78
CONCEPCION,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,10,10,5,1,0,0,0,0,0,0,0,0,27
COPACABANA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,8,11,15,2,4,12,7,5,0,0,0,0,64
CORIPATA,atencion odontologica,cirugia bucal menor,2024-01-01,2,1,9,13,15,2,14,23,9,0,0,0,0,0,88
CORO CORO,atencion odontologica,cirugia bucal menor,2024-01-01,1,1,13,11,12,6,12,22,6,8,0,0,0,0,92
COROICO,atencion odontologica,cirugia bucal menor,2024-01-01,3,0,34,12,16,6,18,32,6,0,0,0,0,0,127
CORQUE,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,1,3,2,2,3,5,2,3,0,0,0,0,21
COTAGAITA,atencion odontologica,cirugia bucal menor,2024-01-01,2,1,44,59,19,20,28,66,9,12,0,0,0,0,260
COTOCA,atencion odontologica,cirugia bucal menor,2024-01-01,6,6,42,74,14,34,21,65,9,7,0,0,0,0,278
CRUZ DE MACHACAMARCA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,0,0,2,1,0,5,1,0,0,0,0,0,9
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2024-01-01,3,1,20,35,2,3,6,23,6,4,0,0,0,0,103
CUEVO,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,1,12,0,0,1,10,1,0,0,0,0,0,25
CULPINA,atencion odontologica,cirugia bucal menor,2024-01-01,1,2,9,17,2,6,9,21,5,3,0,0,0,0,75
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,14,7,4,2,3,9,3,7,0,0,0,0,49
CURVA,atencion odontologica,cirugia bucal menor,2024-01-01,1,0,5,7,2,6,2,6,2,0,0,0,0,0,31
DESAGUADERO,atencion odontologica,cirugia bucal menor,2024-01-01,1,0,11,11,12,2,8,4,1,0,0,0,0,0,50
EL ALTO,atencion odontologica,cirugia bucal menor,2024-01-01,55,55,484,604,170,199,178,465,113,59,0,0,0,0,2382
EL CHORO,atencion odontologica,cirugia bucal menor,2024-01-01,2,0,4,5,1,3,1,5,1,0,0,0,0,0,22
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2024-01-01,1,1,21,23,5,7,2,26,4,4,0,0,0,0,94
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2024-01-01,1,2,24,8,4,7,11,18,6,9,0,0,0,0,90
EL TORNO,atencion odontologica,cirugia bucal menor,2024-01-01,4,2,48,28,1,10,13,46,11,9,0,0,0,0,172
EL VILLAR,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,4,8,1,5,8,19,0,6,0,0,0,0,51
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2024-01-01,3,0,29,31,12,7,26,37,3,7,0,0,0,0,155
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2024-01-01,3,9,14,19,3,15,5,23,0,0,0,0,0,0,91
ESCOMA,atencion odontologica,cirugia bucal menor,2024-01-01,2,6,6,13,6,5,11,5,8,0,0,0,0,0,62
ESMERALDA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,4,7,1,7,2,7,5,3,0,0,0,0,36
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2024-01-01,0,2,21,12,2,12,6,27,7,2,0,0,0,0,91
FILADELFIA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,3,7,2,0,2,11,0,0,0,0,0,0,25
GAIOC JATUN AYLLU YURA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,8,16,9,6,7,12,14,16,0,0,0,0,88
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,15,15,2,5,6,26,4,2,0,0,0,0,75
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2024-01-01,2,0,31,23,28,21,24,40,3,9,0,0,0,0,181
GUANAY,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,11,17,7,3,5,18,2,2,0,0,0,0,65
GUAQUI,atencion odontologica,cirugia bucal menor,2024-01-01,1,2,17,13,11,3,13,23,9,10,0,0,0,0,102
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2024-01-01,4,3,63,55,15,19,21,75,8,7,0,0,0,0,270
GUTIERREZ,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,9,14,5,8,6,46,4,1,0,0,0,0,93
HUACARAJE,atencion odontologica,cirugia bucal menor,2024-01-01,2,1,1,12,5,1,2,8,2,2,0,0,0,0,36
HUACARETA,atencion odontologica,cirugia bucal menor,2024-01-01,1,0,6,16,2,2,8,35,1,1,0,0,0,0,72
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2024-01-01,0,0,6,3,0,3,2,10,1,0,0,0,0,0,25
HUACHACALLA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,1,7,3,1,2,2,1,1,0,0,0,0,18
HUANUNI,atencion odontologica,cirugia bucal menor,2024-01-01,5,3,49,69,25,20,23,51,11,10,0,0,0,0,266
HUARINA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,7,7,0,5,7,8,0,4,0,0,0,0,38
HUATAJATA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,5,14,1,5,0,3,2,1,0,0,0,0,31
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,6,1,3,1,3,3,0,1,0,0,0,0,18
HUMANATA,atencion odontologica,cirugia bucal menor,2024-01-01,2,0,22,14,3,7,19,21,14,11,0,0,0,0,113
ICHOCA,atencion odontologica,cirugia bucal menor,2024-01-01,0,2,8,0,1,4,5,2,1,0,0,0,0,0,23
ICLA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,10,15,1,1,9,15,4,8,0,0,0,0,63
INCAHUASI,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,18,12,0,1,3,12,2,6,0,0,0,0,54
INQUISIVI,atencion odontologica,cirugia bucal menor,2024-01-01,3,1,15,23,6,11,27,45,17,14,0,0,0,0,162
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2024-01-01,2,1,22,20,11,25,16,31,7,3,0,0,0,0,138
IXIAMAS,atencion odontologica,cirugia bucal menor,2024-01-01,1,0,5,8,5,3,7,6,0,0,0,0,0,0,35
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,8,15,8,14,9,14,4,1,0,0,0,0,73
LA ASUNTA,atencion odontologica,cirugia bucal menor,2024-01-01,4,2,58,90,36,27,56,84,20,7,0,0,0,0,384
LA GUARDIA,atencion odontologica,cirugia bucal menor,2024-01-01,0,4,44,54,4,11,13,37,8,4,0,0,0,0,179
LA PAZ,atencion odontologica,cirugia bucal menor,2024-01-01,78,34,641,586,209,216,309,582,184,145,0,0,0,0,2984
LA RIVERA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2024-01-01,0,2,17,15,1,1,6,19,15,14,0,0,0,0,90
LAJA,atencion odontologica,cirugia bucal menor,2024-01-01,2,2,54,62,19,33,16,74,8,26,0,0,0,0,296
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,4,5,1,1,3,12,1,1,0,0,0,0,28
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
LLALLAGUA,atencion odontologica,cirugia bucal menor,2024-01-01,7,2,54,50,20,26,15,42,1,8,0,0,0,0,225
LORETO,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,0,2,2,1,0,4,0,0,0,0,0,0,9
LURIBAY,atencion odontologica,cirugia bucal menor,2024-01-01,1,0,9,6,7,1,16,17,5,1,0,0,0,0,63
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2024-01-01,1,0,9,8,0,4,3,24,1,8,0,0,0,0,58
MACHARETI,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,2,3,3,3,3,13,2,4,0,0,0,0,33
MAGDALENA,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,10,4,4,4,1,6,0,0,0,0,0,0,30
MAIRANA,atencion odontologica,cirugia bucal menor,2024-01-01,1,0,7,7,2,1,0,7,12,0,0,0,0,0,37
MALLA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,6,2,0,5,5,8,1,2,0,0,0,0,29
MAPIRI,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,8,12,2,3,5,9,2,1,0,0,0,0,42
MECAPACA,atencion odontologica,cirugia bucal menor,2024-01-01,0,2,14,14,7,11,10,18,6,3,0,0,0,0,85
MINEROS,atencion odontologica,cirugia bucal menor,2024-01-01,0,2,6,0,1,2,0,6,0,1,0,0,0,0,18
MIZQUE,atencion odontologica,cirugia bucal menor,2024-01-01,3,1,36,36,4,7,10,68,92,21,0,0,0,0,278
MOCOMOCO,atencion odontologica,cirugia bucal menor,2024-01-01,6,2,16,29,9,12,23,31,12,21,0,0,0,0,161
MOJINETE,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,1,1,1,1,0,2,0,0,0,0,0,0,6
MOJOCOYA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,10,15,4,2,2,32,3,7,0,0,0,0,75
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2024-01-01,0,3,20,24,6,9,24,25,2,2,0,0,0,0,115
MONTERO,atencion odontologica,cirugia bucal menor,2024-01-01,3,6,101,133,40,58,47,151,35,14,0,0,0,0,588
MORO MORO,atencion odontologica,cirugia bucal menor,2024-01-01,1,2,4,3,2,2,2,8,0,4,0,0,0,0,28
MOROCHATA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,13,8,3,14,9,31,8,8,0,0,0,0,94
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,2,2,4,2,2,2,0,3,0,0,0,0,17
OCURI,atencion odontologica,cirugia bucal menor,2024-01-01,2,0,31,18,10,15,14,46,21,12,0,0,0,0,169
OKINAWA,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,18,6,4,7,8,47,2,12,0,0,0,0,105
OMEREQUE,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,6,3,0,0,0,1,2,4,0,0,0,0,16
ORURO,atencion odontologica,cirugia bucal menor,2024-01-01,36,17,468,473,165,208,379,672,142,146,0,0,0,0,2706
PADCAYA,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,20,18,13,13,23,40,7,1,0,0,0,0,136
PADILLA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,20,15,0,2,11,22,2,3,0,0,0,0,75
PAILON,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,29,13,3,0,4,6,4,0,0,0,0,0,59
PALCA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,41,46,10,20,38,70,11,9,0,0,0,0,245
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2024-01-01,1,2,20,23,8,8,10,31,9,11,0,0,0,0,123
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,8,4,3,0,2,17,2,4,0,0,0,0,40
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,23,11,4,10,3,21,5,21,0,0,0,0,99
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,7,0,6,4,3,16,3,3,0,0,0,0,42
PASORAPA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,1,5,1,0,1,7,0,1,0,0,0,0,16
PATACAMAYA,atencion odontologica,cirugia bucal menor,2024-01-01,1,0,27,66,28,23,20,52,8,7,0,0,0,0,232
PAZÑA,atencion odontologica,cirugia bucal menor,2024-01-01,1,1,8,17,2,3,4,20,4,8,0,0,0,0,68
PELECHUCO,atencion odontologica,cirugia bucal menor,2024-01-01,3,3,7,14,4,6,16,21,0,5,0,0,0,0,79
POCOATA,atencion odontologica,cirugia bucal menor,2024-01-01,2,1,32,29,5,10,10,24,8,7,0,0,0,0,128
POCONA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,6,3,4,5,5,22,6,3,0,0,0,0,54
POJO (CBBA),atencion odontologica,cirugia bucal menor,2024-01-01,3,2,21,16,1,5,7,13,3,2,0,0,0,0,73
POOPO,atencion odontologica,cirugia bucal menor,2024-01-01,0,5,21,16,12,8,21,26,2,1,0,0,0,0,112
PORCO,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,10,18,0,2,2,8,1,0,0,0,0,0,42
POROMA,atencion odontologica,cirugia bucal menor,2024-01-01,1,3,3,4,2,1,5,11,0,3,0,0,0,0,33
PORONGO,atencion odontologica,cirugia bucal menor,2024-01-01,2,3,22,28,6,7,14,15,3,5,0,0,0,0,105
PORTACHUELO,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
PORVENIR,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,8,9,1,1,5,16,0,1,0,0,0,0,41
POTOSI,atencion odontologica,cirugia bucal menor,2024-01-01,28,37,253,258,64,153,107,311,46,43,0,0,0,0,1300
PRESTO,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,2,3,0,0,1,6,2,2,0,0,0,0,17
PUCARA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,0,1,0,1,0,2,0,0,0,0,0,0,4
PUCARANI,atencion odontologica,cirugia bucal menor,2024-01-01,7,2,75,72,44,61,39,107,22,22,0,0,0,0,451
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2024-01-01,3,0,9,9,11,7,7,23,19,13,0,0,0,0,101
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,12,18,11,4,17,40,6,7,0,0,0,0,115
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,21,11,11,7,5,18,0,1,0,0,0,0,74
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,1,1,3,0,1,7,4,0,0,0,0,0,17
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,20,10,7,10,8,34,3,2,0,0,0,0,95
PUERTO RICO,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,10,7,3,3,0,11,3,4,0,0,0,0,41
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2024-01-01,0,2,23,23,10,5,10,17,3,0,0,0,0,0,93
PUNA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,14,19,5,6,3,27,11,7,0,0,0,0,92
PUNATA,atencion odontologica,cirugia bucal menor,2024-01-01,4,2,42,30,2,9,8,25,18,5,0,0,0,0,145
QUIABAYA,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,2,1,3,2,6,10,3,2,0,0,0,0,29
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2024-01-01,18,9,167,135,18,37,35,94,37,25,0,0,0,0,575
QUIME,atencion odontologica,cirugia bucal menor,2024-01-01,0,1,10,10,6,5,8,18,7,5,0,0,0,0,70
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,3,7,0,0,1,2,0,1,0,0,0,0,14
RAVELO,atencion odontologica,cirugia bucal menor,2024-01-01,1,1,2,3,1,2,8,25,9,13,0,0,0,0,65
REYES,atencion odontologica,cirugia bucal menor,2024-01-01,0,0,9,0,1,2,3,5,2,0,0,0,0,0,22
RIBERALTA,atencion odontologica,cirugia bucal menor,2024-01-01,3,3,63,75,39,40,60,125,26,20,0,0,0,0,454
