,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MEDIANA MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MEDIANA 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MEDIANA EMB,CIRUGIA BUCOMAXILOFACIAL MEDIANA EMB,CIRUGIA BUCOMAXILOFACIAL MEDIANA POST,CIRUGIA BUCOMAXILOFACIAL MEDIANA POST,TOTALES
PALOS BLANCOS,atencion odontologica,cirugia bucomaxilofacial mediana,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PUERTO QUIJARRO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-01-01,0,0,0,2,3,4,7,12,1,2,0,0,0,0,31
SUCRE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-01-01,9,6,2,1,0,0,0,0,0,0,0,0,0,0,18
TARIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-01-01,0,0,4,0,0,0,2,0,0,0,0,0,0,0,6
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial mediana,2024-01-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
VIACHA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-01-01,2,7,1,4,1,4,0,0,0,0,0,0,0,0,19
VILLA TUNARI,atencion odontologica,cirugia bucomaxilofacial mediana,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
WARNES,atencion odontologica,cirugia bucomaxilofacial mediana,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
YACUIBA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-02-01,0,0,5,2,0,11,2,5,7,0,0,0,0,0,32
CORO CORO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-02-01,0,0,4,0,1,0,0,0,1,0,0,0,0,0,6
EL ALTO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-02-01,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3
LA PAZ,atencion odontologica,cirugia bucomaxilofacial mediana,2024-02-01,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6
ORURO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-02-01,4,3,0,2,2,5,7,8,3,1,0,0,0,0,35
POOPO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-02-01,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial mediana,2024-02-01,0,0,5,0,4,1,5,3,2,0,0,0,0,0,20
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-02-01,0,0,0,0,1,2,6,8,1,1,0,0,0,0,19
SUCRE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-02-01,6,0,5,3,0,0,0,0,0,0,0,0,0,0,14
TARABUCO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-02-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
TARIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-02-01,0,0,0,0,0,0,0,2,2,1,0,0,0,0,5
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,0,0,2,3,0,0,1,0,0,0,0,0,0,0,6
ARAMPAMPA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CHAQUI,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COLLANA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CORO CORO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,0,0,11,2,3,0,4,1,4,1,0,0,0,0,26
EL ALTO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
LA PAZ,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,0,0,9,0,0,1,5,5,5,1,0,0,0,0,26
ORURO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,1,1,0,3,3,3,3,7,0,0,0,0,0,0,21
PUERTO QUIJARRO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,2,0,3,0,0,0,0,0,0,0,0,0,0,0,5
SACABA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,0,1,6,4,0,4,4,18,0,14,0,0,0,0,51
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,0,0,1,0,0,0,1,8,2,3,0,0,0,0,15
SUCRE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,0,1,1,0,0,0,2,1,0,1,0,0,0,0,6
TARABUCO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,1,3,2,0,0,0,2,0,0,0,0,0,0,8
COBIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COPACABANA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CORO CORO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,12,2,0,3,2,1,0,0,0,0,0,0,20
EL ALTO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,0,0,0,2,0,3,2,0,0,0,0,0,7
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,0,1,0,1,2,2,0,2,0,0,0,0,8
ORURO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,1,2,2,3,6,5,1,1,0,0,0,0,21
SACABA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,0,0,3,4,8,30,3,0,0,0,0,0,48
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,22,7,6,6,38,52,18,3,0,0,0,0,152
SUCRE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,0,0,1,0,2,3,1,1,0,0,0,0,8
TARABUCO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
TARIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,0,0,13,4,38,69,4,3,0,0,0,0,131
TUPIZA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,1,6,15,0,0,2,13,1,0,0,0,0,0,38
VINTO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
WALDO BALLIVIAN,atencion odontologica,cirugia bucomaxilofacial mediana,2024-04-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucomaxilofacial mediana,2024-05-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
CORO CORO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-05-01,0,0,5,1,0,1,1,0,2,0,0,0,0,0,10
EL ALTO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-05-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5
LA PAZ,atencion odontologica,cirugia bucomaxilofacial mediana,2024-05-01,0,0,0,0,2,1,1,0,1,1,0,0,0,0,6
MONTERO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-05-01,1,2,1,1,2,1,7,13,0,3,0,0,0,0,31
POTOSI,atencion odontologica,cirugia bucomaxilofacial mediana,2024-05-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-05-01,0,0,1,0,0,0,10,19,2,3,0,0,0,0,35
SUCRE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-05-01,0,2,4,1,0,1,0,3,1,0,0,0,0,0,12
TARABUCO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-05-01,0,0,1,1,0,0,0,4,0,0,0,0,0,0,6
TARIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-05-01,0,0,1,0,0,4,28,28,2,1,0,0,0,0,64
COBIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
CORO CORO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,6,4,0,0,3,0,1,0,0,0,0,0,14
EL ALTO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,0,0,0,1,2,3,2,0,0,0,0,0,8
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,1,1,2,1,1,1,1,1,1,1,0,0,0,0,11
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,0,1,2,4,1,2,2,0,0,0,0,0,12
MONTERO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,2,2,4,2,0,1,6,5,0,1,0,0,0,0,23
PAMPA GRANDE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,1,1,0,0,1,0,2,1,0,0,0,0,0,6
POTOSI,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,1,1,0,0,5,0,0,0,0,0,0,0,7
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,0,0,0,0,4,19,4,1,0,0,0,0,28
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,0,0,2,0,4,13,0,1,0,0,0,0,20
SUCRE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,1,2,0,1,0,2,0,0,0,0,0,0,0,6
TARABUCO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4
TARIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,0,1,0,4,13,47,2,2,0,0,0,0,69
TUPIZA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
UYUNI,atencion odontologica,cirugia bucomaxilofacial mediana,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AZURDUY,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CAMARGO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CARAPARI,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
COROICO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
EL ALTO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,0,0,2,2,3,5,0,0,0,0,0,0,12
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,1,1,2,1,1,1,1,1,1,1,0,0,0,0,11
LA PAZ,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,0,0,0,0,1,4,1,1,0,0,0,0,7
MONTERO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,4,2,20,6,2,9,16,27,9,3,0,0,0,0,98
PUERTO VILLARROEL,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,1,0,11,5,2,5,17,37,5,5,0,0,0,0,88
SUCRE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,1,0,1,4,4,5,6,7,5,6,0,0,0,0,39
TARABUCO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,0,1,0,0,1,2,0,0,0,0,0,0,4
TARIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,1,0,3,1,1,5,9,38,3,0,0,0,0,0,61
TUPIZA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-07-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
CAMARGO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-08-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,5
ORURO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-08-01,0,1,2,0,2,9,11,14,9,9,0,0,0,0,57
SACABA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA ANA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SUCRE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-08-01,1,0,2,0,1,14,4,5,9,10,0,0,0,0,46
TARABUCO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-08-01,0,0,0,1,0,1,2,5,0,0,0,0,0,0,9
TARIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-08-01,0,0,1,1,9,5,32,74,8,13,0,0,0,0,143
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial mediana,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AZURDUY,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CORO CORO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,4,5,0,0,1,1,0,0,0,0,0,0,11
EL ALTO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,0,0,0,0,2,3,0,1,0,0,0,0,6
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,3,3,0,0,7,1,0,0,0,0,0,0,14
LA PAZ,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
MECAPACA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MONTERO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,1,0,0,0,9,15,16,2,5,0,0,0,0,48
PAILON,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SACABA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,0,0,0,1,3,7,1,1,0,0,0,0,13
SUCRE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,1,4,1,1,1,7,3,1,8,0,0,0,0,27
TARABUCO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
TARIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,1,2,5,14,36,73,10,9,0,0,0,0,150
VIACHA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
VINTO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BETANZOS,atencion odontologica,cirugia bucomaxilofacial mediana,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CHIMORE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CLIZA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial mediana,2024-10-01,0,0,0,0,0,0,0,2,25,2,0,0,0,0,29
MONTERO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-10-01,0,1,1,4,7,8,28,40,6,12,0,0,0,0,107
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-10-01,0,0,1,0,2,2,2,5,1,2,0,0,0,0,15
SUCRE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-10-01,0,0,0,0,2,3,1,2,0,0,0,0,0,0,8
TARABUCO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-10-01,0,0,0,0,1,0,4,2,0,0,0,0,0,0,7
TARIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-10-01,0,0,0,1,0,2,40,65,3,9,0,0,0,0,120
VILLAZON,atencion odontologica,cirugia bucomaxilofacial mediana,2024-10-01,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4
CHAQUI,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,0,0,2,0,2,0,3,6,0,0,0,0,0,0,13
LA PAZ,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
MONTERO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ORURO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,0,1,0,0,4,8,18,19,1,2,0,0,0,0,53
POTOSI,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,0,0,0,0,0,3,2,10,1,2,0,0,0,0,18
SUCRE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,1,0,3,0,0,0,2,0,0,0,0,0,0,0,6
TARABUCO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
TARIJA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,0,0,0,0,2,0,35,61,0,0,0,0,0,0,98
VIACHA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
WARNES,atencion odontologica,cirugia bucomaxilofacial mediana,2024-11-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
AZURDUY,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAJUATA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,0,2,2,0,0,2,1,0,0,0,0,0,0,7
CAMARGO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
CAPINOTA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7
EL ALTO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
MONTERO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,1,0,1,3,1,7,11,0,2,0,0,0,0,26
PAZÑA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,0,3,0,1,1,0,1,0,0,0,0,0,0,6
POTOSI,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3
RURRENABAQUE,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,2,0,0,0,0,3,0,4,1,0,0,0,0,10
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,0,2,0,3,2,2,0,2,2,0,0,0,0,13
SAN RAFAEL,atencion odontologica,cirugia bucomaxilofacial mediana,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
