,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,4,1,2,0,1,3,1,0,0,0,0,0,12
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,0,4,2,28,23,1,1,0,0,0,0,59
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,20,20,10,4,13,0,0,0,0,0,0,67
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,1,21,15,5,3,6,2,1,4,0,0,0,0,58
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,2,4,2,1,2,6,1,3,0,0,0,0,21
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,1,1,1,3,0,0,0,4,1,1,0,0,0,0,12
FILADELFIA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
GENERAL SAAVEDRA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GUTIERREZ,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,12,13,6,6,21,32,26,5,0,0,0,0,121
MACHARETI,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MECAPACA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,1,3,0,1,1,4,1,5,0,0,0,0,16
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,4,4,31,23,4,5,4,26,2,2,0,0,0,0,105
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,6,1,8,8,27,27,61,79,9,14,0,0,0,0,240
PAILON,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,1,1,4,2,0,0,2,2,1,0,0,0,0,0,13
PALOS BLANCOS,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PUERTO QUIJARRO,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,2,1,0,0,1,0,0,0,0,0,0,4
QUIRUSILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,14,19,8,4,8,18,4,4,0,0,0,0,79
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,1,3,4,0,2,1,2,0,0,0,0,0,0,13
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,1,3,3,0,0,2,6,1,2,0,0,0,0,18
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,7,3,2,5,7,13,3,0,0,0,0,0,40
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,3,8,9,1,1,2,5,1,0,0,0,0,0,30
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,2,5,9,1,2,2,6,4,0,0,0,0,0,0,31
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,1,20,10,13,10,10,14,13,3,0,0,0,0,94
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,5,5,2,0,1,2,1,4,0,0,0,0,20
UYUNI,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,13,0,3,1,7,0,0,0,0,0,0,24
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,1,6,1,3,1,4,1,4,0,0,0,0,0,0,21
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,1,0,1,3,2,1,0,0,0,0,0,8
VILLA TUNARI,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-01-01,0,0,7,0,0,1,0,1,0,0,0,0,0,0,9
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,2,3,2,0,1,3,0,0,0,0,0,0,11
ACHOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,0,0,1,0,2,1,0,0,0,0,0,0,4
CAIROMA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CHUMA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,1,0,0,2,4,2,1,2,0,0,0,0,12
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,8,19,7,2,10,14,1,1,0,0,0,0,62
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,4,3,8,8,31,30,7,6,0,0,0,0,97
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,2,7,5,2,1,5,5,5,1,0,0,0,0,33
ENTRE RIOS CBBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,2,0,16,10,18,12,42,44,8,9,0,0,0,0,161
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LORETO,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,1,1,5,3,7,2,20,32,2,3,0,0,0,0,76
PADILLA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
PALCA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,1,6,2,0,0,11,0,1,0,0,0,0,21
PAZÑA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,1,0,0,1,1,2,2,3,0,0,0,0,10
PORONGO,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,1,0,5,1,0,3,1,5,0,1,0,0,0,0,17
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,0,0,2,0,1,2,0,0,0,0,0,0,5
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,2,0,1,1,3,8,3,0,0,0,0,0,18
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN ANDRES,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,2,2,0,0,5,6,8,5,6,0,0,0,0,0,34
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,12,11,7,9,6,19,2,0,0,0,0,0,66
SAN JAVIER(STC),atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,1,21,6,7,3,5,9,3,3,0,0,0,0,58
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,3,1,29,6,0,0,0,0,0,0,0,0,0,0,39
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,1,9,12,2,1,11,18,1,1,0,0,0,0,56
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,2,3,2,2,3,4,0,1,0,0,0,0,17
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,2,1,15,9,2,3,3,9,5,2,0,0,0,0,51
TIQUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,7,5,0,0,0,0,0,0,0,0,0,0,12
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,6,1,5,3,3,5,0,0,0,0,0,0,23
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
UNCIA,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,5,0,0,1,8,7,4,0,0,0,0,0,25
VACAS,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,3,0,3,4,1,6,8,10,0,1,0,0,0,0,36
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,0,0,0,1,3,2,1,0,0,0,0,0,7
VILLA SERRANO,atencion odontologica,cirugia bucomaxilofacial menor,2024-02-01,0,0,0,0,1,1,2,5,0,0,0,0,0,0,9
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,2,5,3,0,4,1,1,0,0,0,0,0,16
ARAMPAMPA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,2,0,0,0,1,14,1,1,0,0,0,0,19
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,3,1,1,1,1,1,0,3,0,0,0,0,11
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,15,10,1,1,9,7,4,2,0,0,0,0,49
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,1,1,24,13,11,9,47,59,10,14,0,0,0,0,189
COLLANA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,1,0,0,1,0,5,0,0,0,0,0,0,7
COLQUIRI,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,13,4,8,0,10,3,6,3,0,0,0,0,47
CURVA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,1,1,6,12,2,4,10,29,2,0,0,0,0,0,67
FILADELFIA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,1,0,0,2,0,0,2,3,0,1,0,0,0,0,9
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,9,0,1,1,7,7,7,6,0,0,0,0,38
MACHARETI,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,0,3,2,1,2,3,1,0,0,0,0,0,12
MIZQUE,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MORO MORO,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,1,1,8,8,0,3,3,17,1,2,0,0,0,0,44
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,2,2,17,21,8,14,29,54,9,10,0,0,0,0,166
PADILLA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PAMPA GRANDE,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,2,2,12,10,1,4,3,13,2,1,0,0,0,0,50
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,2,0,0,0,0,0,1,1,0,0,0,0,0,0,4
QUIME,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,1,2,3,1,1,3,1,0,0,0,0,0,12
REYES,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,1,2,0,0,1,0,0,0,0,0,0,0,4
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,4,1,0,1,2,3,0,0,0,0,0,0,11
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN JAVIER(STC),atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,2,16,13,3,14,7,23,4,0,0,0,0,0,82
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,1,2,1,0,10,14,0,3,0,0,0,0,31
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,2,5,3,2,1,2,10,4,1,0,0,0,0,30
SAN LUCAS,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,4,3,2,1,1,15,4,3,0,0,0,0,33
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,3,2,0,1,1,3,3,0,0,0,0,0,13
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,1,1,3,2,5,7,3,7,3,1,0,0,0,0,33
TARATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,1,2,12,11,13,8,26,17,8,9,0,0,0,0,107
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,1,0,2,6,0,1,2,4,1,0,0,0,0,0,17
UYUNI,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,0,3,0,1,4,1,0,0,0,0,0,0,9
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,2,9,1,5,1,3,7,0,0,0,0,0,0,28
VILLA TUNARI,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,1,0,0,2,0,1,0,0,0,0,0,0,4
VINTO,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-03-01,0,0,5,5,0,0,0,2,0,0,0,0,0,0,12
ARAMPAMPA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ARBIETO,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,13,3,0,3,10,18,6,8,0,0,0,0,61
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4
CAQUIAVIRI,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CARACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,4,3,2,5,0,7,1,6,0,2,0,0,0,0,30
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,1,1,17,11,11,16,37,36,6,5,0,0,0,0,141
COLCAPIRHUA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CONCEPCION,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,1,0,6,9,16,12,0,0,0,0,44
COPACABANA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,1,0,13,5,0,12,8,7,0,1,0,0,0,0,47
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,2,0,0,5,1,6,1,0,0,0,0,15
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,10,5,1,0,0,1,3,2,0,0,0,0,22
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,1,0,4,1,0,0,0,9,2,0,0,0,0,0,17
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
INQUISIVI,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,1,1,0,2,1,3,2,0,0,0,0,0,10
IXIAMAS,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,2,0,23,18,12,5,24,30,18,13,0,0,0,0,145
OCURI,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,4,22,21,19,17,51,83,14,7,0,0,0,0,238
PADILLA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PAMPA GRANDE,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,4,0,0,0,0,2,0,0,0,0,0,0,6
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,0,1,0,2,1,0,0,0,0,0,4
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,2,0,1,4,0,3,5,4,2,0,0,0,0,0,21
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,2,2,17,7,0,0,0,0,0,0,0,0,0,0,28
SAN RAFAEL,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,1,1,4,7,0,0,2,11,2,1,0,0,0,0,29
SANTA ROSA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,2,0,2,2,1,7,0,1,0,0,0,0,15
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,2,1,4,4,10,11,19,25,7,6,0,0,0,0,89
TIQUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,2,1,2,0,1,2,2,0,0,0,0,0,10
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,1,1,18,23,5,9,22,46,4,5,0,0,0,0,134
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,4,4,1,2,10,5,3,0,0,0,0,0,29
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
VINTO,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
YOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2024-04-01,0,0,2,2,6,4,4,4,0,0,0,0,0,0,22
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,3,1,1,0,0,0,0,1,0,0,0,0,6
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,1,0,1,0,2,3,1,0,0,0,0,0,8
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,2,0,0,2,0,1,0,0,0,0,0,5
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
CHAYANTA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,10,9,15,6,13,43,5,1,0,0,0,0,102
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,1,4,16,13,30,33,2,4,0,0,0,0,103
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,0,0,2,3,7,3,0,0,0,0,15
COLQUIRI,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,7,6,14,17,4,13,42,38,1,0,0,0,0,0,142
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,1,0,8,4,3,2,12,2,6,0,0,0,0,0,38
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,3,2,0,0,4,1,4,2,0,0,0,0,16
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,10,8,4,2,0,11,0,0,0,0,0,0,35
