,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES
ATOCHA,atencion odontologica,endodoncia,2024-01-01,1,2,1,7,0,4,10,14,0,0,0,0,0,0,39
AUCAPATA,atencion odontologica,endodoncia,2024-01-01,0,0,3,7,0,7,4,5,0,0,0,0,0,0,26
AYATA,atencion odontologica,endodoncia,2024-01-01,2,2,4,2,0,1,6,6,1,1,0,0,0,0,25
AYO AYO,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,10,2,0,0,0,0,0,0,12
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2024-01-01,1,2,13,20,12,9,25,14,0,1,0,0,0,0,97
AZURDUY,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
BATALLAS,atencion odontologica,endodoncia,2024-01-01,0,0,1,0,0,2,5,2,0,0,0,0,0,0,10
BAURES,atencion odontologica,endodoncia,2024-01-01,0,0,2,0,0,0,0,1,1,0,0,0,0,0,4
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BELEN DE URMIRI,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BERMEJO,atencion odontologica,endodoncia,2024-01-01,1,0,18,10,7,4,30,32,3,8,0,0,0,0,113
BETANZOS,atencion odontologica,endodoncia,2024-01-01,0,0,0,1,0,1,7,0,0,0,0,0,0,0,9
BOYUIBE,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
BUENA VISTA,atencion odontologica,endodoncia,2024-01-01,0,0,0,1,4,3,3,4,0,0,0,0,0,0,15
CABEZAS,atencion odontologica,endodoncia,2024-01-01,0,2,0,2,4,12,3,10,0,6,0,0,0,0,39
CAIROMA,atencion odontologica,endodoncia,2024-01-01,3,0,3,7,2,6,1,11,0,1,0,0,0,0,34
"CAIZA ""D""",atencion odontologica,endodoncia,2024-01-01,1,1,5,4,1,2,0,1,0,0,0,0,0,0,15
CAJUATA,atencion odontologica,endodoncia,2024-01-01,0,0,2,5,1,0,1,0,0,0,0,0,0,0,9
CALAMARCA,atencion odontologica,endodoncia,2024-01-01,0,0,4,3,3,3,2,7,1,0,0,0,0,0,23
CAMARGO,atencion odontologica,endodoncia,2024-01-01,4,1,8,23,1,10,25,34,1,1,0,0,0,0,108
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CAMIRI,atencion odontologica,endodoncia,2024-01-01,0,0,8,12,4,12,7,16,1,0,0,0,0,0,60
CAPINOTA,atencion odontologica,endodoncia,2024-01-01,0,0,0,1,1,3,7,2,0,0,0,0,0,0,14
CAQUIAVIRI,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
CARACOLLO,atencion odontologica,endodoncia,2024-01-01,3,2,0,4,3,7,1,14,2,1,0,0,0,0,37
CARANAVI,atencion odontologica,endodoncia,2024-01-01,2,1,4,7,4,14,5,35,1,2,0,0,0,0,75
CARANGAS,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CARAPARI,atencion odontologica,endodoncia,2024-01-01,0,0,4,0,0,0,9,8,0,0,0,0,0,0,21
CARIPUYO,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CHALLAPATA,atencion odontologica,endodoncia,2024-01-01,2,1,7,4,1,3,0,8,2,1,0,0,0,0,29
CHAQUI,atencion odontologica,endodoncia,2024-01-01,1,1,6,9,0,2,2,4,2,0,0,0,0,0,27
CHARAGUA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CHAYANTA,atencion odontologica,endodoncia,2024-01-01,1,0,0,0,3,4,1,2,0,0,0,0,0,0,11
CHIMORE,atencion odontologica,endodoncia,2024-01-01,0,0,2,1,0,0,5,1,0,0,0,0,0,0,9
CHOQUE COTA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,3,2,2,0,0,0,0,0,0,7
CHUA COCANI,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2024-01-01,0,1,2,0,2,0,1,0,0,0,0,0,0,0,6
CHUMA,atencion odontologica,endodoncia,2024-01-01,0,0,0,1,0,0,3,5,0,2,0,0,0,0,11
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2024-01-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
CKOCHAS,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CLIZA,atencion odontologica,endodoncia,2024-01-01,0,2,2,2,0,6,2,7,4,1,0,0,0,0,26
COBIJA,atencion odontologica,endodoncia,2024-01-01,9,7,12,6,0,20,12,12,6,3,0,0,0,0,87
COCAPATA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9
COCHABAMBA,atencion odontologica,endodoncia,2024-01-01,50,68,159,153,66,55,224,390,111,83,0,0,0,0,1359
COIPASA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,endodoncia,2024-01-01,0,0,4,2,0,3,7,9,2,0,0,0,0,0,27
"COLCHA ""K""",atencion odontologica,endodoncia,2024-01-01,0,0,0,0,2,0,3,0,0,0,0,0,0,0,5
COLLANA,atencion odontologica,endodoncia,2024-01-01,0,2,12,4,6,8,0,4,0,0,0,0,0,0,36
COLOMI,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,7,1,0,0,0,0,0,0,8
COLPA BELGICA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
COLQUECHACA,atencion odontologica,endodoncia,2024-01-01,0,0,2,0,12,2,13,2,0,0,0,0,0,0,31
COLQUENCHA,atencion odontologica,endodoncia,2024-01-01,2,0,4,10,6,5,3,11,0,0,0,0,0,0,41
COLQUIRI,atencion odontologica,endodoncia,2024-01-01,3,1,3,2,10,2,2,17,0,1,0,0,0,0,41
COMARAPA,atencion odontologica,endodoncia,2024-01-01,0,1,11,19,17,3,3,24,0,4,0,0,0,0,82
CONCEPCION,atencion odontologica,endodoncia,2024-01-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5
COPACABANA,atencion odontologica,endodoncia,2024-01-01,0,0,0,2,1,0,1,0,2,1,0,0,0,0,7
CORIPATA,atencion odontologica,endodoncia,2024-01-01,0,1,0,8,0,2,16,2,0,0,0,0,0,0,29
CORO CORO,atencion odontologica,endodoncia,2024-01-01,0,1,26,47,63,25,30,33,1,6,0,0,0,0,232
COROICO,atencion odontologica,endodoncia,2024-01-01,0,0,2,2,0,2,2,11,0,0,0,0,0,0,19
CORQUE,atencion odontologica,endodoncia,2024-01-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
COTAGAITA,atencion odontologica,endodoncia,2024-01-01,3,2,17,23,11,34,30,35,8,2,0,0,0,0,165
CRUZ DE MACHACAMARCA,atencion odontologica,endodoncia,2024-01-01,0,0,1,0,0,0,2,2,0,0,0,0,0,0,5
CUATRO CAÑADAS,atencion odontologica,endodoncia,2024-01-01,0,8,13,14,4,0,4,8,1,1,0,0,0,0,53
CUEVO,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
CULPINA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2024-01-01,0,0,0,1,0,1,0,2,0,0,0,0,0,0,4
CURVA,atencion odontologica,endodoncia,2024-01-01,0,2,2,4,0,3,8,4,0,0,0,0,0,0,23
DESAGUADERO,atencion odontologica,endodoncia,2024-01-01,0,0,1,0,3,2,0,4,1,2,0,0,0,0,13
EL ALTO,atencion odontologica,endodoncia,2024-01-01,40,53,127,167,58,89,115,160,25,18,0,0,0,0,852
EL PUENTE(STC),atencion odontologica,endodoncia,2024-01-01,1,0,4,7,4,4,1,11,0,0,0,0,0,0,32
EL PUENTE(TJA),atencion odontologica,endodoncia,2024-01-01,1,0,2,2,0,1,3,3,0,0,0,0,0,0,12
EL TORNO,atencion odontologica,endodoncia,2024-01-01,10,10,8,7,4,8,14,21,12,9,0,0,0,0,103
EL VILLAR,atencion odontologica,endodoncia,2024-01-01,1,0,0,2,0,0,0,2,0,0,0,0,0,0,5
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2024-01-01,2,0,1,3,1,4,21,8,0,0,0,0,0,0,40
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
ESCOMA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,2,3,5,7,3,0,0,0,0,0,20
EUCALIPTUS,atencion odontologica,endodoncia,2024-01-01,0,0,2,2,0,0,0,2,0,0,0,0,0,0,6
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
GAIOC JATUN AYLLU YURA,atencion odontologica,endodoncia,2024-01-01,0,0,0,3,0,1,4,0,0,0,0,0,0,0,8
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2024-01-01,0,0,3,2,5,2,6,14,0,0,0,0,0,0,32
GUANAY,atencion odontologica,endodoncia,2024-01-01,1,0,0,0,0,1,12,2,0,0,0,0,0,0,16
GUAQUI,atencion odontologica,endodoncia,2024-01-01,0,0,0,1,6,10,5,11,1,2,0,0,0,0,36
GUAYARAMERIN,atencion odontologica,endodoncia,2024-01-01,1,2,2,2,2,6,4,4,2,0,0,0,0,0,25
GUTIERREZ,atencion odontologica,endodoncia,2024-01-01,0,1,1,0,0,4,1,17,0,0,0,0,0,0,24
HUACARETA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUACHACALLA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3
HUANUNI,atencion odontologica,endodoncia,2024-01-01,4,3,6,6,0,1,0,0,0,0,0,0,0,0,20
HUARINA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
HUATAJATA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUAYLLAMARCA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
HUMANATA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,1,0,3,2,0,0,0,0,0,6
ICHOCA,atencion odontologica,endodoncia,2024-01-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
ICLA,atencion odontologica,endodoncia,2024-01-01,0,1,1,8,0,3,2,1,0,0,0,0,0,0,16
INQUISIVI,atencion odontologica,endodoncia,2024-01-01,0,0,0,2,0,4,0,2,0,0,0,0,0,0,8
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2024-01-01,0,0,3,5,0,4,3,5,0,1,0,0,0,0,21
IXIAMAS,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
JESUS DE MACHACA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
LA ASUNTA,atencion odontologica,endodoncia,2024-01-01,0,2,3,6,7,8,14,4,0,1,0,0,0,0,45
LA GUARDIA,atencion odontologica,endodoncia,2024-01-01,3,3,2,1,1,0,0,3,1,0,0,0,0,0,14
LA PAZ,atencion odontologica,endodoncia,2024-01-01,120,101,475,520,231,389,643,1088,262,197,0,0,0,0,4026
LAGUNILLAS,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
LAS CARRERAS,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22
LLALLAGUA,atencion odontologica,endodoncia,2024-01-01,0,0,0,8,19,11,7,13,0,4,0,0,0,0,62
LURIBAY,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
MACHACAMARCA,atencion odontologica,endodoncia,2024-01-01,0,0,0,1,0,3,0,1,0,0,0,0,0,0,5
MACHARETI,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4
MAIRANA,atencion odontologica,endodoncia,2024-01-01,0,0,1,0,0,0,1,4,0,0,0,0,0,0,6
MALLA,atencion odontologica,endodoncia,2024-01-01,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4
MAPIRI,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,7,0,1,0,0,0,0,0,8
MECAPACA,atencion odontologica,endodoncia,2024-01-01,1,1,2,2,0,3,9,2,0,0,0,0,0,0,20
MIZQUE,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7
MOCOMOCO,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MOJINETE,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,endodoncia,2024-01-01,0,0,0,2,0,1,1,6,0,0,0,0,0,0,10
MONTEAGUDO,atencion odontologica,endodoncia,2024-01-01,0,1,3,9,5,1,7,3,2,0,0,0,0,0,31
MONTERO,atencion odontologica,endodoncia,2024-01-01,6,5,18,10,4,0,3,2,0,3,0,0,0,0,51
MORO MORO,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
MOROCHATA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3
NAZACARA DE PACAJES,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
OCURI,atencion odontologica,endodoncia,2024-01-01,0,0,1,2,2,2,14,5,0,2,0,0,0,0,28
OKINAWA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ORURO,atencion odontologica,endodoncia,2024-01-01,33,29,149,172,74,94,156,240,58,28,0,0,0,0,1033
PADCAYA,atencion odontologica,endodoncia,2024-01-01,0,0,1,0,1,1,2,3,0,0,0,0,0,0,8
PADILLA,atencion odontologica,endodoncia,2024-01-01,0,0,3,1,0,0,3,3,0,0,0,0,0,0,10
PALCA,atencion odontologica,endodoncia,2024-01-01,1,1,6,4,1,5,15,11,1,0,0,0,0,0,45
PALOS BLANCOS,atencion odontologica,endodoncia,2024-01-01,3,5,16,10,8,12,13,24,4,1,0,0,0,0,96
PAMPA AULLAGAS,atencion odontologica,endodoncia,2024-01-01,1,0,4,1,0,0,4,0,0,0,0,0,0,0,10
PAMPA GRANDE,atencion odontologica,endodoncia,2024-01-01,0,0,1,2,0,1,3,6,0,2,0,0,0,0,15
PAPEL PAMPA,atencion odontologica,endodoncia,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
PATACAMAYA,atencion odontologica,endodoncia,2024-01-01,2,1,0,0,2,3,2,4,0,0,0,0,0,0,14
PAZÑA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3
PELECHUCO,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,1,8,5,3,0,0,0,0,0,0,17
POCOATA,atencion odontologica,endodoncia,2024-01-01,0,0,5,2,0,2,12,2,0,1,0,0,0,0,24
POCONA,atencion odontologica,endodoncia,2024-01-01,0,0,0,1,0,1,1,2,0,0,0,0,0,0,5
POJO (CBBA),atencion odontologica,endodoncia,2024-01-01,0,1,4,3,0,0,2,2,1,0,0,0,0,0,13
POOPO,atencion odontologica,endodoncia,2024-01-01,1,0,1,2,5,2,2,4,1,3,0,0,0,0,21
POROMA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
PORONGO,atencion odontologica,endodoncia,2024-01-01,0,0,8,2,2,0,1,5,0,0,0,0,0,0,18
PORTACHUELO,atencion odontologica,endodoncia,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POTOSI,atencion odontologica,endodoncia,2024-01-01,46,67,165,170,64,165,104,244,27,10,0,0,0,0,1062
PRESTO,atencion odontologica,endodoncia,2024-01-01,0,1,5,2,0,2,3,3,0,0,0,0,0,0,16
PUCARANI,atencion odontologica,endodoncia,2024-01-01,1,0,3,2,2,6,6,16,1,1,0,0,0,0,38
PUERTO ACOSTA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
PUERTO CARABUCO,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,2,2,15,7,0,0,0,0,0,0,26
PUERTO GONZALO MORENO,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO RICO,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,4,3,0,2,0,0,0,0,9
PUERTO VILLARROEL,atencion odontologica,endodoncia,2024-01-01,0,0,4,3,3,2,8,3,0,0,0,0,0,0,23
PUNA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,1,2,2,4,2,0,0,0,0,0,11
PUNATA,atencion odontologica,endodoncia,2024-01-01,7,0,16,5,0,5,7,22,11,0,0,0,0,0,73
QUIABAYA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
QUILLACOLLO,atencion odontologica,endodoncia,2024-01-01,8,4,28,25,22,21,39,56,10,15,0,0,0,0,228
QUIME,atencion odontologica,endodoncia,2024-01-01,4,2,4,7,2,7,5,2,0,0,0,0,0,0,33
QUIRUSILLAS,atencion odontologica,endodoncia,2024-01-01,0,0,2,0,1,0,6,6,0,0,0,0,0,0,15
RAVELO,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
REYES,atencion odontologica,endodoncia,2024-01-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3
RIBERALTA,atencion odontologica,endodoncia,2024-01-01,4,1,20,33,10,7,19,41,1,1,0,0,0,0,137
ROBORE,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,1,0,5,2,3,0,0,0,0,0,11
RURRENABAQUE,atencion odontologica,endodoncia,2024-01-01,0,2,0,3,0,0,0,1,0,0,0,0,0,0,6
SABAYA,atencion odontologica,endodoncia,2024-01-01,1,0,2,0,1,0,0,1,0,1,0,0,0,0,6
SACABA,atencion odontologica,endodoncia,2024-01-01,0,0,14,14,10,7,26,30,8,2,0,0,0,0,111
SACABAMBA,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,1,3,0,0,0,2,0,0,0,0,6
SACACA,atencion odontologica,endodoncia,2024-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2024-01-01,4,0,3,1,1,2,2,10,3,0,0,0,0,0,26
SAMAIPATA,atencion odontologica,endodoncia,2024-01-01,0,0,1,1,0,0,1,3,0,0,0,0,0,0,6
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2024-01-01,0,3,1,1,1,1,0,4,1,0,0,0,0,0,12
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncia,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,endodoncia,2024-01-01,0,0,2,2,1,2,1,5,1,0,0,0,0,0,14
SAN BORJA,atencion odontologica,endodoncia,2024-01-01,2,0,8,7,4,7,13,14,2,0,0,0,0,0,57
SAN BUENA VENTURA,atencion odontologica,endodoncia,2024-01-01,0,0,1,0,0,1,4,5,0,0,0,0,0,0,11
SAN CARLOS,atencion odontologica,endodoncia,2024-01-01,2,0,6,9,4,1,1,18,1,0,0,0,0,0,42
SAN IGNACIO,atencion odontologica,endodoncia,2024-01-01,0,0,3,5,1,1,5,4,0,2,0,0,0,0,21
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2024-01-01,0,0,1,1,1,1,4,0,0,0,0,0,0,0,8
SAN JAVIER(STC),atencion odontologica,endodoncia,2024-01-01,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5
SAN JOAQUIN,atencion odontologica,endodoncia,2024-01-01,0,0,5,2,4,0,13,9,0,0,0,0,0,0,33
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN JULIAN,atencion odontologica,endodoncia,2024-01-01,8,6,11,8,8,5,6,4,1,0,0,0,0,0,57
SAN LORENZO(TJA),atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19
SAN LUCAS,atencion odontologica,endodoncia,2024-01-01,1,0,8,15,2,8,13,19,0,0,0,0,0,0,66
SAN MATIAS,atencion odontologica,endodoncia,2024-01-01,0,0,6,4,0,1,2,14,2,0,0,0,0,0,29
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN PABLO DE LIPEZ,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO,atencion odontologica,endodoncia,2024-01-01,0,0,6,1,9,7,5,19,1,0,0,0,0,0,48
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2024-01-01,1,0,1,0,0,2,0,2,0,0,0,0,0,0,6
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2024-01-01,0,0,1,2,0,0,0,1,0,0,0,0,0,0,4
SAN PEDRO DE MACHA,atencion odontologica,endodoncia,2024-01-01,1,0,5,7,2,11,7,19,0,0,0,0,0,0,52
SAN PEDRO DE QUEMES,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2024-01-01,2,0,0,1,1,3,0,2,0,0,0,0,0,0,9
SANTA ANA,atencion odontologica,endodoncia,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2024-01-01,112,56,258,275,94,88,312,771,112,111,0,0,0,0,2189
SANTA ROSA,atencion odontologica,endodoncia,2024-01-01,2,1,0,0,0,0,2,0,0,0,0,0,0,0,5
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2024-01-01,0,0,2,2,1,6,2,28,0,0,0,0,0,0,41
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2024-01-01,1,0,3,7,0,1,3,5,0,5,0,0,0,0,25
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2024-01-01,0,0,1,6,0,4,5,7,2,2,0,0,0,0,27
SANTIAGO DE MACHACA,atencion odontologica,endodoncia,2024-01-01,0,0,1,2,0,1,0,1,0,0,0,0,0,0,5
SANTIVAÑES,atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2024-01-01,0,0,0,1,0,2,0,1,0,0,0,0,0,0,4
SAPAHAQUI,atencion odontologica,endodoncia,2024-01-01,0,0,4,4,0,2,0,0,0,0,0,0,0,0,10
SENA,atencion odontologica,endodoncia,2024-01-01,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4
SHINAOTA,atencion odontologica,endodoncia,2024-01-01,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
SIPE SIPE,atencion odontologica,endodoncia,2024-01-01,0,0,0,3,1,2,2,6,0,0,0,0,0,0,14
SOPACHUY,atencion odontologica,endodoncia,2024-01-01,0,1,2,4,0,3,0,6,0,0,0,0,0,0,16
SORACACHI,atencion odontologica,endodoncia,2024-01-01,1,0,1,1,2,1,0,10,2,0,0,0,0,0,18
