,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES
ARBIETO,atencion odontologica,periodoncia,2024-01-01,0,0,2,3,2,9,20,44,7,4,0,0,0,0,91
ARQUE,atencion odontologica,periodoncia,2024-01-01,0,0,1,1,2,4,9,14,0,0,0,0,0,0,31
ASCENCION DE GUARAYOS,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,8,8,4,29,1,2,0,0,0,0,52
ATOCHA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,9,3,14,21,4,1,0,0,0,0,52
AUCAPATA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
AYATA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,7,5,3,0,0,0,0,0,15
AYO AYO,atencion odontologica,periodoncia,2024-01-01,0,0,5,0,10,3,8,8,2,0,0,0,0,0,36
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,11,15,33,7,5,0,0,0,0,73
AZURDUY,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,0,2,3,0,0,0,0,0,0,7
BATALLAS,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,3,5,7,1,0,0,0,0,0,17
BAURES,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
BELEN DE URMIRI,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BELLA FLOR,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,0,1,0,11,1,0,0,0,0,0,14
BERMEJO,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,6,5,13,23,1,2,0,0,0,0,51
BETANZOS,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,11,9,30,3,1,0,0,0,0,54
BOLIVAR,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
BOYUIBE,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,5
BUENA VISTA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,4,6,8,12,0,0,0,0,0,0,30
CABEZAS,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,5,6,5,12,4,7,0,0,0,0,39
CAIROMA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
"CAIZA ""D""",atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,2,1,0,0,1,0,0,0,0,4
CAJUATA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,0,2,8,1,0,0,0,0,0,13
CALAMARCA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,3,3,5,5,0,0,0,0,0,0,16
CAMARGO,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,1,2,4,15,2,0,0,0,0,0,25
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,2,1,3,0,0,0,0,0,0,7
CAMIRI,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,4,6,4,19,0,3,0,0,0,0,36
CAPINOTA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,4,3,8,6,0,2,0,0,0,0,23
CAQUIAVIRI,atencion odontologica,periodoncia,2024-01-01,0,0,1,0,1,0,0,2,0,0,0,0,0,0,4
CARACOLLO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,2,1,1,0,1,0,0,0,0,6
CARANAVI,atencion odontologica,periodoncia,2024-01-01,0,0,2,0,5,5,13,24,0,1,0,0,0,0,50
CARANGAS,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CARAPARI,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,2,5,6,7,1,0,0,0,0,0,22
CARIPUYO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,1,0,1,2,2,0,0,0,0,6
CHALLAPATA,atencion odontologica,periodoncia,2024-01-01,0,0,0,2,4,3,8,34,4,6,0,0,0,0,61
CHAQUI,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,1,2,3,0,0,0,0,0,0,7
CHARAGUA,atencion odontologica,periodoncia,2024-01-01,0,0,0,5,2,2,0,2,0,0,0,0,0,0,11
CHARAÑA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5
CHAYANTA,atencion odontologica,periodoncia,2024-01-01,0,0,1,0,2,1,2,9,0,0,0,0,0,0,15
CHIMORE,atencion odontologica,periodoncia,2024-01-01,0,0,1,3,5,7,3,7,0,0,0,0,0,0,26
CHUA COCANI,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,2,2,0,5,0,0,0,0,0,0,10
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2024-01-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
CHUMA,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,2,4,6,10,10,12,0,0,0,0,45
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,2,3,0,0,0,0,0,0,0,5
CKOCHAS,atencion odontologica,periodoncia,2024-01-01,0,0,1,0,0,1,3,1,2,0,0,0,0,0,8
CLIZA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,3,3,9,31,6,4,0,0,0,0,56
COBIJA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,46,23,49,78,4,1,0,0,0,0,201
COCAPATA,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,0,1,5,7,1,0,0,0,0,0,15
COCHABAMBA,atencion odontologica,periodoncia,2024-01-01,0,0,10,17,95,121,261,689,91,123,0,0,0,0,1407
COLCAPIRHUA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,10,11,22,49,2,5,0,0,0,0,99
"COLCHA ""K""",atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,1,3,2,0,1,0,0,0,0,8
COLLANA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
COLOMI,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,1,1,11,2,1,0,0,0,0,17
COLPA BELGICA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
COLQUECHACA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,0,0,6,0,0,0,0,0,0,7
COLQUENCHA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,1,1,3,0,1,0,0,0,0,8
COLQUIRI,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,9,3,10,13,2,6,0,0,0,0,43
COMARAPA,atencion odontologica,periodoncia,2024-01-01,0,0,0,5,2,3,6,24,3,0,0,0,0,0,43
CONCEPCION,atencion odontologica,periodoncia,2024-01-01,0,0,3,7,3,8,4,9,0,0,0,0,0,0,34
COPACABANA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
CORIPATA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,5,4,4,8,2,0,0,0,0,0,23
CORO CORO,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,1,2,0,5,0,0,0,0,0,0,9
COROICO,atencion odontologica,periodoncia,2024-01-01,0,0,2,0,1,1,1,3,0,0,0,0,0,0,8
CORQUE,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,1,1,2,2,0,0,0,0,0,6
COTAGAITA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,12,2,4,9,0,0,0,0,0,0,27
COTOCA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,10,9,11,20,1,1,0,0,0,0,52
CUATRO CAÑADAS,atencion odontologica,periodoncia,2024-01-01,0,0,3,0,2,2,6,14,0,1,0,0,0,0,28
CULPINA,atencion odontologica,periodoncia,2024-01-01,0,0,1,0,0,0,2,8,0,2,0,0,0,0,13
CURAHUARA DE CARANGAS,atencion odontologica,periodoncia,2024-01-01,0,0,2,0,1,0,4,6,0,0,0,0,0,0,13
EL ALTO,atencion odontologica,periodoncia,2024-01-01,0,0,14,19,96,111,166,448,23,29,0,0,0,0,906
EL CHORO,atencion odontologica,periodoncia,2024-01-01,0,0,2,2,1,1,1,1,4,0,0,0,0,0,12
EL PUENTE(STC),atencion odontologica,periodoncia,2024-01-01,0,0,1,4,4,8,5,13,2,2,0,0,0,0,39
EL PUENTE(TJA),atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
EL TORNO,atencion odontologica,periodoncia,2024-01-01,0,0,10,6,8,16,14,57,0,4,0,0,0,0,115
EL VILLAR,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,2,4,2,0,0,0,0,0,0,10
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2024-01-01,0,0,4,9,1,5,10,14,0,0,0,0,0,0,43
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,12,19,9,29,0,2,0,0,0,0,71
ESCOMA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,1,2,2,0,0,0,0,0,0,7
ESMERALDA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,4,3,2,1,0,0,0,0,10
EUCALIPTUS,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2024-01-01,0,0,0,4,4,5,3,14,1,1,0,0,0,0,32
GAIOC JATUN AYLLU YURA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,0,1,3,0,0,0,0,0,0,6
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2024-01-01,0,0,0,2,5,6,1,13,0,0,0,0,0,0,27
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncia,2024-01-01,0,0,0,0,4,1,2,7,1,0,0,0,0,0,15
GUANAY,atencion odontologica,periodoncia,2024-01-01,0,0,2,2,2,4,7,23,0,3,0,0,0,0,43
GUAQUI,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,3,0,0,1,1,0,0,0,0,0,5
GUAYARAMERIN,atencion odontologica,periodoncia,2024-01-01,0,0,2,6,5,10,16,24,0,1,0,0,0,0,64
HUACARAJE,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,3,0,5,1,1,0,0,0,0,10
HUACARETA,atencion odontologica,periodoncia,2024-01-01,0,0,1,0,0,3,2,1,0,2,0,0,0,0,9
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,5,5,13,3,0,0,0,0,0,26
HUARINA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,3,1,0,7,0,0,0,0,0,0,11
HUATAJATA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,0,3,4,0,1,0,0,0,0,9
HUAYLLAMARCA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
HUMANATA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,2,2,2,3,0,0,0,0,9
ICLA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,2,11,7,0,0,0,0,0,0,22
INCAHUASI,atencion odontologica,periodoncia,2024-01-01,0,0,2,0,1,0,0,2,0,0,0,0,0,0,5
INQUISIVI,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,9,1,9,12,2,0,0,0,0,0,33
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2024-01-01,0,0,0,1,1,0,4,13,1,3,0,0,0,0,23
IXIAMAS,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
JESUS DE MACHACA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
LA ASUNTA,atencion odontologica,periodoncia,2024-01-01,0,0,9,7,8,21,33,96,8,5,0,0,0,0,187
LA GUARDIA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,8,6,10,48,2,1,0,0,0,0,75
LA PAZ,atencion odontologica,periodoncia,2024-01-01,0,0,23,27,227,195,532,809,100,103,0,0,0,0,2016
LAGUNILLAS,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
LAJA,atencion odontologica,periodoncia,2024-01-01,0,0,3,2,1,7,4,25,1,2,0,0,0,0,45
LAS CARRERAS,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,4,1,5,0,0,0,0,0,0,11
LICOMA PAMPA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
LLALLAGUA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,3,8,6,0,1,0,0,0,0,20
LURIBAY,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,2,6,10,2,0,0,0,0,0,21
MACHACAMARCA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,4,8,7,3,0,0,0,0,22
MAGDALENA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,3,0,7,0,0,0,0,0,0,10
MAIRANA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,3,5,3,12,2,1,0,0,0,0,26
MALLA,atencion odontologica,periodoncia,2024-01-01,0,0,2,0,0,0,1,6,0,0,0,0,0,0,9
MAPIRI,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,3,1,4,15,1,2,0,0,0,0,27
MECAPACA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,0,5,7,2,0,0,0,0,0,15
MIZQUE,atencion odontologica,periodoncia,2024-01-01,0,0,1,4,2,10,11,38,0,1,0,0,0,0,67
MOCOMOCO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,1,6,6,1,0,0,0,0,0,15
MOJOCOYA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,4,5,14,0,0,0,0,0,0,25
MONTEAGUDO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,0,13,10,0,0,0,0,0,0,24
MONTERO,atencion odontologica,periodoncia,2024-01-01,0,0,9,8,17,29,56,145,14,11,0,0,0,0,289
MORO MORO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
MOROCHATA,atencion odontologica,periodoncia,2024-01-01,0,0,1,0,1,2,18,26,3,5,0,0,0,0,56
OCURI,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,2,5,2,1,0,0,0,0,10
OMEREQUE,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,2,5,0,1,0,0,0,0,8
ORURO,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,50,62,162,397,42,42,0,0,0,0,756
PADCAYA,atencion odontologica,periodoncia,2024-01-01,0,0,1,2,2,7,0,8,0,0,0,0,0,0,20
PADILLA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,0,3,7,0,1,0,0,0,0,12
PAILON,atencion odontologica,periodoncia,2024-01-01,0,0,2,6,4,9,8,35,4,2,0,0,0,0,70
PALCA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,3,3,12,11,1,0,0,0,0,0,30
PALOS BLANCOS,atencion odontologica,periodoncia,2024-01-01,0,0,1,1,4,8,7,25,4,4,0,0,0,0,54
PAMPA AULLAGAS,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
PAMPA GRANDE,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,1,4,8,0,0,0,0,0,0,14
PAPEL PAMPA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
PASORAPA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,1,2,3,0,0,0,0,0,0,7
PATACAMAYA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,3,2,3,5,0,0,0,0,0,0,13
PAZÑA,atencion odontologica,periodoncia,2024-01-01,0,0,2,0,2,1,5,6,0,2,0,0,0,0,18
PELECHUCO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,1,8,6,0,0,0,0,0,0,17
POCOATA,atencion odontologica,periodoncia,2024-01-01,0,0,1,1,3,5,11,18,6,2,0,0,0,0,47
POCONA,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,1,6,3,7,1,0,0,0,0,0,19
POJO (CBBA),atencion odontologica,periodoncia,2024-01-01,0,0,2,0,1,2,3,8,0,0,0,0,0,0,16
POOPO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,1,2,13,7,7,0,0,0,0,32
PORCO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,1,1,9,2,0,0,0,0,0,13
POROMA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
PORONGO,atencion odontologica,periodoncia,2024-01-01,0,0,1,0,6,6,3,28,0,0,0,0,0,0,44
PORVENIR,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
POTOSI,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,16,18,42,70,3,1,0,0,0,0,150
PRESTO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,2,1,2,0,0,0,0,0,0,6
PUCARANI,atencion odontologica,periodoncia,2024-01-01,0,0,1,0,3,2,2,13,2,1,0,0,0,0,24
PUERTO ACOSTA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4
PUERTO CARABUCO,atencion odontologica,periodoncia,2024-01-01,0,0,4,0,1,0,7,19,1,1,0,0,0,0,33
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6
PUERTO PEREZ,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO QUIJARRO,atencion odontologica,periodoncia,2024-01-01,0,0,2,0,1,4,1,14,3,0,0,0,0,0,25
PUERTO RICO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO SUAREZ,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,0,2,1,2,0,0,0,0,0,6
PUERTO VILLARROEL,atencion odontologica,periodoncia,2024-01-01,0,0,3,3,1,4,8,15,3,1,0,0,0,0,38
PUNA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,2,5,7,4,9,0,0,0,0,29
PUNATA,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,3,15,20,24,11,3,0,0,0,0,77
QUIABAYA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
QUILLACOLLO,atencion odontologica,periodoncia,2024-01-01,0,0,6,11,12,25,31,115,11,8,0,0,0,0,219
QUIME,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,1,0,2,0,0,0,0,0,0,4
QUIRUSILLAS,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
RAVELO,atencion odontologica,periodoncia,2024-01-01,0,0,2,4,6,4,16,18,2,5,0,0,0,0,57
REYES,atencion odontologica,periodoncia,2024-01-01,0,0,1,0,0,0,3,6,1,3,0,0,0,0,14
RIBERALTA,atencion odontologica,periodoncia,2024-01-01,0,0,0,5,39,37,33,113,7,10,0,0,0,0,244
ROBORE,atencion odontologica,periodoncia,2024-01-01,0,0,1,1,5,2,11,7,2,1,0,0,0,0,30
RURRENABAQUE,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,7,3,11,19,1,0,0,0,0,0,41
SABAYA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,2,1,1,1,0,0,0,0,5
SACABA,atencion odontologica,periodoncia,2024-01-01,0,0,6,5,47,38,56,172,16,27,0,0,0,0,367
SACABAMBA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,0,1,3,0,2,0,0,0,0,7
SACACA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,3,2,7,11,3,1,0,0,0,0,28
SAMAIPATA,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,2,1,4,6,0,2,0,0,0,0,16
SAN ANDRES,atencion odontologica,periodoncia,2024-01-01,0,0,1,1,3,6,4,5,0,1,0,0,0,0,21
SAN ANDRES DE MACHACA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,1,6,4,7,0,0,0,0,18
SAN ANTONIO DE ESMORUCO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
SAN ANTONIO DE LOMERIO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,3,6,12,2,2,0,0,0,0,25
SAN BORJA,atencion odontologica,periodoncia,2024-01-01,0,0,0,1,12,20,30,55,1,1,0,0,0,0,120
SAN BUENA VENTURA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,3,2,13,0,0,0,0,0,0,19
SAN CARLOS,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,4,0,4,1,2,0,0,0,0,12
SAN IGNACIO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,8,1,13,12,0,0,0,0,0,0,34
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,2,2,0,5,3,2,0,0,0,0,14
SAN JAVIER(BNI),atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
SAN JAVIER(STC),atencion odontologica,periodoncia,2024-01-01,0,0,0,0,4,4,3,7,0,0,0,0,0,0,18
SAN JOAQUIN,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,2,5,5,0,0,0,0,0,0,12
SAN JUAN DE YAPACANI,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
SAN JULIAN,atencion odontologica,periodoncia,2024-01-01,0,0,16,23,14,21,20,76,2,4,0,0,0,0,176
SAN LORENZO(TJA),atencion odontologica,periodoncia,2024-01-01,0,0,1,0,5,2,5,19,5,5,0,0,0,0,42
SAN LUCAS,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,1,1,7,0,0,0,0,0,0,9
SAN MATIAS,atencion odontologica,periodoncia,2024-01-01,0,0,1,0,0,2,2,15,10,2,0,0,0,0,32
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,6,1,0,6,0,0,0,0,0,0,13
SAN PABLO DE LIPEZ,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO,atencion odontologica,periodoncia,2024-01-01,0,0,1,0,5,12,8,25,2,0,0,0,0,0,53
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4
SAN PEDRO DE MACHA,atencion odontologica,periodoncia,2024-01-01,0,0,2,3,7,8,5,10,5,1,0,0,0,0,41
SAN PEDRO DE QUEMES,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
SAN PEDRO DE TIQUINA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,2,2,1,0,0,0,0,0,0,6
SAN RAFAEL,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
SAN RAMON SCZ,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,3,3,3,3,0,0,0,0,0,0,12
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2024-01-01,0,0,23,19,239,290,962,1947,130,177,0,0,0,0,3787
SANTA ROSA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,1,1,1,2,0,0,0,0,0,0,5
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,2,2,10,2,1,0,0,0,0,17
SANTIAGO DE CALLAPA,atencion odontologica,periodoncia,2024-01-01,0,0,0,0,0,0,1,5,0,2,0,0,0,0,8
