,group,variable,month,Nº DE PACIENTES CON COINFECCIÓN TB/VIH CANTIDAD,Nº DE PACIENTES CON COINFECCIÓN TB/VIH CANTIDAD,TOTALES
LA PAZ,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-04-01,13,3,16
ORURO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-04-01,1,0,1
PUCARANI,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-04-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-04-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-04-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-04-01,14,2,16
SUCRE,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-04-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-04-01,0,1,1
ARBIETO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-05-01,1,0,1
CLIZA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-05-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-05-01,0,1,1
COLCAPIRHUA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-05-01,0,1,1
COLQUECHACA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-05-01,1,0,1
COTOCA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-05-01,1,0,1
EL ALTO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-05-01,1,1,2
LA PAZ,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-05-01,3,0,3
SACABA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-05-01,8,3,11
VALLEGRANDE,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-05-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,5,2,7
CORIPATA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,1,0,1
COTOCA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,1,0,1
EL ALTO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,3,2,5
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,2,0,2
LA PAZ,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,2,0,2
MOCOMOCO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,1,0,1
MONTERO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,1,0,1
ORURO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,1,1,2
SACABA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,0,2,2
SACACA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,3,2,5
SUCRE,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,1,0,1
TOMINA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,1,0,1
WARNES,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,0,1,1
YACUIBA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-06-01,1,0,1
ARQUE,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-07-01,0,1,1
CARANAVI,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-07-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-07-01,8,1,9
COTOCA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-07-01,1,0,1
EL ALTO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-07-01,1,0,1
LA PAZ,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-07-01,1,1,2
PORTACHUELO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-07-01,1,0,1
POTOSI,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-07-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-07-01,2,2,4
WARNES,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-07-01,1,1,2
YACUIBA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-07-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,6,0,6
EL ALTO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,5,0,5
EL TORNO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,0,1,1
LA PAZ,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,9,3,12
MONTERO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,1,0,1
ORURO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,6,2,8
TARIJA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,2,0,2
VILLA SERRANO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-08-01,1,0,1
AZURDUY,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,0,1,1
CARANAVI,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,6,3,9
EL ALTO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,2,1,3
LA PAZ,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,0,0,0
LLALLAGUA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,1,0,1
MONTERO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,1,1,2
ORURO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,6,2,8
SUCRE,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,1,0,1
TARIJA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,1,0,1
TOMINA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,2,0,2
VIACHA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,0,1,1
WARNES,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-09-01,1,0,1
AZURDUY,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,0,1,1
COBIJA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,3,0,3
COLCAPIRHUA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,2,1,3
COTOCA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,0,1,1
EL ALTO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,2,3,5
LA GUARDIA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,1,0,1
LA PAZ,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,2,2,4
ORURO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,2,2,4
SIPE SIPE,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,0,1,1
VIACHA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,3,1,4
CULPINA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,0,1,1
EL ALTO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,0,1,1
LA PAZ,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,2,0,2
MONTERO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,1,0,1
ORURO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,1,0,1
PUCARANI,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,5,2,7
SUCRE,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,0,1,1
TARIJA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,2,0,2
VIACHA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,1,0,1
YACUIBA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-11-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-12-01,3,1,4
EL ALTO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-12-01,1,1,2
EL TORNO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-12-01,0,1,1
LA PAZ,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-12-01,1,1,2
MONTERO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-12-01,0,2,2
ORURO,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-12-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-12-01,0,1,1
POTOSI,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-12-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-12-01,9,0,9
SIPE SIPE,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-12-01,1,0,1
SUCRE,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-12-01,1,0,1
YACUIBA,tuberculosis y lepra,no de pacientes con coinfeccion tb/vih,2019-12-01,1,0,1
