,group,variable,month,N° DE TBP BAAR (+) NUEVOS CANTIDAD,N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,2,3
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,3,1,4
PATACAMAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,2,0,2
PORCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,5,1,6
PUCARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,4,2,6
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,5,2,7
QUIME,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,0,1,1
REYES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,1,2
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,0,1,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,3,3,6
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,2,0,2
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,0,1
SAN JOAQUIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,1,2
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,0,1,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,3,2,5
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,2,0,2
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,0,1,1
SAN PEDRO(PND),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,88,65,153
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,1,2
SANTIAGO DE HUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,1,2
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,0,1
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,5,3,8
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,2,3,5
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,0,1,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,4,0,4
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,1,2
TOMAVE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,5,1,6
VALLEGRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,1,2
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,2,3
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,4,1,5
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,0,1
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,1,2
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,5,6,11
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,8,4,12
YANACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,5,0,5
YOTALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-01-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
ARBIETO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,0,2
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,2,2
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
CARACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,5,1,6
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,0,2
CHIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
CHUMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
CLIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,1,2
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,1,3
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,17,18,35
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
COLOMI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,1,2
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,3,2,5
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,2,3
CULPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,19,10,29
EL PUENTE(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
EL VILLAR,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,4,0,4
EUCALIPTUS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,0,2
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
INQUISIVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,1,2
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,5,1,6
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,71,42,113
LAGUNILLAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
LICOMA PAMPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
MAIRANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
MALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,8,3,11
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,1,3
PADCAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,2,2
PAMPA GRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,0,2
PORCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,1,2
PORVENIR,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,1,2
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,8,7,15
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,1,2
PUERTO RICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,5,3,8
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,4,6
QUIME,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
REYES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,3,2,5
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,4,3,7
SAN ANDRES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,2,4
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,1,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,1,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,2,2
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,1,2
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,3,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,2,4
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,90,49,139
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,0,2
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,0,2
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,3,5
TACOBAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,6,8
TIRAQUE (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,2,2
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,4,5,9
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,0,2
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,2,0,2
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,5,0,5
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,5,0,5
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,2,3
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,1,0,1
VITICHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,0,1,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,5,2,7
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,3,2,5
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-02-01,6,2,8
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
APOLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
BELLA FLOR,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,2,1,3
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
CAMARGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
CAPINOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,2,1,3
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
CHALLAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,3,3,6
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,4,4,8
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,16,8,24
COLOMI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
COLQUECHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
COLQUIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,2,0,2
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,4,6,10
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,2,0,2
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,12,9,21
EL PUENTE(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,2,2
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,2,1,3
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
HUACARETA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,2,2
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,3,3
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,4,8,12
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,24,6,30
LAS CARRERAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,3,0,3
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,2,0,2
MECAPACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,1,2
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,10,8,18
OMEREQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,3,1,4
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,3,3
PATACAMAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,2,3
PELECHUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,2,0,2
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,4,2,6
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,3,1,4
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,5,2,7
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,2,0,2
SABAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,4,0,4
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,3,1,4
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,4,0,4
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,2,1,3
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,2,0,2
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,2,0,2
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,95,46,141
SANTIAGO DE HUARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,3,0,3
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,3,0,3
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,1,2
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,2,3
TAPACARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,2,3
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,2,1,3
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,6,1,7
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,1,2
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,2,0,2
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,3,0,3
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,4,2,6
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,3,4
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,4,3,7
YANACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-03-01,4,1,5
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
