,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-01-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-01-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-01-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-01-01,1,1,2
YOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-01-01,1,0,1
YUNCHARA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-01-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,1,1,2
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,2,0,2
CARAPARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,1,0,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,14,11,25
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,11,10,21
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,2,1,3
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,27,8,35
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,1,1,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,6,1,7
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,2,1,3
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,3,2,5
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,14,8,22
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,0,1,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,2,1,3
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,0,2,2
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,0,1,1
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,1,1,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,2,0,2
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-02-01,2,0,2
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,0,1,1
CABEZAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
CAMARGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,2,3
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,0,1,1
CHUMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,13,9,22
COMARAPA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,0,1,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,7,8,15
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,0,1,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
ICHOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
INCAHUASI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,24,14,38
MACHARETI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,0,1,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,4,1,5
PUERTO PEREZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,2,0,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
SAN BENITO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,15,9,24
SICAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,0,5,5
TEOPONTE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
TOMINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,0,1
TORO TORO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,4,0,4
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,0,2,2
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,3,0,3
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,1,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,1,2,3
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-03-01,2,1,3
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,2,0,2
ATOCHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
BUENA VISTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,11,9,20
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,0,2,2
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,11,10,21
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,0,1,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,0,1,1
INQUISIVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,23,9,32
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,2,3
POCOATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,6,3,9
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,3,2,5
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,2,1,3
SAN BENITO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,0,1,1
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,11,15,26
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,4,5
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,3,0,3
TARVITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,0,1,1
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,0,1,1
VALLEGRANDE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,2,0,2
VITICHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,0,3,3
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-04-01,1,1,2
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
ALTO BENI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,2,0,2
BETANZOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,0,1,1
CAJUATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
CAMARGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,0,1,1
CAPINOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,0,1,1
CHARAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,6,10,16
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,0,1,1
COMANCHE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,2,3
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,4,12,16
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
INQUISIVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,16,12,28
MACHACAMARCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,5,4,9
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,3,0,3
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,4,1,5
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,1,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
SAIPINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,14,11,25
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,3,0,3
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,0,1,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,2,1,3
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,2,0,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-05-01,2,0,2
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,2,0,2
CAPINOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,0,1,1
CHUA COCANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,17,5,22
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,0,1,1
COLQUIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,2,0,2
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,9,5,14
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
GUAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,14,9,23
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,4,2,6
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,3,0,3
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,2,2,4
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,8,9,17
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,5,2,7
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,0,3,3
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
TOMINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
YAMPARAEZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-06-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,0,1,1
ARBIETO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,0,1,1
ARQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,0,1,1
AUCAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,13,12,25
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,2,0,2
COMARAPA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,2,1,3
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,11,8,19
EL PUENTE(STC),tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,20,8,28
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,2,0,2
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,2,1,3
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,5,1,6
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,0,1
PORCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,0,1,1
PORTACHUELO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,6,2,8
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,2,2,4
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,0,2,2
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,16,14,30
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,0,1,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,3,1,4
TAPACARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,0,1,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,0,2,2
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,0,1,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,2,0,2
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,1,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,1,2,3
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,2,1,3
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-07-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,2,0,2
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,2,0,2
