,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-01-01,0,2,2
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-01-01,1,1,2
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-01-01,2,0,2
ARBIETO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,0,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,0,1,1
CALAMARCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,1,2
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,3,2,5
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,0,1,1
CHIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,0,1,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,3,3,6
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,2,0,2
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,3,0,3
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,4,1,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,2,2,4
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,3,2,5
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,0,2,2
MAIRANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,3,0,3
PADCAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,2,3
POJO (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,0,1,1
PORTACHUELO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,0,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,3,1,4
PUERTO QUIJARRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,2,3
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,2,1,3
REYES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,2,1,3
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,2,3
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,0,1
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,1,2
SAN MATIAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,0,1,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,27,13,40
SANTA ROSA DEL SARA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,0,2,2
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,2,2,4
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,0,2,2
TIRAQUE (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,1,2
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,0,1,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,3,0,3
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,1,1,2
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-02-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,0,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,2,2
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,2,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,2,2,4
COLQUECHACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,1,2
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,0,1
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,3,2,5
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,2,3
EL PUENTE(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,2,0,2
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,3,0,3
ENTRE RIOS TRJ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,0,1
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,3,3
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,5,6
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,4,4,8
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,2,0,2
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,2,1,3
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,3,3,6
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
PATACAMAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
POJO (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,1,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,1,2
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,3,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,2,0,2
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,1,2
SAN LORENZO(TJA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,30,27,57
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,0,1
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,0,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
TUPIZA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,4,0,4
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,0,1,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,2,3
YAMPARAEZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-03-01,1,2,3
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,0,1
CARAPARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,0,1,1
CLIZA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,1,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,3,1,4
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,1,2
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,0,1
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,0,1
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,0,1
COTAGAITA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,4,3,7
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,3,1,4
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,0,3,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,7,1,8
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,1,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,2,2,4
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,0,1,1
PAILON,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,0,1
PORONGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,1,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,0,1
PUERTO RICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,1,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,1,2
ROBORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,0,1,1
SAMAIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,3,8,11
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,0,2,2
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,27,16,43
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,0,4,4
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,4,0,4
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,1,1,2
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,0,1,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,0,1,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,2,2,4
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,2,2,4
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-04-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,1,1
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,7,7,14
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,1,1
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,1,1
CULPINA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,2,6,8
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,3,1,4
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,4,3,7
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,1,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,4,0,4
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,4,4
PATACAMAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,1,2
POJO (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,1,2
PUNATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,2,1,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,4,1,5
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,4,0,4
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,22,24,46
SANTA ROSA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,2,2
SANTA ROSA DEL SARA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,2,1,3
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,2,2
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,0,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,4,0,4
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,3,3,6
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,3,2,5
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,3,4
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-05-01,1,2,3
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,2,1,3
CAJUATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,0,1,1
CAMARGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,1,1,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,0,1,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,3,2,5
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,8,7,15
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,1,4,5
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,4,2,6
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,1,2,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,2,6,8
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,0,1,1
MAIRANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,3,1,4
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,2,2,4
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,0,1,1
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,2,0,2
PUCARANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,2,2,4
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,1,2,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,1,2,3
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,2,1,3
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,0,2,2
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,0,3,3
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,0,1,1
