,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,3,5
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,14,8,22
CHOQUE COTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,14,5,19
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,1,3
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,0,2
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,5,16,21
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,32,19,51
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,272,253,525
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,19,16,35
COLLANA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,3,7
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,3,4
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,6,4,10
COLQUENCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,3,7
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,5,7
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,9,7,16
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,6,5,11
CORO CORO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,5,6,11
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,9,6,15
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,29,30,59
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,16,21,37
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,5,7
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,8,9
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
CURVA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,3,4
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,234,246,480
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,4,8
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,6,7
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,2,4
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,40,36,76
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,3,4
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,7,9
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,21,22,43
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,7,8,15
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,0,3
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,5,4,9
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,9,9,18
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,2,5
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,0,3
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
HUACHACALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,23,8,31
HUARACAJE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,1,4
HUATAJATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
ICHOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,3,5
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,2,4
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,5,9
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,2,6
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,16,13,29
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,55,51,106
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,326,245,571
LAGUNILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,2,3
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,3,5
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,16,20,36
LLICA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
LORETO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,0,2
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,6,9
MALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,3,5
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,3,5
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,8,6,14
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,8,12,20
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,2,3
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,14,16,30
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,77,71,148
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,3,5
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,7,9
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,3,6
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,103,103,206
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,3,5
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,6,9
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,9,7,16
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,6,9
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,13,10,23
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,2,3
PASORAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,2,4
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,2,5
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,2,3
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,2,6
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,5,1,6
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,4,8
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,4,4
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,7,10
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,8,3,11
PORVENIR,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,2,6
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,103,35,138
PUCARA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,1,3
PUERTO ACOSTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
PUERTO CARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,2,4
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,5,8
PUERTO SILES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,5,7
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,35,38,73
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,3,6
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,13,16,29
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,53,56,109
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
RAQAYPAMPA(ETA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,2,4
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,30,27,57
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,1,3
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,6,10
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,1,3
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,51,51,102
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,1,3
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,2,3
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,5,6
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,3,6
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,14,13,27
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,9,3,12
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,9,16,25
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,5,6
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,14,9,23
SAN JAVIER(BNI),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,4,8
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,2,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,5,6
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,3,6
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,19,34,53
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,8,11
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,10,16,26
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,11,6,17
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,2,5
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,7,8,15
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,3,3
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,2,4
SAN PEDRO DE QUEMES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,1,3
SAN PEDRO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,2,4
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,0,2
SAN RAMON BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,3,5
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,2,6
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,8,4,12
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,717,601,1318
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,2,3
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,5,8
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,2,5
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
SANTIAGO DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,2,5
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,2,4
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,2,4
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,17,12,29
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,5,6
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,2,2
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,7,9,16
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,5,6,11
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,6,4,10
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,3,4
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,107,124,231
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,4,4
TAHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,9,10
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,6,7,13
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,45,58,103
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,1,4
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,7,4,11
TIAHUANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,7,2,9
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,8,1,9
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,8,22,30
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,2,6
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,2,3
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,3,6
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,3,5
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,7,8
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,3,4
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,4,8
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,46,36,82
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,22,17,39
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,1,2
UMALA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,15,7,22
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,4,5
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,2,3
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,5,7,12
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,2,6
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,7,9,16
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,24,18,42
VILA VILA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,5,9
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,35,24,59
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,1,5
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,4,5
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,43,48,91
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,2,3
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,13,15,28
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,7,11
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,2,3,5
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,57,58,115
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,73,59,132
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,5,0,5
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,3,0,3
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,98,57,155
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,4,2,6
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,6,3,9
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-01-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,7,3,10
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,9,3,12
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,6,3,9
ALALAY,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,1,1,2
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,1,3,4
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,0,2,2
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,5,7,12
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,2,2,4
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,1,0,1
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,2,1,3
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,2,0,2
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,0,1,1
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,0,4,4
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,5,3,8
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,0,2,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,0,2,2
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,1,0,1
AUCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,0,2,2
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,1,7,8
AYO AYO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-02-01,3,1,4
