,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,3,1,4
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,0,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,3,3,6
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,3,4
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,2,3
SAN LORENZO(PND),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,0,1
SAN RAFAEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,44,42,86
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,0,2,2
SICAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,2,3
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,5,2,7
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,2,1,3
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,4,0,4
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,2,3
UMALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,0,1,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,6,5,11
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,0,1,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,1,0,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,2,2,4
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-01-01,3,1,4
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,1,2
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,1,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,3,3,6
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,1,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,2,0,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,2,2,4
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,6,2,8
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,2,2
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,2,0,2
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,2,1,3
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,3,4
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,4,7,11
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,2,0,2
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,1,2
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,2,2,4
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,5,4,9
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,0,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,2,1,3
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,3,4,7
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,2,5,7
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,0,1
PUERTO CARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,3,1,4
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,5,3,8
RAQAYPAMPA(ETA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,2,2
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,3,4
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,2,2
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,4,0,4
SAMAIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,2,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,1,1
SAN JAVIER(STC),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,1,2
SAN LORENZO(PND),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,55,36,91
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,2,1,3
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,4,1,5
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,1,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,2,3
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,2,0,2
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,5,1,6
UNCIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,0,1
VACAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,0,1
VILLA RIVERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,2,2
VITICHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,0,2,2
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,2,2,4
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-02-01,5,0,5
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
AIQUILE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
AZURDUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,2,0,2
BETANZOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,1,2
CALAMARCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,0,1,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
CARACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,6,5,11
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,1,2
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,1,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,5,0,5
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,8,5,13
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,3,0,3
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,7,6,13
EL CHORO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,2,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,3,1,4
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,3,0,3
HUARINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,0,1,1
INQUISIVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,2,3
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,9,5,14
LICOMA PAMPA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,0,1,1
MACHARETI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
MAIRANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,2,3
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,3,0,3
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,10,5,15
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,4,5
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,3,1,4
POROMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,0,1,1
PORTACHUELO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,3,0,3
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,2,2,4
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,3,2,5
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,2,3
ROBORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
SABAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,0,1,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,7,0,7
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,0,3,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,2,0,2
SAN JAVIER(STC),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,62,33,95
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,1,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,4,2,6
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,0,1,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,0,2,2
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,0,1,1
TOLATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,3,0,3
VILLA SERRANO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,4,5,9
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,2,0,2
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,4,1,5
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,2,3,5
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,2,2,4
YOTALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-03-01,0,1,1
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,2,1,3
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,1,1,2
"CAIZA ""D""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,2,0,2
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,3,1,4
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,1,1,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,3,0,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,3,5,8
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,2,0,2
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,2,1,3
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,2,0,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,13,2,15
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,3,0,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,3,1,4
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,3,0,3
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,5,3,8
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,5,5,10
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,5,3,8
LURIBAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,1,0,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,2,0,2
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,10,5,15
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,5,3,8
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,1,1,2
POOPO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,1,0,1
PORVENIR,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,4,1,5
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,5,2,7
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,6,6
RAQAYPAMPA(ETA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
REYES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,2,2,4
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,2,0,2
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,3,2,5
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,2,0,2
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
SAN RAFAEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,56,48,104
SENA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,1,1,2
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,2,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,5,3,8
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,3,1,4
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,1,2,3
TOLATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,1,3,4
UNCIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,6,2,8
VITICHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,0,1,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,2,2,4
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,4,3,7
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-04-01,4,2,6
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,1,1,2
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,1,1,2
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,3,6,9
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,0,2,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,2,1,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,7,3,10
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,2,1,3
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,8,3,11
EL PUENTE(STC),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,1,0,1
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,3,1,4
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2019-05-01,1,0,1
