,group,variable,month,N° DE TBP BAAR (-) NUEVOS CANTIDAD,N° DE TBP BAAR (-) NUEVOS CANTIDAD,TOTALES
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,1,0,1
COPACABANA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,2,2,4
EUCALIPTUS,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,2,1,3
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,2,0,2
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,1,0,1
PUNA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,3,2,5
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-04-01,1,0,1
BELLA FLOR,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,1,1,2
COROICO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,4,1,5
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,0,2,2
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,18,9,27
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,1,1,2
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,5,1,6
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,1,1,2
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,3,2,5
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-05-01,1,0,1
APOLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,1,0,1
CAIROMA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,1,1,2
COLQUECHACA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,1,1,2
COLQUENCHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,0,1,1
COMARAPA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,1,0,1
COROICO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,5,0,5
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,3,3,6
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,0,0,0
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,5,5,10
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,1,1,2
VINTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,0,1,1
ATOCHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,1,1,2
BERMEJO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,0,2,2
CARANAVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,1,0,1
CHALLAPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,1,2,3
CORIPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,5,0,5
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,8,4,12
MIZQUE,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,2,0,2
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,4,3,7
SHINAOTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,0,2,2
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-07-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,1,2
BUENA VISTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,0,1,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,2,3,5
CORIPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,3,3,6
EL TORNO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,2,2,4
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,10,10,20
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,2,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,17,24,41
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,0,1
TEOPONTE,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,0,1,1
YACO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-08-01,1,0,1
AUCAPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,1,1,2
BERMEJO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,3,7,10
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,2,0,2
GUANAY,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,2,0,2
HUANUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,3,4,7
LAGUNILLAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,12,13,25
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,0,1,1
VIACHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-09-01,0,2,2
CAIROMA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,0,2,2
CAJUATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,2,3
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,3,0,3
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,9,2,11
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,0,1
REYES,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,0,1,1
ROBORE,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,15,9,24
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,1,2
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,0,1
YACO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-10-01,1,0,1
ATOCHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,2,0,2
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,2,1,3
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,2,1,3
LA ASUNTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,2,2,4
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,1,0,1
PALCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,2,0,2
SACACA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,0,1,1
SAN CARLOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-11-01,14,9,23
ACHOCALLA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,0,1,1
APOLO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,3,4
CORIPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,6,1,7
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,22,16,38
SORATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,2,1,3
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,1,2
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2019-12-01,1,0,1
