,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
INCAHUASI,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,1,0,1,1
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,1,0,1,0,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,2,0,2,0,2
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,2155,2779,2155,2779,4934
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,12,9,12,9,21
MACHACAMARCA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,1,0,1,1
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,1,0,1,1
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,2,0,2,2
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,2,7,2,7,9
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,7,23,7,23,30
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,66,93,66,93,159
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,1,0,1,0,1
OKINAWA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,1,0,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,55,85,55,85,140
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,8,34,8,34,42
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,1,1,1,1,2
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,6,0,6,6
POOPO,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,2,0,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,1,11,1,11,12
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,13,33,13,33,46
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,1,1,1,1,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,13,20,13,20,33
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,3,21,3,21,24
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,3,33,3,33,36
QUIABAYA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,1,0,1,1
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,5,21,5,21,26
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,1,2,1,2,3
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,14,98,14,98,112
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,9,9,9,9,18
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,12,0,12,12
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,3,0,3,3
SACACA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,1,0,1,1
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,3,0,3,3
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,2,4,2,4,6
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,2,4,2,4,6
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,2,13,2,13,15
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,3,0,3,3
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,8,18,8,18,26
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,3,4,3,4,7
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,3,2,3,2,5
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,1,9,1,9,10
SAN RAMON BENI,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,1,0,1,1
SAN RAMON SCZ,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,131,139,131,139,270
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,10,0,10,10
SANTIAGO DE HUATA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,1,0,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,3,0,3,3
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,2,0,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,14,81,14,81,95
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,2,12,2,12,14
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,79,103,79,103,182
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,2,0,2,2
TOMAVE,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,1,0,1,1
TORO TORO,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,2,0,2,2
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,15,45,15,45,60
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,1,4,1,4,5
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,1,3,1,3,4
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,6,10,6,10,16
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,4,46,4,46,50
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,2,0,2,2
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,6,17,6,17,23
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,1,0,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,2,5,2,5,7
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,3,15,3,15,18
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,19,20,19,20,39
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos de salud,2011-01-01,0,1,0,1,1
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,6,0,6,6
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,4,15,4,15,19
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,2,2,2,2,4
BELLA FLOR,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,0,1,0,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,4,0,4,4
BETANZOS,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,2,4,2,4,6
CABEZAS,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,2,2,2,2,4
CAIROMA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,4,2,4,2,6
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,10,2,10,2,12
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,5,30,5,30,35
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,2,6,2,6,8
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,3,1,3,1,4
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,23,80,23,80,103
COCAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,34,247,34,247,281
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,0,1,0,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,20,1,20,21
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,2,0,2,2
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,10,1,10,11
COTAGAITA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,3,1,3,4
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,8,0,8,8
CUEVO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,2,1,2,1,3
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,2,9,2,9,11
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,73,316,73,316,389
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,0,1,0,1
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,6,9,6,9,15
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,1,1,1,2
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,55,1,55,56
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,1,1,1,2
HUACARETA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,0,1,0,1
INCAHUASI,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,2890,2786,2890,2786,5676
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,6,1,6,7
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,10,5,10,5,15
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,2,0,2,2
MAPIRI,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,2,0,2,2
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,5,0,5,5
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,12,18,12,18,30
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,37,107,37,107,144
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,1,1,1,2
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,69,101,69,101,170
PADCAYA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,0,1,0,1
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,4,23,4,23,27
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,3,1,3,1,4
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,2,4,2,4,6
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,2,0,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,8,0,8,8
POSTRER VALLE,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,13,31,13,31,44
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,2,1,2,1,3
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,4,23,4,23,27
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,8,13,8,13,21
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,7,25,7,25,32
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,14,1,14,15
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,2,0,2,2
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,26,114,26,114,140
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,6,15,6,15,21
SABAYA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,7,1,7,8
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,3,0,3,3
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,2,8,2,8,10
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,3,1,3,4
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,2,8,2,8,10
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,5,9,5,9,14
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,7,21,7,21,28
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,0,1,0,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,3,0,3,0,3
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,3,4,3,4,7
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,1,1,1,2
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,2,5,2,5,7
SAN RAMON SCZ,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,18,91,18,91,109
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,2,0,2,2
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
SANTIAGO DE HUARI,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
SHINAOTA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,7,1,7,8
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,4,0,4,4
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,2,0,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,20,53,20,53,73
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,3,3,3,3,6
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,57,71,57,71,128
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
TOMAVE,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,7,1,7,8
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,2,0,2,2
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,15,13,15,13,28
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,3,0,3,3
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,4,0,4,0,4
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,7,0,7,7
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,4,44,4,44,48
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,2,6,2,6,8
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,13,18,13,18,31
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,1,0,1,0,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,6,7,6,7,13
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,3,8,3,8,11
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,3,1,3,1,4
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,12,20,12,20,32
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos de salud,2011-02-01,0,1,0,1,1
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,6,0,6,6
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,1,17,1,17,18
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,2,4,2,4,6
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,1,0,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,2,5,2,5,7
BETANZOS,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,1,4,1,4,5
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,1,0,1,1
CABEZAS,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,5,0,5,5
CAIROMA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,3,0,3,3
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,1,3,1,3,4
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,9,9,9,9,18
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,1,0,1,1
CARACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,1,0,1,1
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,5,18,5,18,23
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,2,1,2,1,3
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,4,9,4,9,13
CHAYANTA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,1,6,1,6,7
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,12,73,12,73,85
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,38,287,38,287,325
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,4,8,4,8,12
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,1,1,1,1,2
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,4,13,4,13,17
COTAGAITA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,4,2,4,2,6
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,9,0,9,9
CUEVO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,1,1,1,1,2
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,3,7,3,7,10
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,64,245,64,245,309
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,3,9,3,9,12
EL VILLAR,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,1,0,1,1
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,1,0,1,1
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,8,10,8,10,18
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,1,0,1,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,89,154,89,154,243
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,1,0,1,1
INCAHUASI,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,2,0,2,2
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,1,0,1,1
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,3293,3204,3293,3204,6497
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,2,0,2,0,2
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,3,0,3,3
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,2,8,2,8,10
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,7,0,7,7
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,5,0,5,5
MOJOCOYA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,1,0,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,19,21,19,21,40
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,57,151,57,151,208
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,5,0,5,5
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,238,300,238,300,538
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,9,20,9,20,29
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,1,0,1,0,1
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,3,6,3,6,9
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,3,0,3,3
PELECHUCO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,1,0,1,0,1
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,3,0,3,3
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,16,28,16,28,44
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,1,4,1,4,5
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,0,1,0,1,1
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,11,35,11,35,46
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,7,27,7,27,34
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,5,12,5,12,17
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2011-03-01,11,58,11,58,69
