,group,variable,month,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,11,35,0,0,11,35,46
LICOMA PAMPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,3,0,0,0,3,0,3
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,1,3,0,0,1,3,4
MINEROS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,0,2,0,0,0,2,2
MIZQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,3,1,0,0,3,1,4
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,20,30,0,0,20,30,50
PASORAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,0,2,0,0,0,2,2
PORVENIR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,2,1,0,0,2,1,3
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,2,7,0,1,2,8,10
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,0,2,0,0,0,2,2
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,3,8,0,0,3,8,11
PUNA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,0,1,0,0,0,1,1
QUIME,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,5,2,0,0,5,2,7
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,1,1,0,0,1,1,2
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,3,0,0,0,3,0,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,5,15,0,0,5,15,20
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,0,1,0,0,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,7,4,0,0,7,4,11
SAPAHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,2,6,0,0,2,6,8
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,2,8,0,0,2,8,10
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,8,10,0,0,8,10,18
TOLEDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,0,0,2,0,2,0,2
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,2,3,0,0,2,3,5
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,0,2,0,0,0,2,2
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,0,2,0,0,0,2,2
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,1,2,0,0,1,2,3
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,1,2,0,0,1,2,3
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-01-01,4,2,0,0,4,2,6
ALTO BENI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,1,1,0,0,1,1,2
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,1,1,0,0,1,1,2
AYATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,1,3,0,0,1,3,4
BUENA VISTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,1,0,1,1,2
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,1,4,0,0,1,4,5
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,2,13,0,0,2,13,15
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,14,31,0,0,14,31,45
COLPA BELGICA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,1,2,0,0,1,2,3
COROICO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,4,25,0,4,4,29,33
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,6,0,0,0,6,6
ESCOMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
HUACARETA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,1,0,0,0,1,0,1
HUACHACALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,2,5,0,0,2,5,7
HUARACAJE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,0,2,2,2,2,4
LA ASUNTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,2,2,0,0,2,2,4
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,9,37,0,0,9,37,46
LICOMA PAMPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,2,1,0,0,2,1,3
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,4,11,0,4,4,15,19
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
MALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,2,0,0,0,2,0,2
MIZQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,2,0,0,0,2,2
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,2,1,0,0,2,1,3
MORO MORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,1,1,0,0,1,1,2
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,4,5,0,0,4,5,9
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
PASORAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,3,5,0,0,3,5,8
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,3,0,0,0,3,3
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
PUNA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,2,0,0,0,2,0,2
QUIME,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
SAIPINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
SAN AGUSTIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,3,2,0,0,3,2,5
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,2,0,0,0,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,1,1,0,0,1,1,2
SAN LUCAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,1,0,0,0,1,0,1
SANTA ANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,7,11,0,0,7,11,18
SAPAHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,4,0,0,0,4,4
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,4,5,0,0,4,5,9
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,8,6,0,0,8,6,14
TRIGAL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,4,6,0,0,4,6,10
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,3,4,0,0,3,4,7
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,2,2,0,0,2,2,4
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,2,4,0,0,2,4,6
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,2,2,0,0,2,2,4
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-02-01,1,5,0,0,1,5,6
ALCALA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,1,0,0,1,1,2
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,6,11,0,0,6,11,17
ATOCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,4,0,1,1,5,6
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,2,1,0,0,2,1,3
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,2,0,0,0,2,2
CHOQUE COTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,3,1,0,0,3,1,4
CHUA COCANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,3,0,0,1,3,4
CHUMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,2,1,0,0,2,1,3
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,4,0,0,1,4,5
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,12,20,0,0,12,20,32
COLPA BELGICA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,2,0,0,0,2,2
COLQUECHACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,1,0,0,0,1,1
COROICO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,0,0,1,0,1,1
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,6,0,0,1,6,7
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,2,12,11,24,13,36,49
EL PUENTE(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,5,11,0,0,5,11,16
GUTIERREZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,0,0,0,1,0,1
HUARACAJE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,2,2,0,0,2,2,4
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,2,1,0,1,2,3
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,18,67,6,13,24,80,104
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,1,0,0,0,1,1
MAIRANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,2,0,0,0,2,0,2
MECAPACA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,9,0,0,0,9,9
MINEROS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,2,0,0,0,2,2
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,2,0,0,0,2,2
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,7,0,0,0,7,7
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,4,3,0,0,4,3,7
PASORAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,4,0,0,1,4,5
POCONA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,2,8,0,0,2,8,10
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,1,0,0,0,1,1
PUERTO RICO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,0,0,0,1,0,1
QUIME,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,2,0,0,0,2,2
ROBORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,3,0,0,0,3,3
SAMAIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,4,3,0,0,4,3,7
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,3,0,0,1,3,4
SAN IGNACIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,2,2,0,0,2,2,4
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,10,21,0,0,10,21,31
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,2,0,0,0,2,2
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,7,16,0,0,7,16,23
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,2,0,0,0,2,2
SAN RAMON BENI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,1,0,0,1,1,2
SANTA ANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,1,5,5,6,6,12
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,4,18,0,0,4,18,22
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,1,0,0,1,1,2
SAPAHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,1,0,0,1,1,2
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,12,29,0,0,12,29,41
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,4,15,0,0,4,15,19
TOLEDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,10,0,0,0,10,10
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,1,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,5,2,0,0,5,2,7
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,3,0,0,1,3,4
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,1,0,0,0,1,0,1
YOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-03-01,0,3,0,0,0,3,3
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,0,2,0,0,0,2,2
ANCORAIMES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,2,0,0,1,2,3
ATOCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,2,3,0,0,2,3,5
AYATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,2,1,0,0,2,1,3
AYO AYO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,3,2,0,0,3,2,5
BELEN DE ANDAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,0,0,0,1,0,1
CALAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,2,7,0,0,2,7,9
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,0,1,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,2,1,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,1,1,0,2,1,3
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,44,60,0,0,44,60,104
COLPA BELGICA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,8,0,0,1,8,9
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,1,0,0,1,1,2
COROICO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,1,0,0,1,1,2
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,1,0,0,1,1,2
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,0,5,0,0,0,5,5
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,22,60,5,24,27,84,111
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,3,14,0,0,3,14,17
GUANAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,0,2,0,0,0,2,2
HUACARETA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,1,0,0,1,1,2
ICLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,4,0,0,1,4,5
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,4,7,1,0,5,7,12
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,17,40,16,49,33,89,122
LAGUNILLAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,4,0,0,1,4,5
LAJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,2,2,0,0,2,2,4
MINEROS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,0,1,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,4,14,0,0,4,14,18
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,8,13,0,0,8,13,21
PAMPA GRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,0,2,0,0,0,2,2
POCONA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,2,2,0,0,2,2,4
PORCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,2,0,0,0,2,0,2
PORTACHUELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,7,50,0,0,7,50,57
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,0,1,0,1,0,2,2
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,1,0,0,1,1,2
PUNA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,3,0,0,1,3,4
ROBORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,4,2,0,0,4,2,6
SAMAIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,3,0,0,1,3,4
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,0,0,0,1,0,1
SAN IGNACIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,1,2,0,1,1,3,4
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,0,2,0,0,0,2,2
SAN PEDRO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,4,13,0,0,4,13,17
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,15,67,0,0,15,67,82
SAPAHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,2,1,0,0,2,1,3
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,9,13,0,0,9,13,22
TACACOMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,0,3,0,0,0,3,3
TACOBAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,5,5,0,0,5,5,10
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2016-04-01,2,14,0,0,2,14,16
