,group,variable,month,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-02-01,7,2,0,0,7,2,9
ANCORAIMES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-03-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-03-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-03-01,2,6,0,0,2,6,8
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-03-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-03-01,0,0,0,3,0,3,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-03-01,0,0,7,2,7,2,9
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-03-01,4,15,12,51,16,66,82
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-03-01,0,1,0,0,0,1,1
PORCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-03-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-03-01,0,2,0,0,0,2,2
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-03-01,0,2,0,0,0,2,2
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-03-01,4,4,0,0,4,4,8
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-04-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-04-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-04-01,0,0,11,9,11,9,20
IXIAMAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-04-01,1,0,0,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-04-01,1,4,56,5,57,9,66
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-04-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-04-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-04-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-04-01,1,2,0,0,1,2,3
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-04-01,3,2,0,0,3,2,5
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-05-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-05-01,0,0,2,4,2,4,6
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-05-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-05-01,1,0,15,1,16,1,17
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-05-01,41,42,0,1,41,43,84
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-05-01,3,11,56,0,59,11,70
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-05-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-05-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-05-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-05-01,2,2,0,0,2,2,4
YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-05-01,0,0,6,0,6,0,6
ACHOCALLA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,0,1,0,0,0,1,1
CAIROMA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,0,0,6,4,6,4,10
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,1,0,0,0,1,0,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,0,1,0,0,0,1,1
CORQUE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,3,2,1,8,4,10,14
EL TORNO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,1,0,0,0,1,0,1
LA ASUNTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,1,5,7,8,8,13,21
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,1,5,0,0,1,5,6
SAPAHAQUI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,0,0,1,1,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,0,0,200,110,200,110,310
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-06-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-07-01,1,0,376,499,377,499,876
IXIAMAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-07-01,0,0,0,1,0,1,1
LA ASUNTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-07-01,3,3,0,0,3,3,6
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-07-01,1,8,7,8,8,16,24
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-07-01,1,3,0,0,1,3,4
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-07-01,49,58,0,0,49,58,107
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-07-01,38,40,0,0,38,40,78
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-07-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-07-01,2,0,0,0,2,0,2
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-08-01,0,1,46,41,46,42,88
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-08-01,12,9,0,0,12,9,21
LAJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-08-01,0,0,1,0,1,0,1
MECAPACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-08-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-08-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-08-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-08-01,9,13,0,0,9,13,22
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-08-01,5,37,78,52,83,89,172
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-08-01,0,1,0,0,0,1,1
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-08-01,1,2,3,6,4,8,12
URUBICHA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-08-01,8,15,0,0,8,15,23
VALLEGRANDE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-08-01,1,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-08-01,4,5,0,0,4,5,9
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-09-01,1,2,0,0,1,2,3
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-09-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-09-01,1,0,60,143,61,143,204
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-09-01,0,0,5,57,5,57,62
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-09-01,2,8,0,0,2,8,10
PALOS BLANCOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-09-01,0,1,0,0,0,1,1
PORCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-09-01,0,3,0,0,0,3,3
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-09-01,0,4,13,127,13,131,144
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-09-01,10,10,0,0,10,10,20
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-09-01,12,9,2,5,14,14,28
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-09-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-09-01,0,2,0,0,0,2,2
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-09-01,2,3,0,0,2,3,5
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,1,0,0,0,1,0,1
CARAPARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,1,1,0,0,1,1,2
CHIMORE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,0,0,0,13,0,13,13
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,1,2,14,159,15,161,176
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,0,0,3,0,3,0,3
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,1,0,0,0,1,0,1
LICOMA PAMPA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,0,0,0,1,0,1,1
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,4,7,0,0,4,7,11
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,0,3,0,0,0,3,3
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,1,0,2,4,3,4,7
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,0,3,0,0,0,3,3
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,2,0,0,0,2,0,2
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-10-01,2,2,0,0,2,2,4
ACHOCALLA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,0,2,5,3,5,5,10
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,14,14,0,0,14,14,28
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,0,1,0,1,0,2,2
EXALTACION,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,1,1,0,0,1,1,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,2,3,30,22,32,25,57
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,10,2,43,44,53,46,99
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,50,1,0,0,50,1,51
SAPAHAQUI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,1,2,5,7,6,9,15
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,0,0,1,1,1,1,2
VIACHA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,1,2,0,0,1,2,3
VILLA MONTES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,1,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-11-01,1,5,0,0,1,5,6
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-12-01,1,5,0,0,1,5,6
CHAQUI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-12-01,1,1,0,0,1,1,2
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-12-01,1,2,0,0,1,2,3
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-12-01,0,0,2,1,2,1,3
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-12-01,16,21,1,73,17,94,111
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-12-01,4,7,3,2,7,9,16
LA ASUNTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-12-01,1,0,0,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-12-01,4,2,0,0,4,2,6
SAN BENITO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-12-01,0,0,0,1,0,1,1
VIACHA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-12-01,5,10,0,0,5,10,15
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-12-01,1,2,0,0,1,2,3
YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2016-12-01,0,1,0,0,0,1,1
