,group,variable,month,DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
BELEN DE ANDAMARCA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,1,2,1,2,3
BERMEJO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,5,3,0,0,5,3,8
BOYUIBE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,4,1,3,2,7,3,10
BUENA VISTA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,4,0,5,1,9,10
CABEZAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,8,11,11,30,19,41,60
CAJUATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
CALACOTO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,1,5,1,5,6
CALAMARCA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
CAMARGO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,6,20,0,1,6,21,27
CAMIRI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,6,11,1,5,7,16,23
CAPINOTA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,26,34,26,35,61
CAQUIAVIRI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,1,0,2,2
CARACOLLO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,1,0,1,1
CARANAVI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,10,0,0,2,10,12
CARAPARI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,6,2,0,0,6,2,8
CARIPUYO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,4,0,4,4
CARMEN RIVERO TORREZ,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,7,0,2,6,9,6,15
CHALLAPATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,4,1,2,3,6,9
CHARAGUA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,7,6,2,3,9,9,18
CHARAÑA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,7,0,10,1,17,18
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,14,5,17,5,31,36
CLIZA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,11,3,5,4,16,20
COBIJA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,3,2,5,4,8,12
COCHABAMBA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,28,138,49,40,77,178,255
COIPASA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
COLCAPIRHUA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,4,12,2,19,6,31,37
"COLCHA ""K""",otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,3,3,0,3,3,6
COLOMI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,2,0,0,1,2,3
COLPA BELGICA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,3,0,1,0,4,4
COMARAPA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
CONCEPCION,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,4,0,0,1,4,5
COPACABANA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,3,1,3,1,4
CORIPATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,2,0,2,2,4
CORO CORO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,0,0,0,2,0,2
COROICO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,4,0,0,0,4,4
COTOCA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,5,16,0,2,5,18,23
CUATRO CAÑADAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,4,7,15,7,19,26
CULPINA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,3,0,12,1,15,16
DESAGUADERO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,21,230,18,56,39,286,325
EL CHORO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,0,0,0,1,0,1
EL PUENTE(TJA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,2,0,0,1,2,3
EL TORNO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,87,95,23,30,110,125,235
ENTRE RIOS TRJ,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,8,2,0,0,8,2,10
ENTRE RIOS CBBA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,8,20,0,1,8,21,29
ESCOMA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,4,0,2,0,6,6
FILADELFIA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,4,0,4,4
GENERAL SAAVEDRA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,3,0,0,0,3,3
GUANAY,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,1,0,1,1
GUAQUI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,2,0,3,3
GUAYARAMERIN,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,3,8,20,18,23,26,49
HUACARETA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,0,2,1,3,1,4
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,5,1,5,2,7
HUANUNI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,4,0,1,1,5,6
HUAYLLAMARCA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
HUMANATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,2,0,2,2
ICLA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,1,0,1,1
INCAHUASI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,7,1,0,2,7,9
INQUISIVI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,0,1,0,3,3
JESUS DE MACHACA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
LA ASUNTA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,14,13,14,14,28
LA GUARDIA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,35,68,14,22,49,90,139
LA PAZ,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,36,214,19,75,55,289,344
LAGUNILLAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,1,1,4,3,5,8
LAS CARRERAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
LICOMA PAMPA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
LLALLAGUA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
LORETO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
LURIBAY,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,1,0,1,1
MACHARETI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,6,1,0,0,6,1,7
MAIRANA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,3,0,3,3
MALLA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,1,0,1,0,1
MAPIRI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,3,0,0,0,3,3
MINEROS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,20,42,77,42,97,139
MIZQUE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,6,0,4,0,10,10
MOCOMOCO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,4,0,5,5
MONTEAGUDO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,6,7,2,2,8,9,17
MONTERO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,4,17,2,10,6,27,33
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
OCURI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,1,0,1,1
OKINAWA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,5,1,2,2,7,9
OMEREQUE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,3,1,7,2,10,12
ORURO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,61,0,17,2,78,80
PADCAYA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,2,0,2,0,2
PADILLA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,4,1,2,1,6,7
PAILON,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,3,7,11,10,14,17,31
PALCA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,1,2,1,4,5
PAMPA GRANDE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,3,13,0,0,3,13,16
PAPEL PAMPA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
PATACAMAYA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,4,0,4,0,4
PAZÑA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
PELECHUCO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
POCONA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,4,5,2,2,6,7,13
POJO (CBBA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,8,8,8,10,18
POOPO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,2,0,2,2
POROMA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,4,4,4,4,8
PORONGO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,3,15,4,24,7,39,46
PORTACHUELO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,5,0,0,0,5,5
POSTRER VALLE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,4,56,1,5,5,61,66
PUCARA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,5,1,5,1,10,11
PUERTO GONZALO MORENO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,0,0,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
PUERTO SUAREZ,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,5,5,0,0,5,5,10
PUERTO VILLARROEL,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,14,2,1,3,15,18
PUNA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,3,0,0,0,3,3
PUNATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,4,6,0,5,4,11,15
QUIABAYA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,10,24,34,25,44,69
QUIRUSILLAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,0,0,0,1,0,1
RAVELO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,1,0,1,1
RIBERALTA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,0,1,0,3,3
ROBORE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,0,0,0,2,0,2
SACABA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,15,3,9,5,24,29
SAIPINA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,1,0,1,0,1
SAMAIPATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,5,1,1,1,6,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,1,4,1,4,5
SAN BENITO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,5,0,0,1,5,6
SAN BORJA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,10,1,0,3,10,13
SAN BUENA VENTURA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
SAN CARLOS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,10,2,1,4,11,15
SAN IGNACIO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,1,0,1,1,2
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,21,0,4,2,25,27
SAN JAVIER(BNI),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
SAN JOAQUIN,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,15,0,0,1,15,16
SAN JULIAN,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,9,7,3,14,12,21,33
SAN LORENZO(TJA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,4,0,0,1,4,5
SAN LUCAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,2,2,8,3,10,13
SAN MATIAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,6,16,22,16,28,44
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,6,0,0,0,6,6
SAN PEDRO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,4,0,1,0,5,5
SAN RAFAEL,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,4,5,4,5,9
SAN RAMON BENI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,1,2,1,4,5
SAN RAMON SCZ,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,6,0,0,0,6,6
SANTA ANA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,166,404,80,106,246,510,756
SANTA ROSA DEL SARA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,3,0,4,1,7,8
SANTIVAÑES,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,1,0,1,0,1
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
SHINAOTA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,2,0,0,1,2,3
SICA SICA (VILLA AROMA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,0,0,3,2,3,5
SIPE SIPE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,7,0,7,1,14,15
SOPACHUY,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,3,0,2,0,5,5
SORACACHI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
SORATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,2,0,4,1,6,7
SUCRE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,9,45,5,6,14,51,65
TACOPAYA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
TARACO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,0,4,0,6,6
TARIJA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,11,69,7,7,18,76,94
TARVITA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,1,4,1,4,5
TEOPONTE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,0,1,2,2,2,4
TIAWANACU,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
TIPUANI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,2,5,2,5,7
TIQUIPAYA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,8,0,5,0,13,13
TIRAQUE (CBBA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,2,0,2,0,4,4
TOCO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,4,1,1,1,5,6
TOLATA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,1,0,1,1,2,3
TOMAVE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,19,3,2,4,21,25
TOMINA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,2,0,0,1,2,3
TOTORA(CBBA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,3,3,2,4,5,7,12
TRINIDAD,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,20,1,3,3,23,26
TUPIZA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,2,0,7,1,9,10
UMALA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
UNCIA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,1,2,1,3,4
URIONDO (A. CONCEPCION),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,0,0,0,1,0,1
VALLEGRANDE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,10,1,0,2,10,12
VIACHA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,10,0,4,0,14,14
VILLA CHARCAS,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,4,0,2,0,6,6
VILLA MONTES,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,8,7,0,2,8,9,17
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,2,0,2,2
VILLA TUNARI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,7,12,6,14,13,27
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,2,2,1,2,3,4,7
VILLAZON,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,17,1,3,1,20,21
VINTO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,9,0,7,0,16,16
WARNES,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,6,40,0,1,6,41,47
YACUIBA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,14,13,0,1,14,14,28
YAMPARAEZ,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
YANACACHI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,0,0,0,2,0,2,2
YAPACANI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,13,14,5,34,18,48,66
YOTALA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-01-01,1,3,1,1,2,4,6
ACACIO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,0,0,0,1,0,1,1
ACHACACHI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,0,0,0,6,0,6,6
ACHOCALLA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,1,4,12,24,13,28,41
AIQUILE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,1,2,0,0,1,2,3
ALALAY,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,0,1,1,0,1,1,2
ALTO BENI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,0,2,0,0,0,2,2
ANCORAIMES,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,0,4,0,1,0,5,5
ANTEQUERA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,1,1,0,4,1,5,6
ANZALDO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,0,1,0,1,0,2,2
APOLO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,1,4,0,0,1,4,5
ARAMPAMPA,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,0,0,0,3,0,3,3
ARANI,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,0,3,0,1,0,4,4
ARBIETO,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,1,5,16,24,17,29,46
ARQUE,otras vacunaciones,dt 4ta. dosis de 10 a 49 anos,2016-02-01,1,2,0,5,1,7,8
