,group,variable,month,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 2DA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
HUARACAJE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-03-01,0,0,2,2,2,2,4
LA ASUNTA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-03-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-03-01,0,3,6,31,6,34,40
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-03-01,1,2,0,0,1,2,3
POTOSI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-03-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-03-01,1,0,0,0,1,0,1
VALLEGRANDE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-03-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-03-01,4,0,0,0,4,0,4
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-04-01,5,1,0,0,5,1,6
IXIAMAS,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-04-01,1,0,0,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-04-01,2,5,0,0,2,5,7
MONTERO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-04-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-04-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-04-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-04-01,7,1,0,0,7,1,8
BELEN DE URMIRI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-05-01,0,0,1,1,1,1,2
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-05-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-05-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-05-01,0,1,0,1,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-05-01,0,0,6,2,6,2,8
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-05-01,2,17,0,0,2,17,19
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-05-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-05-01,2,2,0,0,2,2,4
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-05-01,1,1,0,0,1,1,2
YAPACANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-05-01,0,0,2,0,2,0,2
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-06-01,2,0,0,0,2,0,2
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-06-01,0,1,2,9,2,10,12
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-06-01,0,6,0,0,0,6,6
POTOSI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-06-01,0,4,0,0,0,4,4
PUCARANI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-06-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-06-01,1,5,0,0,1,5,6
SANTIVAÑES,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-06-01,1,3,0,0,1,3,4
TRINIDAD,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-06-01,4,0,0,0,4,0,4
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-06-01,4,0,0,0,4,0,4
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-07-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-07-01,0,0,67,99,67,99,166
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-07-01,3,2,0,0,3,2,5
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-07-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-07-01,13,15,0,0,13,15,28
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-07-01,2,7,0,0,2,7,9
SANTIVAÑES,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-07-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-07-01,0,0,0,1,0,1,1
SUCRE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-07-01,2,6,0,0,2,6,8
BERMEJO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-08-01,0,1,0,1,0,2,2
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-08-01,0,1,0,1,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-08-01,4,1,0,0,4,1,5
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-08-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-08-01,1,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-08-01,1,3,0,0,1,3,4
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-08-01,0,4,0,0,0,4,4
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-08-01,1,1,0,0,1,1,2
COPACABANA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-09-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-09-01,0,0,83,13,83,13,96
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-09-01,2,4,0,0,2,4,6
MECAPACA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-09-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-09-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-09-01,2,5,0,0,2,5,7
SUCRE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-09-01,5,1,0,0,5,1,6
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-09-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-09-01,4,3,0,0,4,3,7
CAMIRI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-10-01,0,1,0,0,0,1,1
CARAPARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-10-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-10-01,0,1,0,0,0,1,1
CUEVO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-10-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-10-01,0,2,19,47,19,49,68
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-10-01,0,3,9,40,9,43,52
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-10-01,1,5,0,0,1,5,6
ORURO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-10-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-10-01,0,3,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-10-01,2,1,0,0,2,1,3
SUCRE,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-10-01,0,2,2,2,2,4,6
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-10-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,8,5,0,0,8,5,13
COLQUENCHA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,1,1,0,1,1,2,3
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,0,0,0,6,0,6,6
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,0,0,1,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,0,1,0,0,0,1,1
LICOMA PAMPA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,0,0,2,60,2,60,62
SAN BORJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,4,1,0,0,4,1,5
SAN PABLO DE LIPEZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,2,4,0,0,2,4,6
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,0,1,3,12,3,13,16
UYUNI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,0,2,0,0,0,2,2
VILLA TUNARI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,0,0,0,1,0,1,1
VITICHI,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,0,2,0,0,0,2,2
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-11-01,1,0,0,0,1,0,1
"CAIZA ""D""",otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-12-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-12-01,12,13,0,0,12,13,25
EL ALTO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-12-01,0,3,0,35,0,38,38
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-12-01,7,7,15,9,22,16,38
LA PAZ,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-12-01,9,1,0,0,9,1,10
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-12-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-12-01,4,2,0,0,4,2,6
TARIJA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-12-01,0,1,0,0,0,1,1
VILLA SERRANO,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-12-01,2,3,0,0,2,3,5
YACUIBA,otras vacunaciones,hepatitis b  2da. dosis  poblacion vulnerable (vih),2016-12-01,0,2,0,0,0,2,2
