,group,variable,month,DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
ASCENCION DE GUARAYOS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,25,0,9,5,34,39
ATOCHA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,6,10,0,0,6,10,16
AUCAPATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
AYATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,1,2,0,4,1,5
AYO AYO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,4,0,4,0,8,8
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,9,19,17,33,26,52,78
AZURDUY,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,3,8,0,4,3,12,15
BATALLAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,6,5,5,10,11,21
BAURES,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
BELEN DE URMIRI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,0,7,4,7,4,11
BELLA FLOR,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,1,5,3,6,4,10
BERMEJO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,13,54,4,3,17,57,74
BETANZOS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,12,0,13,0,25,25
BOLIVAR,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,0,4,12,5,12,17
BOLPEBRA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
BOYUIBE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,11,2,0,3,11,5,16
BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,11,24,6,3,17,27,44
CABEZAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,10,13,16,21,26,34,60
CAIROMA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,12,0,0,2,12,14
"CAIZA ""D""",otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,12,4,5,5,17,22
CAJUATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,5,0,0,5,5,10
CALACOTO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,4,14,17,14,21,35
CALAMARCA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,3,12,8,0,11,12,23
CAMARGO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,9,0,1,1,10,11
CAMIRI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,39,24,41,47,80,71,151
CAPINOTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,10,0,3,0,13,13
CAQUIAVIRI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,4,1,1,1,5,6
CARACOLLO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,25,5,18,25,43,30,73
CARANAVI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,14,95,26,20,40,115,155
CARAPARI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,25,30,0,0,25,30,55
CARIPUYO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,7,107,29,107,36,143
CARMEN RIVERO TORREZ,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,14,8,16,7,30,15,45
CATACORA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,2,2,1,2,3,5
CHALLAPATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,10,30,10,22,20,52,72
CHAQUI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,10,0,0,0,10,10
CHARAGUA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,14,11,0,2,14,13,27
CHARAÑA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
CHAYANTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,10,1,9,1,19,20
CHIMORE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,24,32,44,60,68,92,160
CHOQUE COTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
CHUA COCANI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,21,14,1,1,22,15,37
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,11,43,81,45,92,88,180
CHUMA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,4,0,7,2,11,13
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,9,4,21,6,30,36
CKOCHAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,28,6,21,11,49,60
CLIZA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,8,8,13,24,21,32,53
COBIJA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,41,121,24,14,65,135,200
COCAPATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,0,11,6,11,6,17
COCHABAMBA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,300,763,94,93,394,856,1250
COIPASA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,3,2,32,0,35,2,37
COLCAPIRHUA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,22,24,82,110,104,134,238
"COLCHA ""K""",otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,3,15,3,3,6,18,24
COLLANA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,3,4,1,9,4,13
COLOMI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,9,8,4,7,13,15,28
COLPA BELGICA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,8,15,11,9,19,24,43
COLQUECHACA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,33,10,1,15,34,49
COLQUENCHA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,10,9,7,14,17,31
COLQUIRI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,14,3,7,3,21,24
COMARAPA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,10,0,0,5,10,15
COMBAYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,7,6,4,8,11,19
CONCEPCION,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,0,0,0,1,0,1
COPACABANA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,13,8,0,9,13,22
CORIPATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,19,42,16,31,35,73,108
CORO CORO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,8,0,3,1,11,12
COROICO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,8,12,1,3,9,15,24
CORQUE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,2,0,0,1,2,3
COTAGAITA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,12,11,1,2,13,13,26
COTOCA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,18,90,2,12,20,102,122
CRUZ DE MACHACAMARCA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,3,0,4,4
CUATRO CAÑADAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,123,12,28,18,151,30,181
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,0,2,3,2,3,5
CUEVO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,0,0,0,1,0,1
CULPINA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,7,31,3,31,10,41
DESAGUADERO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,3,3,1,4,4,8
EL ALTO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,239,962,748,657,987,1619,2606
EL CHORO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
EL PUENTE(STC),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,12,6,1,3,13,9,22
EL PUENTE(TJA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,6,6,0,3,6,9,15
EL VILLAR,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,4,2,0,0,4,2,6
ENTRE RIOS TRJ,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,62,13,1,4,63,17,80
ENTRE RIOS CBBA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,98,96,4,0,102,96,198
ESCOMA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,12,20,26,52,38,72,110
EUCALIPTUS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,5,0,1,0,6,6
EXALTACION,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,9,14,0,0,9,14,23
FERNANDEZ ALONSO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,10,0,1,1,11,12
FILADELFIA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,2,8,22,10,24,34
GENERAL SAAVEDRA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,6,9,0,11,6,20,26
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,4,0,2,0,6,6
GUANAY,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,10,13,1,14,11,27,38
GUAQUI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,8,0,1,0,9,9
GUAYARAMERIN,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,22,87,48,45,70,132,202
GUTIERREZ,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,25,36,0,1,25,37,62
HUACARETA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,5,4,1,9,6,15
HUACHACALLA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
HUANUNI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,11,8,2,16,13,24,37
HUARACAJE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,5,0,0,0,5,5
HUARINA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,3,4,4,6,7,10,17
HUATAJATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,2,0,0,1,2,3
HUAYLLAMARCA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,2,0,0,1,2,3
HUMANATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,53,89,35,90,88,178
ICHOCA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,2,0,3,0,5,5
ICLA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
INCAHUASI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,3,2,0,0,3,2,5
INGAVI (HUMAITA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,1,1,0,1,1,2
INQUISIVI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,5,6,10,8,15,23
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,6,0,1,2,7,9
IXIAMAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,22,39,30,40,52,79,131
JESUS DE MACHACA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,10,13,10,15,20,35
LA ASUNTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,8,9,23,12,31,21,52
LA GUARDIA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,13,4,6,7,19,11,30
LA PAZ,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,358,1031,500,246,858,1277,2135
LAGUNILLAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,2,5,14,10,16,26
LAJA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,11,0,0,1,11,12
LAS CARRERAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,3,1,17,17,20,18,38
LICOMA PAMPA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,3,0,0,1,3,4
LLALLAGUA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,11,55,0,1,11,56,67
LORETO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,2,5,5,10,7,17
LURIBAY,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,3,2,5,3,8,11
MACHACAMARCA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,2,22,13,23,15,38
MACHARETI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,20,10,0,0,20,10,30
MALLA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
MAPIRI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,7,11,5,6,12,17,29
MECAPACA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,3,12,2,11,5,23,28
MINEROS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,11,29,39,11,50,40,90
MIZQUE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,8,44,29,44,37,88,125
MOCOMOCO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,6,26,1,3,7,29,36
MOJOCOYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,7,6,0,4,7,10,17
MONTEAGUDO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,16,10,1,2,17,12,29
MONTERO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,35,188,95,94,130,282,412
MORO MORO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,0,0,0,2,0,2
MOROCHATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,3,1,5,1,8,9
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,3,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,1,0,0,2,1,3
OCURI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,17,1,10,1,27,28
OKINAWA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,3,7,10,2,13,9,22
OMEREQUE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,4,5,5,10,9,19
ORURO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,114,396,48,19,162,415,577
PADCAYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,8,18,2,11,10,29,39
PADILLA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,3,1,3,3,6,4,10
PAILON,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,15,33,13,18,28,51,79
PALCA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,6,18,21,47,27,65,92
PALOS BLANCOS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,14,14,14,8,28,22,50
PAMPA AULLAGAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,3,0,4,0,7,7
PAMPA GRANDE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
PAPEL PAMPA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,8,0,3,2,11,13
PATACAMAYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,25,71,21,72,46,118
PAZÑA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,7,12,0,13,7,20
PELECHUCO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,7,22,56,24,63,87
POCOATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,13,0,14,14
POCONA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,4,5,4,10,8,15,23
POJO (CBBA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,4,2,4,2,8,4,12
POOPO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,5,15,9,15,14,29
PORCO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,20,58,22,34,42,92,134
POROMA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,4,10,2,1,6,11,17
PORONGO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,1,0,1,1,2,3
PORTACHUELO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,10,24,18,1,28,25,53
PORVENIR,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,3,10,4,4,7,14,21
POSTRER VALLE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,0,5,0,7,0,7
POTOSI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,64,318,51,100,115,418,533
PRESTO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,1,0,4,1,5,6
PUCARANI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,16,2,17,4,33,37
PUERTO ACOSTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,30,3,5,0,35,3,38
PUERTO CARABUCO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,8,229,39,234,47,281
PUERTO GONZALO MORENO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,1,3,2,3,3,6
PUERTO PEREZ,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,0,0,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,36,2,0,0,36,2,38
PUERTO RICO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,4,17,0,0,4,17,21
PUERTO SILES,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,2,0,0,1,2,3
PUERTO SUAREZ,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,115,38,20,0,135,38,173
PUERTO VILLARROEL,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,28,27,65,44,93,71,164
PUNA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,6,25,0,1,6,26,32
PUNATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,8,22,12,8,20,30,50
QUIABAYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,2,0,2,2
QUILLACOLLO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,49,74,202,217,251,291,542
QUIME,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,8,15,10,28,18,43,61
RAVELO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,5,4,11,4,16,20
REYES,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,10,23,0,12,10,35,45
RIBERALTA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,35,294,12,16,47,310,357
ROBORE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,10,3,0,0,10,3,13
RURRENABAQUE,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,8,2,1,2,9,4,13
SABAYA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,4,2,5,4,9,13
SACABA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,51,152,380,215,431,367,798
SACABAMBA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,10,1,2,2,12,14
SACACA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,4,71,34,30,38,101,139
SAIPINA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,3,1,0,0,3,1,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,3,15,11,15,14,29
SAMAIPATA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,2,1,0,6,2,8
SAN ANDRES,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,10,3,3,4,13,17
SAN ANDRES DE MACHACA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,2,0,1,0,3,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,13,4,7,5,20,9,29
SAN BENITO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,2,1,2,3,4,7
SAN BORJA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,36,66,2,12,38,78,116
SAN BUENA VENTURA,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,3,15,0,0,3,15,18
SAN CARLOS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,17,3,6,8,23,31
SAN IGNACIO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,16,35,24,3,40,38,78
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,23,40,2,12,25,52,77
SAN JAVIER(BNI),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,4,5,1,0,5,5,10
SAN JAVIER(STC),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,11,7,0,0,11,7,18
SAN JOAQUIN,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,7,0,1,0,8,8
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,4,5,4,5,8,10,18
SAN JUAN DE YAPACANI,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,5,4,0,3,5,7,12
SAN JULIAN,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,14,52,61,20,75,72,147
SAN LORENZO(PND),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,0,5,10,30,10,35,45
SAN LORENZO(TJA),otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,12,38,6,16,18,54,72
SAN LUCAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,17,0,6,2,23,25
SAN MATIAS,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,4,21,192,196,196,217,413
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,4,9,0,0,4,9,13
SAN PABLO DE LIPEZ,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,1,2,0,0,1,2,3
SAN PEDRO,otras vacunaciones,dt 1ra. dosis de 10 a 49 anos,2016-01-01,2,4,0,0,2,4,6
