,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
WARNES,otras vacunaciones,influenza estacional a personal de salud,2016-01-01,0,1,0,0,0,1,1
BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,20,28,4,18,24,46,70
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,0,0,3,5,3,5,8
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,46,35,13,25,59,60,119
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,5,29,0,0,5,29,34
COPACABANA,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,0,2,0,1,0,3,3
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,1,1,0,0,1,1,2
GUTIERREZ,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,11,4,0,0,11,4,15
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,0,0,0,2,0,2,2
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,8,26,0,0,8,26,34
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,1,2,2,0,3,2,5
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,20,81,52,116,72,197,269
ORURO,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,12,25,0,0,12,25,37
PALOS BLANCOS,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,0,0,4,0,4,0,4
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,4,7,9,16,13,23,36
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,0,2,0,0,0,2,2
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,0,2,0,1,0,3,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,11,28,7,13,18,41,59
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,21,24,0,0,21,24,45
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,2,10,0,0,2,10,12
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,0,1,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,1,0,0,0,1,0,1
WARNES,otras vacunaciones,influenza estacional a personal de salud,2016-02-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2016-03-01,0,3,0,0,0,3,3
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2016-03-01,0,1,0,0,0,1,1
CARIPUYO,otras vacunaciones,influenza estacional a personal de salud,2016-04-01,1,1,0,0,1,1,2
SABAYA,otras vacunaciones,influenza estacional a personal de salud,2016-04-01,7,6,0,0,7,6,13
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personal de salud,2016-04-01,0,0,0,8,0,8,8
ACACIO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,2,0,0,1,2,3
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,19,29,1,1,20,30,50
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,14,0,0,4,14,18
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,18,24,0,2,18,26,44
ALALAY,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,5,0,1,3,6,9
ALCALA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,9,19,0,0,9,19,28
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,11,6,1,14,12,26
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,16,1,0,9,16,25
ANTEQUERA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,11,0,3,6,14,20
ANZALDO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,10,11,1,3,11,14,25
APOLO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,4,0,0,0,4,4
ARAMPAMPA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,0,0,0,5,0,5
ARANI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,12,1,3,8,15,23
ARBIETO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,14,1,0,6,14,20
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,14,12,0,2,14,14,28
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,18,36,0,0,18,36,54
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,23,38,66,49,89,87,176
AUCAPATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,2,0,0,0,2,2
AYATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,3,5,5,6,8,14
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,5,0,0,4,5,9
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,18,24,1,2,19,26,45
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,13,23,0,0,13,23,36
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,5,5,0,5,5,10
BAURES,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,14,0,0,7,14,21
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,5,0,1,2,6,8
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,5,0,0,5,5,10
BELLA FLOR,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,48,101,9,5,57,106,163
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,29,17,18,4,47,21,68
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,14,1,1,8,15,23
BOLPEBRA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,3,0,0,1,3,4
BOYUIBE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,10,15,0,1,10,16,26
BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,6,0,0,2,6,8
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,9,1,1,8,10,18
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2016-05-01,10,12,9,15,19,27,46
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,3,0,0,5,3,8
CALACOTO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,5,0,0,6,5,11
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,14,1,0,5,14,19
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,26,48,2,0,28,48,76
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,10,15,1,2,11,17,28
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,43,46,0,0,43,46,89
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,21,2,6,10,27,37
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,13,5,0,10,13,23
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,22,8,14,19,36,55
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,34,62,2,1,36,63,99
CARANGAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,3,0,0,0,3,3
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,8,0,0,8,8,16
CARIPUYO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,4,3,0,7,4,11
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,8,0,0,8,8,16
CATACORA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,4,0,0,2,4,6
CHACARILLA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,37,38,9,11,46,49,95
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,22,2,1,10,23,33
CHARAÑA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,4,1,1,5,5,10
CHAYANTA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,14,22,0,1,14,23,37
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,20,31,5,2,25,33,58
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,5,0,0,3,5,8
CHOQUE COTA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,3,2,0,5,3,8
CHUA COCANI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,7,0,0,4,7,11
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,7,1,1,6,8,14
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,12,7,1,0,13,7,20
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,17,1,1,7,18,25
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,0,0,0,3,0,3
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,46,39,0,0,46,39,85
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,81,112,37,50,118,162,280
COCAPATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,16,22,8,6,24,28,52
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,527,818,29,33,556,851,1407
COIPASA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,0,0,6,0,6,6
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,44,68,42,116,86,184,270
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2016-05-01,32,20,1,0,33,20,53
COLLANA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,9,1,2,7,11,18
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,12,9,17,15,29,44
COLPA BELGICA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,0,0,0,1,0,1
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,3,0,0,1,3,4
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,14,17,1,0,15,17,32
COMANCHE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,2,0,0,0,2,2
COMARAPA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,14,0,0,5,14,19
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,13,27,0,0,13,27,40
COPACABANA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,3,0,3,2,6,8
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,14,0,5,7,19,26
CORO CORO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,8,1,0,4,8,12
COROICO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,13,31,0,2,13,33,46
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,9,18,3,6,12,24,36
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,34,29,9,14,43,43,86
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,39,69,0,0,39,69,108
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,28,30,11,13,39,43,82
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,9,5,0,0,9,5,14
CUEVO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,8,0,0,7,8,15
CULPINA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,25,41,1,0,26,41,67
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,9,7,0,11,9,18,27
CURVA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,1,1,0,2,1,3
DESAGUADERO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,12,0,0,4,12,16
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,278,640,69,242,347,882,1229
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,8,0,4,3,12,15
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,14,30,0,0,14,30,44
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,0,3,2,4,2,6
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,19,43,0,0,19,43,62
EL VILLAR,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,12,17,0,1,12,18,30
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,13,5,7,13,20,33
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,25,38,0,0,25,38,63
ESCARA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,4,0,0,4,4,8
ESCOMA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,10,0,0,7,10,17
ESMERALDA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,2,0,0,5,2,7
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,7,0,1,4,8,12
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,3,0,0,8,3,11
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,56,3,2,11,58,69
FILADELFIA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,9,14,2,3,11,17,28
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,14,27,0,1,14,28,42
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,11,23,22,31,33,64
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,2,0,0,1,2,3
GUAQUI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,12,0,0,5,12,17
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,36,82,13,31,49,113,162
HUACARETA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,5,1,2,7,7,14
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,10,12,0,0,10,12,22
HUACHACALLA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,8,1,0,6,8,14
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,24,1,1,12,25,37
HUARACAJE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,14,10,1,4,15,14,29
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,5,0,0,3,5,8
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,13,4,2,7,15,22
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,11,0,9,11,20,31
HUMANATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,4,0,0,0,4,4
ICLA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,19,22,12,8,31,30,61
INCAHUASI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,17,19,2,1,19,20,39
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,14,17,1,3,15,20,35
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,0,1,1,1,1,2
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,19,20,25,11,44,31,75
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,5,5,4,11,9,20
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,13,42,10,41,23,83,106
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,663,1141,138,130,801,1271,2072
LA RIVERA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,1,1,2,2,3,5
LAGUNILLAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,5,0,1,4,6,10
LAJA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,15,1,10,9,25,34
LAS CARRERAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,9,12,0,2,9,14,23
LICOMA PAMPA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,3,0,0,6,3,9
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,78,112,5,12,83,124,207
LLICA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,9,11,19,22,28,33,61
LORETO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,3,0,8,1,11,12
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,13,0,0,7,13,20
MACHARETI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,13,0,0,7,13,20
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,14,1,0,5,14,19
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,11,0,0,6,11,17
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,19,0,0,11,19,30
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,8,0,0,6,8,14
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,29,0,0,11,29,40
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,18,27,2,3,20,30,50
MOCOMOCO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,7,9,6,14,13,27
MOJINETE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,2,0,0,5,2,7
MOJOCOYA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,18,20,0,0,18,20,38
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,29,74,1,1,30,75,105
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,34,121,20,80,54,201,255
MORO MORO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,6,0,0,4,6,10
MOROCHATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,13,7,6,11,19,30
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,13,0,1,7,14,21
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,0,0,0,1,0,1
OKINAWA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,6,1,0,3,6,9
OMEREQUE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,8,3,2,9,10,19
ORURO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,148,345,9,130,157,475,632
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,6,0,0,3,6,9
PADILLA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,25,35,0,0,25,35,60
PAILON,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,16,11,11,13,27,40
PALCA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,6,5,4,6,10,16
PALOS BLANCOS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,20,17,8,9,28,26,54
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,8,0,0,2,8,10
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,19,15,0,1,19,16,35
PAPEL PAMPA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,11,1,0,4,11,15
PASORAPA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,6,9,10,14,16,30
PATACAMAYA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,9,19,0,0,9,19,28
PAZÑA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,10,22,3,4,13,26,39
PELECHUCO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,4,0,0,8,4,12
POCOATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,7,8,13,13,20,33
POCONA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,8,3,6,6,14,20
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,2,0,1,2,3,5
POOPO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,14,3,1,8,15,23
PORCO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,20,0,4,6,24,30
POROMA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,22,17,1,1,23,18,41
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,17,17,1,0,18,17,35
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,50,20,0,0,50,20,70
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,96,256,447,285,543,541,1084
PRESTO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,15,22,2,1,17,23,40
PUCARA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,6,0,1,8,7,15
PUCARANI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,18,1,4,9,22,31
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,5,1,5,4,10,14
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,14,12,1,0,15,12,27
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,16,3,14,14,30,44
PUERTO PEREZ,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,8,5,2,6,10,16
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,5,1,0,8,5,13
PUERTO RICO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,17,2,0,10,17,27
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,24,39,7,11,31,50,81
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,53,70,4,7,57,77,134
PUNA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,19,3,1,14,20,34
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,21,3,1,9,22,31
QUILLACOLLO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,84,148,36,52,120,200,320
QUIME,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,0,1,0,1,0,1
QUIRUSILLAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,3,0,0,2,3,5
REYES,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,6,0,0,1,6,7
ROBORE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,22,0,0,11,22,33
SACABA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,47,82,211,155,258,237,495
SACABAMBA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,4,1,0,2,4,6
SACACA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,5,0,0,4,5,9
SAIPINA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,12,0,0,1,12,13
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,12,16,3,4,15,20,35
SAMAIPATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,9,14,4,8,13,22,35
SAN AGUSTIN,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,3,0,0,3,3,6
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,6,1,0,7,6,13
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,8,0,2,7,10,17
SAN BENITO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,19,0,6,5,25,30
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,24,49,0,0,24,49,73
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,7,1,0,8,7,15
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,24,1,2,8,26,34
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,10,1,1,5,11,16
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,53,145,0,0,53,145,198
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,5,3,3,5,8,13
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,12,15,0,0,12,15,27
