,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTALES,TOTALES,TOTALES
EL ALTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,55,38,4,8,59,46,105
EL PUENTE(STC),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,1,0,0,0,1,0,1
ESCARA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,0,5,5,5,5,10
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,0,2,3,2,3,5
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,12,11,0,0,12,11,23
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,1,3,4,13,5,16,21
GUANAY,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,3,2,0,0,3,2,5
HUANUNI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,18,18,2,0,20,18,38
LA GUARDIA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,5,2,0,3,5,5,10
LA PAZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,58,78,10,21,68,99,167
MINEROS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,22,36,2,1,24,37,61
MONTERO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,9,8,16,22,25,30,55
ORURO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,3,1,3,3,6,4,10
PAILON,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,0,7,89,7,89,96
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,0,1,2,1,2,3
PAMPA AULLAGAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,0,5,5,5,5,10
PORVENIR,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,2,0,0,0,2,2
POSTRER VALLE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,0,3,0,3,0,3
PUERTO RICO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,0,0,3,0,3,3
QUILLACOLLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,1,0,3,9,4,9,13
ROBORE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,4,3,6,5,10,8,18
SABAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,7,2,4,6,11,8,19
SACABA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,18,14,4,9,22,23,45
SAN BORJA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,0,1,0,1,0,1
SAN CARLOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,1,9,5,9,6,15
SAN IGNACIO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,2,3,0,0,2,3,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,3,0,0,0,3,0,3
SAN MATIAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,26,14,20,20,46,34,80
SAN PEDRO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,4,3,1,5,5,8,13
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,5,3,7,5,12,8,20
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,188,145,0,0,188,145,333
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,0,7,3,7,3,10
SENA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,0,3,1,3,1,4
SORACACHI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,2,3,5,3,7,10
TAPACARI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,6,10,5,4,11,14,25
TOLATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,0,3,1,3,1,4
TOLEDO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,2,3,25,20,27,23,50
TOTORA(CBBA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,0,6,5,6,5,11
URUBICHA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,2,7,14,24,16,31,47
VALLEGRANDE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,4,0,0,0,4,4
WARNES,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-01-01,0,0,1,1,1,1,2
AIQUILE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,1,0,1,0,1
ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,1,1,0,1,1,2,3
APOLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,4,9,4,9,13
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,1,0,0,0,1,0,1
ATOCHA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,2,13,5,1,7,14,21
AYATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,9,17,3,2,12,19,31
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,1,0,0,0,1,0,1
BETANZOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,22,20,25,33,47,53,100
BOYUIBE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,1,4,1,4,5
BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,2,1,0,0,2,1,3
CABEZAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,4,6,82,11,86,17,103
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,1,4,5,6,6,10,16
CAMIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,2,8,0,0,2,8,10
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,8,3,8,9,16,12,28
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,8,6,0,0,8,6,14
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,11,24,152,176,163,200,363
CHUA COCANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,0,4,0,4,4
CHUMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,2,11,6,11,8,19
COBIJA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,2,4,2,4,6
COPACABANA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,8,4,32,31,40,35,75
EL ALTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,12,15,9,2,21,17,38
EL TORNO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,12,24,13,12,25,36,61
ESCARA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,2,6,2,6,8
ESMERALDA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,5,5,5,5,10
EXALTACION,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,3,3,0,0,3,3,6
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,3,10,0,0,3,10,13
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,26,41,39,26,65,67,132
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,13,18,12,26,25,44,69
HUANUNI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,8,11,1,4,9,15,24
IXIAMAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,8,12,8,12,20
LA GUARDIA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,10,1,10,1,11
LA PAZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,141,135,57,59,198,194,392
LAGUNILLAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,15,3,3,3,18,21
MAPIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,4,3,7,3,11,6,17
MECAPACA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,30,28,30,28,58
MINEROS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,2,0,4,6,6,6,12
MONTERO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,11,12,61,25,72,37,109
ORURO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,31,9,0,0,31,9,40
PAILON,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,5,4,5,4,9
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,13,7,12,9,25,16,41
POTOSI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,2,4,8,10,10,14,24
PUERTO CARABUCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,6,4,0,0,6,4,10
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,2,22,12,22,14,36
PUERTO RICO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,1,0,9,10,10,10,20
RAVELO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,4,5,27,49,31,54,85
ROBORE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,5,7,0,0,5,7,12
SACABA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,1,0,0,0,1,1
SAN CARLOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,13,9,0,0,13,9,22
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,19,22,49,35,68,57,125
SAN PEDRO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,5,5,31,35,36,40,76
SAN RAMON BENI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,71,97,0,0,71,97,168
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,2,2,0,0,2,2,4
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,5,4,0,0,5,4,9
SENA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,7,7,19,17,26,24,50
SORACACHI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,4,5,38,27,42,32,74
TAPACARI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,1,4,3,4,4,8
TOLATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,4,7,4,7,11
TOLEDO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,11,26,11,26,37
TOTORA(CBBA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,0,0,5,6,5,6,11
UYUNI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,7,13,1,4,8,17,25
VALLEGRANDE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,1,1,3,6,4,7,11
WARNES,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-02-01,4,7,8,8,12,15,27
COBIJA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-03-01,5,6,0,0,5,6,11
COLPA BELGICA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-03-01,0,0,8,0,8,0,8
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-03-01,0,0,2,2,2,2,4
HUANUNI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-03-01,8,7,0,0,8,7,15
HUARACAJE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-03-01,0,0,3,2,3,2,5
LA PAZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-03-01,20,24,75,81,95,105,200
SAN CARLOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-03-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-03-01,0,0,8,5,8,5,13
SAN PEDRO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-03-01,3,4,32,24,35,28,63
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-04-01,1,0,10,5,11,5,16
COBIJA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-04-01,1,2,0,0,1,2,3
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-04-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-04-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-04-01,0,0,1,1,1,1,2
ACACIO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,17,19,78,113,95,132,227
ACHACACHI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,117,101,233,284,350,385,735
ACHOCALLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,50,44,3,7,53,51,104
AIQUILE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,62,68,135,218,197,286,483
ALALAY,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,0,1,6,20,6,21,27
ALCALA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,25,31,9,12,34,43,77
ANCORAIMES,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,41,29,45,47,86,76,162
ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,25,15,100,102,125,117,242
ANTEQUERA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,2,2,38,37,40,39,79
ANZALDO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,1,2,58,69,59,71,130
APOLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,64,54,41,39,105,93,198
ARANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,33,55,45,77,78,132,210
ARBIETO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,32,46,40,72,72,118,190
ARQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,23,35,24,64,47,99,146
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,6,4,6,1,12,5,17
ATOCHA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,9,6,55,104,64,110,174
AUCAPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,71,61,37,35,108,96,204
AYATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,53,80,90,99,143,179,322
AYO AYO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,56,72,44,32,100,104,204
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,114,131,540,548,654,679,1333
AZURDUY,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,5,15,0,0,5,15,20
BATALLAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,6,8,40,43,46,51,97
BAURES,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,59,71,0,0,59,71,130
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,4,10,70,75,74,85,159
BELEN DE URMIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,6,7,2,3,8,10,18
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,1,0,8,9,9,9,18
BERMEJO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,98,107,240,342,338,449,787
BETANZOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,129,157,301,303,430,460,890
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,24,24,55,78,79,102,181
BOLPEBRA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,5,3,24,14,29,17,46
BOYUIBE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,3,6,43,63,46,69,115
BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,23,28,20,29,43,57,100
CABEZAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,2,4,0,0,2,4,6
CAIROMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,37,32,68,71,105,103,208
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,10,36,91,106,101,142,243
CAJUATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,29,19,45,39,74,58,132
CALACOTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,4,2,27,27,31,29,60
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,30,38,26,32,56,70,126
CAMARGO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,41,70,62,86,103,156,259
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,15,10,44,54,59,64,123
CAMIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,48,58,5,2,53,60,113
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,17,29,246,439,263,468,731
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,24,23,65,55,89,78,167
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,43,38,269,334,312,372,684
CARANAVI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,301,197,113,65,414,262,676
CARANGAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,0,0,11,15,11,15,26
CARAPARI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,5,6,62,90,67,96,163
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,4,2,87,113,91,115,206
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,16,12,48,57,64,69,133
CATACORA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,4,3,15,35,19,38,57
CHACARILLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,12,7,22,21,34,28,62
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,85,99,167,179,252,278,530
CHAQUI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,90,125,206,325,296,450,746
CHARAÑA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,8,6,28,22,36,28,64
CHAYANTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,10,24,156,243,166,267,433
CHIMORE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,51,32,63,71,114,103,217
CHIPAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,4,4,9,11,13,15,28
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,5,4,21,34,26,38,64
CHUA COCANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,17,16,18,26,35,42,77
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,48,30,132,107,180,137,317
CHUMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,81,63,94,85,175,148,323
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,11,16,45,84,56,100,156
CKOCHAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,31,45,12,6,43,51,94
CLIZA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,51,73,64,118,115,191,306
COBIJA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,56,67,74,72,130,139,269
COCAPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,89,112,204,221,293,333,626
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,3454,4340,495,537,3949,4877,8826
COIPASA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,0,0,10,12,10,12,22
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,133,163,175,259,308,422,730
"COLCHA ""K""",otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,49,60,70,90,119,150,269
COLLANA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,25,29,21,26,46,55,101
COLOMI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,107,133,22,27,129,160,289
COLPA BELGICA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,1,1,2,0,3,1,4
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,0,0,11,17,11,17,28
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,90,95,26,36,116,131,247
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,6,5,78,87,84,92,176
COMANCHE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,41,32,10,9,51,41,92
COMARAPA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,33,45,64,75,97,120,217
COMBAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,0,1,58,58,58,59,117
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,11,6,0,0,11,6,17
COPACABANA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,7,3,69,101,76,104,180
CORIPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,65,43,79,66,144,109,253
CORO CORO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,11,11,134,144,145,155,300
COROICO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,81,67,103,118,184,185,369
CORQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,16,21,129,139,145,160,305
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,142,200,343,600,485,800,1285
COTOCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,47,68,15,12,62,80,142
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,1,3,5,3,6,6,12
CUATRO CAÑADAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,14,10,15,21,29,31,60
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,2,8,12,8,14,16,30
CUEVO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,6,2,27,51,33,53,86
CULPINA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,31,53,36,31,67,84,151
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,39,32,83,150,122,182,304
CURVA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,0,0,22,21,22,21,43
DESAGUADERO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,11,11,22,23,33,34,67
EL ALTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,1430,1685,1025,1450,2455,3135,5590
EL CHORO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,8,11,15,15,23,26,49
EL PUENTE(STC),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,7,8,6,7,13,15,28
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,1,5,25,50,26,55,81
EL TORNO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,105,119,150,180,255,299,554
EL VILLAR,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,19,34,21,36,40,70,110
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,80,61,93,122,173,183,356
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,61,66,45,34,106,100,206
ESCARA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,0,0,14,13,14,13,27
ESCOMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,28,20,39,67,67,87,154
ESMERALDA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,0,0,14,16,14,16,30
