,group,variable,month,DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
AUCAPATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,1,0,1,1
AYATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,5,0,6,1,11,12
AYO AYO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,5,5,13,5,18,23
AZURDUY,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
BATALLAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,3,1,2,2,5,7
BAURES,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,7,0,0,0,7,7
BELEN DE ANDAMARCA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,1,0,1,1,2
BELEN DE URMIRI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,2,10,2,10,12
BELLA FLOR,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,3,31,3,33,6,39
BERMEJO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,4,14,0,2,4,16,20
BETANZOS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,6,0,2,1,8,9
BOLIVAR,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,1,0,2,2
BOYUIBE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,10,1,2,5,12,6,18
BUENA VISTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,5,3,6,5,11,16
CABEZAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,18,22,30,65,48,87,135
CAIROMA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,1,0,2,2
"CAIZA ""D""",otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,0,3,0,6,6
CAJUATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
CALACOTO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,1,0,1,1
CALAMARCA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,7,0,0,2,7,9
CAMARGO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,5,33,1,3,6,36,42
CAMIRI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,23,16,12,17,35,33,68
CAPINOTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,4,7,1,17,5,24,29
CAQUIAVIRI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,2,3,2,4,6
CARACOLLO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,1,23,1,26,27
CARANAVI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,3,34,1,6,4,40,44
CARANGAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,2,1,2,1,3
CARAPARI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,3,8,0,0,3,8,11
CARIPUYO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,2,0,1,0,3,3
CARMEN RIVERO TORREZ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,13,0,1,2,14,2,16
CHALLAPATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,7,1,11,3,18,21
CHAQUI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
CHARAGUA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,46,17,1,9,47,26,73
CHAYANTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,8,0,0,0,8,8
CHIMORE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,3,7,3,15,6,22,28
CHUA COCANI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,2,2,19,3,21,24
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,14,40,13,37,27,77,104
CHUMA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,14,0,14,14
CKOCHAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,4,0,3,0,7,7
CLIZA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,4,9,5,13,9,22,31
COBIJA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,7,37,205,19,212,56,268
COCAPATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,5,5,12,7,17,12,29
COCHABAMBA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,152,378,101,96,253,474,727
COIPASA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,3,0,3,3
COLCAPIRHUA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,8,30,14,60,22,90,112
"COLCHA ""K""",otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,5,2,0,4,5,9
COLOMI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,6,6,0,2,6,8,14
COLPA BELGICA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,4,1,1,3,5,8
COLQUECHACA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,0,3,0,6,6
COLQUENCHA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,4,0,0,0,4,4
COLQUIRI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,2,0,3,0,5,5
COMANCHE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
COMARAPA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,2,0,0,1,2,3
COMBAYA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,0,0,0,2,0,2
CONCEPCION,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,3,10,0,0,3,10,13
COPACABANA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,10,1,10,4,14
CORIPATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,13,2,4,4,17,21
CORO CORO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,4,0,1,0,5,5
COROICO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,1,0,0,2,1,3
COTAGAITA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,14,1,7,2,21,23
COTOCA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,19,81,0,3,19,84,103
CRUZ DE MACHACAMARCA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,3,0,3,3
CUATRO CAÑADAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,4,7,26,26,30,33,63
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,4,0,4,4
CUEVO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,0,0,0,2,0,2
CULPINA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,9,1,2,3,11,14
CURAHUARA DE CARANGAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,1,1,2,2,3,5
CURVA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,0,0,1,1,1,2
DESAGUADERO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,87,595,277,135,364,730,1094
EL CHORO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
EL PUENTE(TJA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,2,0,2,1,4,5
EL TORNO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,4,6,1,2,5,8,13
EL VILLAR,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
ENTRE RIOS TRJ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,32,26,2,6,34,32,66
ENTRE RIOS CBBA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,29,28,0,1,29,29,58
ESCOMA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,0,5,0,8,8
FILADELFIA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,0,0,5,1,5,6
GENERAL SAAVEDRA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,7,0,0,0,7,7
GUANAY,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,8,2,3,4,11,15
GUAYARAMERIN,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,4,33,48,37,52,70,122
GUTIERREZ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
HUACARETA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,4,4,2,0,6,4,10
HUANUNI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,6,14,4,1,10,15,25
HUARINA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,1,0,1,1
HUATAJATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,0,0,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,2,0,0,1,2,3
HUMANATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,7,3,18,3,25,28
INCAHUASI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,4,7,1,0,5,7,12
INQUISIVI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,2,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,4,1,2,2,6,8
IXIAMAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
JESUS DE MACHACA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,3,6,80,72,83,78,161
LA GUARDIA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,50,63,37,21,87,84,171
LA PAZ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,112,506,139,171,251,677,928
LAGUNILLAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,3,4,15,5,18,23
LAJA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,0,0,0,3,3
LLALLAGUA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,4,0,0,1,4,5
LORETO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,5,7,1,3,6,10,16
LURIBAY,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,11,9,11,9,20
MACHARETI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,5,5,0,0,5,5,10
MAIRANA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,2,2,11,2,13,15
MALLA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,2,0,2,2
MAPIRI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,5,1,0,1,5,6
MECAPACA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,4,0,0,0,4,4
MINEROS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,21,16,23,16,44,60
MIZQUE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,4,10,3,12,7,22,29
MOCOMOCO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,6,1,2,1,8,9
MOJOCOYA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,0,0,0,3,3
MONTEAGUDO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,7,4,3,5,10,9,19
MONTERO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,6,42,6,25,12,67,79
MORO MORO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,2,1,2,1,3
MOROCHATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,9,5,9,5,14
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,2,0,0,1,2,3
OCURI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,2,0,3,3
OKINAWA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,12,4,6,5,18,23
OMEREQUE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,6,4,6,2,12,6,18
ORURO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,39,140,35,30,74,170,244
PADCAYA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,4,0,0,1,4,5
PADILLA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,4,2,7,4,11,15
PAILON,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,13,9,26,41,39,50,89
PALCA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,5,6,17,8,22,30
PALOS BLANCOS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,6,1,2,3,8,11
PAMPA AULLAGAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,0,1,0,4,4
PAMPA GRANDE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,4,0,1,2,5,7
PASORAPA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,0,0,0,2,0,2
PATACAMAYA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,90,1,90,4,94
PAZÑA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,4,0,0,0,4,4
PELECHUCO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,0,9,0,12,12
POCOATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,6,0,6,6
POCONA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,6,1,7,4,13,5,18
POJO (CBBA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,4,0,12,10,16,10,26
POOPO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
PORCO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,4,2,3,4,7,11
POROMA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,3,1,3,4,7
PORONGO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,1,1,1,2,3
PORTACHUELO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,11,0,0,1,11,12
PORVENIR,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,0,1,2,3,2,5
POSTRER VALLE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,2,0,3,3
POTOSI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,19,106,12,21,31,127,158
PUCARANI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,4,1,7,2,11,13
PUERTO ACOSTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,7,0,7,7
PUERTO CARABUCO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,5,14,23,14,28,42
PUERTO QUIJARRO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,3,5,0,0,3,5,8
PUERTO SUAREZ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,4,0,0,2,4,6
PUERTO VILLARROEL,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,7,33,10,11,17,44,61
PUNA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,5,0,0,0,5,5
PUNATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,8,23,2,2,10,25,35
QUILLACOLLO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,12,30,31,67,43,97,140
QUIME,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,2,0,2,2
QUIRUSILLAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,3,2,0,0,3,2,5
RAVELO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,0,4,9,5,9,14
REYES,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,4,0,0,0,4,4
RIBERALTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,4,13,0,2,4,15,19
RURRENABAQUE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,0,1,0,1,1
SACABA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,9,54,18,39,27,93,120
SACACA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,6,98,119,99,125,224
SAIPINA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,1,4,1,5,2,7
SAMAIPATA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,4,5,2,3,6,8,14
SAN ANDRES,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,1,2,3,4,4,8
SAN ANDRES DE MACHACA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,1,1,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,4,2,9,26,13,28,41
SAN BENITO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,5,5,2,0,7,5,12
SAN BORJA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,9,29,0,2,9,31,40
SAN BUENA VENTURA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
SAN CARLOS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,25,2,2,3,27,30
SAN IGNACIO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,3,11,3,3,6,14,20
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,7,18,1,4,8,22,30
SAN JAVIER(BNI),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,5,0,0,0,5,5
SAN JAVIER(STC),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
SAN JOAQUIN,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,2,0,0,0,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,10,7,0,0,10,7,17
SAN JUAN DE YAPACANI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,0,0,0,2,0,2
SAN JULIAN,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,14,5,13,7,27,34
SAN LORENZO(PND),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,9,4,4,6,13,19
SAN LUCAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,11,3,4,3,15,18
SAN MATIAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,6,19,22,47,28,66,94
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,0,0,0,3,3
SAN PABLO DE LIPEZ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,0,0,0,3,3
SAN PEDRO,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,4,2,1,2,5,7
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,0,3,0,6,6
SAN RAFAEL,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,10,1,10,1,11
SAN RAMON BENI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,0,1,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,5,0,0,2,5,7
SANTA ANA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,2,0,0,2,2,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,340,860,217,203,557,1063,1620
SANTA ROSA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,3,0,0,0,3,3
SANTA ROSA DEL SARA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,3,8,0,6,3,14,17
SANTIAGO DE HUARI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,2,1,2,2,4
SANTIVAÑES,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,1,5,4,6,5,11
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,1,4,1,5,6
SENA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,9,4,1,6,10,16
SHINAOTA,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,1,4,91,27,92,31,123
SICA SICA (VILLA AROMA),otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,3,1,5,5,8,6,14
SIPE SIPE,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,2,14,4,19,6,33,39
SOPACHUY,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,2,0,1,0,3,3
SORACACHI,otras vacunaciones,dt 3ra. dosis de 10 a 49 anos,2016-01-01,0,1,2,2,2,3,5
