municipality,group,variable,month,Curaciones y/o suturas,TOTAL
BELLA FLOR,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,10,10
BERMEJO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,1817,1817
BETANZOS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,98,98
BOLIVAR,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,5,5
BOLPEBRA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,11,11
BOYUIBE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,30,30
BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,69,69
CABEZAS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,72,72
CAIROMA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,42,42
"CAIZA ""D""",otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,39,39
CAJUATA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,77,77
CALACOTO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,12,12
CALAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,90,90
CAMARGO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,99,99
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,32,32
CAMIRI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,868,868
CAPINOTA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,94,94
CAQUIAVIRI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,26,26
CARACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,122,122
CARANAVI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,659,659
CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,9,9
CARAPARI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,68,68
CARIPUYO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,42,42
CARMEN RIVERO TORREZ,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,29,29
CATACORA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,9,9
CHACARILLA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,1,1
CHALLAPATA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,206,206
CHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,25,25
CHARAGUA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,139,139
CHARAÑA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,1,1
CHAYANTA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,57,57
CHIMORE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,48,48
CHIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,8,8
CHOQUE COTA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,10,10
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,64,64
CHUMA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,39,39
CLIZA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,434,434
COBIJA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,998,998
COCHABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,10250,10250
COIPASA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,2,2
COLCAPIRHUA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,257,257
"COLCHA ""K""",otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,14,14
COLLANA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,20,20
COLOMI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,149,149
COLPA BELGICA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,217,217
COLQUECHACA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,113,113
COLQUENCHA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,45,45
COLQUIRI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,156,156
COMANCHE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,14,14
COMARAPA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,46,46
COMBAYA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,3,3
CONCEPCION,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,76,76
COPACABANA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,56,56
CORIPATA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,63,63
CORO CORO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,14,14
COROICO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,136,136
CORQUE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,49,49
COTAGAITA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,164,164
COTOCA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,635,635
CUATRO CAÑADAS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,245,245
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,8,8
CUEVO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,21,21
CULPINA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,74,74
CURAHUARA DE CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,24,24
CURVA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,9,9
DESAGUADERO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,58,58
EL ALTO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,8105,8105
EL CHORO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,15,15
EL PUENTE(STC),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,80,80
EL PUENTE(TJA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,106,106
EL TORNO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,1735,1735
EL VILLAR,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,25,25
ENTRE RIOS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,139,139
ENTRE RIOS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,252,252
ESMERALDA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,1,1
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,54,54
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,6,6
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,30,30
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,97,97
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,42,42
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,38,38
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,48,48
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,113,113
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,51,51
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,970,970
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,42,42
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,37,37
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,16,16
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,100,100
HUANUNI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,839,839
HUARACAJE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,110,110
HUAYLLAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,13,13
ICHOCA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,4,4
ICLA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,13,13
INCAHUASI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,79,79
INGAVI (HUMAITA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,2,2
INQUISIVI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,29,29
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,141,141
IXIAMAS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,87,87
JESUS DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,40,40
LA ASUNTA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,72,72
LA GUARDIA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,753,753
LA PAZ,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,31793,31793
LA RIVERA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,1,1
LAGUNILLAS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,36,36
LAJA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,68,68
LAS CARRERAS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,13,13
LICOMA PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,7,7
LLALLAGUA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,260,260
LLICA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,6,6
LORETO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,16,16
LURIBAY,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,64,64
MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,55,55
MACHARETI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,66,66
MAGDALENA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,287,287
MAIRANA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,341,341
MALLA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,9,9
MAPIRI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,13,13
MECAPACA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,115,115
MINEROS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,8,8
MIZQUE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,196,196
MOCOMOCO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,46,46
MOJINETE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,3,3
MOJOCOYA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,17,17
MONTEAGUDO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,295,295
MONTERO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,1393,1393
MORO MORO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,20,20
MOROCHATA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,62,62
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,26,26
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,35,35
OCURI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,65,65
OKINAWA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,65,65
OMEREQUE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,50,50
ORURO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,7017,7017
PADCAYA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,206,206
PADILLA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,109,109
PAILON,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,59,59
PALCA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,59,59
PALOS BLANCOS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,158,158
PAMPA AULLAGAS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,43,43
PAMPA GRANDE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,68,68
PAPEL PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,12,12
PASORAPA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,30,30
PATACAMAYA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,145,145
PAZÑA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,67,67
PELECHUCO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,11,11
POCOATA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,61,61
POCONA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,59,59
POJO (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,23,23
POOPO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,143,143
PORCO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,67,67
POROMA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,43,43
PORONGO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,69,69
PORTACHUELO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,372,372
PORVENIR,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,183,183
POSTRER VALLE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,8,8
POTOSI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,2248,2248
PRESTO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,74,74
PUCARA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,13,13
PUCARANI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,65,65
PUERTO ACOSTA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,89,89
PUERTO CARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,68,68
PUERTO GONZALO MORENO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,54,54
PUERTO PEREZ,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,23,23
PUERTO QUIJARRO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,149,149
PUERTO RICO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,89,89
PUERTO SILES,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,1,1
PUERTO SUAREZ,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,291,291
PUERTO VILLARROEL,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,537,537
PUNA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,71,71
PUNATA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,729,729
QUIABAYA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,4,4
QUILLACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,1203,1203
QUIME,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,117,117
QUIRUSILLAS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,32,32
RAVELO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,38,38
REYES,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,178,178
RIBERALTA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,1771,1771
ROBORE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,277,277
RURRENABAQUE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,270,270
SABAYA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,26,26
SACABA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,1277,1277
SACABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,29,29
SACACA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,70,70
SAIPINA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,126,126
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,42,42
SAMAIPATA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,101,101
SAN AGUSTIN,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,13,13
SAN ANDRES,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,31,31
SAN ANDRES DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,21,21
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,5,5
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,41,41
SAN BENITO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,108,108
SAN BORJA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,278,278
SAN BUENA VENTURA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,59,59
SAN CARLOS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,146,146
SAN IGNACIO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,544,544
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,795,795
SAN JAVIER(BNI),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,13,13
SAN JAVIER(STC),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,109,109
SAN JOAQUIN,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,81,81
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,298,298
SAN JUAN DE YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,241,241
SAN JULIAN,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,413,413
SAN LORENZO(PND),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,15,15
SAN LORENZO(TJA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,219,219
SAN LUCAS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,254,254
SAN MATIAS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,149,149
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,155,155
SAN PABLO DE LIPEZ,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,20,20
SAN PEDRO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,165,165
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,21,21
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,16,16
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,28,28
SAN PEDRO(PND),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,3,3
SAN RAFAEL,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,82,82
SAN RAMON,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,269,269
SAN RAMON,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,128,128
SANTA ANA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,214,214
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,59724,59724
SANTA ROSA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,95,95
SANTA ROSA DEL SARA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,148,148
SANTIAGO DE CALLAPA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,7,7
SANTIAGO DE HUARI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,34,34
SANTIAGO DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,7,7
SANTIVAÑES,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,85,85
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,20,20
SAPAHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,42,42
SENA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,29,29
SICA SICA (VILLA AROMA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,104,104
SICAYA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,5,5
SIPE SIPE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,262,262
SOPACHUY,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,39,39
SORACACHI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,32,32
SORATA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,114,114
SUCRE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,10409,10409
TACACHI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,3,3
TACACOMA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,23,23
TACOBAMBA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,25,25
TACOPAYA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,8,8
TAHUA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,2,2
TAPACARI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,37,37
TARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,44,44
TARACO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,14,14
TARATA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,41,41
TARIJA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,9732,9732
TARVITA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,57,57
TEOPONTE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,48,48
TIAWANACU,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,26,26
TINGUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,52,52
TIPUANI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,97,97
TIQUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,238,238
TIRAQUE (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,204,204
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,3,3
TOCO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,95,95
TODOS SANTOS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,6,6
TOLATA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,63,63
TOLEDO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,52,52
TOMAVE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,93,93
TOMINA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,63,63
TORO TORO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,64,64
TOTORA(CBBA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,32,32
TOTORA(ORR),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,15,15
TRIGAL,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,24,24
TRINIDAD,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,4170,4170
TUPIZA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,737,737
TURCO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,16,16
UMALA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,5,5
UNCIA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,679,679
URIONDO (A. CONCEPCION),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,258,258
URUBICHA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,44,44
UYUNI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,278,278
VACAS,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,28,28
VALLEGRANDE,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,222,222
VIACHA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,569,569
VILA VILA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,37,37
VILLA MONTES,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,865,865
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,12,12
VILLA RIVERO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,48,48
VILLA SERRANO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,32,32
VILLA TUNARI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,305,305
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,71,71
VILLAZON,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,781,781
VINTO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,326,326
VITICHI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,46,46
WALDO BALLIVIAN,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,11,11
WARNES,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,327,327
YACO,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,40,40
YACUIBA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,3170,3170
YAMPARAEZ,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,20,20
YANACACHI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,37,37
YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,337,337
YOCALLA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,16,16
YOTALA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,6,6
YUNCHARA,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,45,45
ZUDAÑEZ,otras actividades de enfermeria,curaciones y/o suturas,2008-01-01,11,11
