municipality,group,variable,month,Inyectables,TOTAL
BOLIVAR,otras actividades de enfermeria,inyectables,2020-01-01,162,162
BOLPEBRA,otras actividades de enfermeria,inyectables,2020-01-01,26,26
BOYUIBE,otras actividades de enfermeria,inyectables,2020-01-01,197,197
BUENA VISTA,otras actividades de enfermeria,inyectables,2020-01-01,1116,1116
CABEZAS,otras actividades de enfermeria,inyectables,2020-01-01,2129,2129
CAIROMA,otras actividades de enfermeria,inyectables,2020-01-01,282,282
"CAIZA ""D""",otras actividades de enfermeria,inyectables,2020-01-01,655,655
CAJUATA,otras actividades de enfermeria,inyectables,2020-01-01,652,652
CALACOTO,otras actividades de enfermeria,inyectables,2020-01-01,194,194
CALAMARCA,otras actividades de enfermeria,inyectables,2020-01-01,183,183
CAMARGO,otras actividades de enfermeria,inyectables,2020-01-01,2751,2751
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,inyectables,2020-01-01,272,272
CAMIRI,otras actividades de enfermeria,inyectables,2020-01-01,10873,10873
CAPINOTA,otras actividades de enfermeria,inyectables,2020-01-01,1113,1113
CAQUIAVIRI,otras actividades de enfermeria,inyectables,2020-01-01,228,228
CARACOLLO,otras actividades de enfermeria,inyectables,2020-01-01,687,687
CARANAVI,otras actividades de enfermeria,inyectables,2020-01-01,4477,4477
CARANGAS,otras actividades de enfermeria,inyectables,2020-01-01,15,15
CARAPARI,otras actividades de enfermeria,inyectables,2020-01-01,1837,1837
CARIPUYO,otras actividades de enfermeria,inyectables,2020-01-01,174,174
CARMEN RIVERO TORREZ,otras actividades de enfermeria,inyectables,2020-01-01,541,541
CATACORA,otras actividades de enfermeria,inyectables,2020-01-01,69,69
CHACARILLA,otras actividades de enfermeria,inyectables,2020-01-01,12,12
CHALLAPATA,otras actividades de enfermeria,inyectables,2020-01-01,3071,3071
CHAQUI,otras actividades de enfermeria,inyectables,2020-01-01,445,445
CHARAGUA,otras actividades de enfermeria,inyectables,2020-01-01,2864,2864
CHARAÑA,otras actividades de enfermeria,inyectables,2020-01-01,47,47
CHAYANTA,otras actividades de enfermeria,inyectables,2020-01-01,687,687
CHIMORE,otras actividades de enfermeria,inyectables,2020-01-01,1410,1410
CHIPAYA,otras actividades de enfermeria,inyectables,2020-01-01,24,24
CHOQUE COTA,otras actividades de enfermeria,inyectables,2020-01-01,32,32
CHUA COCANI,otras actividades de enfermeria,inyectables,2020-01-01,6,6
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,inyectables,2020-01-01,1164,1164
CHUMA,otras actividades de enfermeria,inyectables,2020-01-01,258,258
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,inyectables,2020-01-01,305,305
CKOCHAS,otras actividades de enfermeria,inyectables,2020-01-01,728,728
CLIZA,otras actividades de enfermeria,inyectables,2020-01-01,272,272
COBIJA,otras actividades de enfermeria,inyectables,2020-01-01,15863,15863
COCAPATA,otras actividades de enfermeria,inyectables,2020-01-01,496,496
COCHABAMBA,otras actividades de enfermeria,inyectables,2020-01-01,108801,108801
COIPASA,otras actividades de enfermeria,inyectables,2020-01-01,31,31
COLCAPIRHUA,otras actividades de enfermeria,inyectables,2020-01-01,4250,4250
"COLCHA ""K""",otras actividades de enfermeria,inyectables,2020-01-01,1294,1294
COLLANA,otras actividades de enfermeria,inyectables,2020-01-01,87,87
COLOMI,otras actividades de enfermeria,inyectables,2020-01-01,560,560
COLPA BELGICA,otras actividades de enfermeria,inyectables,2020-01-01,1141,1141
COLQUECHACA,otras actividades de enfermeria,inyectables,2020-01-01,1322,1322
COLQUENCHA,otras actividades de enfermeria,inyectables,2020-01-01,173,173
COLQUIRI,otras actividades de enfermeria,inyectables,2020-01-01,462,462
COMANCHE,otras actividades de enfermeria,inyectables,2020-01-01,46,46
COMARAPA,otras actividades de enfermeria,inyectables,2020-01-01,986,986
COMBAYA,otras actividades de enfermeria,inyectables,2020-01-01,44,44
CONCEPCION,otras actividades de enfermeria,inyectables,2020-01-01,2458,2458
COPACABANA,otras actividades de enfermeria,inyectables,2020-01-01,322,322
CORIPATA,otras actividades de enfermeria,inyectables,2020-01-01,588,588
CORO CORO,otras actividades de enfermeria,inyectables,2020-01-01,230,230
COROICO,otras actividades de enfermeria,inyectables,2020-01-01,2122,2122
CORQUE,otras actividades de enfermeria,inyectables,2020-01-01,381,381
COTAGAITA,otras actividades de enfermeria,inyectables,2020-01-01,2526,2526
COTOCA,otras actividades de enfermeria,inyectables,2020-01-01,7953,7953
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,inyectables,2020-01-01,16,16
CUATRO CAÑADAS,otras actividades de enfermeria,inyectables,2020-01-01,1717,1717
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,inyectables,2020-01-01,87,87
CUEVO,otras actividades de enfermeria,inyectables,2020-01-01,330,330
CULPINA,otras actividades de enfermeria,inyectables,2020-01-01,2129,2129
CURAHUARA DE CARANGAS,otras actividades de enfermeria,inyectables,2020-01-01,148,148
CURVA,otras actividades de enfermeria,inyectables,2020-01-01,59,59
DESAGUADERO,otras actividades de enfermeria,inyectables,2020-01-01,189,189
EL ALTO,otras actividades de enfermeria,inyectables,2020-01-01,52080,52080
EL CHORO,otras actividades de enfermeria,inyectables,2020-01-01,203,203
EL PUENTE(STC),otras actividades de enfermeria,inyectables,2020-01-01,776,776
EL PUENTE(TJA),otras actividades de enfermeria,inyectables,2020-01-01,619,619
EL TORNO,otras actividades de enfermeria,inyectables,2020-01-01,9162,9162
EL VILLAR,otras actividades de enfermeria,inyectables,2020-01-01,473,473
ENTRE RIOS TRJ,otras actividades de enfermeria,inyectables,2020-01-01,1747,1747
ENTRE RIOS CBBA,otras actividades de enfermeria,inyectables,2020-01-01,1579,1579
ESCARA,otras actividades de enfermeria,inyectables,2020-01-01,24,24
ESCOMA,otras actividades de enfermeria,inyectables,2020-01-01,240,240
ESMERALDA,otras actividades de enfermeria,inyectables,2020-01-01,144,144
EUCALIPTUS,otras actividades de enfermeria,inyectables,2020-01-01,163,163
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,inyectables,2020-01-01,59,59
EXALTACION,otras actividades de enfermeria,inyectables,2020-01-01,68,68
FERNANDEZ ALONSO,otras actividades de enfermeria,inyectables,2020-01-01,1131,1131
FILADELFIA,otras actividades de enfermeria,inyectables,2020-01-01,285,285
GENERAL SAAVEDRA,otras actividades de enfermeria,inyectables,2020-01-01,1024,1024
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,inyectables,2020-01-01,274,274
GUANAY,otras actividades de enfermeria,inyectables,2020-01-01,514,514
GUAQUI,otras actividades de enfermeria,inyectables,2020-01-01,186,186
GUAYARAMERIN,otras actividades de enfermeria,inyectables,2020-01-01,12096,12096
GUTIERREZ,otras actividades de enfermeria,inyectables,2020-01-01,969,969
HUACARETA,otras actividades de enfermeria,inyectables,2020-01-01,1403,1403
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,inyectables,2020-01-01,276,276
HUACHACALLA,otras actividades de enfermeria,inyectables,2020-01-01,443,443
HUANUNI,otras actividades de enfermeria,inyectables,2020-01-01,7164,7164
HUARACAJE,otras actividades de enfermeria,inyectables,2020-01-01,366,366
HUARINA,otras actividades de enfermeria,inyectables,2020-01-01,239,239
HUATAJATA,otras actividades de enfermeria,inyectables,2020-01-01,114,114
HUAYLLAMARCA,otras actividades de enfermeria,inyectables,2020-01-01,248,248
HUMANATA,otras actividades de enfermeria,inyectables,2020-01-01,25,25
ICHOCA,otras actividades de enfermeria,inyectables,2020-01-01,57,57
ICLA,otras actividades de enfermeria,inyectables,2020-01-01,452,452
INCAHUASI,otras actividades de enfermeria,inyectables,2020-01-01,930,930
INGAVI (HUMAITA),otras actividades de enfermeria,inyectables,2020-01-01,340,340
INQUISIVI,otras actividades de enfermeria,inyectables,2020-01-01,398,398
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,inyectables,2020-01-01,521,521
IXIAMAS,otras actividades de enfermeria,inyectables,2020-01-01,493,493
JESUS DE MACHACA,otras actividades de enfermeria,inyectables,2020-01-01,245,245
LA ASUNTA,otras actividades de enfermeria,inyectables,2020-01-01,1209,1209
LA GUARDIA,otras actividades de enfermeria,inyectables,2020-01-01,9411,9411
LA PAZ,otras actividades de enfermeria,inyectables,2020-01-01,160578,160578
LA RIVERA,otras actividades de enfermeria,inyectables,2020-01-01,4,4
LAGUNILLAS,otras actividades de enfermeria,inyectables,2020-01-01,490,490
LAJA,otras actividades de enfermeria,inyectables,2020-01-01,247,247
LAS CARRERAS,otras actividades de enfermeria,inyectables,2020-01-01,378,378
LICOMA PAMPA,otras actividades de enfermeria,inyectables,2020-01-01,93,93
LLALLAGUA,otras actividades de enfermeria,inyectables,2020-01-01,6968,6968
LLICA,otras actividades de enfermeria,inyectables,2020-01-01,163,163
LORETO,otras actividades de enfermeria,inyectables,2020-01-01,163,163
LURIBAY,otras actividades de enfermeria,inyectables,2020-01-01,306,306
MACHACAMARCA,otras actividades de enfermeria,inyectables,2020-01-01,211,211
MACHARETI,otras actividades de enfermeria,inyectables,2020-01-01,459,459
MAGDALENA,otras actividades de enfermeria,inyectables,2020-01-01,1814,1814
MAIRANA,otras actividades de enfermeria,inyectables,2020-01-01,1748,1748
MALLA,otras actividades de enfermeria,inyectables,2020-01-01,36,36
MAPIRI,otras actividades de enfermeria,inyectables,2020-01-01,558,558
MECAPACA,otras actividades de enfermeria,inyectables,2020-01-01,191,191
MINEROS,otras actividades de enfermeria,inyectables,2020-01-01,1699,1699
MIZQUE,otras actividades de enfermeria,inyectables,2020-01-01,1661,1661
MOCOMOCO,otras actividades de enfermeria,inyectables,2020-01-01,230,230
MOJINETE,otras actividades de enfermeria,inyectables,2020-01-01,58,58
MOJOCOYA,otras actividades de enfermeria,inyectables,2020-01-01,697,697
MONTEAGUDO,otras actividades de enfermeria,inyectables,2020-01-01,8229,8229
MONTERO,otras actividades de enfermeria,inyectables,2020-01-01,44955,44955
MORO MORO,otras actividades de enfermeria,inyectables,2020-01-01,162,162
MOROCHATA,otras actividades de enfermeria,inyectables,2020-01-01,365,365
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,inyectables,2020-01-01,242,242
NAZACARA DE PACAJES,otras actividades de enfermeria,inyectables,2020-01-01,11,11
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,inyectables,2020-01-01,110,110
OCURI,otras actividades de enfermeria,inyectables,2020-01-01,653,653
OKINAWA,otras actividades de enfermeria,inyectables,2020-01-01,498,498
OMEREQUE,otras actividades de enfermeria,inyectables,2020-01-01,759,759
ORURO,otras actividades de enfermeria,inyectables,2020-01-01,52799,52799
PADCAYA,otras actividades de enfermeria,inyectables,2020-01-01,1131,1131
PADILLA,otras actividades de enfermeria,inyectables,2020-01-01,3334,3334
PAILON,otras actividades de enfermeria,inyectables,2020-01-01,1286,1286
PALCA,otras actividades de enfermeria,inyectables,2020-01-01,309,309
PALOS BLANCOS,otras actividades de enfermeria,inyectables,2020-01-01,1991,1991
PAMPA AULLAGAS,otras actividades de enfermeria,inyectables,2020-01-01,136,136
PAMPA GRANDE,otras actividades de enfermeria,inyectables,2020-01-01,616,616
PAPEL PAMPA,otras actividades de enfermeria,inyectables,2020-01-01,150,150
PASORAPA,otras actividades de enfermeria,inyectables,2020-01-01,217,217
PATACAMAYA,otras actividades de enfermeria,inyectables,2020-01-01,719,719
PAZÑA,otras actividades de enfermeria,inyectables,2020-01-01,328,328
PELECHUCO,otras actividades de enfermeria,inyectables,2020-01-01,198,198
POCOATA,otras actividades de enfermeria,inyectables,2020-01-01,491,491
POCONA,otras actividades de enfermeria,inyectables,2020-01-01,543,543
POJO (CBBA),otras actividades de enfermeria,inyectables,2020-01-01,369,369
POOPO,otras actividades de enfermeria,inyectables,2020-01-01,169,169
PORCO,otras actividades de enfermeria,inyectables,2020-01-01,375,375
POROMA,otras actividades de enfermeria,inyectables,2020-01-01,1080,1080
PORONGO,otras actividades de enfermeria,inyectables,2020-01-01,781,781
PORTACHUELO,otras actividades de enfermeria,inyectables,2020-01-01,916,916
PORVENIR,otras actividades de enfermeria,inyectables,2020-01-01,944,944
POSTRER VALLE,otras actividades de enfermeria,inyectables,2020-01-01,135,135
POTOSI,otras actividades de enfermeria,inyectables,2020-01-01,58386,58386
PRESTO,otras actividades de enfermeria,inyectables,2020-01-01,767,767
PUCARA,otras actividades de enfermeria,inyectables,2020-01-01,203,203
PUCARANI,otras actividades de enfermeria,inyectables,2020-01-01,344,344
PUERTO ACOSTA,otras actividades de enfermeria,inyectables,2020-01-01,268,268
PUERTO CARABUCO,otras actividades de enfermeria,inyectables,2020-01-01,275,275
PUERTO GONZALO MORENO,otras actividades de enfermeria,inyectables,2020-01-01,468,468
PUERTO PEREZ,otras actividades de enfermeria,inyectables,2020-01-01,152,152
PUERTO QUIJARRO,otras actividades de enfermeria,inyectables,2020-01-01,1053,1053
PUERTO RICO,otras actividades de enfermeria,inyectables,2020-01-01,1073,1073
PUERTO SILES,otras actividades de enfermeria,inyectables,2020-01-01,43,43
PUERTO SUAREZ,otras actividades de enfermeria,inyectables,2020-01-01,875,875
PUERTO VILLARROEL,otras actividades de enfermeria,inyectables,2020-01-01,12554,12554
PUNA,otras actividades de enfermeria,inyectables,2020-01-01,1152,1152
PUNATA,otras actividades de enfermeria,inyectables,2020-01-01,4556,4556
QUIABAYA,otras actividades de enfermeria,inyectables,2020-01-01,165,165
QUILLACOLLO,otras actividades de enfermeria,inyectables,2020-01-01,7562,7562
QUIME,otras actividades de enfermeria,inyectables,2020-01-01,262,262
QUIRUSILLAS,otras actividades de enfermeria,inyectables,2020-01-01,154,154
RAQAYPAMPA(ETA),otras actividades de enfermeria,inyectables,2020-01-01,355,355
RAVELO,otras actividades de enfermeria,inyectables,2020-01-01,1329,1329
REYES,otras actividades de enfermeria,inyectables,2020-01-01,1001,1001
RIBERALTA,otras actividades de enfermeria,inyectables,2020-01-01,19528,19528
ROBORE,otras actividades de enfermeria,inyectables,2020-01-01,5535,5535
RURRENABAQUE,otras actividades de enfermeria,inyectables,2020-01-01,1851,1851
SABAYA,otras actividades de enfermeria,inyectables,2020-01-01,665,665
SACABA,otras actividades de enfermeria,inyectables,2020-01-01,14928,14928
SACABAMBA,otras actividades de enfermeria,inyectables,2020-01-01,167,167
SACACA,otras actividades de enfermeria,inyectables,2020-01-01,275,275
SAIPINA,otras actividades de enfermeria,inyectables,2020-01-01,522,522
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,inyectables,2020-01-01,605,605
SAMAIPATA,otras actividades de enfermeria,inyectables,2020-01-01,831,831
SAN AGUSTIN,otras actividades de enfermeria,inyectables,2020-01-01,170,170
SAN ANDRES,otras actividades de enfermeria,inyectables,2020-01-01,852,852
SAN ANDRES DE MACHACA,otras actividades de enfermeria,inyectables,2020-01-01,82,82
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,inyectables,2020-01-01,105,105
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,inyectables,2020-01-01,960,960
SAN BENITO,otras actividades de enfermeria,inyectables,2020-01-01,140,140
SAN BORJA,otras actividades de enfermeria,inyectables,2020-01-01,2239,2239
SAN BUENA VENTURA,otras actividades de enfermeria,inyectables,2020-01-01,1171,1171
SAN CARLOS,otras actividades de enfermeria,inyectables,2020-01-01,2664,2664
SAN IGNACIO,otras actividades de enfermeria,inyectables,2020-01-01,3027,3027
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,inyectables,2020-01-01,15578,15578
SAN JAVIER(BNI),otras actividades de enfermeria,inyectables,2020-01-01,237,237
SAN JAVIER(STC),otras actividades de enfermeria,inyectables,2020-01-01,447,447
SAN JOAQUIN,otras actividades de enfermeria,inyectables,2020-01-01,1007,1007
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,inyectables,2020-01-01,3396,3396
SAN JUAN DE YAPACANI,otras actividades de enfermeria,inyectables,2020-01-01,599,599
SAN JULIAN,otras actividades de enfermeria,inyectables,2020-01-01,6004,6004
SAN LORENZO(PND),otras actividades de enfermeria,inyectables,2020-01-01,959,959
SAN LORENZO(TJA),otras actividades de enfermeria,inyectables,2020-01-01,1547,1547
SAN LUCAS,otras actividades de enfermeria,inyectables,2020-01-01,2433,2433
SAN MATIAS,otras actividades de enfermeria,inyectables,2020-01-01,2093,2093
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,inyectables,2020-01-01,1475,1475
SAN PABLO DE LIPEZ,otras actividades de enfermeria,inyectables,2020-01-01,149,149
SAN PEDRO,otras actividades de enfermeria,inyectables,2020-01-01,2129,2129
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,inyectables,2020-01-01,636,636
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,inyectables,2020-01-01,101,101
SAN PEDRO DE QUEMES,otras actividades de enfermeria,inyectables,2020-01-01,84,84
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,inyectables,2020-01-01,262,262
SAN PEDRO(PND),otras actividades de enfermeria,inyectables,2020-01-01,287,287
SAN RAFAEL,otras actividades de enfermeria,inyectables,2020-01-01,925,925
SAN RAMON BENI,otras actividades de enfermeria,inyectables,2020-01-01,1547,1547
SAN RAMON SCZ,otras actividades de enfermeria,inyectables,2020-01-01,1744,1744
SANTA ANA,otras actividades de enfermeria,inyectables,2020-01-01,2926,2926
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,inyectables,2020-01-01,284223,284223
SANTA ROSA,otras actividades de enfermeria,inyectables,2020-01-01,645,645
SANTA ROSA DEL SARA,otras actividades de enfermeria,inyectables,2020-01-01,1218,1218
SANTIAGO DE CALLAPA,otras actividades de enfermeria,inyectables,2020-01-01,76,76
SANTIAGO DE HUARI,otras actividades de enfermeria,inyectables,2020-01-01,758,758
SANTIAGO DE HUATA,otras actividades de enfermeria,inyectables,2020-01-01,135,135
SANTIAGO DE MACHACA,otras actividades de enfermeria,inyectables,2020-01-01,115,115
SANTIVAÑES,otras actividades de enfermeria,inyectables,2020-01-01,544,544
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,inyectables,2020-01-01,180,180
SAPAHAQUI,otras actividades de enfermeria,inyectables,2020-01-01,248,248
SENA,otras actividades de enfermeria,inyectables,2020-01-01,839,839
SHINAOTA,otras actividades de enfermeria,inyectables,2020-01-01,1797,1797
SICA SICA (VILLA AROMA),otras actividades de enfermeria,inyectables,2020-01-01,417,417
SICAYA,otras actividades de enfermeria,inyectables,2020-01-01,149,149
SIPE SIPE,otras actividades de enfermeria,inyectables,2020-01-01,1496,1496
SOPACHUY,otras actividades de enfermeria,inyectables,2020-01-01,587,587
SORACACHI,otras actividades de enfermeria,inyectables,2020-01-01,307,307
SORATA,otras actividades de enfermeria,inyectables,2020-01-01,571,571
SUCRE,otras actividades de enfermeria,inyectables,2020-01-01,124045,124045
TACACHI,otras actividades de enfermeria,inyectables,2020-01-01,25,25
TACACOMA,otras actividades de enfermeria,inyectables,2020-01-01,366,366
TACOBAMBA,otras actividades de enfermeria,inyectables,2020-01-01,401,401
TACOPAYA,otras actividades de enfermeria,inyectables,2020-01-01,229,229
TAHUA,otras actividades de enfermeria,inyectables,2020-01-01,115,115
TAPACARI,otras actividades de enfermeria,inyectables,2020-01-01,449,449
TARABUCO,otras actividades de enfermeria,inyectables,2020-01-01,2076,2076
TARACO,otras actividades de enfermeria,inyectables,2020-01-01,81,81
TARATA,otras actividades de enfermeria,inyectables,2020-01-01,93,93
TARIJA,otras actividades de enfermeria,inyectables,2020-01-01,111602,111602
TARVITA,otras actividades de enfermeria,inyectables,2020-01-01,1926,1926
TEOPONTE,otras actividades de enfermeria,inyectables,2020-01-01,625,625
TIAHUANACU,otras actividades de enfermeria,inyectables,2020-01-01,247,247
TINGUIPAYA,otras actividades de enfermeria,inyectables,2020-01-01,639,639
TIPUANI,otras actividades de enfermeria,inyectables,2020-01-01,553,553
TIQUIPAYA,otras actividades de enfermeria,inyectables,2020-01-01,856,856
TIRAQUE (CBBA),otras actividades de enfermeria,inyectables,2020-01-01,643,643
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,inyectables,2020-01-01,67,67
TOCO,otras actividades de enfermeria,inyectables,2020-01-01,311,311
TODOS SANTOS,otras actividades de enfermeria,inyectables,2020-01-01,44,44
TOLATA,otras actividades de enfermeria,inyectables,2020-01-01,98,98
TOLEDO,otras actividades de enfermeria,inyectables,2020-01-01,246,246
TOMAVE,otras actividades de enfermeria,inyectables,2020-01-01,965,965
TOMINA,otras actividades de enfermeria,inyectables,2020-01-01,967,967
TORO TORO,otras actividades de enfermeria,inyectables,2020-01-01,573,573
TOTORA(CBBA),otras actividades de enfermeria,inyectables,2020-01-01,665,665
TOTORA(ORR),otras actividades de enfermeria,inyectables,2020-01-01,263,263
TRIGAL,otras actividades de enfermeria,inyectables,2020-01-01,133,133
TRINIDAD,otras actividades de enfermeria,inyectables,2020-01-01,82928,82928
TUPIZA,otras actividades de enfermeria,inyectables,2020-01-01,10785,10785
TURCO,otras actividades de enfermeria,inyectables,2020-01-01,244,244
UMALA,otras actividades de enfermeria,inyectables,2020-01-01,139,139
UNCIA,otras actividades de enfermeria,inyectables,2020-01-01,5000,5000
URIONDO (A. CONCEPCION),otras actividades de enfermeria,inyectables,2020-01-01,652,652
URUBICHA,otras actividades de enfermeria,inyectables,2020-01-01,681,681
UYUNI,otras actividades de enfermeria,inyectables,2020-01-01,6191,6191
VACAS,otras actividades de enfermeria,inyectables,2020-01-01,298,298
VALLEGRANDE,otras actividades de enfermeria,inyectables,2020-01-01,3608,3608
VIACHA,otras actividades de enfermeria,inyectables,2020-01-01,8072,8072
VILA VILA,otras actividades de enfermeria,inyectables,2020-01-01,151,151
VILLA CHARCAS,otras actividades de enfermeria,inyectables,2020-01-01,953,953
VILLA MONTES,otras actividades de enfermeria,inyectables,2020-01-01,6911,6911
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,inyectables,2020-01-01,236,236
VILLA RIVERO,otras actividades de enfermeria,inyectables,2020-01-01,384,384
VILLA SERRANO,otras actividades de enfermeria,inyectables,2020-01-01,1244,1244
VILLA TUNARI,otras actividades de enfermeria,inyectables,2020-01-01,4405,4405
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,inyectables,2020-01-01,724,724
VILLAZON,otras actividades de enfermeria,inyectables,2020-01-01,4767,4767
VINTO,otras actividades de enfermeria,inyectables,2020-01-01,1845,1845
VITICHI,otras actividades de enfermeria,inyectables,2020-01-01,682,682
WALDO BALLIVIAN,otras actividades de enfermeria,inyectables,2020-01-01,20,20
WARNES,otras actividades de enfermeria,inyectables,2020-01-01,8804,8804
YACO,otras actividades de enfermeria,inyectables,2020-01-01,189,189
YACUIBA,otras actividades de enfermeria,inyectables,2020-01-01,30718,30718
YAMPARAEZ,otras actividades de enfermeria,inyectables,2020-01-01,685,685
YANACACHI,otras actividades de enfermeria,inyectables,2020-01-01,239,239
YAPACANI,otras actividades de enfermeria,inyectables,2020-01-01,9809,9809
YOCALLA,otras actividades de enfermeria,inyectables,2020-01-01,285,285
YOTALA,otras actividades de enfermeria,inyectables,2020-01-01,758,758
YUNCHARA,otras actividades de enfermeria,inyectables,2020-01-01,292,292
YUNGUYO DE LITORAL,otras actividades de enfermeria,inyectables,2020-01-01,13,13
ZUDAÑEZ,otras actividades de enfermeria,inyectables,2020-01-01,705,705
ACACIO,otras actividades de enfermeria,inyectables,2020-02-01,251,251
ACHACACHI,otras actividades de enfermeria,inyectables,2020-02-01,875,875
ACHOCALLA,otras actividades de enfermeria,inyectables,2020-02-01,326,326
AIQUILE,otras actividades de enfermeria,inyectables,2020-02-01,1370,1370
ALALAY,otras actividades de enfermeria,inyectables,2020-02-01,141,141
ALCALA,otras actividades de enfermeria,inyectables,2020-02-01,262,262
ALTO BENI,otras actividades de enfermeria,inyectables,2020-02-01,677,677
ANCORAIMES,otras actividades de enfermeria,inyectables,2020-02-01,218,218
ANDAMARCA,otras actividades de enfermeria,inyectables,2020-02-01,282,282
ANTEQUERA,otras actividades de enfermeria,inyectables,2020-02-01,78,78
ANZALDO,otras actividades de enfermeria,inyectables,2020-02-01,248,248
APOLO,otras actividades de enfermeria,inyectables,2020-02-01,659,659
ARAMPAMPA,otras actividades de enfermeria,inyectables,2020-02-01,155,155
ARANI,otras actividades de enfermeria,inyectables,2020-02-01,380,380
ARBIETO,otras actividades de enfermeria,inyectables,2020-02-01,442,442
ARQUE,otras actividades de enfermeria,inyectables,2020-02-01,252,252
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2020-02-01,5609,5609
ATOCHA,otras actividades de enfermeria,inyectables,2020-02-01,3124,3124
AUCAPATA,otras actividades de enfermeria,inyectables,2020-02-01,299,299
AYATA,otras actividades de enfermeria,inyectables,2020-02-01,171,171
AYO AYO,otras actividades de enfermeria,inyectables,2020-02-01,93,93
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2020-02-01,1295,1295
AZURDUY,otras actividades de enfermeria,inyectables,2020-02-01,858,858
BATALLAS,otras actividades de enfermeria,inyectables,2020-02-01,153,153
BAURES,otras actividades de enfermeria,inyectables,2020-02-01,1023,1023
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2020-02-01,46,46
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2020-02-01,24,24
BELLA FLOR,otras actividades de enfermeria,inyectables,2020-02-01,188,188
