municipality,group,variable,month,Otras actividades,TOTAL
POJO (CBBA),otras actividades de enfermeria,otras actividades,2020-01-01,1,1
POOPO,otras actividades de enfermeria,otras actividades,2020-01-01,127,127
PORCO,otras actividades de enfermeria,otras actividades,2020-01-01,18,18
POROMA,otras actividades de enfermeria,otras actividades,2020-01-01,4,4
PORONGO,otras actividades de enfermeria,otras actividades,2020-01-01,44,44
PORTACHUELO,otras actividades de enfermeria,otras actividades,2020-01-01,179,179
PORVENIR,otras actividades de enfermeria,otras actividades,2020-01-01,32,32
POSTRER VALLE,otras actividades de enfermeria,otras actividades,2020-01-01,6,6
POTOSI,otras actividades de enfermeria,otras actividades,2020-01-01,65353,65353
PRESTO,otras actividades de enfermeria,otras actividades,2020-01-01,333,333
PUCARA,otras actividades de enfermeria,otras actividades,2020-01-01,8,8
PUCARANI,otras actividades de enfermeria,otras actividades,2020-01-01,9,9
PUERTO ACOSTA,otras actividades de enfermeria,otras actividades,2020-01-01,64,64
PUERTO CARABUCO,otras actividades de enfermeria,otras actividades,2020-01-01,24,24
PUERTO GONZALO MORENO,otras actividades de enfermeria,otras actividades,2020-01-01,29,29
PUERTO PEREZ,otras actividades de enfermeria,otras actividades,2020-01-01,11,11
PUERTO QUIJARRO,otras actividades de enfermeria,otras actividades,2020-01-01,296,296
PUERTO RICO,otras actividades de enfermeria,otras actividades,2020-01-01,1252,1252
PUERTO SUAREZ,otras actividades de enfermeria,otras actividades,2020-01-01,197,197
PUERTO VILLARROEL,otras actividades de enfermeria,otras actividades,2020-01-01,329,329
PUNA,otras actividades de enfermeria,otras actividades,2020-01-01,329,329
PUNATA,otras actividades de enfermeria,otras actividades,2020-01-01,1025,1025
QUILLACOLLO,otras actividades de enfermeria,otras actividades,2020-01-01,6799,6799
QUIME,otras actividades de enfermeria,otras actividades,2020-01-01,507,507
QUIRUSILLAS,otras actividades de enfermeria,otras actividades,2020-01-01,87,87
RAQAYPAMPA(ETA),otras actividades de enfermeria,otras actividades,2020-01-01,2,2
RAVELO,otras actividades de enfermeria,otras actividades,2020-01-01,6,6
REYES,otras actividades de enfermeria,otras actividades,2020-01-01,293,293
RIBERALTA,otras actividades de enfermeria,otras actividades,2020-01-01,45894,45894
ROBORE,otras actividades de enfermeria,otras actividades,2020-01-01,4264,4264
RURRENABAQUE,otras actividades de enfermeria,otras actividades,2020-01-01,448,448
SABAYA,otras actividades de enfermeria,otras actividades,2020-01-01,7,7
SACABA,otras actividades de enfermeria,otras actividades,2020-01-01,5619,5619
SACABAMBA,otras actividades de enfermeria,otras actividades,2020-01-01,2,2
SACACA,otras actividades de enfermeria,otras actividades,2020-01-01,7,7
SAIPINA,otras actividades de enfermeria,otras actividades,2020-01-01,31,31
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,otras actividades,2020-01-01,569,569
SAMAIPATA,otras actividades de enfermeria,otras actividades,2020-01-01,64,64
SAN AGUSTIN,otras actividades de enfermeria,otras actividades,2020-01-01,3,3
SAN ANDRES,otras actividades de enfermeria,otras actividades,2020-01-01,27,27
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,otras actividades,2020-01-01,1,1
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,otras actividades,2020-01-01,66,66
SAN BENITO,otras actividades de enfermeria,otras actividades,2020-01-01,4,4
SAN BORJA,otras actividades de enfermeria,otras actividades,2020-01-01,1837,1837
SAN BUENA VENTURA,otras actividades de enfermeria,otras actividades,2020-01-01,343,343
SAN CARLOS,otras actividades de enfermeria,otras actividades,2020-01-01,2407,2407
SAN IGNACIO,otras actividades de enfermeria,otras actividades,2020-01-01,2452,2452
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,otras actividades,2020-01-01,32628,32628
SAN JAVIER(BNI),otras actividades de enfermeria,otras actividades,2020-01-01,107,107
SAN JAVIER(STC),otras actividades de enfermeria,otras actividades,2020-01-01,95,95
SAN JOAQUIN,otras actividades de enfermeria,otras actividades,2020-01-01,71,71
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,otras actividades,2020-01-01,2536,2536
SAN JUAN DE YAPACANI,otras actividades de enfermeria,otras actividades,2020-01-01,23,23
SAN JULIAN,otras actividades de enfermeria,otras actividades,2020-01-01,1209,1209
SAN LORENZO(PND),otras actividades de enfermeria,otras actividades,2020-01-01,5,5
SAN LORENZO(TJA),otras actividades de enfermeria,otras actividades,2020-01-01,24,24
SAN LUCAS,otras actividades de enfermeria,otras actividades,2020-01-01,940,940
SAN MATIAS,otras actividades de enfermeria,otras actividades,2020-01-01,413,413
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,otras actividades,2020-01-01,141,141
SAN PABLO DE LIPEZ,otras actividades de enfermeria,otras actividades,2020-01-01,14,14
SAN PEDRO,otras actividades de enfermeria,otras actividades,2020-01-01,139,139
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,otras actividades,2020-01-01,101,101
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,otras actividades,2020-01-01,5,5
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,otras actividades,2020-01-01,3,3
SAN RAFAEL,otras actividades de enfermeria,otras actividades,2020-01-01,33,33
SAN RAMON BENI,otras actividades de enfermeria,otras actividades,2020-01-01,160,160
SAN RAMON SCZ,otras actividades de enfermeria,otras actividades,2020-01-01,11,11
SANTA ANA,otras actividades de enfermeria,otras actividades,2020-01-01,3829,3829
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,otras actividades,2020-01-01,1118368,1118368
SANTA ROSA,otras actividades de enfermeria,otras actividades,2020-01-01,64,64
SANTA ROSA DEL SARA,otras actividades de enfermeria,otras actividades,2020-01-01,64,64
SANTIAGO DE CALLAPA,otras actividades de enfermeria,otras actividades,2020-01-01,7,7
SANTIAGO DE HUARI,otras actividades de enfermeria,otras actividades,2020-01-01,26,26
SANTIAGO DE HUATA,otras actividades de enfermeria,otras actividades,2020-01-01,13,13
SANTIAGO DE MACHACA,otras actividades de enfermeria,otras actividades,2020-01-01,2,2
SANTIVAÑES,otras actividades de enfermeria,otras actividades,2020-01-01,21,21
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,otras actividades,2020-01-01,18,18
SAPAHAQUI,otras actividades de enfermeria,otras actividades,2020-01-01,37,37
SENA,otras actividades de enfermeria,otras actividades,2020-01-01,217,217
SHINAOTA,otras actividades de enfermeria,otras actividades,2020-01-01,144,144
SICA SICA (VILLA AROMA),otras actividades de enfermeria,otras actividades,2020-01-01,269,269
SICAYA,otras actividades de enfermeria,otras actividades,2020-01-01,1,1
SIPE SIPE,otras actividades de enfermeria,otras actividades,2020-01-01,133,133
SOPACHUY,otras actividades de enfermeria,otras actividades,2020-01-01,30,30
SORACACHI,otras actividades de enfermeria,otras actividades,2020-01-01,3,3
SORATA,otras actividades de enfermeria,otras actividades,2020-01-01,1073,1073
SUCRE,otras actividades de enfermeria,otras actividades,2020-01-01,174462,174462
TACACOMA,otras actividades de enfermeria,otras actividades,2020-01-01,2,2
TACOBAMBA,otras actividades de enfermeria,otras actividades,2020-01-01,1,1
TACOPAYA,otras actividades de enfermeria,otras actividades,2020-01-01,17,17
TAHUA,otras actividades de enfermeria,otras actividades,2020-01-01,1,1
TAPACARI,otras actividades de enfermeria,otras actividades,2020-01-01,15,15
TARABUCO,otras actividades de enfermeria,otras actividades,2020-01-01,354,354
TARACO,otras actividades de enfermeria,otras actividades,2020-01-01,4,4
TARIJA,otras actividades de enfermeria,otras actividades,2020-01-01,498993,498993
TARVITA,otras actividades de enfermeria,otras actividades,2020-01-01,1761,1761
TEOPONTE,otras actividades de enfermeria,otras actividades,2020-01-01,97,97
TIAHUANACU,otras actividades de enfermeria,otras actividades,2020-01-01,45,45
TINGUIPAYA,otras actividades de enfermeria,otras actividades,2020-01-01,6,6
TIPUANI,otras actividades de enfermeria,otras actividades,2020-01-01,10,10
TIQUIPAYA,otras actividades de enfermeria,otras actividades,2020-01-01,149,149
TIRAQUE (CBBA),otras actividades de enfermeria,otras actividades,2020-01-01,22,22
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,otras actividades,2020-01-01,1,1
TOCO,otras actividades de enfermeria,otras actividades,2020-01-01,31,31
TOLATA,otras actividades de enfermeria,otras actividades,2020-01-01,39,39
TOLEDO,otras actividades de enfermeria,otras actividades,2020-01-01,6,6
TOMAVE,otras actividades de enfermeria,otras actividades,2020-01-01,5,5
TOMINA,otras actividades de enfermeria,otras actividades,2020-01-01,1215,1215
TORO TORO,otras actividades de enfermeria,otras actividades,2020-01-01,2,2
TOTORA(CBBA),otras actividades de enfermeria,otras actividades,2020-01-01,2276,2276
TOTORA(ORR),otras actividades de enfermeria,otras actividades,2020-01-01,3,3
TRIGAL,otras actividades de enfermeria,otras actividades,2020-01-01,12,12
TRINIDAD,otras actividades de enfermeria,otras actividades,2020-01-01,319816,319816
TUPIZA,otras actividades de enfermeria,otras actividades,2020-01-01,14192,14192
TURCO,otras actividades de enfermeria,otras actividades,2020-01-01,28,28
UMALA,otras actividades de enfermeria,otras actividades,2020-01-01,12,12
UNCIA,otras actividades de enfermeria,otras actividades,2020-01-01,4,4
URIONDO (A. CONCEPCION),otras actividades de enfermeria,otras actividades,2020-01-01,13,13
URUBICHA,otras actividades de enfermeria,otras actividades,2020-01-01,118,118
UYUNI,otras actividades de enfermeria,otras actividades,2020-01-01,2237,2237
VACAS,otras actividades de enfermeria,otras actividades,2020-01-01,4,4
VALLEGRANDE,otras actividades de enfermeria,otras actividades,2020-01-01,4110,4110
VIACHA,otras actividades de enfermeria,otras actividades,2020-01-01,1709,1709
VILA VILA,otras actividades de enfermeria,otras actividades,2020-01-01,21,21
VILLA CHARCAS,otras actividades de enfermeria,otras actividades,2020-01-01,8,8
VILLA MONTES,otras actividades de enfermeria,otras actividades,2020-01-01,24951,24951
VILLA RIVERO,otras actividades de enfermeria,otras actividades,2020-01-01,10,10
VILLA SERRANO,otras actividades de enfermeria,otras actividades,2020-01-01,9,9
VILLA TUNARI,otras actividades de enfermeria,otras actividades,2020-01-01,1862,1862
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,otras actividades,2020-01-01,260,260
VILLAZON,otras actividades de enfermeria,otras actividades,2020-01-01,43966,43966
VINTO,otras actividades de enfermeria,otras actividades,2020-01-01,11969,11969
VITICHI,otras actividades de enfermeria,otras actividades,2020-01-01,10,10
WALDO BALLIVIAN,otras actividades de enfermeria,otras actividades,2020-01-01,1,1
WARNES,otras actividades de enfermeria,otras actividades,2020-01-01,14585,14585
YACUIBA,otras actividades de enfermeria,otras actividades,2020-01-01,56067,56067
YAMPARAEZ,otras actividades de enfermeria,otras actividades,2020-01-01,6,6
YANACACHI,otras actividades de enfermeria,otras actividades,2020-01-01,1,1
YAPACANI,otras actividades de enfermeria,otras actividades,2020-01-01,729,729
YOCALLA,otras actividades de enfermeria,otras actividades,2020-01-01,2,2
YOTALA,otras actividades de enfermeria,otras actividades,2020-01-01,11,11
YUNCHARA,otras actividades de enfermeria,otras actividades,2020-01-01,3,3
ZUDAÑEZ,otras actividades de enfermeria,otras actividades,2020-01-01,308,308
ACACIO,otras actividades de enfermeria,otras actividades,2020-02-01,7,7
ACHACACHI,otras actividades de enfermeria,otras actividades,2020-02-01,25,25
ACHOCALLA,otras actividades de enfermeria,otras actividades,2020-02-01,8,8
AIQUILE,otras actividades de enfermeria,otras actividades,2020-02-01,1818,1818
ALALAY,otras actividades de enfermeria,otras actividades,2020-02-01,1,1
ALCALA,otras actividades de enfermeria,otras actividades,2020-02-01,19,19
ALTO BENI,otras actividades de enfermeria,otras actividades,2020-02-01,8,8
ANCORAIMES,otras actividades de enfermeria,otras actividades,2020-02-01,49,49
ANDAMARCA,otras actividades de enfermeria,otras actividades,2020-02-01,53,53
ANZALDO,otras actividades de enfermeria,otras actividades,2020-02-01,38,38
APOLO,otras actividades de enfermeria,otras actividades,2020-02-01,1573,1573
ARANI,otras actividades de enfermeria,otras actividades,2020-02-01,14,14
ARBIETO,otras actividades de enfermeria,otras actividades,2020-02-01,2,2
ARQUE,otras actividades de enfermeria,otras actividades,2020-02-01,7,7
ASCENCION DE GUARAYOS,otras actividades de enfermeria,otras actividades,2020-02-01,645,645
ATOCHA,otras actividades de enfermeria,otras actividades,2020-02-01,6119,6119
AUCAPATA,otras actividades de enfermeria,otras actividades,2020-02-01,2,2
AYATA,otras actividades de enfermeria,otras actividades,2020-02-01,3,3
AYO AYO,otras actividades de enfermeria,otras actividades,2020-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,otras actividades,2020-02-01,83,83
AZURDUY,otras actividades de enfermeria,otras actividades,2020-02-01,102,102
BATALLAS,otras actividades de enfermeria,otras actividades,2020-02-01,2,2
BAURES,otras actividades de enfermeria,otras actividades,2020-02-01,162,162
BELEN DE ANDAMARCA,otras actividades de enfermeria,otras actividades,2020-02-01,1,1
BELLA FLOR,otras actividades de enfermeria,otras actividades,2020-02-01,61,61
BERMEJO,otras actividades de enfermeria,otras actividades,2020-02-01,13690,13690
BETANZOS,otras actividades de enfermeria,otras actividades,2020-02-01,220,220
BOLIVAR,otras actividades de enfermeria,otras actividades,2020-02-01,1,1
BOLPEBRA,otras actividades de enfermeria,otras actividades,2020-02-01,6,6
BOYUIBE,otras actividades de enfermeria,otras actividades,2020-02-01,3,3
BUENA VISTA,otras actividades de enfermeria,otras actividades,2020-02-01,253,253
CABEZAS,otras actividades de enfermeria,otras actividades,2020-02-01,274,274
CAIROMA,otras actividades de enfermeria,otras actividades,2020-02-01,10,10
"CAIZA ""D""",otras actividades de enfermeria,otras actividades,2020-02-01,777,777
CAJUATA,otras actividades de enfermeria,otras actividades,2020-02-01,100,100
CALACOTO,otras actividades de enfermeria,otras actividades,2020-02-01,2,2
CALAMARCA,otras actividades de enfermeria,otras actividades,2020-02-01,7,7
CAMARGO,otras actividades de enfermeria,otras actividades,2020-02-01,4347,4347
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,otras actividades,2020-02-01,3,3
CAMIRI,otras actividades de enfermeria,otras actividades,2020-02-01,20996,20996
CAPINOTA,otras actividades de enfermeria,otras actividades,2020-02-01,14,14
CAQUIAVIRI,otras actividades de enfermeria,otras actividades,2020-02-01,47,47
CARACOLLO,otras actividades de enfermeria,otras actividades,2020-02-01,70,70
CARANAVI,otras actividades de enfermeria,otras actividades,2020-02-01,24624,24624
CARAPARI,otras actividades de enfermeria,otras actividades,2020-02-01,45,45
CARIPUYO,otras actividades de enfermeria,otras actividades,2020-02-01,53,53
CARMEN RIVERO TORREZ,otras actividades de enfermeria,otras actividades,2020-02-01,31,31
CHALLAPATA,otras actividades de enfermeria,otras actividades,2020-02-01,5963,5963
CHAQUI,otras actividades de enfermeria,otras actividades,2020-02-01,3,3
CHARAGUA,otras actividades de enfermeria,otras actividades,2020-02-01,1378,1378
CHAYANTA,otras actividades de enfermeria,otras actividades,2020-02-01,155,155
