municipality,group,variable,month,Nº de actividades de educación en Salud Oral,TOTAL
CAIROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,8,8
"CAIZA ""D""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
CAJUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,15,15
CALACOTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
CALAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,7,7
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,12,12
CAMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,7,7
CAPINOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,3,3
CAQUIAVIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
CARACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
CARANAVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
CARAPARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,7,7
CARIPUYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
CATACORA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
CHALLAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,19,19
CHARAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
CHIMORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
CHIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,6,6
CHUMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,8,8
CKOCHAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,8,8
CLIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,26,26
COBIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
COCAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,11,11
COCHABAMBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,70,70
COIPASA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
COLCAPIRHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,48,48
COLLANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,7,7
COLOMI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
COLPA BELGICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
COLQUECHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,12,12
COLQUENCHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,32,32
COLQUIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,15,15
CONCEPCION,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
COPACABANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,27,27
CORIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,10,10
CORO CORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
CORQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
COTAGAITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
CUATRO CAÑADAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,23,23
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
CUEVO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
CURVA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
DESAGUADERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
EL ALTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,98,98
EL PUENTE(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,7,7
EL PUENTE(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,108,108
EL TORNO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,25,25
EL VILLAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
ENTRE RIOS TRJ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,35,35
ENTRE RIOS CBBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,51,51
EUCALIPTUS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,3,3
FERNANDEZ ALONSO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
FILADELFIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,8,8
GENERAL SAAVEDRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
GUANAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,7,7
GUAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,24,24
GUTIERREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,29,29
HUACARETA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
HUACHACALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,6,6
HUARINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,17,17
HUATAJATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
HUAYLLAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,12,12
HUMANATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
ICHOCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,8,8
ICLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,14,14
INCAHUASI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
INGAVI (HUMAITA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
INQUISIVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,10,10
IXIAMAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,10,10
JESUS DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,25,25
LA ASUNTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
LA GUARDIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,36,36
LA PAZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,130,130
LAGUNILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,23,23
LAJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,6,6
LAS CARRERAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
LORETO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,3,3
LURIBAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
MACHARETI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
MAGDALENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,25,25
MAIRANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,100,100
MAPIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
MECAPACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
MIZQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,7,7
MOCOMOCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,9,9
MOJOCOYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
MONTEAGUDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,29,29
MONTERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
MORO MORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,105,105
MOROCHATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,34,34
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
OCURI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
OKINAWA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
ORURO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,52,52
PADCAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,10,10
PADILLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,30,30
PAILON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
PALCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,9,9
PALOS BLANCOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,55,55
PAMPA AULLAGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
PAMPA GRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
PAPEL PAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
PELECHUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,7,7
POCOATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
POCONA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
POJO (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,3,3
POOPO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,3,3
PORCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
POROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
PORONGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
PORVENIR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
POSTRER VALLE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,40,40
POTOSI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,29,29
PRESTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,46,46
PUCARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
PUCARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,44,44
PUERTO ACOSTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
PUERTO CARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
PUERTO GONZALO MORENO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,8,8
PUERTO PEREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,29,29
PUERTO QUIJARRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
PUERTO RICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,9,9
PUERTO SUAREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
PUERTO VILLARROEL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,10,10
PUNA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
PUNATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,14,14
QUILLACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,63,63
QUIME,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,28,28
RIBERALTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
ROBORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,83,83
SABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,6,6
SACABA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,19,19
SACACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,8,8
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,8,8
SAMAIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,7,7
SAN ANDRES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
SAN ANTONIO DE ESMORUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
SAN ANTONIO DE LOMERIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,3,3
SAN BENITO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,3,3
SAN CARLOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
SAN IGNACIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,118,118
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,100,100
SAN JAVIER(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
SAN JOAQUIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,39,39
SAN JOSE DE CHIQUITOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,9,9
SAN JUAN DE YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
SAN JULIAN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
SAN LORENZO(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,31,31
SAN LUCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,7,7
SAN MIGUEL DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
SAN PEDRO DE BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
SAN PEDRO DE CURAHUARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
SAN PEDRO DE TIQUINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,14,14
SANTA ANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,17,17
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1099,1099
SANTA ROSA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
SANTIAGO DE HUARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,7,7
SANTIAGO DE HUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,8,8
SANTIAGO DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
SANTIVAÑES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
SANTUARIO DE QUILLACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,3,3
SAPAHAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,11,11
SENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,7,7
SHINAOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,25,25
SICAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
SIPE SIPE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,14,14
SOPACHUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,17,17
SORACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,6,6
SORATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
SUCRE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,745,745
TACOPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,8,8
TAHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,6,6
TAPACARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,28,28
TARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,6,6
TARACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,14,14
TARIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,264,264
TARVITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,17,17
TEOPONTE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,3,3
TIAWANACU,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,12,12
TINGUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,3,3
TIPUANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,6,6
TIQUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,81,81
TIRAQUE (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,10,10
TOCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,17,17
TOLATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,7,7
TOMAVE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
TOMINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,9,9
TORO TORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,5,5
TOTORA(CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,4,4
TRIGAL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,44,44
TRINIDAD,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,54,54
TUPIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
TURCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,65,65
URUBICHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,10,10
UYUNI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,8,8
VACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,6,6
VALLEGRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,261,261
VIACHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,14,14
VILLA MONTES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,46,46
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,8,8
VILLA SERRANO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,6,6
VILLA TUNARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,109,109
VINTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,15,15
WARNES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,9,9
YACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,1,1
YACUIBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,52,52
YAMPARAEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,11,11
YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,2,2
YUNCHARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,99,99
ZUDAÑEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-01-01,15,15
ACHACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,32,32
ACHOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,3,3
AIQUILE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,18,18
ALALAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,1,1
ALCALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,6,6
ALTO BENI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,3,3
ANCORAIMES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,7,7
ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,7,7
ANTEQUERA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,2,2
ANZALDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,15,15
APOLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,5,5
ARAMPAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,1,1
ARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,10,10
ARBIETO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,12,12
ARQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,5,5
ASCENCION DE GUARAYOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,16,16
ATOCHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,1,1
AYATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,7,7
AYO AYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,8,8
BATALLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,11,11
BELEN DE ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,4,4
BERMEJO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,67,67
BETANZOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,3,3
BOLIVAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,6,6
BOYUIBE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,1,1
CABEZAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,6,6
CAIROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,14,14
"CAIZA ""D""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,4,4
CAJUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,14,14
CALACOTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,4,4
CALAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,8,8
CAMARGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,5,5
CAMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,15,15
CAPINOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,18,18
CAQUIAVIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,3,3
CARACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,2,2
CARANAVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,9,9
CARAPARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,15,15
CARIPUYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,4,4
CATACORA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,1,1
CHALLAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,16,16
CHARAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,7,7
CHIMORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,17,17
CHIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-02-01,12,12
