municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,8,8
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
IXIAMAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,4,4
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
MOCOMOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
MOJOCOYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
MOROCHATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
PADCAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
PADILLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
PAZÑA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,5,5
POJO (CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,6,6
PRESTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
PUERTO RICO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
QUIABAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,12,12
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,6,6
RAVELO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
SABAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,4,4
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,4,4
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
SENA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
SICAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
TACACOMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
TACOBAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
TARATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,5,5
TEOPONTE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,4,4
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,7,7
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
TUPIZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
UMALA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,6,6
UYUNI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,3,3
VIACHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,4,4
VILA VILA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,4,4
YAPACANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
YOCALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-01-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,3,3
ALTO BENI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,5,5
ANDAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
ARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,4,4
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,7,7
BELLA FLOR,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
BOLIVAR,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,5,5
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
CALACOTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,7,7
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
CHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
CHIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,8,8
COCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,3,3
COCHABAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
COLLANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,18,18
COLQUENCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,5,5
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,6,6
CORIPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,4,4
CORO CORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
DESAGUADERO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,6,6
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
FILADELFIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
GUANAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
GUAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,7,7
HUMANATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
INCAHUASI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,4,4
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,8,8
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,3,3
IXIAMAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,5,5
LA PAZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
LURIBAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
MALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,5,5
MOROCHATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,4,4
OMEREQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
PADCAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,3,3
POJO (CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
PORCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,4,4
PRESTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,5,5
PUCARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,4,4
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,4,4
QUIME,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,3,3
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,7,7
RAVELO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
SABAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,5,5
SACACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,3,3
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,7,7
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,4,4
SICAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
SORATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,3,3
TACACOMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,4,4
TACOPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,3,3
TEOPONTE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
TIAHUANACU,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,4,4
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
TOMAVE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
TURCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
UMALA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,4,4
UNCIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,3,3
VIACHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,4,4
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
YOCALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-02-01,2,2
ACACIO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,2,2
ACHACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,7,7
AIQUILE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,7,7
ANDAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,3,3
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,4,4
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,6,6
CALACOTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,2,2
CALAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,5,5
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,3,3
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,3,3
CARIPUYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
CHACARILLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
CHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,8,8
CHIMORE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
CHIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,4,4
COCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,5,5
COLQUECHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,20,20
COLQUENCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,5,5
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,5,5
COPACABANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,3,3
CORO CORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,2,2
CORQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,3,3
CULPINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
DESAGUADERO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,6,6
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
EL VILLAR,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2019-03-01,1,1
