municipality,group,variable,month,RN con visita de control en las 48 hrs siguientes al nacimiento,TOTAL
CHIMORE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
CHIPAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
CHUA COCANI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
CHUMA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
CKOCHAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,7,7
COCAPATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,9,9
COCHABAMBA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,8,8
COIPASA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
COLCAPIRHUA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,10,10
COLLANA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
COLOMI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,45,45
COLQUENCHA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
COLQUIRI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,9,9
COMANCHE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
CONCEPCION,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
COPACABANA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
CORIPATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
CORO CORO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
COROICO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
CORQUE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,6,6
COTAGAITA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,7,7
COTOCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
CUEVO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
CULPINA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
CURVA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
DESAGUADERO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
EL ALTO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,31,31
EL CHORO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
ESCOMA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
EUCALIPTUS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
FILADELFIA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,7,7
GUANAY,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
GUAQUI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
GUTIERREZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
HUARINA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
HUMANATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,6,6
ICHOCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
ICLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
INCAHUASI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
INQUISIVI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,8,8
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
IXIAMAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
LA ASUNTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,7,7
LA GUARDIA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
LA PAZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
LAGUNILLAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
LAJA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,5,5
LAS CARRERAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
LLALLAGUA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
LLICA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
LURIBAY,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
MAGDALENA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
MALLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
MECAPACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
MIZQUE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
MOCOMOCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,9,9
MOJOCOYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
MONTERO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
MOROCHATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
OCURI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,7,7
ORURO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,9,9
PADCAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
PADILLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
PALCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,9,9
PALOS BLANCOS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
PATACAMAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
PAZÑA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
PELECHUCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
POCOATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,17,17
POCONA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
POJO (CBBA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
POROMA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,11,11
POTOSI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,9,9
PRESTO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
PUCARANI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,26,26
PUERTO ACOSTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,6,6
PUERTO CARABUCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,5,5
PUERTO GONZALO MORENO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,6,6
PUERTO RICO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
PUNA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,6,6
QUIABAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
QUILLACOLLO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,14,14
RAQAYPAMPA(ETA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
RAVELO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,11,11
ROBORE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
RURRENABAQUE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
SABAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
SACABA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
SACABAMBA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
SACACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,18,18
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
SAMAIPATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
SAN ANDRES,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
SAN BENITO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
SAN BORJA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,11,11
SAN BUENA VENTURA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
SAN CARLOS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
SAN IGNACIO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,7,7
SAN LORENZO(PND),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
SAN LUCAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,10,10
SAN MATIAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
SAN PABLO DE LIPEZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,23,23
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,6,6
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
SANTA ANA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
SANTA ROSA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,10,10
SICAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
SORACACHI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
SORATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,5,5
SUCRE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
TACACHI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
TACACOMA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
TACOBAMBA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,11,11
TACOPAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,5,5
TAPACARI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,20,20
TARABUCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,6,6
TARACO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
TARIJA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
TARVITA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
TEOPONTE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
TIAHUANACU,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
TINGUIPAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,11,11
TIQUIPAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
TOLATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
TOLEDO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
TOMAVE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
TOMINA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
TORO TORO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,11,11
TOTORA(CBBA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
TOTORA(ORR),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
TUPIZA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
TURCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
UMALA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,9,9
UNCIA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,9,9
URUBICHA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
UYUNI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,6,6
VIACHA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,5,5
VILA VILA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
VILLA RIVERO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,2,2
VILLA SERRANO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
VILLAZON,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
VINTO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
VITICHI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,5,5
WALDO BALLIVIAN,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
YACO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,7,7
YAPACANI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,4,4
YOCALLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,3,3
YUNCHARA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-01-01,1,1
ACACIO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,2,2
ACHACACHI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,13,13
ACHOCALLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,2,2
AIQUILE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,2,2
ALTO BENI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,1,1
ANCORAIMES,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,7,7
ANDAMARCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,2,2
ANZALDO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,3,3
APOLO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,10,10
ARAMPAMPA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,2,2
ARANI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,2,2
ARBIETO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,3,3
ARQUE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,7,7
ASCENCION DE GUARAYOS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,1,1
AUCAPATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,4,4
AYATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,5,5
AYO AYO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,5,5
AZURDUY,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,3,3
BATALLAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,10,10
BAURES,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2019-02-01,3,3
