municipality,group,variable,month,RN con malformación congénita,TOTAL
YAPACANI,atencion de partos en domicilio,rn con malformacion congenita,2019-06-01,1,1
ACHACACHI,atencion de partos en domicilio,rn con malformacion congenita,2019-07-01,1,1
CARANAVI,atencion de partos en domicilio,rn con malformacion congenita,2019-07-01,1,1
EL CHORO,atencion de partos en domicilio,rn con malformacion congenita,2019-07-01,1,1
LLALLAGUA,atencion de partos en domicilio,rn con malformacion congenita,2019-07-01,1,1
RAVELO,atencion de partos en domicilio,rn con malformacion congenita,2019-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,rn con malformacion congenita,2019-07-01,1,1
CALAMARCA,atencion de partos en domicilio,rn con malformacion congenita,2019-08-01,1,1
CAMARGO,atencion de partos en domicilio,rn con malformacion congenita,2019-08-01,1,1
CHAYANTA,atencion de partos en domicilio,rn con malformacion congenita,2019-08-01,1,1
COCHABAMBA,atencion de partos en domicilio,rn con malformacion congenita,2019-08-01,1,1
COTAGAITA,atencion de partos en domicilio,rn con malformacion congenita,2019-08-01,1,1
LLALLAGUA,atencion de partos en domicilio,rn con malformacion congenita,2019-08-01,1,1
RAVELO,atencion de partos en domicilio,rn con malformacion congenita,2019-08-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,rn con malformacion congenita,2019-08-01,1,1
SAN MATIAS,atencion de partos en domicilio,rn con malformacion congenita,2019-08-01,1,1
TARIJA,atencion de partos en domicilio,rn con malformacion congenita,2019-08-01,1,1
CKOCHAS,atencion de partos en domicilio,rn con malformacion congenita,2019-09-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,rn con malformacion congenita,2019-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,rn con malformacion congenita,2019-09-01,1,1
TACOBAMBA,atencion de partos en domicilio,rn con malformacion congenita,2019-09-01,1,1
TEOPONTE,atencion de partos en domicilio,rn con malformacion congenita,2019-09-01,2,2
COLQUECHACA,atencion de partos en domicilio,rn con malformacion congenita,2019-10-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,rn con malformacion congenita,2019-10-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,rn con malformacion congenita,2019-10-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con malformacion congenita,2019-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,rn con malformacion congenita,2019-10-01,1,1
TARABUCO,atencion de partos en domicilio,rn con malformacion congenita,2019-10-01,1,1
AZURDUY,atencion de partos en domicilio,rn con malformacion congenita,2019-11-01,1,1
CARACOLLO,atencion de partos en domicilio,rn con malformacion congenita,2019-11-01,1,1
COCAPATA,atencion de partos en domicilio,rn con malformacion congenita,2019-11-01,1,1
COLOMI,atencion de partos en domicilio,rn con malformacion congenita,2019-11-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,rn con malformacion congenita,2019-11-01,1,1
MOROCHATA,atencion de partos en domicilio,rn con malformacion congenita,2019-11-01,1,1
PORCO,atencion de partos en domicilio,rn con malformacion congenita,2019-11-01,1,1
SORACACHI,atencion de partos en domicilio,rn con malformacion congenita,2019-11-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con malformacion congenita,2019-12-01,1,1
CHIMORE,atencion de partos en domicilio,rn con malformacion congenita,2019-12-01,1,1
INQUISIVI,atencion de partos en domicilio,rn con malformacion congenita,2019-12-01,1,1
PAZÑA,atencion de partos en domicilio,rn con malformacion congenita,2019-12-01,1,1
