municipality,group,variable,month,Partos atendidos por otros,TOTAL
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,2,2
SACABAMBA,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,6,6
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
SAN CARLOS,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,3,3
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,3,3
SORATA,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,0,0
TACACHI,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,4,4
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
TOLATA,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por otros,2019-01-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
ARANI,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,3,3
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,27,27
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,7,7
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
ROBORE,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,6,6
SORATA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,0,0
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,2,2
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,2,2
TARVITA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,3,3
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2019-02-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,3,3
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,4,4
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,23,23
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,3,3
ESCOMA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,13,13
LAJA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,6,6
PAZÑA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,4,4
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,7,7
SORATA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,0,0
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,3,3
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
URUBICHA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2019-03-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
AYO AYO,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
BOLIVAR,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,3,3
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,3,3
CHAQUI,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,5,5
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,25,25
EL CHORO,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
FILADELFIA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
MORO MORO,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,4,4
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,5,5
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,7,7
SORATA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,0,0
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,7,7
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,2,2
WARNES,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2019-04-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,2,2
CHIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,6,6
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,2,2
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,21,21
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,15,15
LAJA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,2,2
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,3,3
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
MORO MORO,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
POOPO,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,4,4
SAN CARLOS,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,4,4
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,4,4
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,3,3
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,3,3
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
TOCO,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,3,3
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
TURCO,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por otros,2019-05-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2019-06-01,6,6
BOLIVAR,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,6,6
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,4,4
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,34,34
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,4,4
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,2,2
MOJINETE,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,3,3
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,4,4
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,3,3
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,6,6
SACACA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,2,2
SAN RAMON BENI,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,2,2
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,3,3
SORATA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,0,0
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,30,30
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,5,5
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,4,4
TARATA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,5,5
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
