municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,1,1
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,1,1
SAN BENITO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,2,2
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,0,0
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-06-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-07-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-07-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-07-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-07-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-07-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-07-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-07-01,3,3
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-07-01,0,0
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,37,37
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,2,2
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,0,0
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,3,3
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-08-01,2,2
AYO AYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,1,1
BELLA FLOR,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,5,5
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-09-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-10-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-10-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-10-01,1,1
COROICO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-10-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-10-01,4,4
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-10-01,4,4
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-10-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-11-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-11-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-11-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-11-01,1,1
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-11-01,2,2
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-11-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-11-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-11-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-11-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-11-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-12-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-12-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-12-01,1,1
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-12-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-12-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2019-12-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2019-12-01,1,1
