municipality,group,variable,month,Nacidos vivos atendidos por partera,TOTAL
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,6,6
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,3,3
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,0,0
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,2,2
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-02-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,4,4
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,13,13
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,7,7
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,5,5
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,11,11
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,3,3
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,0,0
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,3,3
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,2,2
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-03-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,3,3
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,2,2
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,22,22
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
CHIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,3,3
ESCOMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,2,2
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,2,2
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,9,9
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,0,0
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,3,3
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,3,3
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-04-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,2,2
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,23,23
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,3,3
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,7,7
ESCOMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,4,4
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,4,4
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,12,12
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,9,9
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,4,4
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-05-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,5,5
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,2,2
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,25,25
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,2,2
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,5,5
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,3,3
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,2,2
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,3,3
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,4,4
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,2,2
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,0,0
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,2,2
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-06-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,2,2
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,3,3
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,10,10
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,2,2
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,7,7
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,6,6
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,0,0
TIAHUANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,3,3
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-07-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,2,2
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,37,37
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,2,2
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,3,3
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,2,2
RAQAYPAMPA(ETA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,0,0
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,4,4
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,2,2
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-08-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,2,2
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,2,2
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,17,17
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,4,4
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,7,7
PUERTO SILES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
SAIPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,4,4
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,5,5
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
