municipality,group,variable,month,Nacidos vivos atendidos por personal de salud,TOTAL
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
LAS CARRERAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
LLICA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
MALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,6,6
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,7,7
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,8,8
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,9,9
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,17,17
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,10,10
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,23,23
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,6,6
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,6,6
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,6,6
QUIABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,12,12
RAQAYPAMPA(ETA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,6,6
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,6,6
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,12,12
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,10,10
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,27,27
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,8,8
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
SENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
SHINAOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,10,10
SICAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
TACACOMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,11,11
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,18,18
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,6,6
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
TIAHUANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,11,11
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,11,11
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,10,10
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,9,9
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,6,6
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,9,9
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,4,4
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,5,5
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,7,7
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,2,2
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,3,3
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-01-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,11,11
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
ALTO BENI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,7,7
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,3,3
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,5,5
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,3,3
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,6,6
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,4,4
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,5,5
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,5,5
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,3,3
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,10,10
BAURES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,3,3
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,8,8
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,6,6
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,9,9
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,3,3
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,6,6
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,6,6
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,4,4
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,4,4
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,4,4
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,9,9
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,4,4
CHIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
CHUA COCANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,4,4
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,16,16
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,6,6
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
COLCAPIRHUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
COLLANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,35,35
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,6,6
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,11,11
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,3,3
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,4,4
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,3,3
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,7,7
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,4,4
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,6,6
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,3,3
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2019-02-01,1,1
