municipality,group,variable,month,Nacidos muertos atendidos por personal de salud,TOTAL
SORATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-07-01,0,0
YAMPARAEZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-08-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-08-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-08-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-08-01,1,1
SORATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-08-01,0,0
ARAMPAMPA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-09-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-09-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-09-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-09-01,1,1
TARIJA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-09-01,5,5
TOMAVE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-09-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-09-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-10-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-10-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-10-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-10-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-11-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-11-01,1,1
BELLA FLOR,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-11-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-11-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-11-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-11-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-11-01,1,1
YOTALA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-11-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-12-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-12-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-12-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2019-12-01,1,1
