municipality,group,variable,month,Partos atendidos por personal de salud calificado,TOTAL
COCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,6,6
COIPASA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
COLCAPIRHUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,10,10
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,25,25
COLQUENCHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,4,4
COPACABANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,3,3
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,4,4
COTOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,5,5
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,3,3
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,6,6
GUANAY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,5,5
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,4,4
LA PAZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
LAS CARRERAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
LLICA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
MACHARETI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,3,3
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,4,4
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,4,4
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,6,6
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,3,3
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,8,8
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,12,12
POCONA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,5,5
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,20,20
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,6,6
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,5,5
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,3,3
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,11,11
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,3,3
SAN BENITO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,5,5
SAN CARLOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,6,6
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,7,7
SAN MATIAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,23,23
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,7,7
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,7,7
SICAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,3,3
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,9,9
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,15,15
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,6,6
TARACO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
TEOPONTE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,8,8
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,3,3
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
TOMINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,4,4
TRINIDAD,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,4,4
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,9,9
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,3,3
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,5,5
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,4,4
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,3,3
YAPACANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
YOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,2,2
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-01-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,8,8
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
APOLO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,5,5
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
ARBIETO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,5,5
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,4,4
AYATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,5,5
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
BAURES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,6,6
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,4,4
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,5,5
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,4,4
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,4,4
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,4,4
CHARAÑA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,9,9
CHIMORE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,4,4
CHUA COCANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,8,8
COCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
COLCAPIRHUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,17,17
COLQUENCHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,5,5
CONCEPCION,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
COTOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,7,7
CUEVO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,4,4
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,5,5
HUACARETA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
HUATAJATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,6,6
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,6,6
LA PAZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,4,4
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
LORETO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,5,5
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,4,4
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,5,5
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,5,5
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,12,12
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,11,11
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,6,6
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,16,16
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,4,4
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,4,4
REYES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,8,8
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
SAN ANDRES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
SAN JULIAN,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,9,9
SAN MATIAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
SAN PEDRO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,23,23
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,3,3
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2019-02-01,1,1
