municipality,group,variable,month,Partos atendidos por partera empírica,TOTAL
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,13,13
CARAPARI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,11,11
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,2,2
SORATA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,0,0
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-03-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,22,22
CAMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,1,1
CHIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,3,3
LA ASUNTA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,6,6
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,0,0
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,3,3
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-04-01,3,3
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,2,2
BOLPEBRA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,23,23
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,6,6
ESCOMA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,4,4
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,8,8
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,9,9
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-05-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,5,5
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,25,25
CALAMARCA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,3,3
LAJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,0,0
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-06-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,10,10
IXIAMAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,6,6
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,0,0
TIAHUANACU,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,3,3
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-07-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,2,2
CAMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
REYES,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
SAN BENITO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,5,5
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,0,0
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-08-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,17,17
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,3,3
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
PUERTO SILES,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
SAIPINA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,4,4
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-09-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,22,22
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por partera empirica,2019-10-01,5,5
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,19,19
CHUA COCANI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
SAN BENITO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,3,3
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-11-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,7,7
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,1,1
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera empirica,2019-12-01,1,1
