,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES
PUNA,chagas,tratamientos de 15 anos y mas,2023-01-01,1,3,0,0,1,3
PUNATA,chagas,tratamientos de 15 anos y mas,2023-01-01,1,2,2,1,3,3
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2023-01-01,1,1,1,4,2,5
SACABA,chagas,tratamientos de 15 anos y mas,2023-01-01,0,5,6,0,6,5
SAN BENITO,chagas,tratamientos de 15 anos y mas,2023-01-01,0,1,0,1,0,2
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2023-01-01,2,0,0,0,2,0
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2023-01-01,6,4,2,0,8,4
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2023-01-01,0,3,1,0,1,3
SUCRE,chagas,tratamientos de 15 anos y mas,2023-01-01,5,12,0,0,5,12
TOCO,chagas,tratamientos de 15 anos y mas,2023-01-01,0,1,0,0,0,1
TOMINA,chagas,tratamientos de 15 anos y mas,2023-01-01,0,0,0,2,0,2
TRIGAL,chagas,tratamientos de 15 anos y mas,2023-01-01,0,1,0,1,0,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2023-01-01,2,7,8,11,10,18
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2023-01-01,0,1,0,0,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2023-01-01,4,5,1,0,5,5
VILLA VACA GUZMAN (MUYUPAMPA),chagas,tratamientos de 15 anos y mas,2023-01-01,0,0,1,2,1,2
VINTO,chagas,tratamientos de 15 anos y mas,2023-01-01,0,2,0,0,0,2
YACUIBA,chagas,tratamientos de 15 anos y mas,2023-01-01,1,2,0,0,1,2
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2023-01-01,0,1,1,3,1,4
YANACACHI,chagas,tratamientos de 15 anos y mas,2023-01-01,0,0,0,2,0,2
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2023-01-01,1,1,0,0,1,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2023-02-01,0,1,0,1,0,2
ALCALA,chagas,tratamientos de 15 anos y mas,2023-02-01,0,1,0,0,0,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2023-02-01,0,0,1,0,1,0
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2023-02-01,2,3,0,0,2,3
ARQUE,chagas,tratamientos de 15 anos y mas,2023-02-01,1,0,0,0,1,0
BERMEJO,chagas,tratamientos de 15 anos y mas,2023-02-01,0,3,1,0,1,3
CAIROMA,chagas,tratamientos de 15 anos y mas,2023-02-01,0,0,1,0,1,0
CKOCHAS,chagas,tratamientos de 15 anos y mas,2023-02-01,1,0,0,2,1,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2023-02-01,2,4,3,2,5,6
COLOMI,chagas,tratamientos de 15 anos y mas,2023-02-01,1,0,0,0,1,0
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2023-02-01,1,0,0,0,1,0
INCAHUASI,chagas,tratamientos de 15 anos y mas,2023-02-01,0,0,1,0,1,0
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2023-02-01,1,2,0,3,1,5
MIZQUE,chagas,tratamientos de 15 anos y mas,2023-02-01,0,1,0,2,0,3
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2023-02-01,0,1,0,0,0,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2023-02-01,1,0,0,0,1,0
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2023-02-01,0,0,0,1,0,1
PUCARA,chagas,tratamientos de 15 anos y mas,2023-02-01,0,1,0,0,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2023-02-01,3,1,3,3,6,4
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2023-02-01,0,1,1,1,1,2
SACABA,chagas,tratamientos de 15 anos y mas,2023-02-01,1,1,0,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2023-02-01,1,4,1,1,2,5
SICAYA,chagas,tratamientos de 15 anos y mas,2023-02-01,0,1,0,0,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2023-02-01,0,0,1,1,1,1
SUCRE,chagas,tratamientos de 15 anos y mas,2023-02-01,5,3,0,1,5,4
TARABUCO,chagas,tratamientos de 15 anos y mas,2023-02-01,0,1,0,0,0,1
TOCO,chagas,tratamientos de 15 anos y mas,2023-02-01,0,0,0,1,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2023-02-01,0,1,0,0,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2023-02-01,6,21,3,8,9,29
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2023-02-01,0,0,1,2,1,2
VINTO,chagas,tratamientos de 15 anos y mas,2023-02-01,0,0,0,1,0,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2023-02-01,0,2,0,0,0,2
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2023-02-01,0,1,1,0,1,1
YANACACHI,chagas,tratamientos de 15 anos y mas,2023-02-01,0,1,0,0,0,1
YAPACANI,chagas,tratamientos de 15 anos y mas,2023-02-01,0,1,0,2,0,3
AIQUILE,chagas,tratamientos de 15 anos y mas,2023-03-01,2,0,0,0,2,0
ANZALDO,chagas,tratamientos de 15 anos y mas,2023-03-01,1,0,0,0,1,0
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2023-03-01,1,3,0,0,1,3
ARBIETO,chagas,tratamientos de 15 anos y mas,2023-03-01,1,0,0,0,1,0
BERMEJO,chagas,tratamientos de 15 anos y mas,2023-03-01,1,1,2,2,3,3
CAIROMA,chagas,tratamientos de 15 anos y mas,2023-03-01,1,0,0,0,1,0
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2023-03-01,1,2,0,0,1,2
CAPINOTA,chagas,tratamientos de 15 anos y mas,2023-03-01,0,1,0,0,0,1
CLIZA,chagas,tratamientos de 15 anos y mas,2023-03-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2023-03-01,12,22,9,11,21,33
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2023-03-01,1,2,0,0,1,2
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2023-03-01,0,1,0,0,0,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2023-03-01,1,1,1,3,2,4
LA PAZ,chagas,tratamientos de 15 anos y mas,2023-03-01,0,0,0,1,0,1
OCURI,chagas,tratamientos de 15 anos y mas,2023-03-01,0,1,0,0,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2023-03-01,1,0,0,0,1,0
PASORAPA,chagas,tratamientos de 15 anos y mas,2023-03-01,0,1,0,0,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2023-03-01,2,5,2,0,4,5
PUNATA,chagas,tratamientos de 15 anos y mas,2023-03-01,1,0,0,1,1,1
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2023-03-01,0,0,1,1,1,1
RIBERALTA,chagas,tratamientos de 15 anos y mas,2023-03-01,1,1,0,0,1,1
SACABA,chagas,tratamientos de 15 anos y mas,2023-03-01,0,3,0,3,0,6
SAN BENITO,chagas,tratamientos de 15 anos y mas,2023-03-01,1,0,0,1,1,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2023-03-01,0,1,2,0,2,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2023-03-01,0,8,3,3,3,11
SHINAOTA,chagas,tratamientos de 15 anos y mas,2023-03-01,1,0,0,0,1,0
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2023-03-01,0,1,0,3,0,4
SUCRE,chagas,tratamientos de 15 anos y mas,2023-03-01,2,0,0,1,2,1
TAPACARI,chagas,tratamientos de 15 anos y mas,2023-03-01,0,1,0,0,0,1
TARABUCO,chagas,tratamientos de 15 anos y mas,2023-03-01,0,2,0,0,0,2
TOLATA,chagas,tratamientos de 15 anos y mas,2023-03-01,1,0,0,0,1,0
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2023-03-01,2,2,0,0,2,2
TRIGAL,chagas,tratamientos de 15 anos y mas,2023-03-01,0,0,0,1,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2023-03-01,3,19,2,7,5,26
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2023-03-01,1,1,0,0,1,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2023-03-01,0,1,2,1,2,2
VINTO,chagas,tratamientos de 15 anos y mas,2023-03-01,0,1,0,1,0,2
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2023-03-01,0,0,0,2,0,2
YAPACANI,chagas,tratamientos de 15 anos y mas,2023-03-01,2,0,0,0,2,0
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2023-03-01,0,1,1,1,1,2
ALCALA,chagas,tratamientos de 15 anos y mas,2023-04-01,0,1,0,1,0,2
ANZALDO,chagas,tratamientos de 15 anos y mas,2023-04-01,1,1,1,0,2,1
ARQUE,chagas,tratamientos de 15 anos y mas,2023-04-01,0,3,1,0,1,3
BERMEJO,chagas,tratamientos de 15 anos y mas,2023-04-01,0,1,0,2,0,3
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2023-04-01,0,1,0,0,0,1
CKOCHAS,chagas,tratamientos de 15 anos y mas,2023-04-01,0,3,0,0,0,3
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2023-04-01,21,13,7,11,28,24
EL TORNO,chagas,tratamientos de 15 anos y mas,2023-04-01,0,1,0,0,0,1
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2023-04-01,2,3,1,1,3,4
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2023-04-01,0,1,0,0,0,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2023-04-01,0,3,1,0,1,3
MIZQUE,chagas,tratamientos de 15 anos y mas,2023-04-01,0,2,0,0,0,2
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2023-04-01,2,0,1,0,3,0
OCURI,chagas,tratamientos de 15 anos y mas,2023-04-01,0,1,0,0,0,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2023-04-01,0,0,1,0,1,0
PADILLA,chagas,tratamientos de 15 anos y mas,2023-04-01,2,0,0,0,2,0
PUCARA,chagas,tratamientos de 15 anos y mas,2023-04-01,0,2,0,1,0,3
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2023-04-01,0,0,1,2,1,2
PUNA,chagas,tratamientos de 15 anos y mas,2023-04-01,0,0,0,1,0,1
PUNATA,chagas,tratamientos de 15 anos y mas,2023-04-01,2,1,1,0,3,1
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2023-04-01,0,3,1,1,1,4
SACABA,chagas,tratamientos de 15 anos y mas,2023-04-01,0,4,1,2,1,6
SAN BENITO,chagas,tratamientos de 15 anos y mas,2023-04-01,0,1,0,0,0,1
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2023-04-01,0,2,0,1,0,3
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2023-04-01,1,1,0,0,1,1
SAN PEDRO DE BUENA VISTA,chagas,tratamientos de 15 anos y mas,2023-04-01,1,0,0,0,1,0
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2023-04-01,5,6,1,3,6,9
SICAYA,chagas,tratamientos de 15 anos y mas,2023-04-01,1,0,0,0,1,0
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2023-04-01,1,2,0,0,1,2
SUCRE,chagas,tratamientos de 15 anos y mas,2023-04-01,7,17,2,2,9,19
TACOBAMBA,chagas,tratamientos de 15 anos y mas,2023-04-01,1,0,0,0,1,0
TARIJA,chagas,tratamientos de 15 anos y mas,2023-04-01,0,1,0,0,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2023-04-01,0,0,0,1,0,1
TRIGAL,chagas,tratamientos de 15 anos y mas,2023-04-01,2,0,0,0,2,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2023-04-01,7,16,6,21,13,37
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2023-04-01,3,3,0,0,3,3
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2023-04-01,2,3,0,1,2,4
VINTO,chagas,tratamientos de 15 anos y mas,2023-04-01,0,0,0,1,0,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2023-04-01,0,0,0,1,0,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2023-04-01,0,0,0,1,0,1
YANACACHI,chagas,tratamientos de 15 anos y mas,2023-04-01,0,0,0,1,0,1
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2023-04-01,2,0,0,0,2,0
ALCALA,chagas,tratamientos de 15 anos y mas,2023-05-01,2,1,0,0,2,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2023-05-01,0,1,1,0,1,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2023-05-01,0,4,0,0,0,4
BERMEJO,chagas,tratamientos de 15 anos y mas,2023-05-01,1,2,0,1,1,3
CAIROMA,chagas,tratamientos de 15 anos y mas,2023-05-01,0,0,1,0,1,0
CAPINOTA,chagas,tratamientos de 15 anos y mas,2023-05-01,0,1,0,0,0,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2023-05-01,1,0,0,0,1,0
CHIMORE,chagas,tratamientos de 15 anos y mas,2023-05-01,1,0,0,0,1,0
CKOCHAS,chagas,tratamientos de 15 anos y mas,2023-05-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2023-05-01,21,28,10,21,31,49
COTAGAITA,chagas,tratamientos de 15 anos y mas,2023-05-01,2,1,0,0,2,1
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2023-05-01,2,2,0,1,2,3
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2023-05-01,0,0,0,1,0,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2023-05-01,0,2,1,0,1,2
LA PAZ,chagas,tratamientos de 15 anos y mas,2023-05-01,0,1,0,0,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2023-05-01,0,2,0,0,0,2
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2023-05-01,0,1,0,0,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2023-05-01,3,0,1,0,4,0
PORONGO,chagas,tratamientos de 15 anos y mas,2023-05-01,0,1,0,0,0,1
PRESTO,chagas,tratamientos de 15 anos y mas,2023-05-01,0,1,0,0,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2023-05-01,0,8,1,1,1,9
PUNATA,chagas,tratamientos de 15 anos y mas,2023-05-01,1,1,0,0,1,1
SACABA,chagas,tratamientos de 15 anos y mas,2023-05-01,2,3,0,3,2,6
SAN BENITO,chagas,tratamientos de 15 anos y mas,2023-05-01,0,1,1,0,1,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2023-05-01,2,1,0,1,2,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2023-05-01,6,13,0,1,6,14
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2023-05-01,0,3,0,1,0,4
SUCRE,chagas,tratamientos de 15 anos y mas,2023-05-01,4,16,11,13,15,29
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2023-05-01,1,0,3,1,4,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2023-05-01,13,11,3,18,16,29
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2023-05-01,0,1,0,3,0,4
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2023-05-01,2,3,0,0,2,3
VITICHI,chagas,tratamientos de 15 anos y mas,2023-05-01,1,0,0,0,1,0
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2023-05-01,0,0,0,1,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2023-06-01,0,2,0,0,0,2
ALCALA,chagas,tratamientos de 15 anos y mas,2023-06-01,0,1,0,1,0,2
ANZALDO,chagas,tratamientos de 15 anos y mas,2023-06-01,0,0,1,1,1,1
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2023-06-01,0,0,1,3,1,3
ARBIETO,chagas,tratamientos de 15 anos y mas,2023-06-01,1,2,0,1,1,3
ARQUE,chagas,tratamientos de 15 anos y mas,2023-06-01,0,1,0,0,0,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2023-06-01,0,1,0,0,0,1
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2023-06-01,0,0,1,1,1,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2023-06-01,1,1,0,0,1,1
CKOCHAS,chagas,tratamientos de 15 anos y mas,2023-06-01,0,1,1,1,1,2
CLIZA,chagas,tratamientos de 15 anos y mas,2023-06-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2023-06-01,15,28,14,10,29,38
COLQUECHACA,chagas,tratamientos de 15 anos y mas,2023-06-01,2,0,0,0,2,0
COTAGAITA,chagas,tratamientos de 15 anos y mas,2023-06-01,1,0,0,0,1,0
EL TORNO,chagas,tratamientos de 15 anos y mas,2023-06-01,1,0,0,0,1,0
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2023-06-01,0,1,1,3,1,4
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2023-06-01,1,0,0,0,1,0
IRUPANA (VILLA DE LANZA),chagas,tratamientos de 15 anos y mas,2023-06-01,0,1,0,0,0,1
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2023-06-01,1,1,0,1,1,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2023-06-01,0,4,1,1,1,5
LAS CARRERAS,chagas,tratamientos de 15 anos y mas,2023-06-01,1,0,0,0,1,0
MIZQUE,chagas,tratamientos de 15 anos y mas,2023-06-01,3,1,0,0,3,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2023-06-01,2,1,1,0,3,1
ORURO,chagas,tratamientos de 15 anos y mas,2023-06-01,0,0,0,1,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2023-06-01,0,2,0,0,0,2
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2023-06-01,4,7,0,5,4,12
PUNATA,chagas,tratamientos de 15 anos y mas,2023-06-01,0,0,0,1,0,1
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2023-06-01,0,0,0,1,0,1
RAVELO,chagas,tratamientos de 15 anos y mas,2023-06-01,0,2,0,0,0,2
SACABA,chagas,tratamientos de 15 anos y mas,2023-06-01,2,8,0,1,2,9
SAN BENITO,chagas,tratamientos de 15 anos y mas,2023-06-01,1,0,0,1,1,1
SAN BORJA,chagas,tratamientos de 15 anos y mas,2023-06-01,1,0,0,0,1,0
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2023-06-01,2,7,1,1,3,8
SAN PEDRO DE BUENA VISTA,chagas,tratamientos de 15 anos y mas,2023-06-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2023-06-01,4,13,4,3,8,16
SICAYA,chagas,tratamientos de 15 anos y mas,2023-06-01,0,0,1,0,1,0
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2023-06-01,1,1,0,0,1,1
SUCRE,chagas,tratamientos de 15 anos y mas,2023-06-01,8,14,9,13,17,27
TAPACARI,chagas,tratamientos de 15 anos y mas,2023-06-01,1,0,0,0,1,0
TARATA,chagas,tratamientos de 15 anos y mas,2023-06-01,0,1,0,0,0,1
TARIJA,chagas,tratamientos de 15 anos y mas,2023-06-01,14,16,0,1,14,17
TOLATA,chagas,tratamientos de 15 anos y mas,2023-06-01,2,0,0,0,2,0
TOMINA,chagas,tratamientos de 15 anos y mas,2023-06-01,0,1,0,1,0,2
TORO TORO,chagas,tratamientos de 15 anos y mas,2023-06-01,0,1,0,0,0,1
TRIGAL,chagas,tratamientos de 15 anos y mas,2023-06-01,0,0,2,0,2,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2023-06-01,7,7,7,16,14,23
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2023-06-01,2,4,3,3,5,7
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2023-06-01,1,1,0,1,1,2
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2023-06-01,5,6,0,0,5,6
YANACACHI,chagas,tratamientos de 15 anos y mas,2023-06-01,2,3,0,0,2,3
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2023-06-01,0,0,2,0,2,0
AIQUILE,chagas,tratamientos de 15 anos y mas,2023-07-01,1,1,0,0,1,1
ALCALA,chagas,tratamientos de 15 anos y mas,2023-07-01,1,0,2,1,3,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2023-07-01,0,2,0,0,0,2
ARBIETO,chagas,tratamientos de 15 anos y mas,2023-07-01,0,2,0,1,0,3
BERMEJO,chagas,tratamientos de 15 anos y mas,2023-07-01,0,0,1,1,1,1
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2023-07-01,1,1,0,1,1,2
CAPINOTA,chagas,tratamientos de 15 anos y mas,2023-07-01,0,1,0,1,0,2
CARAPARI,chagas,tratamientos de 15 anos y mas,2023-07-01,0,3,1,0,1,3
CHIMORE,chagas,tratamientos de 15 anos y mas,2023-07-01,0,2,1,0,1,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2023-07-01,14,12,22,21,36,33
COMARAPA,chagas,tratamientos de 15 anos y mas,2023-07-01,1,1,0,0,1,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2023-07-01,0,1,0,0,0,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2023-07-01,0,0,1,0,1,0
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2023-07-01,0,2,2,2,2,4
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2023-07-01,0,1,0,1,0,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2023-07-01,0,5,0,4,0,9
LA PAZ,chagas,tratamientos de 15 anos y mas,2023-07-01,1,0,0,1,1,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2023-07-01,0,2,0,1,0,3
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2023-07-01,2,5,0,1,2,6
MONTERO,chagas,tratamientos de 15 anos y mas,2023-07-01,0,1,0,0,0,1
ORURO,chagas,tratamientos de 15 anos y mas,2023-07-01,0,1,0,0,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2023-07-01,0,1,1,0,1,1
POROMA,chagas,tratamientos de 15 anos y mas,2023-07-01,2,0,0,0,2,0
PRESTO,chagas,tratamientos de 15 anos y mas,2023-07-01,0,1,0,1,0,2
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2023-07-01,1,3,1,2,2,5
PUNATA,chagas,tratamientos de 15 anos y mas,2023-07-01,3,2,0,0,3,2
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2023-07-01,1,1,0,0,1,1
RAVELO,chagas,tratamientos de 15 anos y mas,2023-07-01,0,3,0,0,0,3
SACABA,chagas,tratamientos de 15 anos y mas,2023-07-01,1,4,0,4,1,8
SAN BENITO,chagas,tratamientos de 15 anos y mas,2023-07-01,1,0,0,1,1,1
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2023-07-01,0,0,2,0,2,0
SAN LORENZO(TJA),chagas,tratamientos de 15 anos y mas,2023-07-01,0,1,0,0,0,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2023-07-01,3,4,1,0,4,4
SAN PEDRO,chagas,tratamientos de 15 anos y mas,2023-07-01,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2023-07-01,5,16,4,9,9,25
SICAYA,chagas,tratamientos de 15 anos y mas,2023-07-01,0,1,0,1,0,2
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2023-07-01,2,4,0,3,2,7
SUCRE,chagas,tratamientos de 15 anos y mas,2023-07-01,34,39,10,13,44,52
TARIJA,chagas,tratamientos de 15 anos y mas,2023-07-01,21,40,0,0,21,40
TOCO,chagas,tratamientos de 15 anos y mas,2023-07-01,1,1,0,0,1,1
TOMINA,chagas,tratamientos de 15 anos y mas,2023-07-01,1,0,0,0,1,0
TORO TORO,chagas,tratamientos de 15 anos y mas,2023-07-01,0,1,0,0,0,1
TRIGAL,chagas,tratamientos de 15 anos y mas,2023-07-01,0,0,1,0,1,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2023-07-01,6,23,13,11,19,34
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2023-07-01,1,2,0,0,1,2
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2023-07-01,1,1,0,0,1,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2023-07-01,1,2,3,3,4,5
YACUIBA,chagas,tratamientos de 15 anos y mas,2023-07-01,0,0,0,1,0,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2023-07-01,2,3,0,0,2,3
YAPACANI,chagas,tratamientos de 15 anos y mas,2023-07-01,1,6,0,0,1,6
AIQUILE,chagas,tratamientos de 15 anos y mas,2023-08-01,1,0,0,2,1,2
