,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,31,31
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2,2
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,11,11
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,51,51
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,112,112
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,10,10
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,1445,1445
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,106,106
COLLANA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2,2
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,39,39
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,21,21
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,28,28
COLQUENCHA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,10,10
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,44,44
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,86,86
COROICO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,68,68
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,24,24
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,289,289
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,32,32
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,18,18
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
CURVA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,4,4
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2189,2189
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,1,1
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,15,15
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,6,6
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,232,232
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,4,4
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,25,25
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,155,155
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,6,6
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,6,6
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,28,28
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,5,5
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,15,15
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,118,118
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,13,13
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2,2
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,26,26
HUARINA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,11,11
HUATAJATA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,1,1
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,4,4
ICLA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,5,5
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,10,10
INGAVI (HUMAITA),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,6,6
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,16,16
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,15,15
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,12,12
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,266,266
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,1501,1501
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
LAJA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,16,16
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,163,163
LLICA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,1,1
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,5,5
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,4,4
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,35,35
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,38,38
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,87,87
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,80,80
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,373,373
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,4,4
OCURI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,25,25
OKINAWA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,15,15
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,10,10
ORURO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,764,764
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,39,39
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,5,5
PAILON,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,83,83
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,11,11
PAMPA GRANDE,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,22,22
PAPEL PAMPA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,6,6
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2,2
PATACAMAYA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,52,52
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
PELECHUCO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,6,6
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,30,30
POCONA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,4,4
POJO (CBBA),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,27,27
POOPO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,8,8
PORCO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,20,20
POROMA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,26,26
PORONGO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,9,9
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,70,70
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,4,4
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,316,316
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,6,6
PUCARANI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,13,13
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
PUERTO PEREZ,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2,2
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,13,13
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
PUERTO SUAREZ,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,83,83
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,311,311
PUNA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,6,6
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,164,164
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,442,442
QUIME,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,12,12
QUIRUSILLAS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2,2
RAQAYPAMPA(ETA),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2,2
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,12,12
REYES,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,16,16
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,612,612
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,6,6
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,4,4
SACABA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,510,510
SACACA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,9,9
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,6,6
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,4,4
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,14,14
SAN AGUSTIN,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,1,1
SAN ANDRES,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,15,15
SAN ANDRES DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2,2
SAN ANTONIO DE ESMORUCO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,1,1
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,5,5
SAN BENITO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,17,17
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,116,116
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,72,72
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,60,60
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,193,193
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,38,38
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,11,11
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,119,119
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,10,10
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,20,20
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,58,58
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,44,44
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,24,24
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,25,25
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,42,42
SAN PEDRO DE MACHA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,24,24
SAN PEDRO DE TIQUINA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,1,1
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,1,1
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
SAN RAMON BENI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,10,10
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,12,12
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,59,59
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2795,2795
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,6,6
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,49,49
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
SANTIAGO DE HUATA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
SANTIVAÑES,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
SENA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,16,16
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,96,96
SICA SICA (VILLA AROMA),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,8,8
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2,2
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,120,120
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,13,13
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,637,637
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,16,16
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,16,16
TARACO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,4,4
TARATA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,14,14
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,351,351
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,14,14
TEOPONTE,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
TIAHUANACU,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,32,32
TIPUANI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,9,9
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,12,12
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,19,19
TOCO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,10,10
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,6,6
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2,2
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2,2
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,11,11
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,12,12
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,50,50
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,8,8
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,159,159
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,143,143
TURCO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,2,2
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,36,36
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,23,23
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,17,17
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,77,77
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,32,32
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,3,3
VILA VILA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,1,1
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,13,13
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,51,51
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,11,11
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,337,337
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,12,12
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,43,43
VINTO,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,133,133
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,184,184
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,8,8
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,223,223
YOCALLA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,7,7
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,8,8
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2022-01-01,0,14,14
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,2,2
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,48,48
ACHOCALLA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,3,3
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,62,62
ALALAY,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,2,2
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,3,3
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,10,10
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,4,4
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,2,2
ANTEQUERA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,1,1
ANZALDO,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,5,5
ARAMPAMPA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,1,1
ARANI,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,13,13
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,34,34
ARQUE,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,5,5
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,78,78
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,10,10
AUCAPATA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,16,16
AYATA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,8,8
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,45,45
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,10,10
BATALLAS,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,4,4
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,3,3
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,89,89
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,47,47
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,2,2
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,23,23
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,32,32
CAIROMA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,6,6
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,11,11
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,6,6
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,16,16
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,21,21
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,4,4
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,85,85
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,54,54
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,8,8
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,153,153
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,31,31
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,11,11
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,122,122
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,11,11
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,90,90
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,104,104
CHIPAYA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,1,1
CHUA COCANI,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,30,30
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,11,11
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,6,6
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,18,18
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,75,75
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,91,91
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,57,57
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,1598,1598
COIPASA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,1,1
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2022-02-01,0,134,134
