,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2016-01-01,3,0,3,0,3
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2016-01-01,2,0,2,0,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2016-01-01,5,1,5,1,6
SAN LORENZO(TJA),rabia,no de personas con esquema reducido completo,2016-01-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2016-01-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2016-01-01,79,65,79,65,144
SIPE SIPE,rabia,no de personas con esquema reducido completo,2016-01-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema reducido completo,2016-01-01,52,34,52,34,86
TARIJA,rabia,no de personas con esquema reducido completo,2016-01-01,19,21,19,21,40
TIAWANACU,rabia,no de personas con esquema reducido completo,2016-01-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2016-01-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2016-01-01,2,3,2,3,5
UNCIA,rabia,no de personas con esquema reducido completo,2016-01-01,1,1,1,1,2
VACAS,rabia,no de personas con esquema reducido completo,2016-01-01,2,0,2,0,2
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2016-01-01,4,5,4,5,9
VIACHA,rabia,no de personas con esquema reducido completo,2016-01-01,0,2,0,2,2
VILLA MONTES,rabia,no de personas con esquema reducido completo,2016-01-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2016-01-01,3,3,3,3,6
VINTO,rabia,no de personas con esquema reducido completo,2016-01-01,2,0,2,0,2
WARNES,rabia,no de personas con esquema reducido completo,2016-01-01,9,0,9,0,9
YAPACANI,rabia,no de personas con esquema reducido completo,2016-01-01,13,11,13,11,24
ACHOCALLA,rabia,no de personas con esquema reducido completo,2016-02-01,0,2,0,2,2
ANTEQUERA,rabia,no de personas con esquema reducido completo,2016-02-01,1,1,1,1,2
BATALLAS,rabia,no de personas con esquema reducido completo,2016-02-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2016-02-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2016-02-01,5,1,5,1,6
CAMIRI,rabia,no de personas con esquema reducido completo,2016-02-01,1,1,1,1,2
CARACOLLO,rabia,no de personas con esquema reducido completo,2016-02-01,0,2,0,2,2
CARANAVI,rabia,no de personas con esquema reducido completo,2016-02-01,0,2,0,2,2
CHALLAPATA,rabia,no de personas con esquema reducido completo,2016-02-01,1,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2016-02-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2016-02-01,10,10,10,10,20
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2016-02-01,1,0,1,0,1
COPACABANA,rabia,no de personas con esquema reducido completo,2016-02-01,1,0,1,0,1
CORO CORO,rabia,no de personas con esquema reducido completo,2016-02-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2016-02-01,1,3,1,3,4
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2016-02-01,3,1,3,1,4
EL ALTO,rabia,no de personas con esquema reducido completo,2016-02-01,39,42,39,42,81
EL TORNO,rabia,no de personas con esquema reducido completo,2016-02-01,10,7,10,7,17
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2016-02-01,0,1,0,1,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2016-02-01,0,1,0,1,1
GUANAY,rabia,no de personas con esquema reducido completo,2016-02-01,0,1,0,1,1
GUAQUI,rabia,no de personas con esquema reducido completo,2016-02-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema reducido completo,2016-02-01,2,2,2,2,4
LA GUARDIA,rabia,no de personas con esquema reducido completo,2016-02-01,12,10,12,10,22
LA PAZ,rabia,no de personas con esquema reducido completo,2016-02-01,59,44,59,44,103
MIZQUE,rabia,no de personas con esquema reducido completo,2016-02-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2016-02-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2016-02-01,10,5,10,5,15
MORO MORO,rabia,no de personas con esquema reducido completo,2016-02-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema reducido completo,2016-02-01,7,2,7,2,9
PAILON,rabia,no de personas con esquema reducido completo,2016-02-01,3,0,3,0,3
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2016-02-01,1,2,1,2,3
PORTACHUELO,rabia,no de personas con esquema reducido completo,2016-02-01,8,6,8,6,14
PUCARANI,rabia,no de personas con esquema reducido completo,2016-02-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2016-02-01,1,0,1,0,1
PUNA,rabia,no de personas con esquema reducido completo,2016-02-01,0,2,0,2,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2016-02-01,5,2,5,2,7
ROBORE,rabia,no de personas con esquema reducido completo,2016-02-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema reducido completo,2016-02-01,1,2,1,2,3
SAN ANDRES,rabia,no de personas con esquema reducido completo,2016-02-01,2,1,2,1,3
SAN CARLOS,rabia,no de personas con esquema reducido completo,2016-02-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2016-02-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2016-02-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2016-02-01,3,0,3,0,3
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2016-02-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2016-02-01,2,1,2,1,3
SAN PEDRO,rabia,no de personas con esquema reducido completo,2016-02-01,1,1,1,1,2
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2016-02-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2016-02-01,67,56,67,56,123
SANTIAGO DE HUARI,rabia,no de personas con esquema reducido completo,2016-02-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2016-02-01,0,2,0,2,2
SORACACHI,rabia,no de personas con esquema reducido completo,2016-02-01,2,2,2,2,4
SUCRE,rabia,no de personas con esquema reducido completo,2016-02-01,45,24,45,24,69
TARIJA,rabia,no de personas con esquema reducido completo,2016-02-01,9,16,9,16,25
TEOPONTE,rabia,no de personas con esquema reducido completo,2016-02-01,0,1,0,1,1
TIAWANACU,rabia,no de personas con esquema reducido completo,2016-02-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2016-02-01,0,2,0,2,2
TRINIDAD,rabia,no de personas con esquema reducido completo,2016-02-01,2,5,2,5,7
TUPIZA,rabia,no de personas con esquema reducido completo,2016-02-01,1,0,1,0,1
UNCIA,rabia,no de personas con esquema reducido completo,2016-02-01,2,2,2,2,4
UYUNI,rabia,no de personas con esquema reducido completo,2016-02-01,2,1,2,1,3
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2016-02-01,1,3,1,3,4
VIACHA,rabia,no de personas con esquema reducido completo,2016-02-01,1,2,1,2,3
VILLA MONTES,rabia,no de personas con esquema reducido completo,2016-02-01,2,2,2,2,4
VILLAZON,rabia,no de personas con esquema reducido completo,2016-02-01,1,2,1,2,3
WARNES,rabia,no de personas con esquema reducido completo,2016-02-01,8,18,8,18,26
YAPACANI,rabia,no de personas con esquema reducido completo,2016-02-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
BERMEJO,rabia,no de personas con esquema reducido completo,2016-03-01,1,1,1,1,2
CARACOLLO,rabia,no de personas con esquema reducido completo,2016-03-01,2,0,2,0,2
CARANAVI,rabia,no de personas con esquema reducido completo,2016-03-01,3,0,3,0,3
CHALLAPATA,rabia,no de personas con esquema reducido completo,2016-03-01,3,1,3,1,4
COCHABAMBA,rabia,no de personas con esquema reducido completo,2016-03-01,13,15,13,15,28
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con esquema reducido completo,2016-03-01,2,1,2,1,3
COPACABANA,rabia,no de personas con esquema reducido completo,2016-03-01,3,0,3,0,3
COTOCA,rabia,no de personas con esquema reducido completo,2016-03-01,3,6,3,6,9
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2016-03-01,2,4,2,4,6
EL ALTO,rabia,no de personas con esquema reducido completo,2016-03-01,30,23,30,23,53
EL TORNO,rabia,no de personas con esquema reducido completo,2016-03-01,20,10,20,10,30
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2016-03-01,1,2,1,2,3
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2016-03-01,2,0,2,0,2
GUANAY,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema reducido completo,2016-03-01,2,3,2,3,5
HUARINA,rabia,no de personas con esquema reducido completo,2016-03-01,2,0,2,0,2
IXIAMAS,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2016-03-01,8,7,8,7,15
LA PAZ,rabia,no de personas con esquema reducido completo,2016-03-01,66,53,66,53,119
MIZQUE,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2016-03-01,2,0,2,0,2
MONTERO,rabia,no de personas con esquema reducido completo,2016-03-01,11,9,11,9,20
MORO MORO,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2016-03-01,16,63,16,63,79
PAILON,rabia,no de personas con esquema reducido completo,2016-03-01,0,1,0,1,1
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2016-03-01,0,3,0,3,3
PORONGO,rabia,no de personas con esquema reducido completo,2016-03-01,11,2,11,2,13
PORTACHUELO,rabia,no de personas con esquema reducido completo,2016-03-01,0,10,0,10,10
PUERTO PEREZ,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2016-03-01,1,2,1,2,3
ROBORE,rabia,no de personas con esquema reducido completo,2016-03-01,2,2,2,2,4
SACABA,rabia,no de personas con esquema reducido completo,2016-03-01,3,1,3,1,4
SAN AGUSTIN,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2016-03-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2016-03-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2016-03-01,62,56,62,56,118
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2016-03-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2016-03-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema reducido completo,2016-03-01,40,36,40,36,76
TARATA,rabia,no de personas con esquema reducido completo,2016-03-01,2,0,2,0,2
TARIJA,rabia,no de personas con esquema reducido completo,2016-03-01,18,17,18,17,35
TIAWANACU,rabia,no de personas con esquema reducido completo,2016-03-01,0,1,0,1,1
TIPUANI,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2016-03-01,3,5,3,5,8
TOLATA,rabia,no de personas con esquema reducido completo,2016-03-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2016-03-01,3,3,3,3,6
UNCIA,rabia,no de personas con esquema reducido completo,2016-03-01,1,3,1,3,4
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2016-03-01,1,1,1,1,2
VIACHA,rabia,no de personas con esquema reducido completo,2016-03-01,4,7,4,7,11
VILLA MONTES,rabia,no de personas con esquema reducido completo,2016-03-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2016-03-01,3,0,3,0,3
WARNES,rabia,no de personas con esquema reducido completo,2016-03-01,19,7,19,7,26
YAPACANI,rabia,no de personas con esquema reducido completo,2016-03-01,5,1,5,1,6
ACHOCALLA,rabia,no de personas con esquema reducido completo,2016-04-01,1,0,1,0,1
AIQUILE,rabia,no de personas con esquema reducido completo,2016-04-01,1,0,1,0,1
ARQUE,rabia,no de personas con esquema reducido completo,2016-04-01,1,0,1,0,1
ATOCHA,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
BATALLAS,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
CABEZAS,rabia,no de personas con esquema reducido completo,2016-04-01,3,4,3,4,7
CAPINOTA,rabia,no de personas con esquema reducido completo,2016-04-01,3,0,3,0,3
CAQUIAVIRI,rabia,no de personas con esquema reducido completo,2016-04-01,1,1,1,1,2
CARACOLLO,rabia,no de personas con esquema reducido completo,2016-04-01,3,3,3,3,6
CARANAVI,rabia,no de personas con esquema reducido completo,2016-04-01,1,1,1,1,2
CHALLAPATA,rabia,no de personas con esquema reducido completo,2016-04-01,4,3,4,3,7
CHARAGUA,rabia,no de personas con esquema reducido completo,2016-04-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2016-04-01,14,16,14,16,30
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2016-04-01,1,1,1,1,2
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2016-04-01,1,2,1,2,3
CORIPATA,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2016-04-01,3,1,3,1,4
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2016-04-01,2,1,2,1,3
EL ALTO,rabia,no de personas con esquema reducido completo,2016-04-01,46,42,46,42,88
EL TORNO,rabia,no de personas con esquema reducido completo,2016-04-01,20,12,20,12,32
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2016-04-01,1,3,1,3,4
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2016-04-01,2,0,2,0,2
HUANUNI,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
HUARINA,rabia,no de personas con esquema reducido completo,2016-04-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2016-04-01,16,18,16,18,34
LA PAZ,rabia,no de personas con esquema reducido completo,2016-04-01,67,48,67,48,115
MAIRANA,rabia,no de personas con esquema reducido completo,2016-04-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2016-04-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2016-04-01,7,14,7,14,21
ORURO,rabia,no de personas con esquema reducido completo,2016-04-01,55,38,55,38,93
PADILLA,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
PAILON,rabia,no de personas con esquema reducido completo,2016-04-01,1,2,1,2,3
PORTACHUELO,rabia,no de personas con esquema reducido completo,2016-04-01,12,16,12,16,28
PUCARANI,rabia,no de personas con esquema reducido completo,2016-04-01,1,0,1,0,1
PUERTO ACOSTA,rabia,no de personas con esquema reducido completo,2016-04-01,1,0,1,0,1
PUERTO QUIJARRO,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2016-04-01,1,0,1,0,1
PUNA,rabia,no de personas con esquema reducido completo,2016-04-01,10,0,10,0,10
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2016-04-01,2,1,2,1,3
SACABA,rabia,no de personas con esquema reducido completo,2016-04-01,1,3,1,3,4
SACABAMBA,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
SAN BENITO,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2016-04-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2016-04-01,0,7,0,7,7
SAN PEDRO,rabia,no de personas con esquema reducido completo,2016-04-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2016-04-01,84,73,84,73,157
SANTUARIO DE QUILLACAS,rabia,no de personas con esquema reducido completo,2016-04-01,2,3,2,3,5
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2016-04-01,2,0,2,0,2
SIPE SIPE,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema reducido completo,2016-04-01,34,24,34,24,58
TARIJA,rabia,no de personas con esquema reducido completo,2016-04-01,21,16,21,16,37
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2016-04-01,0,4,0,4,4
TRINIDAD,rabia,no de personas con esquema reducido completo,2016-04-01,0,3,0,3,3
UNCIA,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
VACAS,rabia,no de personas con esquema reducido completo,2016-04-01,0,2,0,2,2
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2016-04-01,2,3,2,3,5
VIACHA,rabia,no de personas con esquema reducido completo,2016-04-01,5,1,5,1,6
VILLAZON,rabia,no de personas con esquema reducido completo,2016-04-01,1,2,1,2,3
WARNES,rabia,no de personas con esquema reducido completo,2016-04-01,0,2,0,2,2
YAPACANI,rabia,no de personas con esquema reducido completo,2016-04-01,0,1,0,1,1
ACHACACHI,rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
AIQUILE,rabia,no de personas con esquema reducido completo,2016-05-01,1,0,1,0,1
ANCORAIMES,rabia,no de personas con esquema reducido completo,2016-05-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema reducido completo,2016-05-01,4,4,4,4,8
ATOCHA,rabia,no de personas con esquema reducido completo,2016-05-01,2,0,2,0,2
BATALLAS,rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2016-05-01,0,3,0,3,3
CALAMARCA,rabia,no de personas con esquema reducido completo,2016-05-01,1,0,1,0,1
CAMIRI,rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2016-05-01,2,1,2,1,3
CARAPARI,rabia,no de personas con esquema reducido completo,2016-05-01,1,1,1,1,2
CHALLAPATA,rabia,no de personas con esquema reducido completo,2016-05-01,5,6,5,6,11
CHIMORE,rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,rabia,no de personas con esquema reducido completo,2016-05-01,1,0,1,0,1
CLIZA,rabia,no de personas con esquema reducido completo,2016-05-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2016-05-01,7,13,7,13,20
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
COPACABANA,rabia,no de personas con esquema reducido completo,2016-05-01,0,2,0,2,2
COTOCA,rabia,no de personas con esquema reducido completo,2016-05-01,1,3,1,3,4
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2016-05-01,1,1,1,1,2
EL ALTO,rabia,no de personas con esquema reducido completo,2016-05-01,49,37,49,37,86
EL TORNO,rabia,no de personas con esquema reducido completo,2016-05-01,11,8,11,8,19
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2016-05-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2016-05-01,1,0,1,0,1
GUANAY,rabia,no de personas con esquema reducido completo,2016-05-01,1,2,1,2,3
GUAQUI,rabia,no de personas con esquema reducido completo,2016-05-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema reducido completo,2016-05-01,1,4,1,4,5
LA GUARDIA,rabia,no de personas con esquema reducido completo,2016-05-01,6,6,6,6,12
LA PAZ,rabia,no de personas con esquema reducido completo,2016-05-01,42,30,42,30,72
LAJA,rabia,no de personas con esquema reducido completo,2016-05-01,4,0,4,0,4
MONTERO,rabia,no de personas con esquema reducido completo,2016-05-01,17,9,17,9,26
ORURO,rabia,no de personas con esquema reducido completo,2016-05-01,52,38,52,38,90
PADILLA,rabia,no de personas con esquema reducido completo,2016-05-01,2,0,2,0,2
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
PORCO,rabia,no de personas con esquema reducido completo,2016-05-01,1,2,1,2,3
PORONGO,rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2016-05-01,2,1,2,1,3
PUERTO ACOSTA,rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
PUNA,rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2016-05-01,2,3,2,3,5
SACABA,rabia,no de personas con esquema reducido completo,2016-05-01,4,1,4,1,5
SAN BORJA,rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2016-05-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2016-05-01,3,1,3,1,4
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2016-05-01,2,0,2,0,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2016-05-01,5,4,5,4,9
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2016-05-01,4,2,4,2,6
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2016-05-01,62,48,62,48,110
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2016-05-01,0,2,0,2,2
SUCRE,rabia,no de personas con esquema reducido completo,2016-05-01,86,74,86,74,160
TARATA,rabia,no de personas con esquema reducido completo,2016-05-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2016-05-01,8,18,8,18,26
TIAWANACU,rabia,no de personas con esquema reducido completo,2016-05-01,0,2,0,2,2
