,group,variable,month,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
WARNES,rabia,no de personas con esquema clasico completo,2016-02-01,1,1,1,1,2
BELEN DE URMIRI,rabia,no de personas con esquema clasico completo,2016-03-01,1,1,1,1,2
BERMEJO,rabia,no de personas con esquema clasico completo,2016-03-01,0,1,0,1,1
CARAPARI,rabia,no de personas con esquema clasico completo,2016-03-01,1,2,1,2,3
CHIMORE,rabia,no de personas con esquema clasico completo,2016-03-01,0,2,0,2,2
COCHABAMBA,rabia,no de personas con esquema clasico completo,2016-03-01,0,1,0,1,1
"COLCHA ""K""",rabia,no de personas con esquema clasico completo,2016-03-01,1,1,1,1,2
EL ALTO,rabia,no de personas con esquema clasico completo,2016-03-01,12,8,12,8,20
EL TORNO,rabia,no de personas con esquema clasico completo,2016-03-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema clasico completo,2016-03-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2016-03-01,4,7,4,7,11
MAPIRI,rabia,no de personas con esquema clasico completo,2016-03-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema clasico completo,2016-03-01,4,3,4,3,7
PAILON,rabia,no de personas con esquema clasico completo,2016-03-01,3,1,3,1,4
PALOS BLANCOS,rabia,no de personas con esquema clasico completo,2016-03-01,0,1,0,1,1
POTOSI,rabia,no de personas con esquema clasico completo,2016-03-01,45,0,45,0,45
PUERTO QUIJARRO,rabia,no de personas con esquema clasico completo,2016-03-01,1,1,1,1,2
SAN BORJA,rabia,no de personas con esquema clasico completo,2016-03-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2016-03-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema clasico completo,2016-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2016-03-01,8,20,8,20,28
SANTIAGO DE HUARI,rabia,no de personas con esquema clasico completo,2016-03-01,1,0,1,0,1
SORACACHI,rabia,no de personas con esquema clasico completo,2016-03-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2016-03-01,14,38,14,38,52
UYUNI,rabia,no de personas con esquema clasico completo,2016-03-01,3,1,3,1,4
VILLAZON,rabia,no de personas con esquema clasico completo,2016-03-01,1,2,1,2,3
WARNES,rabia,no de personas con esquema clasico completo,2016-03-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas con esquema clasico completo,2016-04-01,0,1,0,1,1
CALACOTO,rabia,no de personas con esquema clasico completo,2016-04-01,1,0,1,0,1
CARAPARI,rabia,no de personas con esquema clasico completo,2016-04-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con esquema clasico completo,2016-04-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2016-04-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema clasico completo,2016-04-01,4,3,4,3,7
EL ALTO,rabia,no de personas con esquema clasico completo,2016-04-01,15,11,15,11,26
EL TORNO,rabia,no de personas con esquema clasico completo,2016-04-01,1,0,1,0,1
ENTRE RIOS CBBA,rabia,no de personas con esquema clasico completo,2016-04-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema clasico completo,2016-04-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2016-04-01,3,7,3,7,10
LA PAZ,rabia,no de personas con esquema clasico completo,2016-04-01,2,1,2,1,3
MAIRANA,rabia,no de personas con esquema clasico completo,2016-04-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema clasico completo,2016-04-01,7,3,7,3,10
ORURO,rabia,no de personas con esquema clasico completo,2016-04-01,3,0,3,0,3
PAILON,rabia,no de personas con esquema clasico completo,2016-04-01,4,1,4,1,5
PORTACHUELO,rabia,no de personas con esquema clasico completo,2016-04-01,0,1,0,1,1
POTOSI,rabia,no de personas con esquema clasico completo,2016-04-01,15,10,15,10,25
SAN JULIAN,rabia,no de personas con esquema clasico completo,2016-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2016-04-01,16,9,16,9,25
SIPE SIPE,rabia,no de personas con esquema clasico completo,2016-04-01,0,1,0,1,1
SORACACHI,rabia,no de personas con esquema clasico completo,2016-04-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema clasico completo,2016-04-01,4,2,4,2,6
TARATA,rabia,no de personas con esquema clasico completo,2016-04-01,3,3,3,3,6
TARIJA,rabia,no de personas con esquema clasico completo,2016-04-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2016-04-01,12,13,12,13,25
UYUNI,rabia,no de personas con esquema clasico completo,2016-04-01,1,3,1,3,4
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2016-04-01,2,0,2,0,2
VIACHA,rabia,no de personas con esquema clasico completo,2016-04-01,3,0,3,0,3
VILLAZON,rabia,no de personas con esquema clasico completo,2016-04-01,2,0,2,0,2
YAPACANI,rabia,no de personas con esquema clasico completo,2016-04-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2016-05-01,2,0,2,0,2
COMANCHE,rabia,no de personas con esquema clasico completo,2016-05-01,1,2,1,2,3
EL ALTO,rabia,no de personas con esquema clasico completo,2016-05-01,17,17,17,17,34
HUANUNI,rabia,no de personas con esquema clasico completo,2016-05-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2016-05-01,3,2,3,2,5
LA PAZ,rabia,no de personas con esquema clasico completo,2016-05-01,1,7,1,7,8
MAPIRI,rabia,no de personas con esquema clasico completo,2016-05-01,2,0,2,0,2
MONTERO,rabia,no de personas con esquema clasico completo,2016-05-01,5,1,5,1,6
ORURO,rabia,no de personas con esquema clasico completo,2016-05-01,1,0,1,0,1
PAILON,rabia,no de personas con esquema clasico completo,2016-05-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con esquema clasico completo,2016-05-01,1,0,1,0,1
POTOSI,rabia,no de personas con esquema clasico completo,2016-05-01,12,14,12,14,26
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2016-05-01,1,1,1,1,2
SAN BORJA,rabia,no de personas con esquema clasico completo,2016-05-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema clasico completo,2016-05-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2016-05-01,12,14,12,14,26
SANTIAGO DE HUARI,rabia,no de personas con esquema clasico completo,2016-05-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2016-05-01,4,7,4,7,11
UYUNI,rabia,no de personas con esquema clasico completo,2016-05-01,0,1,0,1,1
VIACHA,rabia,no de personas con esquema clasico completo,2016-05-01,1,2,1,2,3
VILLAZON,rabia,no de personas con esquema clasico completo,2016-05-01,3,0,3,0,3
WARNES,rabia,no de personas con esquema clasico completo,2016-05-01,3,0,3,0,3
YAPACANI,rabia,no de personas con esquema clasico completo,2016-05-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema clasico completo,2016-06-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema clasico completo,2016-06-01,1,3,1,3,4
CARAPARI,rabia,no de personas con esquema clasico completo,2016-06-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2016-06-01,2,2,2,2,4
EL ALTO,rabia,no de personas con esquema clasico completo,2016-06-01,18,9,18,9,27
EL TORNO,rabia,no de personas con esquema clasico completo,2016-06-01,2,0,2,0,2
HUANUNI,rabia,no de personas con esquema clasico completo,2016-06-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2016-06-01,0,1,0,1,1
LA PAZ,rabia,no de personas con esquema clasico completo,2016-06-01,1,1,1,1,2
MAPIRI,rabia,no de personas con esquema clasico completo,2016-06-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema clasico completo,2016-06-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema clasico completo,2016-06-01,3,1,3,1,4
PAILON,rabia,no de personas con esquema clasico completo,2016-06-01,1,1,1,1,2
PORCO,rabia,no de personas con esquema clasico completo,2016-06-01,1,1,1,1,2
PORTACHUELO,rabia,no de personas con esquema clasico completo,2016-06-01,1,0,1,0,1
POTOSI,rabia,no de personas con esquema clasico completo,2016-06-01,15,20,15,20,35
SACABA,rabia,no de personas con esquema clasico completo,2016-06-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2016-06-01,2,1,2,1,3
SAN PEDRO,rabia,no de personas con esquema clasico completo,2016-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2016-06-01,12,10,12,10,22
SANTIAGO DE HUARI,rabia,no de personas con esquema clasico completo,2016-06-01,1,2,1,2,3
SANTUARIO DE QUILLACAS,rabia,no de personas con esquema clasico completo,2016-06-01,3,1,3,1,4
TRINIDAD,rabia,no de personas con esquema clasico completo,2016-06-01,12,16,12,16,28
UYUNI,rabia,no de personas con esquema clasico completo,2016-06-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2016-06-01,1,1,1,1,2
VILLAZON,rabia,no de personas con esquema clasico completo,2016-06-01,4,3,4,3,7
WARNES,rabia,no de personas con esquema clasico completo,2016-06-01,5,0,5,0,5
ANDAMARCA,rabia,no de personas con esquema clasico completo,2016-07-01,0,1,0,1,1
BATALLAS,rabia,no de personas con esquema clasico completo,2016-07-01,1,0,1,0,1
CALACOTO,rabia,no de personas con esquema clasico completo,2016-07-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema clasico completo,2016-07-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2016-07-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema clasico completo,2016-07-01,13,11,13,11,24
EL TORNO,rabia,no de personas con esquema clasico completo,2016-07-01,0,1,0,1,1
GUANAY,rabia,no de personas con esquema clasico completo,2016-07-01,0,1,0,1,1
HUANUNI,rabia,no de personas con esquema clasico completo,2016-07-01,0,1,0,1,1
HUMANATA,rabia,no de personas con esquema clasico completo,2016-07-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2016-07-01,5,2,5,2,7
LA PAZ,rabia,no de personas con esquema clasico completo,2016-07-01,5,0,5,0,5
MAPIRI,rabia,no de personas con esquema clasico completo,2016-07-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema clasico completo,2016-07-01,1,3,1,3,4
ORURO,rabia,no de personas con esquema clasico completo,2016-07-01,0,2,0,2,2
PAILON,rabia,no de personas con esquema clasico completo,2016-07-01,1,0,1,0,1
PAZÑA,rabia,no de personas con esquema clasico completo,2016-07-01,1,1,1,1,2
PORTACHUELO,rabia,no de personas con esquema clasico completo,2016-07-01,1,0,1,0,1
PORVENIR,rabia,no de personas con esquema clasico completo,2016-07-01,1,0,1,0,1
POTOSI,rabia,no de personas con esquema clasico completo,2016-07-01,10,10,10,10,20
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2016-07-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema clasico completo,2016-07-01,0,1,0,1,1
SAN LORENZO(TJA),rabia,no de personas con esquema clasico completo,2016-07-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema clasico completo,2016-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2016-07-01,9,16,9,16,25
TARABUCO,rabia,no de personas con esquema clasico completo,2016-07-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2016-07-01,27,69,27,69,96
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2016-07-01,2,0,2,0,2
VILLA MONTES,rabia,no de personas con esquema clasico completo,2016-07-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema clasico completo,2016-07-01,1,0,1,0,1
YAPACANI,rabia,no de personas con esquema clasico completo,2016-07-01,3,1,3,1,4
ACHACACHI,rabia,no de personas con esquema clasico completo,2016-08-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema clasico completo,2016-08-01,1,0,1,0,1
BATALLAS,rabia,no de personas con esquema clasico completo,2016-08-01,0,1,0,1,1
CHALLAPATA,rabia,no de personas con esquema clasico completo,2016-08-01,1,3,1,3,4
COCHABAMBA,rabia,no de personas con esquema clasico completo,2016-08-01,2,5,2,5,7
COTAGAITA,rabia,no de personas con esquema clasico completo,2016-08-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema clasico completo,2016-08-01,2,2,2,2,4
EL ALTO,rabia,no de personas con esquema clasico completo,2016-08-01,21,13,21,13,34
EL TORNO,rabia,no de personas con esquema clasico completo,2016-08-01,0,1,0,1,1
HUANUNI,rabia,no de personas con esquema clasico completo,2016-08-01,2,0,2,0,2
HUMANATA,rabia,no de personas con esquema clasico completo,2016-08-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2016-08-01,2,2,2,2,4
LA PAZ,rabia,no de personas con esquema clasico completo,2016-08-01,2,1,2,1,3
MONTERO,rabia,no de personas con esquema clasico completo,2016-08-01,1,1,1,1,2
PAILON,rabia,no de personas con esquema clasico completo,2016-08-01,3,0,3,0,3
PORTACHUELO,rabia,no de personas con esquema clasico completo,2016-08-01,4,1,4,1,5
POTOSI,rabia,no de personas con esquema clasico completo,2016-08-01,11,13,11,13,24
PUERTO ACOSTA,rabia,no de personas con esquema clasico completo,2016-08-01,0,1,0,1,1
RURRENABAQUE,rabia,no de personas con esquema clasico completo,2016-08-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2016-08-01,3,2,3,2,5
SAN JULIAN,rabia,no de personas con esquema clasico completo,2016-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2016-08-01,13,10,13,10,23
TEOPONTE,rabia,no de personas con esquema clasico completo,2016-08-01,1,0,1,0,1
TIPUANI,rabia,no de personas con esquema clasico completo,2016-08-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2016-08-01,13,8,13,8,21
UYUNI,rabia,no de personas con esquema clasico completo,2016-08-01,0,2,0,2,2
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2016-08-01,1,1,1,1,2
VILLAZON,rabia,no de personas con esquema clasico completo,2016-08-01,1,1,1,1,2
WARNES,rabia,no de personas con esquema clasico completo,2016-08-01,3,1,3,1,4
YACUIBA,rabia,no de personas con esquema clasico completo,2016-08-01,3,2,3,2,5
ACHOCALLA,rabia,no de personas con esquema clasico completo,2016-09-01,0,1,0,1,1
"CAIZA ""D""",rabia,no de personas con esquema clasico completo,2016-09-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2016-09-01,6,1,6,1,7
COTOCA,rabia,no de personas con esquema clasico completo,2016-09-01,4,2,4,2,6
EL ALTO,rabia,no de personas con esquema clasico completo,2016-09-01,8,13,8,13,21
EL TORNO,rabia,no de personas con esquema clasico completo,2016-09-01,3,2,3,2,5
HUARINA,rabia,no de personas con esquema clasico completo,2016-09-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2016-09-01,2,3,2,3,5
LA PAZ,rabia,no de personas con esquema clasico completo,2016-09-01,3,1,3,1,4
MACHACAMARCA,rabia,no de personas con esquema clasico completo,2016-09-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema clasico completo,2016-09-01,2,2,2,2,4
ORURO,rabia,no de personas con esquema clasico completo,2016-09-01,1,1,1,1,2
PAILON,rabia,no de personas con esquema clasico completo,2016-09-01,1,1,1,1,2
PATACAMAYA,rabia,no de personas con esquema clasico completo,2016-09-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema clasico completo,2016-09-01,0,1,0,1,1
POTOSI,rabia,no de personas con esquema clasico completo,2016-09-01,12,18,12,18,30
PUERTO SUAREZ,rabia,no de personas con esquema clasico completo,2016-09-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2016-09-01,4,2,4,2,6
SAN ANDRES,rabia,no de personas con esquema clasico completo,2016-09-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2016-09-01,3,1,3,1,4
SAN PEDRO DE BUENA VISTA,rabia,no de personas con esquema clasico completo,2016-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2016-09-01,16,18,16,18,34
SANTA ROSA DEL SARA,rabia,no de personas con esquema clasico completo,2016-09-01,1,0,1,0,1
SANTIAGO DE HUARI,rabia,no de personas con esquema clasico completo,2016-09-01,1,2,1,2,3
TIQUIPAYA,rabia,no de personas con esquema clasico completo,2016-09-01,2,1,2,1,3
TOMAVE,rabia,no de personas con esquema clasico completo,2016-09-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2016-09-01,18,19,18,19,37
UYUNI,rabia,no de personas con esquema clasico completo,2016-09-01,2,2,2,2,4
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2016-09-01,1,0,1,0,1
VIACHA,rabia,no de personas con esquema clasico completo,2016-09-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema clasico completo,2016-09-01,0,1,0,1,1
VINTO,rabia,no de personas con esquema clasico completo,2016-09-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema clasico completo,2016-09-01,0,1,0,1,1
YACUIBA,rabia,no de personas con esquema clasico completo,2016-09-01,3,1,3,1,4
YAPACANI,rabia,no de personas con esquema clasico completo,2016-09-01,3,2,3,2,5
CARANAVI,rabia,no de personas con esquema clasico completo,2016-10-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2016-10-01,5,1,5,1,6
COTOCA,rabia,no de personas con esquema clasico completo,2016-10-01,1,1,1,1,2
EL ALTO,rabia,no de personas con esquema clasico completo,2016-10-01,19,16,19,16,35
ESCOMA,rabia,no de personas con esquema clasico completo,2016-10-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema clasico completo,2016-10-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2016-10-01,4,2,4,2,6
LA PAZ,rabia,no de personas con esquema clasico completo,2016-10-01,1,4,1,4,5
MACHACAMARCA,rabia,no de personas con esquema clasico completo,2016-10-01,0,3,0,3,3
MAPIRI,rabia,no de personas con esquema clasico completo,2016-10-01,2,0,2,0,2
MONTERO,rabia,no de personas con esquema clasico completo,2016-10-01,1,1,1,1,2
ORURO,rabia,no de personas con esquema clasico completo,2016-10-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema clasico completo,2016-10-01,1,0,1,0,1
POTOSI,rabia,no de personas con esquema clasico completo,2016-10-01,22,22,22,22,44
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2016-10-01,4,3,4,3,7
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2016-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2016-10-01,12,6,12,6,18
SICA SICA (VILLA AROMA),rabia,no de personas con esquema clasico completo,2016-10-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema clasico completo,2016-10-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema clasico completo,2016-10-01,42,21,42,21,63
TARABUCO,rabia,no de personas con esquema clasico completo,2016-10-01,0,1,0,1,1
TOMAVE,rabia,no de personas con esquema clasico completo,2016-10-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2016-10-01,6,28,6,28,34
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2016-10-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema clasico completo,2016-10-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema clasico completo,2016-10-01,2,2,2,2,4
YAPACANI,rabia,no de personas con esquema clasico completo,2016-10-01,3,0,3,0,3
ARBIETO,rabia,no de personas con esquema clasico completo,2016-11-01,1,1,1,1,2
CARAPARI,rabia,no de personas con esquema clasico completo,2016-11-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema clasico completo,2016-11-01,2,0,2,0,2
CORIPATA,rabia,no de personas con esquema clasico completo,2016-11-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema clasico completo,2016-11-01,1,1,1,1,2
EL ALTO,rabia,no de personas con esquema clasico completo,2016-11-01,17,14,17,14,31
EL TORNO,rabia,no de personas con esquema clasico completo,2016-11-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema clasico completo,2016-11-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema clasico completo,2016-11-01,10,4,10,4,14
LA PAZ,rabia,no de personas con esquema clasico completo,2016-11-01,2,3,2,3,5
MAPIRI,rabia,no de personas con esquema clasico completo,2016-11-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema clasico completo,2016-11-01,7,7,7,7,14
PAILON,rabia,no de personas con esquema clasico completo,2016-11-01,2,2,2,2,4
PORTACHUELO,rabia,no de personas con esquema clasico completo,2016-11-01,0,1,0,1,1
POTOSI,rabia,no de personas con esquema clasico completo,2016-11-01,26,10,26,10,36
PUERTO QUIJARRO,rabia,no de personas con esquema clasico completo,2016-11-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema clasico completo,2016-11-01,6,1,6,1,7
SACABA,rabia,no de personas con esquema clasico completo,2016-11-01,2,1,2,1,3
SAIPINA,rabia,no de personas con esquema clasico completo,2016-11-01,2,1,2,1,3
SAN IGNACIO,rabia,no de personas con esquema clasico completo,2016-11-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema clasico completo,2016-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2016-11-01,27,23,27,23,50
SANTIAGO DE HUARI,rabia,no de personas con esquema clasico completo,2016-11-01,1,2,1,2,3
SIPE SIPE,rabia,no de personas con esquema clasico completo,2016-11-01,0,1,0,1,1
SORATA,rabia,no de personas con esquema clasico completo,2016-11-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema clasico completo,2016-11-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema clasico completo,2016-11-01,4,2,4,2,6
UNCIA,rabia,no de personas con esquema clasico completo,2016-11-01,1,0,1,0,1
UYUNI,rabia,no de personas con esquema clasico completo,2016-11-01,4,1,4,1,5
VALLEGRANDE,rabia,no de personas con esquema clasico completo,2016-11-01,2,0,2,0,2
VIACHA,rabia,no de personas con esquema clasico completo,2016-11-01,2,1,2,1,3
VILLA MONTES,rabia,no de personas con esquema clasico completo,2016-11-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema clasico completo,2016-11-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema clasico completo,2016-11-01,1,1,1,1,2
YAPACANI,rabia,no de personas con esquema clasico completo,2016-11-01,1,2,1,2,3
ACHOCALLA,rabia,no de personas con esquema clasico completo,2016-12-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema clasico completo,2016-12-01,0,1,0,1,1
CAMIRI,rabia,no de personas con esquema clasico completo,2016-12-01,0,1,0,1,1
CARACOLLO,rabia,no de personas con esquema clasico completo,2016-12-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema clasico completo,2016-12-01,1,0,1,0,1
