,group,variable,month,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,TOTALES,TOTALES,TOTALES
SUCRE,rabia,no de personas que abandonaron esquema,2016-02-01,1,1,1,1,2
TARIJA,rabia,no de personas que abandonaron esquema,2016-02-01,2,2,2,2,4
TRINIDAD,rabia,no de personas que abandonaron esquema,2016-02-01,7,2,7,2,9
UNCIA,rabia,no de personas que abandonaron esquema,2016-02-01,0,1,0,1,1
UYUNI,rabia,no de personas que abandonaron esquema,2016-02-01,6,0,6,0,6
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2016-02-01,1,0,1,0,1
VILLA MONTES,rabia,no de personas que abandonaron esquema,2016-02-01,0,1,0,1,1
VILLAZON,rabia,no de personas que abandonaron esquema,2016-02-01,2,0,2,0,2
WARNES,rabia,no de personas que abandonaron esquema,2016-02-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas que abandonaron esquema,2016-03-01,0,1,0,1,1
CARANAVI,rabia,no de personas que abandonaron esquema,2016-03-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas que abandonaron esquema,2016-03-01,4,0,4,0,4
COCHABAMBA,rabia,no de personas que abandonaron esquema,2016-03-01,1,0,1,0,1
CONCEPCION,rabia,no de personas que abandonaron esquema,2016-03-01,1,0,1,0,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2016-03-01,2,1,2,1,3
EL ALTO,rabia,no de personas que abandonaron esquema,2016-03-01,12,10,12,10,22
EL TORNO,rabia,no de personas que abandonaron esquema,2016-03-01,1,0,1,0,1
GUANAY,rabia,no de personas que abandonaron esquema,2016-03-01,1,0,1,0,1
HUANUNI,rabia,no de personas que abandonaron esquema,2016-03-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas que abandonaron esquema,2016-03-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2016-03-01,6,1,6,1,7
MONTERO,rabia,no de personas que abandonaron esquema,2016-03-01,0,1,0,1,1
ORURO,rabia,no de personas que abandonaron esquema,2016-03-01,2,8,2,8,10
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2016-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2016-03-01,3,2,3,2,5
SUCRE,rabia,no de personas que abandonaron esquema,2016-03-01,8,15,8,15,23
TARIJA,rabia,no de personas que abandonaron esquema,2016-03-01,3,0,3,0,3
TIPUANI,rabia,no de personas que abandonaron esquema,2016-03-01,1,0,1,0,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2016-03-01,1,3,1,3,4
UNCIA,rabia,no de personas que abandonaron esquema,2016-03-01,0,2,0,2,2
UYUNI,rabia,no de personas que abandonaron esquema,2016-03-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2016-03-01,0,1,0,1,1
VIACHA,rabia,no de personas que abandonaron esquema,2016-03-01,0,2,0,2,2
VILLA MONTES,rabia,no de personas que abandonaron esquema,2016-03-01,5,2,5,2,7
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2016-03-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2016-03-01,0,3,0,3,3
BERMEJO,rabia,no de personas que abandonaron esquema,2016-04-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2016-04-01,2,0,2,0,2
CHALLAPATA,rabia,no de personas que abandonaron esquema,2016-04-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas que abandonaron esquema,2016-04-01,2,1,2,1,3
"COLCHA ""K""",rabia,no de personas que abandonaron esquema,2016-04-01,0,1,0,1,1
COTOCA,rabia,no de personas que abandonaron esquema,2016-04-01,0,1,0,1,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2016-04-01,0,2,0,2,2
EL ALTO,rabia,no de personas que abandonaron esquema,2016-04-01,15,6,15,6,21
GUANAY,rabia,no de personas que abandonaron esquema,2016-04-01,0,1,0,1,1
HUANUNI,rabia,no de personas que abandonaron esquema,2016-04-01,1,3,1,3,4
LA GUARDIA,rabia,no de personas que abandonaron esquema,2016-04-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2016-04-01,7,3,7,3,10
MONTERO,rabia,no de personas que abandonaron esquema,2016-04-01,2,0,2,0,2
ORURO,rabia,no de personas que abandonaron esquema,2016-04-01,6,3,6,3,9
POTOSI,rabia,no de personas que abandonaron esquema,2016-04-01,2,0,2,0,2
SACABAMBA,rabia,no de personas que abandonaron esquema,2016-04-01,0,1,0,1,1
SAN BORJA,rabia,no de personas que abandonaron esquema,2016-04-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2016-04-01,7,1,7,1,8
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2016-04-01,8,4,8,4,12
SUCRE,rabia,no de personas que abandonaron esquema,2016-04-01,11,10,11,10,21
TARIJA,rabia,no de personas que abandonaron esquema,2016-04-01,3,2,3,2,5
TRINIDAD,rabia,no de personas que abandonaron esquema,2016-04-01,13,2,13,2,15
UNCIA,rabia,no de personas que abandonaron esquema,2016-04-01,1,0,1,0,1
VIACHA,rabia,no de personas que abandonaron esquema,2016-04-01,0,1,0,1,1
VILLA MONTES,rabia,no de personas que abandonaron esquema,2016-04-01,1,2,1,2,3
VILLAZON,rabia,no de personas que abandonaron esquema,2016-04-01,1,1,1,1,2
WARNES,rabia,no de personas que abandonaron esquema,2016-04-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas que abandonaron esquema,2016-05-01,0,1,0,1,1
BATALLAS,rabia,no de personas que abandonaron esquema,2016-05-01,0,1,0,1,1
CARANAVI,rabia,no de personas que abandonaron esquema,2016-05-01,2,0,2,0,2
CHALLAPATA,rabia,no de personas que abandonaron esquema,2016-05-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas que abandonaron esquema,2016-05-01,2,2,2,2,4
COPACABANA,rabia,no de personas que abandonaron esquema,2016-05-01,0,1,0,1,1
COTOCA,rabia,no de personas que abandonaron esquema,2016-05-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2016-05-01,12,5,12,5,17
GUANAY,rabia,no de personas que abandonaron esquema,2016-05-01,1,0,1,0,1
HUANUNI,rabia,no de personas que abandonaron esquema,2016-05-01,2,2,2,2,4
IXIAMAS,rabia,no de personas que abandonaron esquema,2016-05-01,0,2,0,2,2
LA PAZ,rabia,no de personas que abandonaron esquema,2016-05-01,1,7,1,7,8
MONTERO,rabia,no de personas que abandonaron esquema,2016-05-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2016-05-01,1,0,1,0,1
POTOSI,rabia,no de personas que abandonaron esquema,2016-05-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2016-05-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas que abandonaron esquema,2016-05-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2016-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2016-05-01,5,0,5,0,5
SUCRE,rabia,no de personas que abandonaron esquema,2016-05-01,6,5,6,5,11
TARIJA,rabia,no de personas que abandonaron esquema,2016-05-01,1,2,1,2,3
TRINIDAD,rabia,no de personas que abandonaron esquema,2016-05-01,3,5,3,5,8
UYUNI,rabia,no de personas que abandonaron esquema,2016-05-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2016-05-01,3,0,3,0,3
YAPACANI,rabia,no de personas que abandonaron esquema,2016-05-01,1,0,1,0,1
ANCORAIMES,rabia,no de personas que abandonaron esquema,2016-06-01,0,1,0,1,1
CARANAVI,rabia,no de personas que abandonaron esquema,2016-06-01,3,1,3,1,4
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas que abandonaron esquema,2016-06-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2016-06-01,5,0,5,0,5
COROICO,rabia,no de personas que abandonaron esquema,2016-06-01,1,1,1,1,2
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2016-06-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2016-06-01,14,6,14,6,20
GENERAL SAAVEDRA,rabia,no de personas que abandonaron esquema,2016-06-01,1,0,1,0,1
HUANUNI,rabia,no de personas que abandonaron esquema,2016-06-01,1,2,1,2,3
LA PAZ,rabia,no de personas que abandonaron esquema,2016-06-01,6,3,6,3,9
ORURO,rabia,no de personas que abandonaron esquema,2016-06-01,8,6,8,6,14
ROBORE,rabia,no de personas que abandonaron esquema,2016-06-01,1,1,1,1,2
SACABA,rabia,no de personas que abandonaron esquema,2016-06-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2016-06-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2016-06-01,1,1,1,1,2
SANTA ROSA DEL SARA,rabia,no de personas que abandonaron esquema,2016-06-01,0,1,0,1,1
SANTIAGO DE MACHACA,rabia,no de personas que abandonaron esquema,2016-06-01,1,0,1,0,1
SICA SICA (VILLA AROMA),rabia,no de personas que abandonaron esquema,2016-06-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2016-06-01,14,5,14,5,19
TARIJA,rabia,no de personas que abandonaron esquema,2016-06-01,3,2,3,2,5
TRINIDAD,rabia,no de personas que abandonaron esquema,2016-06-01,4,5,4,5,9
UYUNI,rabia,no de personas que abandonaron esquema,2016-06-01,1,0,1,0,1
VILLAZON,rabia,no de personas que abandonaron esquema,2016-06-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2016-06-01,2,3,2,3,5
CARANAVI,rabia,no de personas que abandonaron esquema,2016-07-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas que abandonaron esquema,2016-07-01,1,1,1,1,2
CLIZA,rabia,no de personas que abandonaron esquema,2016-07-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2016-07-01,3,1,3,1,4
COROICO,rabia,no de personas que abandonaron esquema,2016-07-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2016-07-01,8,6,8,6,14
ENTRE RIOS CBBA,rabia,no de personas que abandonaron esquema,2016-07-01,0,1,0,1,1
HUANUNI,rabia,no de personas que abandonaron esquema,2016-07-01,0,2,0,2,2
LA GUARDIA,rabia,no de personas que abandonaron esquema,2016-07-01,2,0,2,0,2
LA PAZ,rabia,no de personas que abandonaron esquema,2016-07-01,7,1,7,1,8
MONTERO,rabia,no de personas que abandonaron esquema,2016-07-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2016-07-01,4,3,4,3,7
PAZÑA,rabia,no de personas que abandonaron esquema,2016-07-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2016-07-01,0,2,0,2,2
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2016-07-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2016-07-01,3,1,3,1,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2016-07-01,7,3,7,3,10
SICA SICA (VILLA AROMA),rabia,no de personas que abandonaron esquema,2016-07-01,0,1,0,1,1
SORATA,rabia,no de personas que abandonaron esquema,2016-07-01,0,1,0,1,1
SUCRE,rabia,no de personas que abandonaron esquema,2016-07-01,11,7,11,7,18
TARIJA,rabia,no de personas que abandonaron esquema,2016-07-01,1,2,1,2,3
TRINIDAD,rabia,no de personas que abandonaron esquema,2016-07-01,5,6,5,6,11
UYUNI,rabia,no de personas que abandonaron esquema,2016-07-01,1,0,1,0,1
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2016-07-01,1,0,1,0,1
VILLAZON,rabia,no de personas que abandonaron esquema,2016-07-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2016-07-01,0,1,0,1,1
YACUIBA,rabia,no de personas que abandonaron esquema,2016-07-01,3,0,3,0,3
CARANAVI,rabia,no de personas que abandonaron esquema,2016-08-01,2,0,2,0,2
CHALLAPATA,rabia,no de personas que abandonaron esquema,2016-08-01,4,3,4,3,7
COCHABAMBA,rabia,no de personas que abandonaron esquema,2016-08-01,1,0,1,0,1
COTAGAITA,rabia,no de personas que abandonaron esquema,2016-08-01,0,3,0,3,3
EL ALTO,rabia,no de personas que abandonaron esquema,2016-08-01,9,7,9,7,16
GUANAY,rabia,no de personas que abandonaron esquema,2016-08-01,1,0,1,0,1
HUANUNI,rabia,no de personas que abandonaron esquema,2016-08-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas que abandonaron esquema,2016-08-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2016-08-01,4,2,4,2,6
LAGUNILLAS,rabia,no de personas que abandonaron esquema,2016-08-01,9,2,9,2,11
MAPIRI,rabia,no de personas que abandonaron esquema,2016-08-01,1,0,1,0,1
MONTERO,rabia,no de personas que abandonaron esquema,2016-08-01,0,2,0,2,2
ORURO,rabia,no de personas que abandonaron esquema,2016-08-01,1,3,1,3,4
SACABA,rabia,no de personas que abandonaron esquema,2016-08-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas que abandonaron esquema,2016-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2016-08-01,1,2,1,2,3
SUCRE,rabia,no de personas que abandonaron esquema,2016-08-01,8,5,8,5,13
TARIJA,rabia,no de personas que abandonaron esquema,2016-08-01,1,3,1,3,4
TEOPONTE,rabia,no de personas que abandonaron esquema,2016-08-01,2,8,2,8,10
TRINIDAD,rabia,no de personas que abandonaron esquema,2016-08-01,4,6,4,6,10
VILLAZON,rabia,no de personas que abandonaron esquema,2016-08-01,2,0,2,0,2
YACUIBA,rabia,no de personas que abandonaron esquema,2016-08-01,4,2,4,2,6
CABEZAS,rabia,no de personas que abandonaron esquema,2016-09-01,1,0,1,0,1
CAQUIAVIRI,rabia,no de personas que abandonaron esquema,2016-09-01,0,1,0,1,1
CARANAVI,rabia,no de personas que abandonaron esquema,2016-09-01,2,1,2,1,3
CHALLAPATA,rabia,no de personas que abandonaron esquema,2016-09-01,2,1,2,1,3
CLIZA,rabia,no de personas que abandonaron esquema,2016-09-01,0,72,0,72,72
COCHABAMBA,rabia,no de personas que abandonaron esquema,2016-09-01,4,3,4,3,7
COTOCA,rabia,no de personas que abandonaron esquema,2016-09-01,2,0,2,0,2
EL ALTO,rabia,no de personas que abandonaron esquema,2016-09-01,6,6,6,6,12
HUANUNI,rabia,no de personas que abandonaron esquema,2016-09-01,1,4,1,4,5
LA PAZ,rabia,no de personas que abandonaron esquema,2016-09-01,4,3,4,3,7
MONTERO,rabia,no de personas que abandonaron esquema,2016-09-01,4,0,4,0,4
ORURO,rabia,no de personas que abandonaron esquema,2016-09-01,0,1,0,1,1
SACABA,rabia,no de personas que abandonaron esquema,2016-09-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2016-09-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2016-09-01,0,4,0,4,4
SORACACHI,rabia,no de personas que abandonaron esquema,2016-09-01,1,0,1,0,1
SUCRE,rabia,no de personas que abandonaron esquema,2016-09-01,9,7,9,7,16
TARIJA,rabia,no de personas que abandonaron esquema,2016-09-01,3,2,3,2,5
TIQUIPAYA,rabia,no de personas que abandonaron esquema,2016-09-01,2,2,2,2,4
TRINIDAD,rabia,no de personas que abandonaron esquema,2016-09-01,4,2,4,2,6
UNCIA,rabia,no de personas que abandonaron esquema,2016-09-01,4,3,4,3,7
VILLA MONTES,rabia,no de personas que abandonaron esquema,2016-09-01,1,1,1,1,2
VILLAZON,rabia,no de personas que abandonaron esquema,2016-09-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas que abandonaron esquema,2016-10-01,2,0,2,0,2
CARANAVI,rabia,no de personas que abandonaron esquema,2016-10-01,1,4,1,4,5
CHALLAPATA,rabia,no de personas que abandonaron esquema,2016-10-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2016-10-01,3,1,3,1,4
COLCAPIRHUA,rabia,no de personas que abandonaron esquema,2016-10-01,1,0,1,0,1
COPACABANA,rabia,no de personas que abandonaron esquema,2016-10-01,1,0,1,0,1
COTAGAITA,rabia,no de personas que abandonaron esquema,2016-10-01,0,1,0,1,1
EL ALTO,rabia,no de personas que abandonaron esquema,2016-10-01,5,7,5,7,12
HUANUNI,rabia,no de personas que abandonaron esquema,2016-10-01,2,0,2,0,2
LA GUARDIA,rabia,no de personas que abandonaron esquema,2016-10-01,2,0,2,0,2
LA PAZ,rabia,no de personas que abandonaron esquema,2016-10-01,27,3,27,3,30
MONTERO,rabia,no de personas que abandonaron esquema,2016-10-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2016-10-01,7,7,7,7,14
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2016-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2016-10-01,13,10,13,10,23
SUCRE,rabia,no de personas que abandonaron esquema,2016-10-01,11,5,11,5,16
TARIJA,rabia,no de personas que abandonaron esquema,2016-10-01,3,2,3,2,5
TIPUANI,rabia,no de personas que abandonaron esquema,2016-10-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2016-10-01,2,1,2,1,3
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2016-10-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2016-10-01,1,1,1,1,2
YACUIBA,rabia,no de personas que abandonaron esquema,2016-10-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2016-11-01,3,1,3,1,4
CHALLAPATA,rabia,no de personas que abandonaron esquema,2016-11-01,2,2,2,2,4
CLIZA,rabia,no de personas que abandonaron esquema,2016-11-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas que abandonaron esquema,2016-11-01,5,2,5,2,7
COTOCA,rabia,no de personas que abandonaron esquema,2016-11-01,1,2,1,2,3
EL ALTO,rabia,no de personas que abandonaron esquema,2016-11-01,4,5,4,5,9
ENTRE RIOS CBBA,rabia,no de personas que abandonaron esquema,2016-11-01,2,0,2,0,2
LA PAZ,rabia,no de personas que abandonaron esquema,2016-11-01,5,0,5,0,5
MONTERO,rabia,no de personas que abandonaron esquema,2016-11-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2016-11-01,11,8,11,8,19
PORCO,rabia,no de personas que abandonaron esquema,2016-11-01,0,1,0,1,1
PUERTO QUIJARRO,rabia,no de personas que abandonaron esquema,2016-11-01,0,1,0,1,1
PUNATA,rabia,no de personas que abandonaron esquema,2016-11-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2016-11-01,1,1,1,1,2
ROBORE,rabia,no de personas que abandonaron esquema,2016-11-01,0,1,0,1,1
SACABA,rabia,no de personas que abandonaron esquema,2016-11-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas que abandonaron esquema,2016-11-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2016-11-01,15,10,15,10,25
SANTIAGO DE MACHACA,rabia,no de personas que abandonaron esquema,2016-11-01,1,0,1,0,1
SUCRE,rabia,no de personas que abandonaron esquema,2016-11-01,15,11,15,11,26
TARIJA,rabia,no de personas que abandonaron esquema,2016-11-01,2,3,2,3,5
TRINIDAD,rabia,no de personas que abandonaron esquema,2016-11-01,2,2,2,2,4
UNCIA,rabia,no de personas que abandonaron esquema,2016-11-01,1,3,1,3,4
UYUNI,rabia,no de personas que abandonaron esquema,2016-11-01,1,0,1,0,1
VILLAZON,rabia,no de personas que abandonaron esquema,2016-11-01,2,0,2,0,2
WARNES,rabia,no de personas que abandonaron esquema,2016-11-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas que abandonaron esquema,2016-12-01,1,0,1,0,1
CABEZAS,rabia,no de personas que abandonaron esquema,2016-12-01,1,0,1,0,1
CARAPARI,rabia,no de personas que abandonaron esquema,2016-12-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas que abandonaron esquema,2016-12-01,2,4,2,4,6
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas que abandonaron esquema,2016-12-01,1,0,1,0,1
CLIZA,rabia,no de personas que abandonaron esquema,2016-12-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2016-12-01,1,0,1,0,1
CONCEPCION,rabia,no de personas que abandonaron esquema,2016-12-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2016-12-01,14,9,14,9,23
HUANUNI,rabia,no de personas que abandonaron esquema,2016-12-01,1,0,1,0,1
LA PAZ,rabia,no de personas que abandonaron esquema,2016-12-01,6,2,6,2,8
MAPIRI,rabia,no de personas que abandonaron esquema,2016-12-01,0,1,0,1,1
MINEROS,rabia,no de personas que abandonaron esquema,2016-12-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2016-12-01,5,4,5,4,9
PALOS BLANCOS,rabia,no de personas que abandonaron esquema,2016-12-01,1,0,1,0,1
PUERTO QUIJARRO,rabia,no de personas que abandonaron esquema,2016-12-01,1,0,1,0,1
PUERTO SUAREZ,rabia,no de personas que abandonaron esquema,2016-12-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2016-12-01,0,1,0,1,1
SAN ANDRES,rabia,no de personas que abandonaron esquema,2016-12-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas que abandonaron esquema,2016-12-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2016-12-01,7,4,7,4,11
SAPAHAQUI,rabia,no de personas que abandonaron esquema,2016-12-01,1,0,1,0,1
SUCRE,rabia,no de personas que abandonaron esquema,2016-12-01,18,11,18,11,29
TARATA,rabia,no de personas que abandonaron esquema,2016-12-01,1,0,1,0,1
TARIJA,rabia,no de personas que abandonaron esquema,2016-12-01,1,4,1,4,5
TIPUANI,rabia,no de personas que abandonaron esquema,2016-12-01,0,1,0,1,1
TRIGAL,rabia,no de personas que abandonaron esquema,2016-12-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2016-12-01,3,3,3,3,6
WARNES,rabia,no de personas que abandonaron esquema,2016-12-01,1,1,1,1,2
