,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
MINEROS,rabia,no de personas con vacuna antirrabica,2016-01-01,3,0,3,0,3
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2016-01-01,0,1,0,1,1
MONTERO,rabia,no de personas con vacuna antirrabica,2016-01-01,9,14,9,14,23
MORO MORO,rabia,no de personas con vacuna antirrabica,2016-01-01,0,3,0,3,3
ORURO,rabia,no de personas con vacuna antirrabica,2016-01-01,27,17,27,17,44
PADILLA,rabia,no de personas con vacuna antirrabica,2016-01-01,2,1,2,1,3
PAILON,rabia,no de personas con vacuna antirrabica,2016-01-01,2,2,2,2,4
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2016-01-01,1,2,1,2,3
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2016-01-01,0,6,0,6,6
PORONGO,rabia,no de personas con vacuna antirrabica,2016-01-01,0,2,0,2,2
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2016-01-01,14,16,14,16,30
POTOSI,rabia,no de personas con vacuna antirrabica,2016-01-01,102,120,102,120,222
PUNA,rabia,no de personas con vacuna antirrabica,2016-01-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2016-01-01,6,1,6,1,7
SACABA,rabia,no de personas con vacuna antirrabica,2016-01-01,5,1,5,1,6
SAIPINA,rabia,no de personas con vacuna antirrabica,2016-01-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2016-01-01,1,1,1,1,2
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2016-01-01,1,1,1,1,2
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2016-01-01,1,2,1,2,3
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2016-01-01,2,2,2,2,4
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2016-01-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2016-01-01,2,0,2,0,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2016-01-01,3,0,3,0,3
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2016-01-01,6,0,6,0,6
SAN LORENZO(TJA),rabia,no de personas con vacuna antirrabica,2016-01-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2016-01-01,1,3,1,3,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2016-01-01,406,354,406,354,760
SANTIAGO DE HUATA,rabia,no de personas con vacuna antirrabica,2016-01-01,2,0,2,0,2
SUCRE,rabia,no de personas con vacuna antirrabica,2016-01-01,58,41,58,41,99
TARATA,rabia,no de personas con vacuna antirrabica,2016-01-01,2,0,2,0,2
TARIJA,rabia,no de personas con vacuna antirrabica,2016-01-01,20,21,20,21,41
TEOPONTE,rabia,no de personas con vacuna antirrabica,2016-01-01,1,0,1,0,1
TIAWANACU,rabia,no de personas con vacuna antirrabica,2016-01-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2016-01-01,0,2,0,2,2
TOMAVE,rabia,no de personas con vacuna antirrabica,2016-01-01,1,0,1,0,1
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2016-01-01,1,0,1,0,1
TRIGAL,rabia,no de personas con vacuna antirrabica,2016-01-01,2,0,2,0,2
TRINIDAD,rabia,no de personas con vacuna antirrabica,2016-01-01,22,19,22,19,41
TUPIZA,rabia,no de personas con vacuna antirrabica,2016-01-01,0,1,0,1,1
UNCIA,rabia,no de personas con vacuna antirrabica,2016-01-01,2,1,2,1,3
UYUNI,rabia,no de personas con vacuna antirrabica,2016-01-01,3,3,3,3,6
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2016-01-01,5,4,5,4,9
VIACHA,rabia,no de personas con vacuna antirrabica,2016-01-01,10,8,10,8,18
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2016-01-01,10,4,10,4,14
VILLAZON,rabia,no de personas con vacuna antirrabica,2016-01-01,9,7,9,7,16
VINTO,rabia,no de personas con vacuna antirrabica,2016-01-01,2,0,2,0,2
WARNES,rabia,no de personas con vacuna antirrabica,2016-01-01,29,6,29,6,35
YAPACANI,rabia,no de personas con vacuna antirrabica,2016-01-01,1,0,1,0,1
YOTALA,rabia,no de personas con vacuna antirrabica,2016-01-01,0,1,0,1,1
ACHACACHI,rabia,no de personas con vacuna antirrabica,2016-02-01,3,1,3,1,4
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2016-02-01,0,2,0,2,2
ARBIETO,rabia,no de personas con vacuna antirrabica,2016-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2016-02-01,3,0,3,0,3
BELEN DE URMIRI,rabia,no de personas con vacuna antirrabica,2016-02-01,1,1,1,1,2
BERMEJO,rabia,no de personas con vacuna antirrabica,2016-02-01,0,2,0,2,2
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2016-02-01,1,1,1,1,2
CAMIRI,rabia,no de personas con vacuna antirrabica,2016-02-01,1,1,1,1,2
CAPINOTA,rabia,no de personas con vacuna antirrabica,2016-02-01,3,0,3,0,3
CARANAVI,rabia,no de personas con vacuna antirrabica,2016-02-01,0,2,0,2,2
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2016-02-01,3,6,3,6,9
CLIZA,rabia,no de personas con vacuna antirrabica,2016-02-01,3,1,3,1,4
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2016-02-01,12,14,12,14,26
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2016-02-01,1,1,1,1,2
COMARAPA,rabia,no de personas con vacuna antirrabica,2016-02-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2016-02-01,3,3,3,3,6
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2016-02-01,3,3,3,3,6
EL ALTO,rabia,no de personas con vacuna antirrabica,2016-02-01,225,200,225,200,425
EL TORNO,rabia,no de personas con vacuna antirrabica,2016-02-01,10,7,10,7,17
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2016-02-01,1,1,1,1,2
ESCOMA,rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2016-02-01,0,1,0,1,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2016-02-01,2,3,2,3,5
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2016-02-01,28,26,28,26,54
LA PAZ,rabia,no de personas con vacuna antirrabica,2016-02-01,95,93,95,93,188
MACHACAMARCA,rabia,no de personas con vacuna antirrabica,2016-02-01,0,2,0,2,2
MAPIRI,rabia,no de personas con vacuna antirrabica,2016-02-01,4,3,4,3,7
MECAPACA,rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
MIZQUE,rabia,no de personas con vacuna antirrabica,2016-02-01,3,1,3,1,4
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2016-02-01,1,1,1,1,2
MONTERO,rabia,no de personas con vacuna antirrabica,2016-02-01,11,8,11,8,19
MORO MORO,rabia,no de personas con vacuna antirrabica,2016-02-01,1,1,1,1,2
ORURO,rabia,no de personas con vacuna antirrabica,2016-02-01,41,22,41,22,63
PAILON,rabia,no de personas con vacuna antirrabica,2016-02-01,4,1,4,1,5
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2016-02-01,1,2,1,2,3
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2016-02-01,8,6,8,6,14
POTOSI,rabia,no de personas con vacuna antirrabica,2016-02-01,172,164,172,164,336
PUCARANI,rabia,no de personas con vacuna antirrabica,2016-02-01,3,0,3,0,3
PUERTO PEREZ,rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
PUERTO QUIJARRO,rabia,no de personas con vacuna antirrabica,2016-02-01,1,1,1,1,2
PUERTO SUAREZ,rabia,no de personas con vacuna antirrabica,2016-02-01,0,1,0,1,1
PUNA,rabia,no de personas con vacuna antirrabica,2016-02-01,0,2,0,2,2
PUNATA,rabia,no de personas con vacuna antirrabica,2016-02-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2016-02-01,3,0,3,0,3
QUIRUSILLAS,rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
ROBORE,rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
SACABA,rabia,no de personas con vacuna antirrabica,2016-02-01,4,1,4,1,5
SAIPINA,rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2016-02-01,2,1,2,1,3
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2016-02-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2016-02-01,3,2,3,2,5
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2016-02-01,3,1,3,1,4
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2016-02-01,2,0,2,0,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2016-02-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2016-02-01,2,4,2,4,6
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2016-02-01,1,2,1,2,3
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2016-02-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2016-02-01,349,315,349,315,664
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2016-02-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2016-02-01,0,2,0,2,2
SORACACHI,rabia,no de personas con vacuna antirrabica,2016-02-01,2,2,2,2,4
SUCRE,rabia,no de personas con vacuna antirrabica,2016-02-01,47,34,47,34,81
TARIJA,rabia,no de personas con vacuna antirrabica,2016-02-01,11,18,11,18,29
TIAWANACU,rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2016-02-01,0,2,0,2,2
TOLATA,rabia,no de personas con vacuna antirrabica,2016-02-01,1,0,1,0,1
TRIGAL,rabia,no de personas con vacuna antirrabica,2016-02-01,2,0,2,0,2
TRINIDAD,rabia,no de personas con vacuna antirrabica,2016-02-01,21,25,21,25,46
UYUNI,rabia,no de personas con vacuna antirrabica,2016-02-01,8,1,8,1,9
VIACHA,rabia,no de personas con vacuna antirrabica,2016-02-01,1,1,1,1,2
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2016-02-01,12,6,12,6,18
VILLAZON,rabia,no de personas con vacuna antirrabica,2016-02-01,5,0,5,0,5
VINTO,rabia,no de personas con vacuna antirrabica,2016-02-01,1,1,1,1,2
WARNES,rabia,no de personas con vacuna antirrabica,2016-02-01,15,22,15,22,37
YAPACANI,rabia,no de personas con vacuna antirrabica,2016-02-01,4,2,4,2,6
ACHACACHI,rabia,no de personas con vacuna antirrabica,2016-03-01,4,1,4,1,5
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2016-03-01,1,3,1,3,4
AIQUILE,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
ARQUE,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
ATOCHA,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
BATALLAS,rabia,no de personas con vacuna antirrabica,2016-03-01,0,1,0,1,1
BELEN DE URMIRI,rabia,no de personas con vacuna antirrabica,2016-03-01,1,1,1,1,2
BERMEJO,rabia,no de personas con vacuna antirrabica,2016-03-01,2,1,2,1,3
BETANZOS,rabia,no de personas con vacuna antirrabica,2016-03-01,0,1,0,1,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2016-03-01,3,6,3,6,9
CALACOTO,rabia,no de personas con vacuna antirrabica,2016-03-01,0,1,0,1,1
CAMIRI,rabia,no de personas con vacuna antirrabica,2016-03-01,2,0,2,0,2
CAPINOTA,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
CAQUIAVIRI,rabia,no de personas con vacuna antirrabica,2016-03-01,1,1,1,1,2
CARACOLLO,rabia,no de personas con vacuna antirrabica,2016-03-01,2,0,2,0,2
CARANAVI,rabia,no de personas con vacuna antirrabica,2016-03-01,1,1,1,1,2
CARAPARI,rabia,no de personas con vacuna antirrabica,2016-03-01,2,2,2,2,4
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2016-03-01,7,1,7,1,8
CHARAGUA,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
CHIMORE,rabia,no de personas con vacuna antirrabica,2016-03-01,5,3,5,3,8
CLIZA,rabia,no de personas con vacuna antirrabica,2016-03-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2016-03-01,26,34,26,34,60
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2016-03-01,1,1,1,1,2
COMARAPA,rabia,no de personas con vacuna antirrabica,2016-03-01,0,2,0,2,2
CONCEPCION,rabia,no de personas con vacuna antirrabica,2016-03-01,3,1,3,1,4
COTOCA,rabia,no de personas con vacuna antirrabica,2016-03-01,3,6,3,6,9
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2016-03-01,5,2,5,2,7
EL ALTO,rabia,no de personas con vacuna antirrabica,2016-03-01,234,174,234,174,408
EL PUENTE(STC),rabia,no de personas con vacuna antirrabica,2016-03-01,2,1,2,1,3
EL TORNO,rabia,no de personas con vacuna antirrabica,2016-03-01,21,10,21,10,31
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2016-03-01,0,1,0,1,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2016-03-01,2,0,2,0,2
GUANAY,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2016-03-01,3,4,3,4,7
HUARINA,rabia,no de personas con vacuna antirrabica,2016-03-01,1,1,1,1,2
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2016-03-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2016-03-01,28,37,28,37,65
LA PAZ,rabia,no de personas con vacuna antirrabica,2016-03-01,105,96,105,96,201
LLALLAGUA,rabia,no de personas con vacuna antirrabica,2016-03-01,6,4,6,4,10
MAIRANA,rabia,no de personas con vacuna antirrabica,2016-03-01,3,2,3,2,5
MAPIRI,rabia,no de personas con vacuna antirrabica,2016-03-01,3,0,3,0,3
MIZQUE,rabia,no de personas con vacuna antirrabica,2016-03-01,3,0,3,0,3
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2016-03-01,2,0,2,0,2
MONTERO,rabia,no de personas con vacuna antirrabica,2016-03-01,13,23,13,23,36
ORURO,rabia,no de personas con vacuna antirrabica,2016-03-01,27,57,27,57,84
PAILON,rabia,no de personas con vacuna antirrabica,2016-03-01,3,2,3,2,5
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2016-03-01,0,4,0,4,4
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
POOPO,rabia,no de personas con vacuna antirrabica,2016-03-01,2,1,2,1,3
PORCO,rabia,no de personas con vacuna antirrabica,2016-03-01,1,1,1,1,2
PORONGO,rabia,no de personas con vacuna antirrabica,2016-03-01,11,2,11,2,13
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2016-03-01,0,10,0,10,10
POTOSI,rabia,no de personas con vacuna antirrabica,2016-03-01,1821,208,1821,208,2029
PUERTO ACOSTA,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
PUERTO PEREZ,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
PUERTO QUIJARRO,rabia,no de personas con vacuna antirrabica,2016-03-01,1,1,1,1,2
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2016-03-01,1,4,1,4,5
ROBORE,rabia,no de personas con vacuna antirrabica,2016-03-01,2,2,2,2,4
SACABA,rabia,no de personas con vacuna antirrabica,2016-03-01,4,4,4,4,8
SAIPINA,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2016-03-01,2,0,2,0,2
SAN AGUSTIN,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
SAN BENITO,rabia,no de personas con vacuna antirrabica,2016-03-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2016-03-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2016-03-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2016-03-01,2,0,2,0,2
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2016-03-01,2,2,2,2,4
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2016-03-01,371,304,371,304,675
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2016-03-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2016-03-01,0,1,0,1,1
SUCRE,rabia,no de personas con vacuna antirrabica,2016-03-01,52,54,52,54,106
TARATA,rabia,no de personas con vacuna antirrabica,2016-03-01,4,5,4,5,9
TARIJA,rabia,no de personas con vacuna antirrabica,2016-03-01,21,17,21,17,38
TARVITA,rabia,no de personas con vacuna antirrabica,2016-03-01,2,0,2,0,2
TEOPONTE,rabia,no de personas con vacuna antirrabica,2016-03-01,0,4,0,4,4
TIPUANI,rabia,no de personas con vacuna antirrabica,2016-03-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2016-03-01,3,6,3,6,9
TOLATA,rabia,no de personas con vacuna antirrabica,2016-03-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2016-03-01,17,19,17,19,36
UNCIA,rabia,no de personas con vacuna antirrabica,2016-03-01,1,3,1,3,4
UYUNI,rabia,no de personas con vacuna antirrabica,2016-03-01,4,2,4,2,6
VACAS,rabia,no de personas con vacuna antirrabica,2016-03-01,0,3,0,3,3
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2016-03-01,5,3,5,3,8
VIACHA,rabia,no de personas con vacuna antirrabica,2016-03-01,12,11,12,11,23
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2016-03-01,2,1,2,1,3
VILLAZON,rabia,no de personas con vacuna antirrabica,2016-03-01,6,9,6,9,15
WARNES,rabia,no de personas con vacuna antirrabica,2016-03-01,20,14,20,14,34
YACUIBA,rabia,no de personas con vacuna antirrabica,2016-03-01,11,0,11,0,11
YANACACHI,rabia,no de personas con vacuna antirrabica,2016-03-01,0,1,0,1,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2016-03-01,1,1,1,1,2
ACHACACHI,rabia,no de personas con vacuna antirrabica,2016-04-01,2,5,2,5,7
AIQUILE,rabia,no de personas con vacuna antirrabica,2016-04-01,3,0,3,0,3
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2016-04-01,4,3,4,3,7
ARQUE,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2016-04-01,2,2,2,2,4
BERMEJO,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2016-04-01,2,1,2,1,3
CALAMARCA,rabia,no de personas con vacuna antirrabica,2016-04-01,8,0,8,0,8
CAPINOTA,rabia,no de personas con vacuna antirrabica,2016-04-01,1,1,1,1,2
CARACOLLO,rabia,no de personas con vacuna antirrabica,2016-04-01,2,0,2,0,2
CARANAVI,rabia,no de personas con vacuna antirrabica,2016-04-01,5,2,5,2,7
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2016-04-01,6,4,6,4,10
CHIMORE,rabia,no de personas con vacuna antirrabica,2016-04-01,0,2,0,2,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2016-04-01,16,26,16,26,42
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2016-04-01,0,1,0,1,1
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2016-04-01,1,2,1,2,3
COMANCHE,rabia,no de personas con vacuna antirrabica,2016-04-01,1,2,1,2,3
COMARAPA,rabia,no de personas con vacuna antirrabica,2016-04-01,1,1,1,1,2
COPACABANA,rabia,no de personas con vacuna antirrabica,2016-04-01,1,2,1,2,3
COTOCA,rabia,no de personas con vacuna antirrabica,2016-04-01,9,7,9,7,16
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2016-04-01,2,4,2,4,6
EL ALTO,rabia,no de personas con vacuna antirrabica,2016-04-01,287,191,287,191,478
EL PUENTE(STC),rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
EL TORNO,rabia,no de personas con vacuna antirrabica,2016-04-01,21,12,21,12,33
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2016-04-01,2,5,2,5,7
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2016-04-01,0,1,0,1,1
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2016-04-01,2,0,2,0,2
GUANAY,rabia,no de personas con vacuna antirrabica,2016-04-01,2,2,2,2,4
GUAQUI,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2016-04-01,0,3,0,3,3
IXIAMAS,rabia,no de personas con vacuna antirrabica,2016-04-01,0,2,0,2,2
