municipality,group,variable,month,N° de CAI de establecimiento,TOTAL
COCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,4,4
COLPA BELGICA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
COMANCHE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
COPACABANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
COTAGAITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,41,41
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,3,3
ESCOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
FILADELFIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,5,5
GUTIERREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,41,41
LAGUNILLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
LICOMA PAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,3,3
LORETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,3,3
LURIBAY,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
MALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,5,5
MORO MORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
PAMPA GRANDE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
POCONA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,5,5
PORTACHUELO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
PORVENIR,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
PUCARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,3,3
PUERTO RICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,17,17
QUIME,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,3,3
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,3,3
SACABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,13,13
SAN BORJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,3,3
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,8,8
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,6,6
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,23,23
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,4,4
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,9,9
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
SENA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,6,6
TACOPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,5,5
TARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
TARACO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
TARATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,10,10
TEOPONTE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
TOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,3,3
TRIGAL,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,3,3
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
VACAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,5,5
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,5,5
VILA VILA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,10,10
YACUIBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-01-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,8,8
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
ARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,4,4
CABEZAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,5,5
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,5,5
CHARAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
CHUA COCANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,5,5
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,4,4
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,5,5
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
COMBAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
COPACABANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,46,46
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,5,5
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
GUTIERREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
ICLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
IXIAMAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,49,49
LAGUNILLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
LORETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,6,6
MALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,4,4
MOJOCOYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
MONTEAGUDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,6,6
MORO MORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
PAMPA GRANDE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
PAZÑA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
POCONA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,8,8
POJO (CBBA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
POROMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,6,6
PORVENIR,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,4,4
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,9,9
QUIME,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,5,5
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,5,5
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,5,5
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,9,9
SAN BORJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,4,4
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,8,8
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,29,29
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
SHINAOTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
SORATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,4,4
TACACOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
TARACO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
TARATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,9,9
TEOPONTE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
TOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,2,2
TOMAVE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
VACAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,8,8
VILLA CHARCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
VILLA RIVERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,4,4
VILLAZON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,5,5
YACUIBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,3,3
YOTALA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-02-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-03-01,6,6
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-03-01,2,2
AIQUILE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-03-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-03-01,3,3
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-03-01,1,1
ARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-03-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-03-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2015-03-01,6,6
