municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,96,96
PUNA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,7,7
PUNATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,487,487
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,727,727
RAVELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,21,21
REYES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,25,25
RIBERALTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,172,172
SACABA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,333,333
SACABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,13,13
SACACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,24,24
SAIPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,40,40
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,88,88
SAMAIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,45,45
SAN ANDRES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,64,64
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,57,57
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,3,3
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,23,23
SAN BORJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,105,105
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,205,205
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,64,64
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,3,3
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,2,2
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,5,5
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,325,325
SAN JULIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,118,118
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,33,33
SAN LUCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,128,128
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,11,11
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,7,7
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,25,25
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,209,209
SAN RAFAEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,20,20
SAN RAMON BENI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,45,45
SANTA ANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,3279,3279
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,13,13
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,76,76
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,10,10
SHINAOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,71,71
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,15,15
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,177,177
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,115,115
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,26,26
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,1385,1385
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,55,55
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,48,48
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,199,199
TARACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,46,46
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,205,205
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,1496,1496
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,201,201
TEOPONTE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,4,4
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,15,15
TIPUANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,20,20
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,98,98
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,52,52
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,15,15
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,13,13
TOLATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,4,4
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,31,31
TORO TORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,18,18
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,36,36
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,23,23
TRIGAL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,7,7
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,16,16
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,481,481
TURCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,7,7
UMALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,35,35
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,3,3
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,46,46
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,25,25
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,25,25
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,1,1
VILA VILA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,42,42
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,71,71
VILLA RIVERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,103,103
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,182,182
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,25,25
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,73,73
VILLAZON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,116,116
VINTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,3,3
WARNES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,45,45
YACUIBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,52,52
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,204,204
YANACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,5,5
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,1451,1451
YOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,8,8
YOTALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,159,159
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-01-01,163,163
ACHACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,4,4
AIQUILE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,364,364
ALCALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,106,106
ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,73,73
ANTEQUERA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,44,44
ANZALDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,36,36
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,52,52
ARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,27,27
ARBIETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,75,75
ARQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,36,36
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,115,115
AYO AYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,50,50
AZURDUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,51,51
BATALLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,20,20
BAURES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,117,117
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,40,40
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,73,73
BOLIVAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,2,2
BOLPEBRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,5,5
BOYUIBE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,55,55
BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,201,201
CABEZAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,148,148
CAIROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,4,4
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,23,23
CALACOTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,7,7
CALAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,16,16
CAMARGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,30,30
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,20,20
CAMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,243,243
CAPINOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,75,75
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,7,7
CARANAVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,50,50
CARAPARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,23,23
CHALLAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,143,143
CHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,33,33
CHARAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,5,5
CHAYANTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,17,17
CHUA COCANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,12,12
CLIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,109,109
COCAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,20,20
COCHABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,153,153
COIPASA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,8,8
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,160,160
COLOMI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,20,20
COLQUECHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,23,23
COLQUIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,15,15
COMANCHE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,24,24
COMARAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2015-02-01,122,122
