municipality,group,variable,month,N° de beneficiarias (madres) del bono Juana Azurduy atendidas,TOTAL
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,8,8
AZURDUY,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,2,2
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,4,4
BELLA FLOR,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,15,15
BETANZOS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,39,39
BOYUIBE,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,36,36
CABEZAS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,2,2
CAIROMA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,15,15
CAJUATA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,10,10
CALAMARCA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,13,13
CAMARGO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,19,19
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,7,7
CAMIRI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,62,62
CAPINOTA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,62,62
CAQUIAVIRI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,2,2
CARACOLLO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,13,13
CARANAVI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
CARAPARI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,51,51
CHALLAPATA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,23,23
CHAQUI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,8,8
CHARAGUA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,18,18
CHAYANTA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,15,15
CHIMORE,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,28,28
CHUA COCANI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,18,18
CHUMA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,9,9
CKOCHAS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,23,23
CLIZA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,12,12
COBIJA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,172,172
COCAPATA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,10,10
COCHABAMBA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,438,438
COLCAPIRHUA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,82,82
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,28,28
COLOMI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,24,24
COLPA BELGICA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,24,24
COLQUECHACA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,10,10
COLQUIRI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,9,9
COMARAPA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,19,19
COMBAYA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,10,10
COPACABANA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,52,52
CORIPATA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,8,8
CORO CORO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,2,2
COROICO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,11,11
COTOCA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,34,34
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,40,40
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
CUEVO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,5,5
CULPINA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,13,13
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,6,6
EL ALTO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,659,659
EL CHORO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,2,2
EL PUENTE(STC),actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,12,12
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,13,13
EL TORNO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,232,232
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,56,56
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,40,40
ESCOMA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,6,6
ESMERALDA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,27,27
EXALTACION,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
FILADELFIA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,10,10
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,5,5
GUANAY,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,32,32
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,61,61
HUACARETA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
HUACHACALLA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,20,20
HUARACAJE,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,4,4
ICHOCA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
ICLA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,16,16
INCAHUASI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,16,16
INQUISIVI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,5,5
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,24,24
IXIAMAS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,6,6
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,10,10
LA ASUNTA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,60,60
LA GUARDIA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,165,165
LA PAZ,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,672,672
LAJA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,17,17
LLALLAGUA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,62,62
LLICA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,7,7
LORETO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,6,6
LURIBAY,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
MACHACAMARCA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,4,4
MAGDALENA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,22,22
MALLA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
MAPIRI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,6,6
MECAPACA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,15,15
MINEROS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,7,7
MOCOMOCO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,9,9
MOJOCOYA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,5,5
MONTEAGUDO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,20,20
MONTERO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,129,129
MORO MORO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,4,4
OCURI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,9,9
OKINAWA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,21,21
OMEREQUE,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
ORURO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,288,288
PADCAYA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,39,39
PADILLA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,11,11
PAILON,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,49,49
PALCA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,9,9
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,13,13
PAMPA GRANDE,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,10,10
PASORAPA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
PATACAMAYA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,25,25
PAZÑA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
PELECHUCO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,4,4
POCOATA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
POCONA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,7,7
POJO (CBBA),actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,7,7
PORCO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,8,8
POROMA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,7,7
PORTACHUELO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,23,23
PORVENIR,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,41,41
POTOSI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,333,333
PRESTO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
PUCARANI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,25,25
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,22,22
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,42,42
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,5,5
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,12,12
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,28,28
PUERTO RICO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,6,6
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,35,35
PUNA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,15,15
PUNATA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,35,35
QUIABAYA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,130,130
QUIME,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,12,12
QUIRUSILLAS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,6,6
REYES,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,11,11
RIBERALTA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,21,21
ROBORE,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,21,21
RURRENABAQUE,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,21,21
SABAYA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,7,7
SACABA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,290,290
SACABAMBA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
SACACA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,8,8
SAIPINA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,11,11
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,2,2
SAMAIPATA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,6,6
SAN AGUSTIN,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,2,2
SAN ANDRES,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,15,15
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,2,2
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,13,13
SAN BENITO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,4,4
SAN BORJA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,51,51
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,6,6
SAN CARLOS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,4,4
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,104,104
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,30,30
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,24,24
SAN JOAQUIN,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,16,16
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,32,32
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,7,7
SAN JULIAN,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,11,11
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,30,30
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,20,20
SAN LUCAS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,124,124
SAN MATIAS,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,12,12
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,19,19
SAN PEDRO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,6,6
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
SAN RAFAEL,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,10,10
SAN RAMON BENI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,8,8
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1686,1686
SANTA ROSA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,14,14
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,12,12
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,8,8
SANTIVAÑES,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,4,4
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,4,4
SENA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,5,5
SHINAOTA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,9,9
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,26,26
SICAYA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,4,4
SIPE SIPE,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,44,44
SOPACHUY,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,14,14
SORACACHI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,29,29
SUCRE,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,2802,2802
TACACHI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,3,3
TACOBAMBA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,2,2
TAPACARI,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,26,26
TARABUCO,actividades del establecimiento y con la comunidad,n de beneficiarias (madres) del bono juana azurduy atendidas,2015-01-01,24,24
