municipality,group,variable,month,Nº de comunidades que participaron en el CAI de establecimiento,TOTAL
COTOCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,5,5
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,24,24
DESAGUADERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,8,8
EL ALTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,35,35
EL TORNO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,5,5
FILADELFIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,4,4
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,6,6
GUAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,4,4
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,3,3
GUTIERREZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,12,12
HUANUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,5,5
HUATAJATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,4,4
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,22,22
INQUISIVI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,9,9
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,5,5
LA PAZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,31,31
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,3,3
LAJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,5,5
LORETO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,2,2
LURIBAY,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,1,1
MALLA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,4,4
MOJINETE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,6,6
MOROCHATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,60,60
PADCAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,2,2
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,9,9
POCOATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,5,5
POCONA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,15,15
PORTACHUELO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,6,6
PUCARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,12,12
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,6,6
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,3,3
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,41,41
RIBERALTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,9,9
SACABAMBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,11,11
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,27,27
SAN CARLOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,56,56
SAN JULIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,22,22
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,9,9
SAN LUCAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,5,5
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,20,20
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,3,3
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,378,378
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,39,39
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,6,6
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,5,5
SUCRE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,6,6
TACOPAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,60,60
TARABUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,2,2
TARACO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,4,4
TARATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,10,10
TARIJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,4,4
TEOPONTE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,3,3
TOCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,10,10
TRINIDAD,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,10,10
TUPIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,4,4
UNCIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,16,16
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,5,5
VACAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,6,6
VIACHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,14,14
VILA VILA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,11,11
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,22,22
VILLAZON,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,6,6
VITICHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,7,7
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,2,2
WARNES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,11,11
YACUIBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,5,5
YAPACANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-01-01,11,11
ACHACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,12,12
ANCORAIMES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,4,4
BUENA VISTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,10,10
CABEZAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,11,11
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,10,10
CARACOLLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,5,5
CHALLAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,17,17
CHARAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,4,4
CHUA COCANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,3,3
CHUMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,4,4
CKOCHAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
COMBAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
CORQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,5,5
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
CURVA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,7,7
EL ALTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,53,53
EL TORNO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,3,3
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,4,4
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,6,6
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,5,5
GUTIERREZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,4,4
HUANUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,6,6
HUATAJATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,3,3
ICHOCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,11,11
IXIAMAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
LA ASUNTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,14,14
LA PAZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,61,61
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,4,4
LAJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
LORETO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
MOCOMOCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,12,12
MORO MORO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,8,8
MOROCHATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
OKINAWA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
PAILON,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,8,8
PASORAPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,7,7
PAZÑA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,14,14
POJO (CBBA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,8,8
PORONGO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,7,7
POTOSI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,5,5
PUCARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,10,10
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,6,6
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
PUNA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,3,3
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,80,80
RIBERALTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,14,14
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,77,77
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,18,18
SAN CARLOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,20,20
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,18,18
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,6,6
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,30,30
SAN PEDRO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,3,3
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,4,4
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,3,3
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,12,12
SORATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,13,13
TACACOMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
TARACO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
TARATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,10,10
TARIJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,22,22
TEOPONTE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,3,3
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,5,5
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,6,6
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
TOCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,32,32
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,13,13
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,107,107
VILLAZON,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,7,7
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,4,4
WARNES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,5,5
YACUIBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,2,2
YANACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-02-01,12,12
ACHACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,2,2
ACHOCALLA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,1,1
AIQUILE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,14,14
APOLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,3,3
ARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,3,3
ATOCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,5,5
AYO AYO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,4,4
BATALLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,5,5
BUENA VISTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,19,19
CABEZAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,11,11
CARACOLLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,27,27
CHARAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,6,6
CHUA COCANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,4,4
CHUMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,8,8
COMANCHE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2015-03-01,4,4
