municipality,group,variable,month,Nº de actividades educativas en Salud,TOTAL
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,13,13
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,11,11
HUACHACALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,15,15
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,10,10
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,6,6
ICLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,32,32
IXIAMAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,7,7
LA ASUNTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,5,5
LA GUARDIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,199,199
LA PAZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,124,124
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,9,9
LAJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,42,42
LLALLAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,118,118
LLICA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
LORETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,16,16
MALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,3,3
MAPIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,8,8
MOCOMOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,2,2
MOJINETE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,4,4
MOJOCOYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,19,19
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,16,16
MONTERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,104,104
MORO MORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,3,3
MOROCHATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,4,4
OCURI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,3,3
OKINAWA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,376,376
PADCAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,4,4
PADILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,31,31
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,28,28
PAZÑA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,10,10
POCOATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,2,2
POCONA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,4,4
POJO (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
POOPO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
PORCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,2,2
POROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,18,18
POTOSI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,86,86
PRESTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,15,15
PUCARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,49,49
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,7,7
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,45,45
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,24,24
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,9,9
PUNA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,20,20
PUNATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,67,67
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,10,10
QUIME,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,3,3
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,8,8
ROBORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,4,4
SABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,3,3
SACABA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,14,14
SACABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,5,5
SACACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,3,3
SAIPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,12,12
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,6,6
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,2,2
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,11,11
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,5,5
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,15,15
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,5,5
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,5,5
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,7,7
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,19,19
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,4,4
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,61,61
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,16,16
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,46,46
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,8,8
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,4,4
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,37,37
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,577,577
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,24,24
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,11,11
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,20,20
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,4,4
SHINAOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,40,40
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,18,18
SIPE SIPE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,6,6
SOPACHUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,14,14
SORACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,7,7
SUCRE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,53,53
TACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,5,5
TACOPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,3,3
TAPACARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,17,17
TARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,22,22
TARATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,5,5
TARIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,433,433
TARVITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,44,44
TIAWANACU,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,15,15
TIPUANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,16,16
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,5,5
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,3,3
TOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,8,8
TORO TORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,21,21
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,70,70
TRINIDAD,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,51,51
TUPIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,15,15
UMALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,3,3
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,8,8
URUBICHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,6,6
VACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,2,2
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,8,8
VIACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,13,13
VILLA MONTES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,5,5
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,20,20
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,25,25
VILLAZON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,7,7
VINTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,8,8
VITICHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,3,3
WARNES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,8,8
YACO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,26,26
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,19,19
YANACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,7,7
YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,36,36
YOTALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,5,5
YUNCHARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-01-01,33,33
ACHACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,6,6
AIQUILE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,27,27
ALALAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,6,6
ALCALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,22,22
ANCORAIMES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,1,1
ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,8,8
ANTEQUERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,5,5
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,15,15
ARBIETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,5,5
ARQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,4,4
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,19,19
ATOCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,32,32
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,5,5
AZURDUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,21,21
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,21,21
BETANZOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,21,21
BOYUIBE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,3,3
BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,12,12
CABEZAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,9,9
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,78,78
CALACOTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,12,12
CALAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,14,14
CAMARGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,17,17
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,17,17
CAMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,6,6
CAPINOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,53,53
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,46,46
CARACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,7,7
CARANAVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,33,33
CARAPARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,3,3
CATACORA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,58,58
CHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,4,4
CHARAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,3,3
CHAYANTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,14,14
CHIMORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,13,13
CHIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,6,6
CHUA COCANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,15,15
CHUMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,13,13
CLIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,7,7
COCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,186,186
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,5,5
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,22,22
COLOMI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,20,20
COLQUECHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,15,15
COLQUIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,22,22
CONCEPCION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,2,2
COPACABANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,5,5
COTAGAITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,6,6
COTOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,202,202
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,63,63
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,4,4
CULPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,25,25
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,10,10
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,241,241
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,5,5
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,15,15
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,46,46
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,91,91
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,23,23
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,21,21
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,5,5
ESCOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,1,1
FILADELFIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,2,2
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,18,18
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,7,7
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2015-02-01,6,6
