municipality,group,variable,month,Nº de visitas familiares realizadas,TOTAL
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,25,25
CARACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,54,54
CARANAVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,20,20
CARANGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,8,8
CARAPARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,54,54
CHALLAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,314,314
CHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,21,21
CHARAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,3,3
CHAYANTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,30,30
CHIMORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,95,95
CHIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,16,16
CHUA COCANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,23,23
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,272,272
CKOCHAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,30,30
CLIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,296,296
COBIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,26,26
COCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,7,7
COCHABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,198,198
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,78,78
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,14,14
COLOMI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,81,81
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,50,50
COLQUENCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,2,2
COLQUIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,19,19
COMARAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,138,138
CONCEPCION,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,45,45
COROICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,55,55
CORQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,61,61
COTAGAITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,209,209
COTOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,11,11
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,8,8
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,124,124
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,14,14
CUEVO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,168,168
CULPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,208,208
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,105,105
CURVA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,9,9
DESAGUADERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,7,7
EL ALTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,2536,2536
EL CHORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,66,66
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,62,62
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,183,183
EL TORNO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,654,654
EL VILLAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,55,55
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,109,109
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,101,101
ESCARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,15,15
ESCOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,271,271
FILADELFIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,8,8
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,26,26
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,35,35
GUAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,20,20
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,214,214
GUTIERREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,15,15
HUACARETA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,86,86
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,101,101
HUANUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,26,26
HUATAJATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,10,10
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,39,39
ICLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,127,127
INCAHUASI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,217,217
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,5,5
INQUISIVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,26,26
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,39,39
LA GUARDIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,300,300
LA PAZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,42,42
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,34,34
LAJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,61,61
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,5,5
LLALLAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,66,66
LLICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,35,35
LORETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,21,21
LURIBAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,11,11
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,8,8
MACHARETI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,214,214
MAGDALENA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,25,25
MALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,90,90
MAPIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,8,8
MIZQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,41,41
MOCOMOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,92,92
MOJINETE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,5,5
MOJOCOYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,113,113
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,379,379
MONTERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,387,387
MOROCHATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,50,50
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,85,85
OCURI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,18,18
OMEREQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,53,53
ORURO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,1392,1392
PADCAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,117,117
PADILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,82,82
PAILON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,30,30
PALCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,6,6
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,10,10
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,29,29
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,131,131
PASORAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,46,46
PATACAMAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,11,11
PAZÑA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,36,36
POCOATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,53,53
POCONA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,55,55
POJO (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,28,28
POOPO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,26,26
PORCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,20,20
POROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,194,194
PORONGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,95,95
PORVENIR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,73,73
POTOSI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,1958,1958
PRESTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,198,198
PUCARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,46,46
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,52,52
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,114,114
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,322,322
PUERTO SILES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,212,212
PUNA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,56,56
PUNATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,1063,1063
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,651,651
RAVELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,23,23
REYES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,25,25
RIBERALTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,191,191
ROBORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,30,30
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,21,21
SABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,6,6
SACABA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,345,345
SACABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,37,37
SACACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,35,35
SAIPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,39,39
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,67,67
SAMAIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,49,49
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,3,3
SAN ANDRES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,45,45
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,71,71
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,10,10
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,76,76
SAN BENITO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,22,22
SAN BORJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,76,76
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,132,132
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,123,123
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,37,37
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,6,6
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,5,5
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,380,380
SAN JULIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,276,276
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,206,206
SAN LUCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,177,177
SAN MATIAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,80,80
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,12,12
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,35,35
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,23,23
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,406,406
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,13,13
SANTA ANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,6,6
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,3262,3262
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,20,20
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,125,125
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,35,35
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,2,2
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,222,222
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,39,39
SHINAOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,102,102
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,49,49
SIPE SIPE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,120,120
SOPACHUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,145,145
SORACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,51,51
SUCRE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,1753,1753
TACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,3,3
TACOPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,52,52
TAHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,9,9
TAPACARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,49,49
TARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,203,203
TARACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,25,25
TARATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,90,90
TARIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,1442,1442
TARVITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,189,189
TEOPONTE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,3,3
TIAWANACU,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,17,17
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,25,25
TIPUANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,18,18
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,668,668
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,135,135
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,12,12
TOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,92,92
TOLATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,26,26
TOLEDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,19,19
TOMINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,88,88
TORO TORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,57,57
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,38,38
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,35,35
TRIGAL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,10,10
TRINIDAD,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,24,24
TUPIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,685,685
TURCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,19,19
UMALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,37,37
UNCIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,7,7
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,222,222
URUBICHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,29,29
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,18,18
VIACHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,30,30
VILA VILA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,16,16
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,42,42
VILLA MONTES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,132,132
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,216,216
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,238,238
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,344,344
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,66,66
VILLAZON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,247,247
VINTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,89,89
VITICHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,68,68
WARNES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,45,45
YACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,24,24
YACUIBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,962,962
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,337,337
YANACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,12,12
YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,1229,1229
YOCALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,10,10
YOTALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,85,85
YUNCHARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,3,3
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-01-01,108,108
ACACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,19,19
ACHACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,105,105
ACHOCALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,110,110
AIQUILE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,254,254
ALALAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,49,49
ALCALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,153,153
ANDAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,102,102
ANTEQUERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,32,32
ANZALDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,66,66
APOLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,36,36
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,46,46
ARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,37,37
ARBIETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,114,114
ARQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,34,34
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,125,125
ATOCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,40,40
AYO AYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,20,20
AZURDUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,99,99
BATALLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2015-02-01,1,1
